,resume
13477,"Key achievements for all time:
- Implemented more than 20 projects as Head of Business analytics
- The process of managing projects within the team and with the customer has been developed
- Successful cooperation with TOP clients in the banking segment of Ukraine, including: Alfa Bank, Ukrsotsbank, Aval Bank, Bank Credit Dnipro, Idea Bank
- Developed and implemented segmentation of loan portfolios. Work efficiency increased by 8-10%
- A scoring model based on 50+ indicators was developed and implemented. After that we knew what should be paid attention to in order to increase efficiency, and what it is completely inappropriate to spend a resource on. Costs reduced by 15%, efficiency increased by 20%
- Combining into a single cohesive team two opposite directions - a call center and lawyers
Hello!

I am the Head of business analysis in an IT company with 4 years of experience.
Prior to that, I held the position of project manager in a financial company for 4 years.

Key competencies:
- I am good at systemic and critical thinking;
- I know how to build communication;
- Creative and flexible to change;
- I strive for the ideal, a perfectionist;
- I have the skill of strategic planning;
- Proactive leader;
- Team player.

Responsibilities:
- Setting tasks for the BA team, developers and monitoring their implementation 
- Sprint planning, workload distribution among employees;
- Optimization and control of worker processes;
- Collection of requirements and their formalization in the SRS;
- Formation of labor costs and resource planning for project implementation;
- Description of instructions for users and software administrators.
I am looking for a company with interesting projects, modern approaches in project implementation.
One of the most important factors is a close-knit team of professionals focused on results"
13537,"
Training and internships for new staff in the company.
Coordinating the tasks to ensure the development of the projects.
Managing a team of junior customer service representatives.
Setting goals and objectives for the team; meeting ongoing deadlines; closing
cross-tasks; providing knowledge about new products and monitoring working
groups/chats to present new information to the team.
Preparing monthly reports (KPIs) on the work of subordinate operators;
preparing analytical data for further planning of work processes.
Analyzing problems and developing recommendations for their elimination that
were identified when using the product/service.
Communication between departments of the company in order to provide a
quick and high-quality solution to the issue; find the best solutions for each
customer inquiry.

Online customer support/consultation; handling a wide range of customer
requests (chats, tickets, messengers, and social networks).
Delivering outstanding customer service by successfully responding to
questions and queries, showing your passion and responsibilities.
Communication with clients from English-speaking regions (India, Australia,
Canada, Nigeria, Pakistan), closing complex service issues and solving current
problems.
Use of CRM systems in different directions.
Implement proven experience in delivering exceptional customer service, turning
problems into solutions.
Able to quick adaptation to new programs (CRM) or changes in work.
"
13893,"I am proud to highlight the following accomplishments in my career:

- Achieved the milestone of generating the first $1,000,000 in revenue within a span of just 9 months.
- Successfully built a highly efficient lead generation and sales team within a timeframe of 4 months.
- Implemented the OKR (Objectives and Key Results) and KPI (Key Performance Indicators) frameworks to drive performance and track progress effectively.
If your company is in need of someone who can:

- Lead the B2B sales and business development process, from lead generation to customer support.
- Manage teams of sales, BizDev's, and account managers.
- Negotiate and clinch deals successfully.
- Handle the planning and budgeting process effectively.
- Manage partnership programs.
- Serve as an advocate for your company's products.

I am confident that I can be a valuable asset to your organization. I am open to personal meetings as I believe it is the best way to discuss potential opportunities in detail.
"
13897,"
During my four-year tenure as a Commercial Director at an international trading company, I had the privilege of leading a talented team and playing a pivotal role in the company's growth and success. 
As the Commercial Director, my primary responsibility was to oversee all commercial activities and strategies for the company. This involved managing key accounts, negotiating contracts with suppliers and buyers, and establishing strong relationships with international partners. I worked closely with various departments, including sales, marketing, finance, and logistics, to ensure seamless coordination and alignment across the organization.
"
14744,"In production, I built management resource system according to the principles of MRP II, thereby eliminating the OOS of raw and materials, increasing the efficiency of production planning, and minimizing the occurrence of force majeure.
In a chain of grocery and electronic supermarkets, I oversaw and automated all operational activities, from the administration of basic corporate directories to the management of marketing promotions and loyalty programs.
In logistics centers, I implemented address storage, accounting of goods consignments, WMS, which made it possible to minimize the errors of performers in the warehouse when selecting / placing goods, when picking orders, and to increase the service level.
In distribution companies, I developed and implemented S&OP, WMS, SCM, BI, etc. systems, which led to increasing of business efficiency.
I have spent half of my life managing changes in large trading and manufacturing companies. I manage projects at the intersection of business analysis and system analysis; act as a project manager or process owner (warehouse logistics, supply chain management, production management, sales/shipping/production/supply planning, budgeting, etc.). I designed CIS, consolidated accounting, developed and implemented systems of various specializations (MRP II, ERP, WMS, CRM, BI, MDB, etc.). I organized specialized divisions, led groups of programmers and analysts up to 20 people. During the last year I managed IT projects in four countries remotely (established and consolidated management accounting).
I will give preference to a company that works on the principle: ""If you don't know what to do, ask an analyst."" I have been solving problems and correcting other people's mistakes for many years. I hope that the company will generate new mistakes not as fast as I will fix the old ones."
14862,"- built company from scratch; 
- formed an effective team, fulfilling the annual plan for 7 months
- increased revenue growth by 102%, the company’s net profit by 58% of the planned indicators
- developed rebranding strategy, which allowed to form new structure and regulations; 
- optimize business processes, as well as reduce costs by 30%
11+ years of deep expertise in business and project management: 3+ years in Innovative Technologies and Entertainment Industry, 8+ years in Media and Fashion Business.
10+ years of expertise in people management – from 5 to 500+ persons.
Strong experience in building operational processes from scratch and operations management, business
processes systematization and automation skills, digitization of documents, planning and financial performance management. Extensive experience in managing international projects and teams from France, Italy, Great Britain, UAE, USA, Germany, Saudi Arabia, Spain.
"
14882,"Founded two software startups, acting as CEO within various business roles (HR, finances, tech development, legal, marketing, fundraising, business partnerships, etc.).
Successfully launched various web and mobile products for local and international companies, taking them from the concept phase and technical implementation to the marketing stage. 
Created (research-evaluation-concept-implementation) product tailored marketing strategies, including referral programs, cash back campaigns, offline partnerships, etc..
Project and product manager with 7+ years of experience in
local and international IT companies; founder and CEO of two software technology startups; blockchain & exponential technologies enthusiast; innovation, optimization, and automatization activist; marketer & growth ninja; results-driven and deadline oriented entrepreneur. Took key management roles in 10+ IT projects (web + mobile), acting as the main coordination point for both internal and external stakeholders. Led technical teams towards successful roadmap implementation within allocated resources. Worked within fast-paced, ever-changing, dynamic and agile business environments, managed cross-functional local and remote teams. Right now, I am open for rare and exciting opportunities for personal growth and career development with an ambitious business or organization that wants to grow by making a positive social impact through great revolutionary products.
I am generally interested in projects that pursue a beneficial social impact and products that disrupt old and inefficient ways of thinking and working. Fintech projects and products are to be avoided unless they deal with blockchain transformation.
Career development opportunities, working environment and social corporate culture play an important role when choosing the partner for my next cooperation."
14890,"
Business Analyst
My responsibilities include:
 Collection, consolidation, analysis and documentation of
requirements for 1C Enterprise
 Oral and written communication with company employees
 Analysis of business processes and their documentation
 Optimizing the work of 1C Enterprise
 Interaction with 1C developers

CEO | Business Analyst | Project Manager
My responsibilities include:
 Collection, consolidation, analysis and documentation of client
requirements
 Verbal and written communication with local and global
development teams
 Partial participation in project management, coordination and
interaction with other teams
 Development of analysis methods of marketing costs and their
effectiveness
 Development of technical tasks and functional responsibilities
for the entire period of project development
 Research for new approaches to optimize existing processes
 Work with CRM systems for data collection and analysis
 Launch of a charitable NFT project 
 Market research, Building SEO structure, UX prototyping, team management for these projects:

Project Manager | Business Analyst
My responsibilities included:
 Collection, consolidation, analysis and documentation of client
requirements
Стр. 2
 Development of SEO structure and Usability of website design
 Coordination and interaction with other teams
 Development of a marketing strategy
 Search for new approaches to optimize existing processes
 Development of a CRM system for data collection and analysis

Owner | CEO | Business Analyst
My responsibilities included:
 Dissemination of information about Internet opportunities
 Business model development
 Development of SEO structure and Usability of website design
 Organization of the company: documentation, hiring,
distribution of functional responsibilities
 Development of a marketing strategy and work on marketing
campaign
 Search for new approaches to optimize existing processes
 Development of a CRM system for data collection and analysis
"
14906,"
Positions:
Development director (in the field of restaurant business)
Political worker 
Project manager, organizer, head of Partnership department, PR specialist
Business owner, director

Years of experience: 6 

Briefly about me:
During the month, earned more than UAH 10,000,000 for the company through partnership activities.
Led a team that increased the company's revenue 10 times over the year - from UAH 100,000. up to UAH 1,000,000.
Successfully systematized and automated processes in the company, implemented 45 indicators of staff efficiency, task management for project work, which increased the level of income and the percentage of project completion.

Ukrainian - fluent
Russian - fluent
English -B2 \ C1
German - beginner
Spanish - beginner

Education: Bachelor of International Relations
"
14907,"-Transformation of businesses and departments into a systematic form (multiple MBA courses attended)
-Leading products that make userbase grow at 10%+ per month
-Managing crypto portfolios with market neutral strategies at 5%+ monthly profitability
-Raising funds for fixed income allocation, ventures and directional trading
-Creating algotrading bots (as a product owner and a manual trader, not a coder) for allocating portfolios of bitcoins and $ in order to make 50% profits p.a. with not more than 5% of assets at risk in any point (5% equity drawdown is the worst case scenario)
-Proved forecasting of stock market direction and crises forecasting as well as EUR/USD and oil price direction for 1 year upfront
-Capable for the studies, respectful, friendly, meticulous, responsible, persistent, dedicated, energetic, comradely, best result oriented and sharp
-Technologies: websockets, REST, API, python, excel macros, VPN
-Software: ClickUp, Coda, Jira, Confluence, Slack, Miro, Teams, Discord, Zoom, Bloomberg, Ctrader, Metatrader, TradingView
Started my career in 2008 in investment banking where grew from Analyst to Portfolio Manager.
Received 2 years of experience in BD in classical bank in B2B sales.
Moved to crypto in 2013 where started my own hedge fund.
In 2017 began my IT career with developing algotrading bots at crypto exchanges.
In 2021 joined a well-known crypto exchange where grew from Business Analyst to Product Manager and Head of Liquidity. Participated in such products as Listings and Liquidity.
Aim to develop further as CEO /Head of Product / CTO / Head of Sales with more responsibility and room to grow.
I do not want to join companies where Principal-Agent problem is not effectively solved"
14914,"
CEO / Project Manager in LLC «ДБК-7» (2017-2022):
• team building and its coordination;
• projects support through the life cycle;
• negotiating at all levels; • contractual processes;
• permitting documentation in state bodies;
• tenders (participation and holding)
• planning, budgeting; • analysis and work with risks;
• organizing and conducting meetings;
• marketing • reporting • commissioning.

Deputy Head of the Own Forces Department in LLC «KAN BUD» (2012-2017):
• planning and coordination of dep. and construction sites activities;
• implementation ideas of how to min.costs and max. profits;
• work processes optimization; • analysis of financial activities;
• budgeting, tenders, contracts, estimates;
• “КБ-2” verification and approval; • procurement management;
• work with contractors and project organizations;
• deadlines planning and control;
• the pricing policy checking and adjusting.
"
14916,"Вошел в рейтинг лучших молодых медиаменеджеров Украины, который проводил Talent Advisors и mmr.ua в партнерстве с PwC
http://mmr.ua/show/objavleny-rezultaty-rejtinga-molodyh-mediamenedzherov/37335#1503218104.1518445700
8+ years experience as a CEO company CitySites (citysitesglobal.com) with more than 200 employees, and 115 branches in seven countries (e.g. 057.ua, inalmaty.kz,  comoros24.com,  vilniuje.info)


The presence of leadership and management skills. Experience of managing a team of up to 200 people. High self motivation. Team player. Work on the result, persistence. Pro active position. Management skills in active sales (search field of customer service, presentations, work with objections); staff recruitment and training. Experience in the creation and development of major projects. Drive companies to new markets. Preparation and writing of all necessary documentation, business process analysis and modeling for the development of the company. Successful experience (SEO, Internet Marketing, PPC, SMM). Project management.
"
14930,"Achievement_1: Successfully Reversed Client Dissatisfaction and Expanded Project Portfolio for the company

Inherited two projects with Siemens as the client, facing significant dissatisfaction due to previous management. However, through dedicated efforts and strong project management skills, I successfully turned the situation around. By addressing concerns, managing timelines, resources, and budgets effectively, I exceeded Siemens' expectations, delivering both projects on time and within budget. The exceptional quality of work reinstated Siemens' confidence, leading them to recognize our team as the most professional they had worked with. This achievement not only secured their continued cooperation but also brought additional projects, expanding our company's portfolio.

Through this accomplishment, I demonstrated my ability to navigate challenging situations, fostering long-term partnerships by consistently delivering successful projects with high standards of quality, on time and within budget.


Achievement_2: Successful Growth of Junior Teams into Skilled Mid-level Professionals

Under my leadership, I developed and implemented a comprehensive training program for two teams consisting of junior members with no commercial experience. Over a period of six months, I provided guidance and managed the program, which included task management, simulated commercial projects, and case studies. Through my efforts, both teams successfully transitioned from junior to mid-level professionals.

The training program focused on honing skills in .Net and NodeJS, preparing the team members for real-world commercial projects. Despite having only six months of experience, these individuals showcased exceptional competence, delivering results on par with their counterparts who had two to three years of experience.

This achievement demonstrates my ability to effectively mentor and develop junior teams, enabling their growth and successful integration into commercial projects as skilled mid-level professionals.


There are few more achievements that I am not able to paste here, due to the text amount limitation, but I will gladly share them during prite conversation.
I am certified Project Manager, Scrum Master and Team Leader with 3+ years of experience. I have a proven track record of working with big demanding clients such as Siemens, delivering successful projects on time and within budget, with a high quality of work and project end result. I have a good experience in managing project timelines, resources, and budgets while ensuring high-quality deliverables. I am skilled in creating project plans, setting team goals, and delegating tasks to ensure that all team members have the necessary resources and skills to successfully complete the project. Additionally, I have experience in monitoring team performance and identifying potential issues, taking corrective action as necessary to ensure the project stays on track. I am adept at managing project stakeholders' expectations and providing regular updates to keep them informed about project progress and any issues or risks. 

Previously, worked as a Business Analyst ~2 years. I have experience in gathering and translating client's business requirements into user stories and process diagrams, as well as communicating those requirements to the development team. I have also collaborated with UX teams to ensure that the design is compatible with the client's business requirements. In this role, I have moderated and facilitated meetings and workshops with clients, identified challenges, and recommended improvements to the project.

As a Quality Assurance Engineer (~2 years), in the past I had experience working on two projects - the Medical Project and License Project. I have contributed to the development of a clinical communication tool that combines secure instant messaging with medical images and a product that allows identifying the licensed areas of the code of any project. My responsibilities included ensuring that these products meet the necessary quality standards and specifications.
"
14932,"Blue Prism Professional Developer certificate
- 5 years of experience as an RPA developer
- strong skill set that includes identifying process scope, building robust architectures, executing end-to-end development following industry best practices, maintaining processes in production, providing technical support, and producing detailed documentation
- delivered a complex RPA/data processing solution for an international client, and successfully rolled it up into different regions (Europe/Asia/Australia)
- successfully led an RPA team as a Project Manager, delivering automation solutions for a global EU client

In addition to my RPA background, I have also worked as a Node.js back-end developer, utilizing technologies such as Express.js, MS SQL, and Sequelize ORM, to automate the monitoring of Blue Prism processes for a web solution. This experience has further enhanced my technical proficiency and broadened my skill set in the field of automation.
"
14939,"Achievements:

Project Leadership in a Complex Program: As Scrum Master, successfully guided a challenged project within a large program. Identified issues and bottlenecks, implemented process improvements, and timely addressed resource constraints, ensuring on-time delivery and program adherence.

Promoting Agile Knowledge Sharing: Actively contributed to Agile community events, sharing expertise on topics such as Agile metrics analysis, Scrum-Kanban integration, effective Retrospectives, and Agile certification preparation.

Valuable Agile Certifications: Earned distinguished Agile certifications: Professional Scrum Master II (PSM II), Professional Scrum with Kanban I (PSK I), and Kanban System Design (KSD).

Dual Role Success: Demonstrated excellence as both Scrum Master and Resource Manager for a team of 34 members, achieving outstanding results in project delivery and people management.

In summary, my achievements showcase effective project leadership, commitment to knowledge sharing, valuable Agile certifications, and adeptness in dual roles. With a track record of success in Agile methodologies and a focus on continuous growth, I am poised to drive excellence in any Agile-based project.
Experienced, certified, and self-motivated Scrum Master with a track record of over 8 years of excellence at the world's biggest IT company. Highly skilled in Agile methodologies and Kanban, demonstrated through successful implementation of Scrum frameworks from inception. A proven leader, adept at coaching and mentoring teams to achieve optimal performance. Proficient in leveraging various Agile/Scrum/Kanban practices to drive project success. Skilled in collecting and utilizing diverse Agile metrics using tools such as PERF, Azure DevOps, Jira, and XLS.

Beyond Agile expertise, possess a comprehensive understanding of Project Management activities, encompassing project timelines, resource planning, road map creation, risk management, hiring and staffing initiatives, and regular project status reporting to clients and EPAM management. Proficient in managing stakeholders, scope, prioritization, and ensuring team performance remains at its peak.

The combination of hands-on experience, certification, and a results-driven approach underscores my ability to navigate complex projects, streamline processes, and deliver exceptional results within a collaborative and dynamic environment.
I am eagerly seeking a challenging and dynamic role as a Scrum Master or Project Manager in an organization that embraces Agile methodologies. My ideal project will provide me with the opportunity to leverage my expertise and experience to the fullest. I am keen to be part of a team that values collaboration, continuous improvement, and innovation, while striving for excellence in project execution.

In this role, I envision working closely with cross-functional teams, ensuring a seamless and efficient Agile process that fosters a culture of transparency and adaptability. I am excited about the prospect of guiding and mentoring teams to achieve their full potential, while facilitating Scrum ceremonies and implementing Agile best practices to drive successful project outcomes."
14947,"Certifications:
PMP
PMI - ACP
PSM I
Outcome-focused Program Manager (PMP, PMI-ACP) and Professional Scrum Master I (PSM I) with 8 years’ experience of leading development teams. I have a long track record of delivering web, mobile and API projects for the clients from the USA, Great Britain and Western Europe. Experienced in managing delivery cycle for small, middle-sized and enterprise level companies.
Skilled in process development, people management and problem solving. Effective in collaborating with project teams, senior management and key stakeholders. Focused on building long-term relationship with clients by providing transparent and professional communication.
1.	Little or no bureaucracy
2.	compliance with work-life balance
3.	Personal and career development
4.	Competitive Salary"
15180,"
- Participated in managing a team of project managers and IT developers.
- I have experience in implementing Cloud Jira in the company for many employees and building projects based on Cloud Jira.
- I have practical experience in training employees to use Cloud Jira.
- Had experience in implementing controls on the contemporaneity of working time records.
- After the introduction of Cloud Jira, a project was created to support the participants of the apartments in working with the system.
- I have practical experience in building a working Service Desk system ""from scratch"".
- There is experience of working with a team of 10 or more people under supervision.
- Participation in the testing of the mobile application for ordering food.
- Testing and searching for bugs in the Service Desk system.
- Testing of the website of the training company.
- Management of the Service Desk system implementation project.
- Development of business processes in the company.
- Participation in audits for compliance with ISO 9001, ISO 27001, CISCO Golden Partnership,
- Management of the Pearson VUE certification center modernization project.
"
15240,"SAP ERP R/3 (SD, MM, PP, FI, CO) + BI (BO) + AI (ML+DL) Implementation. The first book in (SAP + AI) was published in USA only 2 years later after our work (in Sept. 2019 by O'Reilly). It is the most complex project among all possible IT Development Projects in any industry in any country, including any double AI + triple Big Data. 

Repeatedly managed Data Science Teams Members with PhD.

Scientific interests are: management, modern inductive logic, causality, evidence, philosophy of science, control systems, system analysis.
Working experience in IT (and not only) more 15 years:

C-level: Chief Operating Officer, Chief Financial Officer, Chief Strategy Officer, Chief Performance Officer.

S-level: Senior Project Manager, Senior Business Analyst, Senior (Lead) Data Scientist.

Worked with Team members from: Ukraine, Russia, USA, UK, Germany, Turkey, India, China, Belarussia.

Projects: Antonov, MoSi GT Engines, ERP (SAP ERP R/3, MS Axapta, MS Navision, QuickBooks EE, Sage Line 50, all 1C), BI (SAP BO, Dundas, PowerBI, BIStudio, IBM Cognos BI, Tableau, Qlick), many CRM Software, AI & Data Science (Business Statistics, DS & ML for Business (Management, Marketing, Sales, Distribution), Text Mining, NLP, Recommendations Systems, Fraud Detection, Clinical Trials and Diagnostics, Drugs Development, Games Analytics, Computer Vision, Deep Learning, Object Detection, Text Recognition from Images in CV, SparQL, Geolocations from main Geocoders, 3D Modelling, R, Python, SPSS, MiniTAB, SAS, JMP, OriginPro, Statsgraphics), Digital (On-line) Marketing, Web Development, Developers and Teams Performance Management and Code Metrics.

For serious companies and projects ready to use main 60 project management forms from PMI (PMBOK 6) in PDF or Word. Also ready to use dozens of BOKs (not only BABOK and PMBOK as any BA and PM). I have hundreds of books in English in Data Science, Project Management (including Agile (SCRUM - Kanban - Scrumban - SAFe - LSS)) and Business Analysis.

Education: Higher Technical and double Higher Economical.

Scientific Degree: Ph. D., twice Post-Graduate (Engineer & Economics).

Ready to work as: CFO, COO, CPO, CMO, SPM, SBA, SDS. 

The Data Scientist's work is to analyse and to mining collected data and to develop the data models, the Data Engineer's work is to collect data from various sources for Data Scientist's analysis. Data collecting must not be confused with the data analysis and mining, how it is done in Ukraine. Data Scientist IS NOT! equal Data Engineer. Data Engineer works for Data Scientist.

For foreign companies and developers teams ready to establish your IT Development Department in Ukraine (Kharkov).
Something challenging in IT development and (or) Data Science (AI, Machine Learning, Deep Learning, Time Series). Ready to raise your any business to higher level by Data Science (AI) for Business and Modern Business Management (AI + Strategy + Business Model + Business Processes + Orgstructure-Teams + Business Metrics). And expect long lasting projects, preferably at product company."
15339,"
I have six years experience with Facebook Ads, two years experience with Google Ads, one and a half year with Yandex.Direct, a year with myTarget and VK ads.

The main goals of advertising campaigns were:
- grow Facebook / Instagram / VKontakte pages
- grow Telegram / Viber channels
- grow Youtube channels
- increase traffic to sites
- increase sales of grocery online supermarket products
- drive app installs (Google play / App store)
- get maximum income from traffic arbitrage
- players retention for social casino

As a manager, I have been leading a team that has been growing and monetizing communities on various social networks and messengers for 3 years.
"
15419,"Manager with solid business experience, with 8 years of experience in the telecom sector, mainly focused on enterprise large systems. Developed new solutions from idea to successful implementation.
Work experience:

+NDA, Chief Operating Officer, Ukraine (Sept.'20 - now) 
Responsibilities:
- Management and control of the operating activities of the company and its divisions;
- Formation of strategic goals, development and implementation of business plans, assessment of possible risks, optimization of business processes;
- Achieving strategic goals;
- Working with a team, building processes;
- Product promotion.
---------------------------------------------------------
+NDA, Project Manager, Scrum Master, Ukraine (Mar.`20 - Sept.'20)
Responsibilities:
- Management of the company's financial result;
- Monitoring the execution of budgets and the company's cost optimization plan;
- Ensuring the smooth operation of the company: telemarketing, order processing service, design department, IT, accounting and finance;
- Quality control of performance of works according to service contracts;
- Attracting new clients, projects to the company, and launching them;
- Effective communication with customers;
- Daily coordination of the work of employees, setting tasks, deadlines and monitoring their implementation;
- Development and control of the application of regulatory documents: instructions, rules, standards, contracts;
- Record keeping, internal reporting;
- Working with a team, building processes;
- Product promotion.
---------------------------------------------------------
+Head of sales Department, Ukraine (Sept.`18 - Mar.`20)
---------------------------------------------------------
+TeamLead, Dealer Department, Kharkiv, Ukraine (Apr.`16 - Sept.`18)
---------------------------------------------------------
+Head of Corporate Sales, Eastern Region, Ukraine (Nov.`09 - Apr.`16)
It is always important for me to work with people who are positively disposed and ready to go jointly to the set goals, to achieve them, to enjoy joint achievements."
15425,"- Implemented an effective system for achieving the company goals from strategic sessions and financial planning to a decomposition to small daily tasks.
- Created a corporate culture with elements of gamification, which leads to a desire of each team member to do everything in his/her power to achieve the goals. As a result, three B2B projects were implemented in parallel in two countries, 4 new products were created - within 6 months.
- Implemented a system culture of continuous learning
- Automated different processes using various tools (1C, CRM, bots, Jira, Slack) in HR, procurement, production, project implementation, customer service, finance, Sales.
- Implemented Scrum for a team of 200 people in several countries using Atlassian products - Jira, Confluence, Slack.
- Launched a KPI system that allows  to track the efficiency of each specialist and team with an impact on financial motivation.
- Managed the implementation of three major projects in the B2B segment (from product creation to launch at the client and further support)
- Managed getting of loans in a short term for a complex product.
- Closed long-term overdue receivables with several clients in total $200,000.
- Managed the launch of production line: negotiations and conclusion of contracts with contractors, management of the launch process.
- Created an effective system for launching new projects, which allows to calculate budgets / risks / strategy and make management decisions
I’m an experienced executive manager in operations, business development, and employee relations with a huge background of 10+ years as the right hand to the owner and Chief Operations Officer in such businesses: IT, Consulting, IoT Products, Horeca, Manufacturing, Parcel Locker Chains, Logistics.

Main SKILLS:
— Planning: OKRs, SMART, decomposition
— Project Management: Agile, Scrum, Kanban, Less, Waterfall, Safe
— Project Delivery: negotiations, finance reports (plan/fact), execution, risk management, problem-solving, legal support, B2B sales
— Executive team management: coaching, leadership, cross-functional teams
— Finance management: PL, Cashflow, Forecasting, Unit Economy, Accounting
— Team Building: Recruitment, HR, Talents development, Compensation & Benefits
— Operations Management: Team culture, KPI, Motivation systems
— Business Development and Scaling
— Automation: Peopleforce, Pipedrive, Jira, Confluence, Slack

I can help with lots of challenges, mainly in: 
1) Starting a new business or scaling it to a new country
2) Launching a new direction in a Company, and leading it to efficiency
3) Getting away from manual team management
4) Structuring processes and implementing automation
5) Managing complex projects where many cross-functional teams are engaged
6) Implementing a champion culture in a company
7) Creating stable and working planning with the help of strategic sessions, OKR, SMART, and day-to-day activities
8) Implementing KPI, metrics, and motivation systems
9) And of course, teaching how to do all these things
"
15426,"* 15+ years in IT;
* development of finance-related projects (binary options, Forex, cryptocurrencies);
* remote management of a team ;
* simultaneous work under multiple projects;
* building and maintaining of operation processes within the company.
15+ years of experience in IT:
- almost 10 years as a Remote PM;
- 4 years as Remote COO;
- 1,5 years as Advertising and Marketing Manager;
- 4 years as Software Tester and Reviewer;
- 2,5 years as Support Service Representative;

Projects: review websites, Forex, binary options, cryptocurrencies
Customers: UK, Canada, USA, Europe
Interesting projects, application of new technologies, high salary, career growth opportunities"
15474,"I am a very fast learner, which helps me to complete even tasks that I have not encountered before in a short time. 
With my previous company I have managed to raise sprint completion rate from 55% up to 117$% with the average of 101,5%. Also I was the only PM capable answering technical question on tokenization.
Previously built a social platform for fans with 
I managed to solve all the tasks for registering and servicing a company in the eurozone even though at the time all the Ukrainian citizens were under strict control. The company was hit hard by the coronavirus and the subsequent pandemic, but I managed to cut the budget and keep the size of the team that allowed the company to go further with fundraising and acquiring new clients.
Briefly, for the past 2 years was working with Visa and Mastercard tokenization, managed to expand my knowledge in cryptography was managing a team up to 11 people defining priorities and managing planning ( though I believe that the number is much less important if the processes are built right).
2 years before, I've been leading a high-load project using AWS-based serverless architecture. Node.js Vue.js React.js React native.js was used to create the final product. As a part of this project, I was involved in all organizational activities, from managing a team (up to 6 people) and building a product, to registering a company in the eurozone, coordinating the opening of accounts, agreeing Privacy Policy and other documents with lawyers, searching for clients, etc. Of course, Agile methodology was used in this context. We built a product that has B2B and B2C sides, brought it beyond the breakeven point. Worked with MAU,ARPU,CAC,Churn/Conversion and retention rates.
If your project needs initiative, creativity and new ideas, I will be glad to join. I am interested in projects in sports, lifestyle and potentially healthcare - a priority for product companies."
15519,"Started projects and all technical infrastructure from scratch, building and hiring teams (20+ people in development teams: programmers, administrators, Q&A's), working on budgeting and strategy developing. Office infrastructure architecture and supporting, security issues development.
12 years professional experience in Internet technologies. 5+ years in management. A lot of projects development with the various levels of difficulty. There are a lot of projects with high loads between.

Working on different markets (USA, Ukraine, Russia, Kazakhstan, Azerbaijan, Georgia), with different clients gave me valuable experience of software development in different environments.
Looking for projects within fast-growing markets or fast-growing environments that could bring new challenges in my professional growth. Will prefer startups and relocation for the new experience."
15524,"Established and streamlined DevOps, Backend, QA, and Frontend teams. Directed enterprise applications and monitoring architectures planning and execution. Spearheaded distributed teams across time zones and countries.
17 years of overall experience in the enterprise projects and 11 years of engineering leadership, 8 years specializing in the banking, healthcare, robotics, automotive sectors, the background includes software developing, build the architecture, API integration, project planning, and team building. Database and data design, data warehousing planning. Communicate complex concepts to different technical and non-technical people from stakeholders, business, sales teams to QA, Development, DevOps. Can explain complicated topics with simple words.

SKILLS  
Technical:  
•	Development: Java, NodeJS, PHP, Bash, Python, Angular
•	Databases: SQL, NoSQL, DWH, PLSQL
•	Software Architecture – Microservice, Messaging, Legacy Wrappers
•	DevOps practices: Docker, GitLab, GitHub, Jenkins, Bitbucket
•	Cloud: AWS, Azure, GCP, less DigitalOcean
•	Monitoring: Splunk, ELK, Grafana, Prometheus, Nagios, Zabbix
•	Web: Apache, nginx, tomcat, grassfish
•	OS: Linux (deb, rpm, apt), Windows, MacOS 

Management:
•	Frameworks: Waterfall, Agile (Scrum, Kanban) , SAFe, XP
•	Risk management, Project estimation and planning, Presales 
•	Team building, hiring, managing.
•	Documentary: MD, Wiki, Confluence
•	Tickets: ServiceNow, Jira, Trello, Redmine
Find a role where I can make a significant impact on product development and user experience, striving to simplify and improve the product to meet the evolving needs of consumers.
Also looking for a position that will allow me to leverage my skills in project management and data analysis to streamline processes and contribute to product improvement, ultimately enhancing user satisfaction and business profitability."
15589,"- I created from zero an IT service that serves a modern holding company and supports thousands of corporate users.

- All my projects were successful. The largest scope of the implementation project was 34 companies and branches with ~ 20 000 staff within a radius of 250 km (completed in 8 months).
CIO, PM, Business Analyst
SAP ERP, OEBS, Hyperion, Parus, 1C or custom software.
MS Project, Jira, AzDo, Clarity PPM, ConnectWise Manage, etc. (Agile, Waterfall or Hybrid)

I'm experienced with large Ukrainian and international companies in IT, consulting, oil production/refinery, fertilizers, mining, insurance, and NGO. I directly supervised 65 employees at the same time. In my largest project team were about 250 FTEs. Excellent stakeholder management experience. 

I have successful work experience with business transformations, personnel optimizations, reducing costs, and protection of information assets from the interference of enforcement agencies.
To become a valuable player on your team."
15679,"знанням кітайської, італійської, англійської
Hello, my name is Daria, and I have experience working with foreign partners, experience in international communication, has lived abroad for seven years, in China and Italy. I have a talent for epistolary art, a creative mind with serious intentions, who demands of herself and others results in work and projects. I can teach, delegate and educate. I possess a natural taste in beauty and style, as well as a developed intuition in interpersonal communication. Was employed as a theater critic, art manager, and journalist. Have visited 23 countries around the world. I speak five languages. A responsible and hardworking person. I am looking for a job and ready to start my career journey urgently. After three full-time higher educations in three different countries, I realized that time I have spent studying and working in various schools and companies has come to the end. And now I am totally ready to share my knowledge at a decent, respectable job. Thank you for reading this letter. I am attaching my resume in English as well as hoping for further cooperation.

Sincerely,

Daria Malinina
хороші люди, які люблять працювати і креативити"
