,resume
98332,"Hello. My name is Anastasia, I am a beginner web designer. I am studying at the Hillel computer school on UI / UX designer courses. I'm interested in working in a product company, or in game development. I am committed to fruitful work, learning and practice. I will be glad to consider your offer. Thank you.
Basicly covered the following topics in UI / UX design courses: Font theory, images, illustrations and icons, color theory, UI Kit, Auto Layout, styles, components, atomic approach, site types, target audience, personas, grids, prototypes, adaptability.
"
98333,"She took part in the exhibition (The Art of Change) from the Ukrainian House, also in the photo exhibition *24.02 Before and After* and in the CARDIFF SCHOOL OF ART AND DESIGN CARDIFF METROPOLITAN UNIVERSITY exhibition.
By starting at the art academy, I was able to acquire the base needed by every graphic designer, such subjects as fonts, composition, and color science allowed me to get a good foundation for developing my skills. Also successfully completed courses in Photoshop and Illustrator, Figma. During my time outside of my studies, I took courses and took small part-time jobs. One of the UI/UX Design projects I created under the supervision of a mentor was the redesign of the Turkish Airlines app, where I conducted a heuristic analysis of the existing design and looked for ways to improve it, taking into account the fact that the app has its regular users.
Also, at from zero to hero courses, I created a system design and a mobile application and website design for Richard Bank. My university background has given me many skills, I am still learning but I would like to use and develop my skills in a real environment and conditions.
I would not like to do packaging design."
98334,"
Car Wash App. Mobile application for finding car washes. In the application, you can find the nearest car wash using geodata. You can reserve a date and time, select the required services and pay online.
Was a team leader in the project.
While working on the project, we analyzed the competitor. Did User Flow, Wireframes and Prototype. Developed a design.
"
98335,"I personally worked on 3 projects, I have experience working in a team.
CloudyClean Webservice
The goal of the cleaning service was to enable the user to quickly find the right cleaner for his apartment using filters and easily order his services. An in-depth analysis of competitors and their user flow was conducted. Detailed work was done on the prototypes, and then on the user interface of the project.

Alaska Pete's Website Redesign
The purpose of this redesign was to modernize the user interface for its convenience, comprehensibility and attractiveness. Before the work, an in-depth analysis of the user flow, individual site blocks and site logic was also carried out.

Landing Page for a FlowerLover
The task of this project was to create a convenient, aesthetic and understandable landing page for a flower shop, of course with a previously analyzed logic of use for a potential buyer.
I expect to receive one-off projects to order ) I will also be glad to receive the position of a junior designer in the office or a position in remote work."
98336,"
Collaborated directly with the client, NOVI Luxe,  to create their e-commerce website with.
Conducted user research, including surveys and user interviews, created wireframes, user flows, and interactive prototypes using Figma to visualize and communicate design concepts. Implemented A/B tests to validate design decisions.
Received positive client feedback for delivering the project on time and within budget.
"
98337,"More than 1 year experience with such partners as Looqme, HoReCa show, S-Prof, Lviv Organ Hall etc.
Completed courses on UI/UX design in LITS
Commerce experience with such partners as Looqme, HoReCa show, S-Prof, Lviv Organ Hall etc.

Key skills:
- Adobe Photoshop
- Adobe Illustrator
- Figma
- Invision 
- UI/UX principles
Interesting and exciting projects for skills developing and great team-work"
98338,"
Commercial experience: 
Comon Agency — 28.01.22-24.02.22 (Reduction of labour headquarters in connection with the war in Ukraine) and individual private projects up to this time.

Non-commercial experience: 
- Alexey, ""On the Way"" product delivery project, landing page development, website corporate identity creation 
- Phillip, ""Sammy Icon"" e-commerce, redesign and development of a multi-page online store website with all key stages: UX Research, Wireframe, Style-Guide&Design
"
98339,"
Completed a 3-month course in UI / UX design and have the following skills:
• UX Design
• GUI Design
• Typography
• Strong knowledge of basic graphics tools: Figma, Adobe Photoshop
• Understanding of methodologies such as Design Thinking & Human Centered Design
• Portfolio with examples of landing page, e-commerce, adaptive design
"
98340,"Certificate of UX/UI designer (Beetroot Academy); Certificate CELI4 C1 (knowledge of Italian)
Completed courses in design in Beetroot Academy. 

Experience in UX research: creating a mind map, information architecture, working with a brief, competition analysis, creating empathy map and personas, CJM and user flow, wireframing. 

Experience in UI: work in Figma, Adobe Photoshop and Illustrator. Have experience in creating an interactive prototype, designing adaptive UI. Also I have knowledge of composition, typography, colorography, grid systems, design patterns.

During the course at Beetroot Academy, I made a mobile application for a family medicine clinic, a landing page for a design studio and a website for a beauty salon. I also designed icons and logo for app. 

I want to work in a cool team with interesting projects and the opportunity to develop and learn.
I would like to have a job where I can develop my skills and be useful to the company."
98341,"In May 2023 got a Master's degree of Architecture and Urban Planning for a research project ""Modern Approaches to Implementing Information Technologies in Architectural Design."" 
Attained skills in self-organization, critical thinking, research, and analysis.
Completed two educational courses encompassing the comprehensive study of creating mobile applications and websites. Learned how to make effective and visually appealing digital products, from initial design to final implementation. 

Gained experience through development in 3 projects:

1) Website Redesign for FeelFull, a food delivery enterprise.
2) Catalogue Website for TviyBrend, an accessories retail company;
3) Mobile App Colory, designed to transform black and white photos into color.

Throughout the training, actively participated in online client meetings, conducted UX Research (interviews, online surveys, competitor analysis), formulated User Personas and Stories, designed User Flows, Wireframes, and Animated Prototypes.

Also I gained foundational skills in web development, including HTML markup, CSS styling, responsive and adaptive design principles.

Now I want to grow and to get new knowledge through real practic experience. Committed to create impactful and user-centered designs while actively expanding expertise in UX/UI principles.
"
98342,"He was a team leader in the «Search for lost and found animals project».Participated in a social project: development of an animal search site.
- Conduct research
- Responsibility and meeting deadlines
- Excellent knowledge of computer graphics programs (Figma, Illustrator, Photoshop)
- Teamwork experience
- Develop layouts for websites, web and mobile applications and a great desire to learn
Project:
- Search for lost and found animals
Animal search project. The main objective of the project 
is to quickly find the lost animal and the opportunity to 
take someone in good hands. My job was to analyze 
competitors, develop a Site map, site functions and 
adapt it.
- Furniture
The task was to make a simple and user-friendly 
landing page for a furniture store. My job was to 
analyze competitors, select references, make a 
prototype and UI page.
I am constantly improving my skills and acquire new ones, which allows me to improve your competence. I strive to work and develop in a team professionals as a UI/UX designer."
98343,"
Courses:
Projector Institute (UX/UI Design) 
Skills: Typography, Auto Layout, Wireframe, Prototype

Coursera (Foundations of User Experience (UX) Design (Google)
Skills: User Experience, Wireframe, Prototype, UXD

Projector Institute (UX Design) 
Still studying
"
98344,"I know how to translate abstract ideas into concepts and wireframes. I have skills  in creating MVP. Participated in team projects. During my studies I created projects for E-commerce and Edteach. I know to use the Design System  in the creation of projects to speed up the work and quickly present wireframes to the customer sooner.
Courses UI/UX Designer at the GoIT school (Feb. 2023- Aug.2023)

I can design interfaces for websites and mobile applications. Created such projects as Landing page, Web-service, Mobile App within the scope of training.

Landing page «Rainbow».
It was a redesign of the existing kindergarten website, in which it was necessary to update the design and structure the information so that the user could easily book an appointment and choose a curriculum for his child.

Web-service «CleanHouse». 
It was a group project with three people where I developed my skills as a team player. The goal of the project was to develop a service that would help the user quickly find people who provide cleaning services, and with the opportunity to register their candidacy for the position of a cleaner.

Mobile App «MY BRAND». 
I worked in a group of 2 people. The idea was to create an application in which you can go shopping online with the possibility of home delivery.
I want to join a company that values ​​employees, so that I can prove myself there, gain experience, and become a valuable employee."
98345,"
• Created engaging e-commerce platforms, Landing pages, and mobile app interfaces.
• Collaborated closely with clients to understand their requirements and translate them into visually appealing design solutions.
• Applied design principles and responsive techniques to ensure user-friendly and visually appealing interfaces.
• Utilized Figma for efficient prototyping and iterative design processes.
• Attention to detail, ensuring precise implementation of designs.
• Effective communication skills and consistently met project deadlines.
"
98346,"
Creation of a UI/UX design concept for an online perfume store, which included development of prototypes, creation of user flow, UI visualization of 18 web pages, presentation. UI/UX redesign of the landing page included the preparation of the analysis-documentation, prototyping, UI page concept, creation of light/dark and adaptive versions.
"
98347,"Successful completion of two courses in Projector school and the creation of several real cases with e-commerce design, landing page, and non-profit organization
- creation of concepts and prototypes, presentation
- User Interviews
- experience with  UI Kit creation in Figma
I'm looking for a job, where I can apply my practical experience from photography, new knowledge of web design, and improve my theoretical sociological knowledge."
98348,"Creation of turnkey sites, design development and assembly on a constructor. 100% positive feedback from customers
Creation of turnkey sites, design development and assembly on a constructor. development, animation and design for the Games. Work in Figma. Basic knowledge of Photoshop and Illustrator, but I have a MACBOOK, so I don't use them now
"
98349,"
Creative and friendly person. I want to create sites that will solve the needs of people and the business goals of the company. I try to show empathy for people in my work.
The profession of a designer became an ideal way for me to show my aesthetic abilities, as well as my intellectual abilities (analyzing the audience, conducting tests, identifying user problems and solving them). I like to work on various projects, analyze and understand different target audiences. I am looking for a job in a friendly and creative circle of like-minded people.

Experience:
2021-2023
Graphic designer - Electro House company
Responsibilities include:
- Development of website and mobile application design, support and content filling of the main website and online store.
- Creation of commercial offers, presentations, mailings.
- Working with packaging, creating stickers, decals, instructions.
- Design of printing products: catalogs, booklets, business cards.
- Designing and filling social networks with graphic content.
- Creating banners for the company's website, partners' websites, filling the website with graphic content, drawing icons.
- Product photography, photo processing and retouching.

2020-2022
Graphic designer - ""Fact"" publishing house (project type of work)
- Creation of layouts of book covers (fiction, children's books, non-fiction).
- Design development of souvenir products.
- Creation of layouts of printing products.

2020-2021
Marketer, designer
Regional medical center
Duties included:
- Development of outdoor advertising design - banners, posters, signs. I developed layouts in CorelDRAW, prepared them for printing, contacted and gave them to the printing house.
- Creation of polygraphy for internal needs: issued gift certificates, drew diagrams of fire evacuation plans, developed the design of presentations and commercial proposals.

2016-2022
Kharkiv Specialized Music and Theater Library named after K.S. Stanislavsky
Duties included:
- Collection of data and preparation of reports (monthly, quarterly, annual), planning and analysis of work, conducting methodical hours.
- Advertising activity: work with social. networks, drawing up a poster of events for the month, developing layouts of graphic posters, invitations, layout of a monthly newspaper.
I am looking for a job as a UI/UX designer. I strive to solve users' problems, understand and immerse myself in their problems, show empathy and understanding. I can generate ideas and propose new ways of implementing business ideas. I went through classes in UI UX design, and learned how to: develop interface design for web and mobile applications, think through a user journey map, analyze competitors, create personas and empathy maps."
98350,"I have been studying 4 months and during this time I have did  1 successful team project and 2 individual ones. I'm good at core technical skills, organizational ethics and disclipline.
I feel especially good when I see that the website I created works perfectly. That’s the best reward for me! The most important to me is learning new things. Learning something new is to me a life force. Knowing that every day I will be a little uncomfortable, helps me stay alert and keep moving. The best jobs demand more of me than what I think I can do and challenge my thinking.

In my portfolio, I have three projects that showcase my skills and expertise in UX/UI design.

The first project is a Landing page where I focused on creating a user-friendly experience. I conducted competitor research, created a mood board, and worked on UX/UI design.

The second project involved the redesign of the India Cafe website. I performed a website analysis, worked on UX/UI design, and addressed aspects such as color schemes, responsiveness, typography, and prototyping. I also created a UI kit and prepared the project for Behance.

The third project is a web service for helping users find lost or misplaced pets. I analyzed competitor web services, created user personas, and defined the user flow. I worked on design systems, user experience (UX), and incorporated features like pop-ups and a donation feature for animals in need.
Currently, I am taking UI/UX design courses at GOIT, where I have gained valuable skills in developing mobile and desktop applications, as well as other related areas.

I possess strong skills in designing user interfaces for various platforms using tools like Figma, Adobe Photoshop, and Adobe Illustrator. My experience includes working with color schemes, typography, UI- kit, grid systems, website design prototyping, and mobile app development.
Education and mentorship and support
Participation in projects
Involvement in the UX/UI process
Collaboration with the team
Gradual growth
Professional development"
98351,"I have been self-studying UX/UI Design for the past 3 years. During that time, I have completed small freelance projects, some of which are included in my portfolio. Additionally, I have worked on personal projects, the main one is 4ROLL — Dungeons & Dragons Digital Game Companion App, which is featured on my Behance and Dribbble profiles.
Currently i don't have any work experience at companies yet, but I'm highly motivated to enhance my skills and knowledge. I'm eager to gain hands-on experience within a professional environment in order to fill this gap in my CV.
"
98352,"I completed the following courses: ""Fundamentals of Graphic Design"" from Coursera, ""Fundamentals of Design"", ""Graphic Design. Composition"", ""UI/UX. Projecting and design of interfaces"" from Creative Practice, and also watched videos from the courses: ""Profession Graphic designer"", ""Profession Web designer"", ""Profession UX/UI designer"" from Genius space, I am currently taking the course ""Web design + layout"" from Alpaca school.
Currently, I have no work experience, but I actively developed in the field of design during the year, and participated in free and paid courses in various areas, such as: Graphic design, Web design, UI/UX design.
I'm a newbie, so I'm hoping for some explaining at first time"
98353,"
Currently, I work as an architectural and construction engineer. And I would like to change the sphere of activity and become a UI/UX designer.

Completed the UI/UX design course at IMT Academy. I can work with Figma, Adobe Photoshop and Adobe Illustrator. Had a little bit of freelance designer experience, and I have a great desire to develop myself further in that direction. 

You can find my portfolio compiled from training projects on Behance.
"
98354,"
Data Entry
Health App Ornament
Aug 2020 - Feb 2023

-Entering user data from recipes, recommendations, extracts, etc.
- Fulfillment of instructions of the director.


Technical Support Consultant
IT Con
Gaming
Jan 2017 - Jun 2020


- Consulting users on technical issues (mail processing, receiving calls, conducting correspondence in an online consultant)
- Managing payments and making reports.
"
98355,"I have 4 pet projects, one of them is a team work - the Pet Search Project. In this project, I was responsible for competitor analysis, JTBD and dog walker persona, ad creation section, and (services) section.
Dating app
Dating application based on artificial intelligence. Analyzing user behavior through smartphones and apps and suggesting compatible pairings based on this analysis.
The dating app is designed to help users find compatible partners through the use of artificial intelligence. The app uses machine learning algorithms to analyze users' behavior and habits through their smartphones, and then matches them with other users who have similar interests and lifestyles.


Pet search web service
It was a team effort to create a website that will help lost animals find their owners. We used geolocation search, as well as the ability to apply filters for a more accurate search. We also added sections where you can find a dog sitter or a dog walker. In viscous solutions, calm tones were used, with accents where the design required it.


Landing page Citroen S4
Сreated a landing page design to present the Citroen C4. I used color schemes that are inherent in this brand, revealed the advantages of this model, and also provided the user with the opportunity to get acquainted with the characteristics in more detail.


Redesign website CrossFit CENTRAL
Redesigned the website (crosstit center). Offered a fresh look at the visual design, choosing harmonious colors that correspond to the direction. I also used ux solutions that will help the user navigate the site more easily.
- Focus on results, focus on design and open team
- Mutual respect and friendly atmospheræ
- Possibility of partially remote work
- Corporate training and development within the company
- Career growth"
98356,"
» Dec. 2021/ Present 
   Marketing designer (Inoxoft)
• Development and work on updating the site
• Mentoring work
• Design of marketing materials
• Creation of corporate presentations
• Creation of the company's branded products
• Design case studies for Behance and others platforms

» Oct. 2022/Present
   Teacher of digital design for children (part-time)
   (GoITeens — IT Academy for teens and kids) 
• I teach digital design to children

» May 2019/ Dec. 2021
Graphic designer and illustrator (Awkward styles)
• Design of the site
• Development of illustrations and prints for the company's products

» 2017/ 2022
Graphic designer and illustrator (Freelance)
• Development of banners and printing products
• Creation of illustrations
• Instagram design
"
98357,"Effectively resolved crisis situations and restored normal operations after them, ensuring minimal damage to the company.
delivery / CALL CENTER OPERATOR MAY 2021 - PRESENT TIME
web studio / SMM SPECIALIST 2019 - 2021
sociology / CALL CENTER OPERATOR JUNE 2020 - AUGUST 2020
I really want to find a job where I can interact with the team and get feedback, participate in large projects, help people and make the product as good as possible."
98358,"
Design is something that I am really passionate about. I keep learning and updating myself with new tools and trends every day. I understand how the design process is generally built and also familiar with the basic principles of effective design.

My biggest project so far is the one I’ve completed as a part of the UI/UX training course. I designed a platform for pet owners. I did user research, draw up all necessary documentation (user story, job story, user flow), created a low-fidelity prototype, and designed a hi-fidelity prototype. 

Design Tools: Photoshop, Figma, Axure, InVision

In addition, I have previous work experience as SMM and Content Specialist.
I'm seeking opportunities to utilize acquired skills and knowledge and gain more experience in this field."
98359,"
Design is the way of thinking, and you need tools to implement your thinking into vision.

I use different tools to implement my thinking into vision, most popular you may know are:
- Figma (Prototyping, wireframes, CJM's, Mind Maps, Animations, UX Research, UI creation,
Landings, Adaptive Design, Documentation, Mockups)
- After Effect( custom motion animations)
- Premiere Pro ( if needed, i can edit a video for your website)
- Photoshop (Image editing)
- Illustrator (Graphic Design)
"
98360,"
Design of the Alaska Peters site
This project deals with remaking of barbecue restaurant website which is located in New York, USA. The design of the mentioned site used to look really  neglected and not very attractive with low-quality photos and  the available information about the restaurant was not enough for clients. But everything has changed after the recent design and menu update and now the site looks attractive and ""fresh"".
The design and menu of the site have been updated.

Develop a web service Clin Fix that helps users quickly find people providing services such as cleaning, gardening, etc., and workers to find customers.
"
98361,"Helped a start-up organization to reach a new level and become recognizable by creating an identity from scratch. Brought in its share of website creation and increased the percentage of visits to the organization by new customers. Increased traffic to the website and the official Facebook page by developing web banners and other graphic materials. Successfully completed UI/UX & Web Design courses in 2018.
• Design/redesign of websites, landing pages, dashboards and mobile apps;
• Work with responsive design;
• Corporate style and identity development;
• Prototyping and UI kits creation;
• POS materials design, preparation for printing;
• Souvenir products development;
• Design of web banners and other graphic materials for social media;
• Infographics and presentations design;
• Photographing and processing of digital images/photos.
I would like to work in an international (preferably product) IT company with interesting and complex projects in a team of professionals."
98362,"I participated in the hackathon in which I listened to interesting lectures on gender inequality, why girls do not go to engineering specialties, about stereotypes, and after three days of lectures, we were divided into groups and given the task to come up with ideas how to interest girls to enter engineering specialties. My team and I came up with the idea of creating a chat-bot that would help those who are now choosing a specialty, telling about each of the engineering and biological specialties. We won and began to develop the bot. The chatbot is made in online girlfriend mode, where you are interested in taking a test, we invited a prophorientologist, who helped compose the right questions.
Developed databases for an automated workstation of an employee in a hospital for a course project, used programs such as SQL Management Studio and visual studio in the c# programming language
Now I'm studying ux design and taking a course from Google, creating my portfolio and would like to get an internship."
98363,"I help a volunteer organization create a website design for a dog shelter
Developed impactful landing pages, websites for various clients.
Collaborated closely with cross-functional teams to ensure user-centered design solutions.
Translated client requirements into visually appealing and intuitive user interfaces.
Implemented effective usability testing methodologies to identify areas of improvement.
Contributed to the overall success of projects by delivering high-quality designs on time.
"
98364,"Designed an application for people who suffer from panic attacks. The application is aimed at self-education and the reduction of panic attacks. (pet-project)
Development of a pet-project with the team as part of the course ""Free UI/UX Design Course for Ukrainians (2022) by Taras Shypka"" (4 month). In team my role was UX researcher, UI designer. The project lasted 5 weeks.
"
98365,"I am currently taking UX skill improvement courses from Google and Coursera. I have completed the second course and intend to complete all 7 available courses
Development of a subscription-based charity website design. My task was to analyze competitors, highlight the unique aspects of the charity, present information about the project in a concise and clear manner, and design the website from scratch in a short timeframe. Ongoing work is being conducted to improve the website based on previous results
Project: Save Ukraine Now(IF) 1 Day Donate
"
98366,"Designed a website for devin, took part in the development of projects that the company was engaged in, also took part in the development of a design for a mobile application for an insurance company
devin
april 2021 - july 2021
freelance 
july 2021 - november 2021
Create or develop a product so that it is as effective as possible, and solves the main problems and tasks of users."
98367,"I am actively searching for myself and looking to advance and grow in the field of IT. Currently, I am self-studying UX/UI design and working with Figma. I am a quick learner and enjoy discovering new things. I am ready to work hard and explore new fields that are unfamiliar to me.
Don't have real practice. Have just my study project. 
Have worked as a sales manager and also have experience working in a printing company involved in the production of plastic cards and printing project documentation.
"
98368,"UI/UX School - Genesis Academy, Complex Internet Marketing course at Para school, Web Design Junior, Web Design Beginning courses at Projector.
During internship at Star company I worked on 2 projects (app for document verification and a group of apps in sport and health, racing theme).
Used such tools: Figma, AdobePhotoshop. 
Responsibilities: screens design development, adaptation to iOs/Android, screenshots of the app in App Store, Google Play.
"
98369,"I took Google's UX/UI design course on Coursera, and I gained an incredible amount of knowledge and skills that helped me broaden my horizons in this area. Thanks to this course, I mastered the basic principles of design, understood how to effectively use tools and programs to create intuitive and attractive interfaces. Now I'm working on pet projects to put my knowledge into practice and develop myself. This allows me to gain valuable work experience as well as explore different styles and approaches to website and app design. I strive for continuous improvement to provide high-quality and user-friendly solutions, as well as to keep my creativity at a high level.
During my experience in UX/UI design, I successfully completed three projects that were part of my Coursera course. After completing these projects, I continued to develop by working on pet projects in practice.
"
98370,"I am dedicated and conscientious in my work, very sociable. I can work in a team. I accept constructive criticism.
During my studies, I learned the basics of web design. From moodboard, grids and typography to UI-kit and adaptation. Based on this knowledge, I created a website for selling apartments. I also have experience working in a team, I created a web service together with my fellow students. During its creation, I mastered the principles of person, user-flow, smart-animate. I also created a mobile application during my studies.
I specialize in UI/UX for web and mobile applications. I do full cycle design: analyse a task, prototype an interface create visual style and implement it all into a usable and simple end product. Let’s create something great together that will really work and make profit.
Basic principles:
Focus on results, focus on design and open team;
Mutual respect and friendly atmosphere;
Possibility of partially remote work;
Corporate training and development within the company;
Career growth."
98371,"During my studies, I successfully created intuitive and aesthetic interfaces for websites and mobile applications. The projects ranged from landing pages to complex web services. I conducted user research and analyzed competitors to create the most simple and understandable interface. My pet project is creating a landing page for registering for educational courses.
During my UI/UX Design courses, I created 5 projects which included landing pages, a website, a webservice, wevsite and a mobile app.

Flower Lover is a flower delivery landing page that was created to attract the attention of users and convince them to order flowers through this service. 
The Flower Lover landing page serves as a visually appealing and informative platform where users can explore flower options, place orders, and find the necessary information about the delivery service.

House Hopper is a web service for finding and booking accommodation. It was created to simplify the process of finding and booking accommodation around the world. This service has two personas: a property owner and a guest. Each of them has different functions and capabilities.
It provides users with a range of functions and features to search for properties, make reservations, communicate with property owners, and access useful travel information, all in one convenient place.
Exciting projects: I want to join a team that works on exciting projects that have an impact on users' lives. I am ready to contribute to the creation of innovative and high-quality UX/UI solutions.
Skill development: I am looking for opportunities for continuous growth and learning in the field of UX/UI design. I want to work with experienced professionals who can support my professional development.
Teamwork: It is important for me to be part of a collaborative team where each member can bring their own ideas and experience. I want to communicate and share knowledge with my colleagues."
98372,"- Was a team leader in the project ""Techgen IT”. On this project, I was given the opportunity to manage designers, organize work and distribute tasks, and also had the experience of communicating with developers - I explained the design of the solution and demonstrated design animation.

My general accomplishments include:
- Designing of user interfaces (UI) and user experiences (UX).
- Prototyping interfaces and testing them with user research for usability and efficiency.
- Using design tools such as Figma, Adobe Photoshop, Adobe Illustrator.
During the courses, I designing pet projects, one of them was a landing page, I used figma, adobe photoshop, adobe illustrator.

Freelance experience

- Team Lead UI UX Designer / Multi-page website
With a team of young designers, we designed the user interface for IT Community. In this position, I was responsible for coordinating the work of designers,  as well as planning and managing the project.

- UI UX Designer / Landing page
Designed a user interface for a company that provides house design services. The task that stood before me  was a business card landing page in which there are completed projects of the company, as well as a complete list of the services they provide.

- UI UX Designer / Mobile application
I have designed a mobile application for searching  and buying air tickets. The main task was to design  a user-friendly interface that would not cause any difficulties for the user.
I want to find a company where I can contribute my knowledge and skills. I’m a responsible and proactive person, I have work experience, I’m ready for constructive criticism and my actions are always result-oriented."
98373,"I was a team leader in two team projects - ""Neaty Kitty"" and ""Tap the Table"". I have 2 own Pet-projects - redesign of sports bar ""Yours Sports Bar"" and design of Tattoo Studio landing page.
During the study in GoIT I created 4 projects.
1. Landing page for Tattoo Salon. It was self-made project from references, analysis of similar landing-pages, making wireframes to design.
2. Redesign of website for sports bar ""Yours Sports Bar"". Self-made project, where I made complete analysis of existing website and it's competitors, realised all advantages and disadvantages, made wireframes and design for laptop, tablet and mobile.
3. Team project ""Neaty Kitty"" was a webservice of cleaning company. Our team had done a thorough analysis of similar services was carried out, various ideas and target audiences (JTBD and personas) were considered, a Customer Journey Map (CJM) and Userflow were created, where I took an active part. As a result, we presented a convenient and uncluttered design of the site for the provision of cleaning services. When creating, our team (3 persons) used the Bootstrap 5 design system.
4. Team project ""Tap the Table"" was a mobile application where users can book the specific table in a restaurant. Our team of two members was equalli involved in process and made the steps from analysis, userflow, CJM to wireframes, complete design and prototyping  of this app.

All projects were carried out in Figma, there are cases on Behance.
"
98374,"I have two joint team projects: the web - service for the search for missing animals ""Lost Pets"" and the development of a Mobile application.  In addition, it has its own, in particular, the redesign of the hotel and restaurant complex and the Landing page Citroen C4.
During the teamwork on the creation of the service, we analyzed competitors, created personas, made prototypes of low and then high accuracy and filled with high-quality and interesting content, completing the full design cycle. The design of the page for registration for the test drive of the Citroen C4 car was carried out with the requirements of the brief. The main requirements for the redesign were to analyze competitors and modernize the site.
I am a novice UI/UX designer, ready to actively learn and develop while mastering new skills. I can to work effectively both individually and in a team."
98375,"
During training courses, I performed various tasks: design for landing pages, websites, web services, mobile applications, as well as adaptive design. I would like to single out:
1. The web service Openmind created in the command. The main goal of the task was to create a web service for couchsurfing, which could be used by people from all over the world and receive free housing in the desired country or for the performance of certain work. First, we conducted a competitor analysis and explored their strengths and weaknesses. And also created personas, legends about them, their problems and wishes in using similar applications.Next, we created a user flow, detailed wireframes, and then improved the UI. My main functions: creating a card for one of the persons (host girl), developing UI and UX design for the host profile (registration and adding housing, profile, dialogue, adaptation of the same pages for mobile phones and tablets, as well as creating a UI-kit.
"
98376,"Hello, I'm Julia, happy to see you here! Passionate about beauty and creativity, I transitioned from photography to UX/UI design. I have finished a course at GoIT course. As a designer, I am responsible and attentive to details and have experience working with Figma independently and as part of a team. I am eager to apply my skills and knowledge to a commercial project. My ultimate goal is to continue learning and growing as a designer while contributing to meaningful and impactful projects. Have a great day!
During UX/UI course I realized several projects:
1. I am pleased to introduce a team project for the supermarket app. Buyland is a convenient mobile app that helps shoppers avoid waiting in line at the checkout, as they can scan and pay for purchases in the app. We designed a simple and intuitive interface with carefully chosen colors and fonts to create a clean and inviting atmosphere using Figma. Our tasks included competitor analysis, defining target audience personas, mapping user journeys, and developing wireframes, prototypes, and mobile app design. 
2. Proud to share my mini-project for the library app. I designed onboarding and main pages using Figma. In addition, I added some simple yet delightful animations with ProtoPie to make the interface come to life!
3. Proud to share my mini-project for the flower app. I designed onboarding, registration, main page, and card using Figma. In addition, I added some simple yet delightful animations with Figma to make the video!
4. I am pleased to introduce Clean Up - a team project aimed at developing a user-friendly web service to help cleaning company promote their business, attract new customers, and facilitate the booking of cleaning services. We designed a simple and intuitive interface with carefully chosen colors and fonts to create a clean and inviting atmosphere. The website is responsive and optimized for different devices. Our tasks included competitor analysis, defining target audience personas, mapping user journeys, and developing wireframes, prototypes, and website design.
5. Proud to share my mini-project dashboard for the IT school.
6. I am pleased to introduce my project, redesign for a real estate company website. Mainsail Realty Company offers real estate services in Florida for more than 20 years. Has a team of experienced agents who provide personalized services. Focuses on customer satisfaction and uses digital marketing strategies. The target audience for this real estate website redesign project is married couples in their middle age who are interested in owning a home in Florida for personal use or investment purposes. To effectively cater to this audience, the website design should be minimalistic, clear, and easy to navigate.
As a job seeker, I believe that growth potential is an important factor in a job. I am seeking a role that challenges me and provides opportunities for personal and professional development."
98377,"Made a landing page for a jewelry store to attract more potential audience. Also dealt with the development of advertising banners and creatives. 
I am also currently actively involved in training myself in various styles (many educational projects)
Every day I actively improve my design skills and follow modern trends. The main thing for me in creating a website is to make a stylish, high-quality and cool design, easy and convenient to use. 
To this day, I work as a freelancer and do the following:
1. Creation of an online store, landing pages, creative banners, mobile interfaces.
2. Adherence to the principles of the correct sequence of project design, sketching and prototyping.
3. Understanding the basics of user interface perception, compositional interface construction.
It will be interesting for me to work with various projects (e-commerce, landing pages, mobile application interface, etc.)"
98378,"Participated in a social project: development of a website for volunteers.
- Experienced user of Figma, Photoshop, Illustrator, Corel Draw, and Canva;
- Understanding the principles of usability and UX methodology;
- Understanding the principles of graphic design, typography, and color;
- Experience in developing websites and mobile applications;
- Experience in creating responsive/adaptive design;
- Analytical and creative thinking;
- Experience working in a team
Some of the latest projects:
 - Real estate website redesign - Pet search web-service
Main stages:
1. Research and planning:
 - Definition of the main goals and target audience of the site
 - Conducting competitor research and market analysis
- Compilation of persons who are interested in the site and user flow
2. Creation of structure and content
- Definition of the main blocks and elements of the service and site
- Careful selection of references: color schemes, fonts, and graphics to create a coherent and memorable visual experience.
- Analysis of the composition and arrangement of elements to ensure ease of perception and usability
3. Development and optimization:
- Creation of wireframes for website and service pages using design tools such as Figma or Adobe Photoshop
- Development of a selling offer and calls to action (Call-to-Action) to attract the attention of visitors and motivate them to take action
- Development of an aesthetically pleasing design in accordance with the composition to ensure ease of perception and ease of use
- Responsiveness settings for different devices and screen resolutions
- Optimization of images and other media elements for faster page loading and better user experience.
I want and know how to work effectively
individually and in a team. So that my work continues to help me manifest сreative thinking skills."
