,Modified_gemini-2.0-flash-lite_of_CV_Modelgemini-2.0-flash-lite
53975,"**[Your Name]**

**Summary**

UI/UX Game Designer with 4 years of commercial experience in Design and 2 years of commercial experience in GameDev. Proven ability to contribute to the full cycle of UI/UX creation, including information architecture, player flows, UI research, wireframing, style research, prototyping, and resource implementation. Proficient in Unity3d, Figma, and Photoshop.

**Experience**

*   **UI/UX Game Designer**

    *   Completed 248+ projects.
    *   3+ years of experience.
    *   Contributed to diverse projects including mobile shooters, educational games for kids, tactical MOBAs, and multiplayer casual games.
    *   Responsible for supporting the full cycle of UI and UX creation.
    *   Utilized Figma, Photoshop, Unity3d, Jira, Confluence, and Plastic SCM.
    *   Actively working.
    *   Developed a welcome-box for new employees.

**Skills**

*   UI/UX Design
*   Information Architecture
*   Player Flows
*   Wireframing
*   Prototyping
*   Figma
*   Photoshop
*   Unity3d
*   Jira
*   Confluence
*   Plastic SCM

**Education**

*   Web Design Courses - Graduated with Honors
*   English Courses - Completed in 2022 with Honors

**Projects**

*   Supervised the final group project.
*   Organized the printing of materials for two exhibitions.
"
53976,"**[Your Name]**

**Summary**

*   Quick learner
*   Collaborative team member
*   Instructional and leadership abilities

**Skills**

*   Game UI Art
*   UI Design
*   3D Modeling
*   3D Sculpting
*   Texturing
*   Character Concept Art
*   Environment Concept Art
*   Illustration
*   Character Design
*   Creative Design
*   Fluent in English

**Software Proficiency**

*   Photoshop
*   Daz Studio
*   Blender
*   Substance Painter
*   Substance Designer
*   ZBrush
"
53977,"**[Your Name]**

**Summary**

Self-motivated professional experienced in motion design and team management within the gaming industry. Demonstrated ability to create visual assets and improve workflows.

**Experience**

*   **Motion Designer/Team Lead** (or relevant title)
    *   Developed motion design for worldwide poker and casino products.
    *   Improved design and animation export pipelines.
    *   Managed a team of 7+ internal and external professionals (design, graphics, motion, animation, sound, and development).
    *   Participated in rebranding poker brands.
    *   Designed UX/UI for a poker application.
    *   Contributed to the creation, organization, and distribution of project style guides, design systems, and asset libraries.
    *   Created gaming motion graphics and animations for poker and casino games (slots, betting, blackjack).
    *   Established After Effects project architecture.
    *   Produced motion graphics for live online events.
    *   Contributed to the formation and organization of a Gaming Design team.
    *   Collaborated with the development team to improve design and animation implementation.
    *   Enhanced the visual and gaming experience of products.
    *   Developed detailed briefs (specifications) and oversaw design, graphic, motion, sound, and development artists.
    *   Created designs and storyboards for promotional videos.

**Skills**

*   Motion Design
*   UX/UI Design
*   Team Management
*   Gaming Industry
*   After Effects
*   Project Management
*   (Add any other relevant skills from your original resume, such as specific software, design principles, etc.)

**Goals**

*   Leverage gaming industry experience and learn from industry leaders.
*   Create high-quality products.
*   Successfully manage tasks and take ownership of results.
*   Motivate teams and foster a collaborative environment.
"
53978,"**UI/UX Designer**

*   Demonstrated prototyping skills for UI and game experience enhancement.
*   Improved performance, development speed, and UI layout simplification through feature implementation.
*   Successfully completed projects ahead of schedule, resulting in positive customer feedback.
*   Applied 9-Slice Scaling in project development.
*   Integrated finalized interfaces from Figma directly into Unity.
*   Developed user flows and wireframes for projects.
*   Created UI elements from initial concepts.
*   Selected and implemented fonts for projects.
*   Prototyped user interfaces.
*   Experience spanning PC, console, and mobile device projects.
*   Collaborated with UI/UX developers, game designers, artists, and programmers.
"
53979,"**UX/UI Designer (2020-2022)**

*   Conducted UX research and incorporated findings into indie game interface development.
*   Produced low- and high-fidelity wireframes.
*   Collaborated with developers and game designers on interface implementation.
*   Utilized surveys and exercises for user testing and feedback gathering.

**UX/UI Designer (First Half of Year)**

*   Employed a user-centered design approach to develop UX/UI solutions.
*   Conceptualized and iterated on design ideas, from low-fidelity wireframes to interactive prototypes.
*   Designed and built sitemaps and information architecture.
*   Communicated how design solutions addressed user needs and delivered value.
*   Illustrated design concepts with storyboards, process flows, and sitemaps.
*   Developed adaptive and responsive UX/UI wireframes for web-based applications.
*   Considered negative user paths and ensured comprehensive design coverage.
*   Produced CJMs and guides to support product vision.

**Visual and Graphic Designer (2019-2022)**

*   Designed logos, conceptual identities, banners, posters, and advertisements.
*   Generated design concepts, styles, and maintained awareness of design trends.
*   Demonstrated attention to detail and structured work practices.
*   Presented and, when necessary, defended design ideas to clients.
*   Collaborated within a team and contributed design expertise to product development.
"
53981,"**[Your Name]**
[Your Contact Information]

**Summary**

UI/UX Designer/UI Artist experienced in game development since 2020. Demonstrated ability in creating graphic works and critical thinking.

**Experience**

*   **UI/UX Designer/UI Artist**
    *   Game Insight
    *   101XP
    *   Playrix
    *   WhaleApp
    *   (Dates of Employment for each company)

**Skills**

*   Graphic Design
*   Website Design and Redesign
*   Application Design and Redesign
*   Branding
*   Polygraphic Design
*   2D Animation
*   Complete Graphic Development
*   Technical Requirements for Print and Digital Materials
*   Layout Design for Websites and Applications

**Key Strengths**

*   Interesting Projects
*   Qualified Management
*   High Work Organization
*   Creative Environment
"
54796,"**[Your Name]**
[Your Phone Number] | [Your Email Address] | [Your Portfolio Link] | [Your LinkedIn Profile (Optional)]

**Summary**

Kharkiv-based designer with over a decade of experience in graphic and UI/UX design. Demonstrated ability to create impactful visual identities, including logos and styles, for a variety of clients. Experience includes working with European clients and a strong background in advertising, marketing, and print production.

**Experience**

*   **Freelance Designer** | [Dates of Freelance Work]
    *   Developed visual identities for prominent Ukrainian real estate companies.
    *   Created logos and styles for companies, displayed in Kyiv, Kharkiv, and other cities.
    *   Designed websites using the Tilda platform.
*   **[Previous Agency/Company Name(s)]** | [Dates of Employment]
    *   Experience in advertising and marketing agencies and printing houses.
    *   Contributed to outdoor advertising campaigns.

**Skills**

*   Graphic Design
*   UI/UX Design
*   Logo Design
*   Branding & Identity
*   Website Design (Tilda)
*   Social Media Design
*   Print Design (Layouts)
*   Presentations
*   Outdoor Advertising
*   Transport Branding
*   UX Research

**Personal Qualities**

*   Excellent organizational and planning skills
*   Strong team player
*   User-focused design approach

**Additional Information**

*   Portfolio available upon request.
*   Eager to contribute to a team and grow as a UX/UI designer.
"
54797,"**[Your Name]**
[Your Contact Information]

**Summary**

Remote Graphic, UI/UX Designer from Ukraine with 4+ years of experience crafting user-centric designs for complex software products, including SaaS services, web apps, and mobile apps.

**Experience**

**UX/UI Designer** | ManyRequests | Aug 2020 – Nov 2020
*   Improved user-friendliness through UX & UI rework.
*   Iterated designs based on feedback, incorporating user testing and feature response data.
*   Developed on-brand design solutions aligned with measurable business objectives.
*   Integrated new features based on user needs.

**Product Designer** | Stress Point Health Ltd | Apr 2018 – Jun 2020
*   Designed a mobile app for patients to access treatment for stress, anxiety, and trauma, from initial concept through full UI implementation.
*   Led UX/UI design projects.
*   Visualized complex metrics.
*   Created wireframes, user journeys, and prototypes for testing.
*   Conducted usability testing sessions with volunteers in the first pilot study.

**UI/UX and Web Designer** | Propeller Digital Company | May 2016 – Dec 2019
*   Served as the sole designer, leading all design decisions.
*   Designed visual elements, from websites to print materials and infographics.
*   Analyzed briefs to define user experience approaches, activities, and workflows.
*   Translated concepts into wireframes, designs, and mockups for both B2B and B2C markets, adapting design language and messaging accordingly.
*   Redesigned business presentations, logos, brand identities, and the visual design of existing websites.
*   Experienced challenging tasks, opportunities for growth and increasing responsibility, and decision-making.
*   Utilized user-centered design and design thinking approaches.
"
54798,"**[Your Name]**

**Summary**

Detail-oriented designer with six months of internship experience at Phiture, a mobile growth consultancy. Possesses a strong foundation in design principles, with a Master's degree in design and journalism and experience in non-profit projects. Proficient in creating diverse design assets, adhering to brand guidelines, and collaborating on marketing initiatives. Adept at working with vector graphics, icons, logos, and application prototyping.

**Experience**

*   **Creative Intern** | Phiture | [Dates of Internship - e.g., 2024 - Present]
    *   Created illustrations and design assets for the marketing team.
    *   Adapted designs to brand guidelines.
    *   Completed print design projects.
    *   Performed photo retouching.
    *   Developed marketing assets for clients, including Ad Hoc Labs and Tipp24.
    *   Participated in A/B testing.
    *   Assisted in Quality Assurance.

*   **Non-Profit Projects** | Charitable Organization | [Dates of Involvement - e.g., 20XX - 20XX]
    *   Utilized graphic and UI/UX design skills while completing a Master's degree.

**Education**

*   **Master's Degree in Design and Journalism** | [Name of Institution] | [Dates of Degree - e.g., 20XX - 20XX]

**Skills**

*   Vector Graphics
*   Icon Design
*   Logo Design
*   Application Prototyping
*   Branding
*   Video Editing
*   Motion Graphics
*   UI/UX Design
*   Multimedia Journalism
*   Ability to work with large amounts of information and text
"
54799,"**[Your Name]**
[Your Phone Number] | [Your Email Address] | [Your Portfolio Link (Optional)]

**Summary**

Design professional with three years of experience teaching design principles. Skilled in a variety of design software and web technologies, seeking challenging projects within a creative team.

**Experience**

*   **Design Teacher** | Itstep Academy | [Start Date] – Present
*   **Freelance Designer** | [Approximate Dates, e.g., 2 years]
    *   Collaborated with clients on design projects.
    *   Experience with Hipinspire.com, SmartJ, and Softkit.
*   **Intern** | Peace It | [Dates, e.g., 2 Months]

**Projects**

*   Developed a multi-page website for Softkit IT company.
*   Created a corporate identity and website for Ugtransresurs.

**Skills**

*   **Software:** Illustrator, Photoshop, InDesign, Premiere Pro, After Effects, 3ds Max, Maya, 3D Coat, Figma, and others.
*   **Web:** HTML, CSS
*   **Languages:** English (Intermediate)

**Additional Information**

*   Available for both in-office and remote work.
"
54800,"**Mary**

**Summary**

Graphic Designer with 3+ years of experience. Skilled in Photoshop, Illustrator, and XD. Expertise in logo design, banner design, outdoor advertising, landing page design (personal and corporate), and file printing. Seeking diverse design opportunities.
"
56453,"**[Your Name]**

**Summary**

A professional with twelve years of experience in design and computer graphics, demonstrating a broad skillset. Committed to ongoing learning and development of expertise. Seeking a company where creative, technical, and management skills can be applied, fostered, and tested. Focused on contributing to a team's achievements through adaptable specialization and the delivery of high-quality work.
"
56528,"**Summary**

*   Finalist, Hublot Design Prize, 2022
*   Personal Illustrations Exhibitions: Ukraine, Germany, France

**Experience**

**Freelance Contractor (Ukraine, Europe, USA) 2014-Present**

*   Web design
*   UI/UX design
*   Illustrations
*   Brand identity development
*   Pre-press services
*   Social media design (including work for Vogue Ukraine).
*   Collaborated with FMCG companies, fashion brands, startups, galleries, and SMEs.

**Illustrator, 100Roads (USA, Remote) 2021-2023**

*   Developed concepts.
*   Created sketches.
*   Digitized 2D onboarding backgrounds for an EdTech platform.

**Art Director, Kukuruza Video Production (Ukraine) 2022-2023**

*   Generated video concept ideas.
*   Developed style mood boards.
*   Managed a department.
*   Collaborated with major retailers, IT companies, government entities, and international businesses.

**Stage Designer, Kukuruza Video Production (Ukraine) 2021-2022**

*   Created storyboards.
*   Provided location art direction.
*   Designed and fabricated video props.
*   Collaborated with major retailers.

**Printing Designer, Picasso Art Wedding (Ukraine) 2017-2020**

*   Produced watercolor illustrations.
*   Performed calligraphy.
*   Managed prepress and printing processes (invitations, menus, name cards, envelopes).

**Graphic Designer - Contractor, SSN Design Bureau (Ukraine) 2019**

*   Branding
*   Illustrations
*   Logo design
*   Packaging
*   Pre-press for FMCG, restaurants, and coffee shops.

**Skills**

*   Concept Development
*   Sketching
*   2D Digitalization
*   Art Direction
*   Storyboarding
*   Illustration
*   Branding
*   Logo Design
*   Packaging Design
*   Pre-press
*   Web Design
*   UI/UX Design
*   Calligraphy
*   Team Player
*   Results-Oriented
"
56542,"Ann
[Phone Number] | [Email Address] | [Portfolio Link - if applicable]

**Summary**

A passionate graphic designer with over 4 years of professional experience creating effective designs that contribute to brand growth and development. Possessing a well-rounded skill set and a proven ability to generate innovative ideas efficiently, adept at brand communication and thrives in both in-house and freelance environments.

**Skills**

*   Brand Identity & Logo Design
*   Presentations
*   Infographics
*   Layout Design
*   Print Materials (Menus, Business Cards, Flyers, Brochures, Stickers)
*   Web Marketing Materials
*   Web Design Fundamentals
*   UI/UX Design (Emerging)

**Experience**

*   **Graphic Designer** (In-house and Freelance) | [Dates of Employment]

    *   Designed for a diverse range of clients.
    *   Developed press media kits, logos and song covers, websites, presentations, and various brand touchpoints.
    *   Created landing pages, multi-page websites, product sites, and email newsletters.
    *   Collaborated effectively.

**Education**

*   Web Design, Projector | [Date of Completion or Enrollment]

**Qualities**

*   Detail-oriented.
*   Empathetic.
*   Dedicated to creating original, engaging, and functional design solutions.
*   Strong team player.
"
