,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo
206,"Mobios School - жовт 2021 - бер 2021 
UI/UX Design & Mob

IT Labs - вер 2020 - лист 2020 
Web Design 

Відкритість та бажання освоїти нові знання, комунікабельність, здатність до самоаналізу, вміння вислухати та сприйняти конструктивну критику, швидконавчання 

UI/UX Designer - серп 2021 - по теперішній час 
Мережа Ланет 
Обов’язки: UX: аналіз конкурентів, розробка wireframe, розробка навігаційних карт, створення прототипів. UI: створення UI kit, дизайн мобільних додатків, дизайн landing page, дизайн інтернет магазинів, дизайн корпортивних сайтів. 

Freelancer - січ 2021 - серп 2021 
Обов’язки: UX: аналіз конкурентів, часткова аналітика GA, розробка wireframe, розробка навігаційних карт, створення прототипів. UI: створення UI kit, дизайн мобільних додатків, дизайн landing page, дизайн інтернет магазинів, дизайн корпортивних сайтів. 

UI/UX Дизайнер (Проектна робота) - трав 2021 - лип 2021 
Aventus Group 
Робота над новим проектом, в сфері онлайн кредитування 
Обов’язки: UX: аналіз конкурентів, часткова аналітика GA, створення прототипу UI: створення UI kit, дизайн мобільного додатку, дизайн онлайн карти, участь у створенні дизайна, фізичної карти

UI/UX Дизайнер - квіт 2015 - квіт 2016 
Qwert-Media 
Обов’язки: UX: аналіз конкурентів, створення wireframe, часткове проектування, вже існуючих сайтів UI: створення UI kit, дизайн web сайтів, дизайн адаптивних версій, дизайн та підтримка вже існуючих проектів Аналіз та проектування, створення сучасного дизайну, як для Web так і для мобільних додатків, підтримка вже існуючих проектів. Співпраця із командою як дизайнерів, так і розробників. Підготовка макету до верстки."
207,"UI/UX designer з досвідом у створенні творчих ідей, концепцій та задумів для веб-сайтів, лендінгів та мобільних додатків. Вміння працювати з Tilda для створення веб-сайтів. Експерт у побудові information architecture, user flows, wireframes та сjm. Досвід у проектуванні екранів інтерфейсу та прототипів. Графічний дизайнер freelance з навичками у створенні логотипів, банерів та ілюстрацій для різних компаній та студій. Володію програмами Figma, Adobe Photoshop, Adobe Illustrator, Sketch, Miro та InVision. Маю бажання швидко приєднатися до професійної команди для розвитку своїх навичок та навчання новому."
208,"UI/UX Designer | Фрілансові проекти:
- Дизайн лендінгів, інтернет магазинів, редизайн, адаптивний дизайн, кастомні сторінки, екрани та графічні елементи.

UI/UX Designer | ITSC.CO:
- Аналіз поведінки користувачів і товару клієнта.
- Створення макетів і прототипів.
- Розробка сайтів, графічних елементів, стилів, робота зі шрифтами, кольорами та розмірами."
209,"- Володію високим рівнем експертизи в UI/UX дизайні, веб-дизайні та адаптивному дизайні.
- Маю успішний досвід співпраці з міжнародними компаніями.
- Ефективно працюю в різних напрямках, що виходять за межі звичайного дизайну.
- Маю бажання розвиватися професійно та виконувати цікаві завдання у компанії з відповідними цінностями."
210,"- Розробка інтерфейсу каси самообслуговування
- Побудова системи сервісу по найму приватних тренерів на дому в Америці
- Вебсайти, айдентика
- UI/UX дизайн
- Інформаційна архітектура
- Вебдизайн"
211,"Участь у розробці ecommerce сервісу для близького сходу в Дубаї, ОАЕ.
Досвід управління командою дизайнерів як засновник регіональної дизайн студії.
Співпраця з замовниками з Швеції, Англії, Швейцарії, Дубаї, Франції.
Навички у UI, UX, мобільному дизайні для Android та IOS додатків.
Графічний та руховий дизайн, ілюстрація, фотографія.
Бажання розвиватися, цікаві проекти, комфортні умови."
212,"UI/UX-дизайнер
з 09.2020 по 12.2022 (2 рік 3 місяці)
Fiverr, Дистанційно (Дизайн)

Розробка інтерфейсів користувачів, макетів веб-сайтів та додатків для телефонів, прев'ю відео на YouTube, логотипів, лендінгів.

Я UI/UX дизайнер. Мої навички включають знання Adobe Photoshop, Figma, Illustrator, знання технологій друку. Досвід роботи з фотографією та студійним обладнанням. Крім того, я легко вписуюся в будь-яку команду.
Також у мене є досвід у дизайні веб-сайтів та мобільних додатків. Я розумію, де і як можна застосовувати анімацію, а де цього робити не варто, і також знаю, в чому відмінність адаптивного дизайну від респонсивного. Мій досвід у дизайні внутрішніх документів (форми, презентації), матеріалів для розміщення в Інтернеті (банери, креативи в соціальних мережах, відеоінфографіка, email-розсилки). Досвід у розробці та розробці інтерфейсів користувачів та досвід користувачів.

Навички:
- дизайн UI/UX;
- веб-дизайн;
- дослідження та збір даних;
- типографіка;
- розуміння принципів дизайну;
- робота над кількома проектами одночасно;
- базове розуміння HTML та фреймворків.

Особисті якості:
- увага до деталей;
- відповідальність;
- уважність;
- стресостійкість та здатність правильно сприймати критику;
- пунктуальність;
- добросовісність;
- бажання вчитися та самовдосконалюватися;
- комунікативні навички та здатність працювати в команді;
- прагнення до вдосконалення у роботі;
- розвинене уявлення та просторове мислення;
- почуття смаку та креативність.

Хобі та інтереси:
- Рок-музика;
- волейбол;
- настільний теніс;
- відпочинок."
213,"UI/UX дизайнер з досвідом у проектуванні та розробці мобільних і веб-інтерфейсів. Володію навичками використання Figma, Adobe Photoshop, Illustrator та CorelDRAW. Досвід у проведенні досліджень та інтерв'ю на внутрішніх проектах, а також у роботі в продуктовій команді. Маю досвід у управлінні продуктовою командою з розробки мобільного додатку, people management та роботі по Scrum. Здатність збирати вимоги до задач, проводити аналіз ринку та розробляти web-інтерфейси, включаючи інтернет-магазини та корпоративні сайти. Також маю досвід у створенні та розробці POS-матеріалів."
214,"• UI дизайнер
з 11.2018 по 02.2022 (3 роки 2 місяці)
Група компаній ""РемонтЕкспресс"", дистанційно.
– Розробка адаптивних макетів веб-сторінок відповідно до дизайн-системи 
– Підтримка існуючих сторінок компанії
– Створення банерів
– Оформлення інстаграм 
– Розробка лого, бренд-буку компанії, каталогів продукції, фірмової документації, буклетів.

• UI дизайнер
з 09.2015 по 11.2018 (3 роки 2 місяці)
ФОП ""Скай"", дистанційно (салони краси, аптеки)
– Створення сторінок для салонів краси, гриль-бару, бюро нерухомості тощо  
– Розробка міні-порталу Prokurs (курси валюти, вартість палива, форум)
– Розробка веб-додатку для салонів краси ""SalonProf""

• Помічник веб-дизайнера
з 04.2015 по 09.2015 (5 місяців)
Damira Dovlatova, Кривий Ріг (створення веб-сайтів)
– Робота над внутрішніми сторінками сайту на основі домашньої сторінки.

• Дизайнер
з 11.2006 по 11.2011 (5 років)
Aries (поліграфія)
– Розробка макетів різної складності (від візиток до каталогів) та підготовка до друку.

• Вища освіта, спеціалізація ""Графічний дизайн"""
215,"Unilime (з січня 2023) 
Веб-дизайнер, UI/UX designer, бренд-дизайнер.

POZITIFF (жовтень 2019 – січень 2022) 
Графічний дизайнер, веб-дизайнер 
- оформлення рекламних матеріалів 
- створення графіки для сайтів 
- створення концепцій візуальної айдентики 
- створення ілюстрацій

IDEST agency (квітень 2019 – жовтень 2019) 
Графічний дизайнер 
- створення концепцій візуальної айдентики 
- оформлення соцмереж 
- робота з поліграфією та створення рекламних матеріалів

WSwallpaper (грудень 2017 – березень 2019) 
Графічний дизайнер 
- розробка дизайну шпалер 
- верстка каталогів 
- створення рекламних матеріалів

Провела курс ""Основи Photoshop"" для менеджерів та створила методичний посібник для оптимізації роботи у графічних редакторах."
216,"UX/UI Designer з досвідом у розробці сайтів на конструкторах Tilda та Wordpress. Володію програмами Adobe Photoshop, Illustrator, Premier, Figma, а також маю навички роботи з Google Search Console, Adwords, Analytics та Serpstat. Розробив освітній додаток для школярів ""Нова Школа"" та створив власний онлайн журнал Cultural Magazine. Маю досвід роботи в якості СЕО-спеціаліста та можу ефективно керувати семантичним ядром та закуповувати посилання на релевантних сайтах. Готовий займатися дизайном сайтів та мобільних додатків."
217,"UX/UI дизайнер з досвідом роботи в компаніях Selzy (Unisender.UA) та OneDome, а також у державному секторі. Маю навички розробки дизайну та архітектури веб-сторінок, редизайну існуючих сторінок, дизайну промо-сторінок на Tilda. Досвід викладання курсів з Web & UI/UX дизайну в Prog.kiev.ua. Експерт у розробці дизайну для друкованої продукції, інфографіки для соцмереж, презентацій та редагуванні звітів. Володію навичками UX досліджень, ребрендінгу сайтів та додатків, створенням айдентики для бізнесів та роботою з Tilda. Фрілансер з досвідом у створенні дизайнів сайтів та адаптивних версій, редизайну сайтів та розробці логотипів та фірмового стилю."
218,"UX/UI дизайнер з дворічним досвідом у співпраці з розробниками, продуктовими менеджерами та тестувальниками для аналізу даних. Спеціалізується на створенні інтерфейсів для мобільних додатків та веб-сайтів з фокусом на користувацькі потреби."
219,"Web Designer
Company: iPromo

- Experience in designing Web and Mobile interfaces
- Conducting UX research
- Building User Flows
- Creating wireframes and prototypes
- Proficient in Figma, Adobe XD, Photoshop, Illustrator, Miro, Axure
- Basic knowledge of HTML, CSS

Responsibilities:
- Creating banners and newsletters
- Designing presentations
- Developing landing pages on Tilda
- Designing advertising campaigns on Facebook and Instagram
- Creating branding and corporate identity."
220,"Currently, I am actively seeking new opportunities to further develop my skills and experience. I have a strong background in web design, including projects such as creating websites for art galleries, museums, photographers, and service stations. I have also gained valuable experience working on a CRM system and have a keen interest in expanding my knowledge in UX Design. I am now looking to broaden my experience by working more closely with mobile applications. Thank you for considering my application."
221,"Адміністратор онлайн занять  -  IMT-Academy (2017-2020)
- Адміністрування онлайн знять
- Підтримка онлайн та офлайн студентів
- Створення відео контенту для внутрішньої системи академії(LMS)

Motion designer - Фріланс (2020-2023)
- Анімування елементів інтерфейсу сайтів та мобільних додатків
- Створення відеоматеріалів для рекламних компаній контекстної реклами та для таргетованої реклами в соціальних мережах
- Створення відеоматеріалів для офлайн реклами

UI/UX designer - Фріланс (2022-2023)
- Аналіз цільової аудиторії та ніші, ресерч референсів
- Розробка портретів користувачів, сценаріїв використання і логіки роботи проектів
- Розробка прототипів дизайну сайтів
- Розробка UI дизайнів сайтів
- Проведення UX аудиту та оптимізація існуючих інтерфейсів
- Розробка UX дизайнів сайтів
- Розробка адаптивних для мобільних пристроїв
- Співпраця та комунікація з замовниками, front-end розробниками та SEO спеціалістами
- Створення іконок, ілюстрацій, логотипів, банерів та інших графічних елементів

Додатково: Створення 3D моделей елементів дизайну сайту та високополігональних моделей"
222,"- Адміністратор у ресторані: відповідальність за фінансову звітність, ефективне керування персоналом, високий рівень комунікації з клієнтами та співробітниками, успішне вирішення конфліктних ситуацій.
- Рекрутер: досвід у підборі кваліфікованих кандидатів для вакансій, вміння знаходити найкращі робочі місця для потенційних працівників.
- Помічник PMa: ефективна організація товарообігу, забезпечення безперебійної роботи процесів.

Надіюсь, що це відповідає вашим очікуванням."
223,"Адміністрування серверів на ОС Windows Server
Адміністрування мережевого обладнання
Ремонт і налаштування комп'ютерного парку (близько 40 ПК) і периферії
Профілактичні роботи та участь у закупівлі нового обладнання
Створення резервних копій даних та відновлення даних
Навчання користувачів
Адміністрування доменних служб Active Directory
Адміністрування сайту закладу
Вивчення ui/ux дизайну з метою розвитку в цій професії, з багатою кількістю ідей та енергії."
224,"Андрій, 22 роки.
Досвід у створенні різноманітних типів веб-сайтів, співпраця зі студіями та фріланс. Досвід у графічному дизайні та поліграфії.
Відповідальний, працьовитий, здатний до співпраці в команді.
Вміння спілкуватись та писати англійською.
Високий рівень володіння програмами: Figma, Illustrator, Photoshop, Blender.
Готовий до віддаленої роботи, обладнаний необхідними засобами (мак і монітор)."
225,"Основні навички використання Figma та таргету в Facebook. Досвід у редагуванні та створенні відеороликів. Вміння працювати з системою чату GPT для навчання, аналітики та пошуку інформації."
226,"Отримав хороші відгуки за роботу на фрилансі, клієнти повертаються для оновлення дизайну та створення нових ідей. Маю досвід внесення правок в готові проекти та розробки макетів лендінгів для портфоліо. Останнім часом займався розробкою візиток та банерів для приватних осіб. Шукаю цікаву роботу в колективі, готовий вчитись новому та підвищувати свої навички. Готовий отримати досвід від проектів різного плану та масштабу."
227,"Арт директор з більш ніж 10-річним досвідом у сфері дизайну. Спеціалізуюсь на напрямах UI/UX та Web, Графічному дизайні, motion дизайні та 3D (blender), з основним фокусом на UI/UX. Постійно вдосконалюю свої навички та шукаю нові ідеї для реалізації в проєктах. Портфоліо доступне на моєму веб-сайті, який вказаний в контактах."
228,"- Вільно володію англійською мовою.
- Постійно навчаюся та розвиваю свої навички.
- Моя головна суперсила - здатність швидко навчатися та знаходити необхідну інформацію.
- Люблю працювати в команді та знаходити рішення для будь-яких завдань.
- Понад 7 років досвіду роботи у сфері E-commerce на західних ринках у якості CEO.
- Глибокий аналіз ринку та конкурентів, дослідження користувачів продуктів.
- Пошук нових продуктів та взаємодія з клієнтами та користувачами продуктів."
229,"Закінчив курси з дизайну від Genius, Creative Practice, Udemy і Dotli. Понад півтора року досвіду у створенні дизайну для більше ніж 20 додатків на різні теми. Досвід у створенні Lottie Анімацій для мобільних додатків. Більше року досвіду як UI/UX Дизайнер в аутсорс компанії, працюючи з додатками для замовників з Америки, Європи та України. Близько року досвіду куратором в онлайн школі на курсі UI/UX Дизайну. Вміння працювати з відомими маркетами AppStore та Play Market. Відкритий для навчання та професійного розвитку. Вміння працювати в команді та навчитися новому щодня."
230,"Веб-дизайнер, UI/UX
- Вміння працювати з програмами Figma, Adobe Photoshop, Adobe Illustrator
- Постійне вдосконалення дизайнерських навичок
- Творчий підхід до роботи
- Швидкість та якість в роботі з великими обсягами інформації
- Розвинене почуття стилю
- Організованість та відповідальність
- Комунікабельність"
231,"Освіта:
- Beetroot Academy, UI\UX design, лютого-липня 2023

Досвід:
- Повний редизайн сайту з консалтингових послуг, включаючи проведення досліджень цільової аудиторії, аналіз конкурентів та трендів
- Дизайн лендінгу для Dating-ресурсу та low-fidelity wireframes для магазину солодощів
- Робота з User persona, Empathy map, User flow, Customer journey map, Information architecture
- Працюю з ментором для покращення навичок та отримання досвіду в реальному бізнесі

Мета:
- Розвивати свої навички у сфері UI\UX design та отримати можливість кар'єрного росту в дружньому колективі з конкурентною заробітною платою. Бажано мати ментора для швидшого та ефективнішого розвитку."
232,"Створення інстаграм постів та дизайну сайтів, використання програм Figma і Adobe Photoshop. Навчаюсь веб-дизайну протягом 1-2 місяців, активно вдосконалюю навички роботи з програмами. В процесі створення власного портфоліо."
233,"Освіта:
- Вивчаю графічний та веб-дизайн протягом 3 років
Досвід роботи:
- Фрілансер з графічного та веб-дизайну
- Куратор в телеграм-чаті на онлайн курсі графічного дизайну в спільноті CREO
- Оператор цифрового та широкоформатного друку в типографії
Навички:
- Відмінні комунікаційні навички
- Впевнене володіння графічними програмами Adobe
- Знання процесів друку та підготовки до друку
Мета:
- Знайти постійну роботу в сфері графічного та веб-дизайну, отримувати практичний досвід та вдосконалювати навички в молодому колективі дизайнерів."
234,Виконав 3 не комерційні та 1 комерційний проекти для портфоліо. Маю 6 місяців досвіду роботи на фрілансі у сфері веб дизайну. Маю велике бажання розвиватися та вдосконалювати свої навички. Силку на портфоліо надам в приват. Дякую за увагу моєї кандидатури!
235,"- Виконав редизайн старого сайту, використовуючи Фігму та плагіни до неї
- Виконав адаптацію, ui kit та завантажив кейс на Behance
- Виконав лендінг та редизайн сайту, зараз працюю над сервісом
- Планую розробку мобільного додатку
- Володію програмами Figma, Adobe Photoshop, Adobe Illustrator, Canva."
236,"- Закінчила курси в онлайн школі SCVOT з відзнакою та отримала диплом.
- Маю досвід роботи на фрілансі, виконуючи 2 успішних проекти в Figma.
- Останній проект, над яким я працювала протягом 2 місяців, був великим успіхом, і замовник виразив бажання продовжити співпрацю."
237,"Виконувала замовлення по створенню сайтів портфоліо (для майстра тату, студії танців), онлайн магазин текстилю, дизайн мобільного застосунку з рецептами, також маю деякі приклади тестових робіт, наприклад редизайн персональної сторінки аккаунту студента зі статистикою чи креативний геміфікований лендінг на тему ресайклінгу. 

В основному мій напрям це UI дизайн та дослідження потреб кінцевих користувачів. 

В роботі з графікою використовую Figma, Photoshop та Illustrator рідше, більше як допоміжні інструменти.

Завжди була фріланс виконавцем, що в майже рівноцінно віддаленій роботі, але буду рада роботі з постійною командою.

Очікування. Більше цікавих веб проектів, точно не хотіла би займатись друкованими матеріалами та баннерною рекламою (за виключенням якщо це невелика частина проекту над яким я працюю)."
238,"- Досвід у створенні дизайну інтерфейсів, буклетів, листівок, візиток, стікерів;
- Оформлення графічної документації, включаючи прайс листи, презентації та каталоги;
- Робота з контентом для соцмереж, включаючи створення банерів, фото, монтаж відео та анімацію;
- Відеозйомка дитячих виступів та монтаж відеороликів;
- Розробка фірмового стилю компанії та дизайн рекламної продукції;
- Навички візуального дизайну, зокрема розуміння місця та призначення елементів інтерфейсу та їх анімації."
239,"Професійні навички: Використання програмного забезпечення Figma, Adobe Photoshop, Adobe After Effects, Adobe Illustrator, Tilda. Основи програмування.
Досвід роботи: Виконання проектів з поліграфії, дизайну лендингів, інтернет-магазинів та сайтів-портфоліо."
240,"Інженер-конструктор з досвідом у машинобудуванні, який успішно перекваліфікувався на посаду Junior UI/UX designer. Маю навички роботи з Figma та Adobe Illustrator. Здатний поєднувати точність та творчість для створення конкурентоспроможних дизайнів. Постійно розвиваю свої навички у напрямку UI/UX."
241,"Курси самопідготовки: Артем Русова QA, Тарас Шипка UI-UX design, Піжамна Академія.
- Відмінні комунікативні навички
- Розв'язування задач
- Сервіс і підтримка
- Стресостійка 
- Командна орієнтація
- Творча
- Впевнений користувач ПК
- Багатозадачна
- Figma, Microsoft Word, Excel

Відповідальна за розробку інтерфейсу для основних екранів додатку та вебсторінок, враховуючи принципи UX/UI дизайну та забезпечуючи зручність взаємодії користувачів з продуктом. Використовувала Figma для дизайну та прототипування.

У моїх майбутніх планах – поглиблене вивчення інструментів та методів UX дослідження для кращого розуміння потреб користувачів. Також бажаю подальше вдосконалення у розробці анімацій та інтерактивності, щоб створювати ще більш привабливі та функціональні продукти. Interesovana samе Wed-design."
242,"- Досвід роботи з Figma та AfterEffects
- Знання принципів співвідношення кольорів та їх використання
- Участь у UI\UX марафонах від великих компаній, відзначена як одна з найсильніших учасників
- Базові навички в Adobe Photoshop і Adobe Illustrator
- Бажання прокачувати навички та розвиватися"
243,"Анастасія

Об'єктив: Молода та амбіційна дизайнерка з бажанням розвиватися та працювати над новими проектами. Маю досвід роботи з Figma та Adobe Photoshop, а також готова вивчати нові програми для роботи.

Навички:
- Впевнене володіння Figma та Adobe Photoshop
- Швидке навчання та адаптація до нових програм
- Відмінні комунікативні навички
- Сильна мотивація та бажання розвивати свої професійні здібності

Досвід:
- Працювала над створенням цікавих та приємних дизайнів
- Використовувала Figma та Adobe Photoshop для реалізації проектів
- Здатна працювати в команді та самостійно

Освіта:
- Курси з дизайну та графіки

Мета: Знайти роботу, де зможу розвивати свої навички та працювати над цікавими проектами в дружній та професійній команді.

Дякую за увагу!"
244,"Вікторія Пилип'юк
UI/UX дизайнер

Досвід:
- Зробила 5 проєктів на курсі з UI/UX дизайну, включаючи 2 успішних реальних проєкти
- Володію навичками роботи з Figma та Adobe PS/Il
- Знайома з композицією, типографікою та кольорами
- Слідкую за трендами веб-дизайну та маю базові знання програмування
- Досвід роботи зі створенням логотипів та візиток

Навички:
- Відмінні комунікативні навички
- Високий рівень англійської мови (B2)
- Відповідальність та уважність до деталей
- Відкритість до співпраці та готовність працювати над крутими продуктами

Буду рада співпраці з вами та створенню інноваційних та зручних продуктів."
245,"Професійний досвід:
- Графічний дизайнер з більш ніж 15-річним досвідом роботи в провідних видавництвах та рекламних агенціях України.
- Досвід у створенні обкладинок, комп’ютерному макетуванні та верстці видань.
- Навички у створенні фірмового стилю, рекламних банерів, gif-банерів, карток товару, дизайні логотипів, дизайні сторінок соціальних мереж та POS матеріалів.

UI/UX дизайнер:
- Останні 2 роки працюю UI/UX дизайнером, спеціалізуюсь на створенні чистих та елегантних дизайнів.
- Досвід у створенні лендингів, сайтів компаній, сайтів-візиток, інтернет-банерів, адаптивного дизайну та дизайну мобільних додатків.
- Навички у роботі з Wireframe, Mindmap, Figma, Adobe Creative Suite, HTML, CSS, типографікою та колористикою.
- Увага до деталей, відповідність останнім тенденціям веб-дизайну та розуміння принципів UI та UX.

Загальні навички:
- Відповідальність, врахування всіх побажань, дотримання термінів та швидке засвоєння нової інформації.

Дякую за увагу до мого резюме."
246,"Юра
Web та UI/UX дизайнер

Досвід:

- Розробка креативних та ефективних дизайнів веб-сайтів, мобільних додатків та інтерфейсів у Figma
- Досвід роботи з Word Press, e-Commerce, elementor та плагінами
- Розробка логотипів, презентацій та інфографіки
- Працюю в галузі веб-дизайну з 2016 року

Навички:

- Високий рівень володіння Figma
- Досвід роботи з Word Press та плагінами
- Креативність та уважність до деталей
- Готовність до виконання тестових завдань
- Готовність до співпраці та роботи дистанційно

Готовий до нових викликів та співпраці. Готовий до переїзду та роботи в будь-якому місці."
247,"Навички:
- Розробка користувацького інтерфейсу
- Design Thinking
- Atomic Design
- Проектування користувацького інтерфейсу (UED)
- Веб-дизайн
- Володіння програмою Figma

Досвід:
- Закінчив ""Безкоштовний курс UI/UX Design (by Taras Shypka)""
- Невеликий досвід на фрілансі

Готовий виконати тестове завдання та пройти співбесіду."
248,"Закінчила художню школу та художній ліцей, тому добре малюю, маю досить насиченні знання у цій сфері. Працювала на фрілансі та співпрацювала з досвідченим дизайнером, виконуючи поручення та невеликі дизайн-проєкти. Мала досвід волонтерства в українських проєктах та створювала креативи для соціальних мереж. Також розробила бренд бук для британської компанії."
249,"Професійний веб-дизайнер з досвідом у розробці Landing page, інтернет-магазинів та персональних сайтів. Відмінно працюю з гайдлайнами для Apple та Android. Експерт у розробці дизайнів банерів та emails. Володію навичками роботи з Figma та постійно прагну вдосконалюватися. Маю знання з колористики та типографіки. Рівень англійської мови - B2 (Upper Intermediate)."
250,"Розуміння основ UI/UX, створення UI Kit, знання принципів композиції, кольору та типографіки. Розуміння принципів юзабіліті та модульної сітки. Розробка концепцій та інтерактивних прототипів дизайну. Проведення UX-досліджень за допомогою різних методик User Experience Research. Готовий розвиватися як професіонал веб-дизайну та приносити цінність команді та компанії. Готовий працювати на досягнення результатів і поставлених цілей та задач."
251,"Мій проект зі створення Адміністративної панелі для криптовалютної біржі визнаний одним з найкращих серед робіт студентів і опублікований на сайті навчального центру DAN.IT. Закінчила навчання з напрямку UI/UX дизайн і зараз шукаю можливість проявити себе в цій галузі. Протягом семи місяців навчання працювала над різноманітними проектами, включаючи багатосторінковий сайт, мобільний додаток, CRM систему та лендінги. Навчалася проводити аналіз конкурентів, розуміти потреби користувачів, розробляти CJM, User Flow та Site Map. Моє портфоліо постійно розширюється, і я готова до нових викликів у галузі дизайну веб-продуктів та анімацій. Шукаю можливості співпраці, які відповідають моїм навичкам та вмінням."
252,"Досвід роботи у продуктових компаніях, таких як 1+1 media та AUTO.RIA, де я працював як web дизайнер та проджект менеджер/ scrum - майстер. Додатково, маю досвід роботи дизайнером на фрілансі та в діджитал студіях. Мої знання та досвід у різних сферах допоможуть мені приймати ефективні рішення для вашого бізнесу та вдало комунікувати з командами."
253,"Маю досвід у роботі з інструментом Figma та вивчаю інші програми Adobe, такі як Illustrator, Photoshop та Lightroom. Маю навички у створенні різноманітних веб-сайтів, таких як eCommerce, Business, Blog, Portfolio, Informational та Landing page. Також вмію ефективно працювати з текстом та заповнювати креативи влучними словами."
254,"Курси Ukrainian IT School Web Design
Грудень 2022 - Травень 2023

- Впевнений користувач Figma, Photoshop, Illustrator, Lightroom, Axure, Corel Draw
- Розуміння останніх тенденцій та їх ролі в комерційному середовищі
- Розуміння знань про візуальну комунікацію: макет, колір, типографіка, піктограми, зображення, теорія дизайну, юзабіліті
- Створення прототипів, варфреймів та візуального дизайну сторінок сайту
- Розробка адаптивного дизайну для мобільних додатків та інших пристроїв
- Розробка логотипів та гайдлайнів
- Створення прототипів і user-flow, клікабельні прототипи у Figma
- Створення візиток, банерів і флаєрів
- Розуміння методів дослідження UX"
