,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo
184,16 років досвіду роботи Project Manager на металургійному підприємстві. Участь в діджиталізації технологічних процесів та переведення різноманітної інформації у всіх її формах (текстовій та графічній) у цифровий формат. Успішно розроблено більше 100 проектів різної складності. Вирішення спірних та складних питань між командою та замовниками на користь своєї команди.
185,"Organized and conducted festive and entertainment and educational events for citizens of Ukraine and foreigners in Shanghai. For example, the first Ukrainian Christmas fair in 2019.

Many years of experience as an English teacher in China.

Experience in sales."
186,"Моє резюме:

Маю досвід участі в міжнародних освітніх проектах, управлінні персоналом (до 30 чоловік у команді) та проведенні конференцій, курсів, семінарів онлайн та офлайн. У рамках своїх обов'язків брав участь у ключових перемовинах щодо запуску проектів, чек-поінтів та бюджетування. Маю досвід виступів перед великою аудиторією та вміння ефективно комунікувати з усіма сторонами для досягнення взаємовигідних результатів. Вмію планувати покрокові завдання та контролювати їх виконання. Наразі зацікавлений у розвитку в сфері IT та набутті нових знань та навичок."
187,"Розвиток клієнтської бази та підвищення лояльності клієнтів, розвиток команди, розробка індивідуальних рішень та концепцій рекламних кампаній. Маю великий досвід у проектній діяльності рекламного бізнесу. Основні задачі, які я виконувала на попередніх позиціях - це комунікація з клієнтом, допомога у формуванні задачі та пошук рішення. Постановка задач команді від старту проекту до відвантаження. Стадії типового проекту: підготовка необхідної документації; розробка та погодження дизайну; підготовка та передача у виробництво; контроль виконання замовлення; контроль відвантаження; контроль оплати. Основні навички - комунікація та контроль на всіх етапах реалізації. Наразі розглядаю пропозиції старту кар'єри в проектному управлінні в сфері ІТ. У мене немає технічного бекграунду, але я маю необхідні soft-skill та прагнення до розвитку і навчання в цій сфері."
188,"Засновник компанії з продажу нерухомості з гарним досвідом управління та розумінням сфери нерухомості. Досвід роботи у багатьох сферах, з основним акцентом на управлінні. Зацікавлений у сфері IT, готовий працювати у цій галузі з маленькою зарплатою та проходженням навчання. Цікавить вакансія Project Manager, активно вивчаю онлайн курси з цієї теми та швидко засвоюю необхідні знання. Активний спортсмен, займаюся powerlifting та brazilian jiu jitsu, маю досвід у сферах продажу, мерчендайзингу та управління. Головна мета - навчання та професійний розвиток."
189,"Досягнення на попереднiй роботi: 
- Впровадження системи контролю якостi
- Впровадження прiоритезацii
- Впровадження менторства i адаптацii для нових членiв команди
- Залученi до спiвпрацi спецiалiстu вищого рiвня

Досвiд управлiння проектами в сферi переклад та локалiзацiя бiльше 5 рокiв. 
Бажання працювати менеджером проектов в IT. Пройшла курси Project manager IT.  Базовi знання методологiй: Scrum, Kanban, Waterfall. 
Навички комунiкацii. Вмiю домовитись iз замовником та знайти спiльну мову з командою.

Навички та компетенції:
- Управлiння проектом 
- Управлiння персоналом 
- Тайм-менеджмент 
- Управлiння ризиками 
- Проектна документацiя 
- Прийняття рiшень
- Переговори
- Комунiкацiя
- Лiдерство
- Розвиток команди
- MS Word, PowerPoint, Excel CRM
- Розумiння методологiй: Scrum, Kanban, Waterfall 

Особисті якостi:
- Органiзаторськi здiбностi
- Аналiтичний склад розуму
- Позитивне ставлення до життя."
190,"Маю 9-річний досвід роботи в автомобільній сфері, включаючи керівні посади. Мої обов'язки включають комунікацію з клієнтами, розподіл роботи серед співробітників, підбір та організацію роботи команди. Зараз я є керівником офіційного автосервісу.

Пройшов навчання з Java-розробки та управління проектами.

Мета - змінити сферу діяльності на IT, працювати у динамічній команді та постійно навчатися для самовдосконалення."
191,"Автоматизація процесу ведення проектів, вирішення складних конфліктних ситуацій з клієнтами, володію прийомами ефективної взаємодії між членами команди. Досвід у веденні мультимедійних проєктів, включаючи перемовини з партнерами, підготовку та презентування проєктів, планування (timing), координацію робіт текстової та відео-команд, управління кошторисом проєкту, планування публікацій, затвердження матеріалів з партнерами, підготовку звітності по проєкту та інше. Бажання отримати новий досвід у сфері ІТ або дизайну, працювати з іноземними клієнтами."
192,"Маю досвід керування командою розробки в SendPulse.com на позиції Product Manager, де за відсутності окремої людини саме для керування проектом я поєднувала ролі продакта, проджекта та маркетолога. Це досвід з грудня 2017 по лютий 2021. Бачу свій подальший розвиток у прокачці скілов проджект менеджера, тому шукаю роботу саме за цим напрямком. Не боюся починати все з нуля та вчитись новому, готова почати з позиції Junior PM."
193,"На попередній роботі пройшла кар'єрну стежку від простого працівника до начальника відділу. Неодноразово нагороджена грамотами. Самостійно формувала відділ і проводила навчання персоналу. Я є амбітною і цілеспрямованою людиною, направленою на досягнення результату. Маю досвід керування командою, співпрацювала з командою ITшніків при створенні сайту компанії і чат боту в вайбері. Маю досвід ведення переговорів, time management. Закінчила курси IT Project Management, де практикували Jira, Kanban, діаграму Ганта, Scrum. Зараз шукаю стажу в IT компанії для здобуття досвіду Project Manager."
194,"Маю досвід керування проектами, який отримала в університеті. Успішно розробила стратегію виконання великого проекту за оптимальний проміжок часу та певною кількістю людей. Дуже хочу розвиватися в цій сфері професійно."
195,"Маю досвід на посаді Information Technology Recruiter:
• Blockchain and IT recruiting
• Vacancy processing
• Search for candidates
• Primary screening
• CV creating and checking
• Preparing cases for a group interview

Зараз в пошуках позицій РМ в сфері IT або продовження розвитку в рекрутингу :)"
196,"Англійська рівня B2 та прогресую у поглиблені знання. Глибоке розуміння як побудувати Scrum у команді. Навички в HTML, CSS та Python. Досвід на посаді джуніор Проджект менеджера (3 місяці). Основні інструменти: Jira, MS Office, Confluence. Компанія орієнтувалася на agile методології на Scrum та Kanban, що відображено у побудові проектів на основі гнучких методологій."
197,"Маю досвід продажів у соціальних мережах.
Брала участь в організації студентських конференцій.
Маю досвід волонтерства у проведенні виставок у Мистецькому Арсеналі.
Брала участь в освітньому проекті «Кращі з Укртелекомом».
Працювала менеджером з розвитку та просування бренду."
198,"Досвід роботи:
- Керівництво відділом у банківській сфері, контроль за роботою працівників, планування роботи підрозділу, проведення економічного аналізу для клієнтів банку.
- Робота в сфері торгівлі, включаючи комунікацію з клієнтами, постачальниками та працівниками компанії, проведення презентацій, навчання та оцінка персоналу."
199,"Coordinator of the training center of the public union ""Osvitoria""

Experienced in organizing and coordinating educational events:
- Proficient in Google and Microsoft applications (Docs, Sheets, Zoom, etc.);
- Skilled in Asana, Slack;
- Involved in visual development;
- Website content management;
- Communication with experts and participants.

Technical skills include:
- Knowledge of SDLC;
- Basic proficiency in C, C++, Python, HTML, JavaScript;
- Experience in creating databases in MySql;
- Proficient in Jira, Trello;
- Practical knowledge in creating WBS."
200,"- Володію двома іноземними мовами - англійською та французькою на рівні B2
- Навчалась на мовних курсах в Канаді
- Постійно навчаюсь та вдосконалююсь, що позитивно відображається на моїй роботі
- Амбітні цілі мене захоплюють
- Високі комунікативні якості допомагають вирішувати складні задачі
- Досвід роботи із французьким ринком на посаді фахівця відділу transaction support (issue resolution) для французьких заводів Нестле в NBS у місті Львів
- Працювала в системі SAP, комунікувала з ринком французькою та англійською мовами
- Дана сфера діяльності для мене нова, але маю досвід роботи в аутсорсінгу
- Шукаю роботу в команді
- Подобається робота з клієнтами та замовниками"
201,"Маю досвід у зоозахисті та організації заходів на захист тварин, включаючи організацію маршу та побудову системи для волонтерів. Також маю досвід у роботі з соціальними мережами, таргетингом та SMM як лідер команди. З лютого 2023 року працювала в агенції діджитал маркетингу на позиції ПМ junior. Маю досвід роботи з CRM системами, такими як Asana, Trello, Worksection та Bitrix."
202,"Автоматизація процесів та налаштування внутрішньої роботи між відділами. Керівництво командою. Прийняття самостійних рішень та робота в режимі багатозадачності. Досвід у введенні документації проекту та організація роботи команди. Співпраця з командою продажів, підготовка презентацій для клієнтів та первинних документів для розрахунків."
203,"Маю досвід управління напрямом, включаючи організацію, планування, контроль роботи, визначення пріоритетів, оцінку та розподіл задач, складання стратегічних планів, мотивацію та навчання персоналу. Закінчив курси QA (2015) та Project manager (2022). Планую адаптувати та розвивати свій досвід у сфері IT. Мої сильні сторони включають орієнтованість на результат та постійний розвиток, ефективну комунікацію та відповідальність. Розглядаю junior позиції та стажування з перспективою росту."
204,"Маю досвід управління проектами різних відділів та на різних рівнях ВМГО ""AIESEC в Україні"". Практикувалася в залученні нових спонсорів і грантів в організацію (серед яких PwC, KPMG, Galicia, London School of English та інші). Координувала успішні маркетингові кампанії, займалася коучингом для команд, організацією молодіжних заходів та конференцій з відвідуваністю 350+ осіб. Маю досвід у структуруванні інформації, упорядковуванні її та роботі з різними інструментами. Шукаю роботу з управління проектами, де мої навички принесуть найкращі результати."
205,"Моє резюме:

Маю досвід роботи у продажах, працювала 1.5 роки в сервісному центрі Mercedes-Benz. Пройшла стажування у Neatpeek і на даний момент працюю там. Маю велике бажання вчитися та розвиватися у даній галузі. Пишаюся тим, що в короткий термін зрозуміла продукт та впровадила його в робочий процес. Маю намір працювати в великій компанії, де зможу створювати та вдосконалювати продукт."
206,"- Експерт у малюванні іконок та використанні Smart Animate в Figma
- Пройшла курс по веб-дизайну в Projector
- Досвід роботи з платформами Tilda і Readymag для створення e-commerce та landing pages
- Впевнений рівень англійської мови
- Досвід роботи з Figma."
207,"Маю досвід у роботі з соціальними мережами та месенджерами, такими як Telegram, Facebook, Instagram, Вконтакті. Вмію вести канали та чати, взаємодіяти з аудиторією.

Маю такі якості як товариськість, здатність долати труднощі, оптимізм, цілеспрямованість, уважність до деталей, бажання постійно вдосконалювати свої знання та відповідальність.

Володію відмінним рівнем володіння офісними програмами, такими як Word, PowerPoint, Excel, Access."
208,"Диплом бакалавра зі спеціальності «Інформаційні системи і технології», спеціалізація «Інформаціні технології в бізнесі»
Оператор кол-центру (CRM) (жовтень 2018- січень 2019)
Помічник бухгалтера (1C) (травень 2020 – жовтень 2020)
Менеджер інтернет-магазину “Jolly Cups” (робота з Wordpress, Photoshop) (жовтень 2020 – серпень 2021)"
209,"Моє резюме:

Моїм найбільшим досягненням є організація благодійної дитячої вистави та ярмарку в театрі, зібрані кошти з якої були передані дітям з особливими потребами. Це було зроблено на посаді project- та event- manager в мережі приватних навчальних англомовних закладів дошкільної та початкової освіти.

Маю намір опанувати професію Project manager, проходила курс та продовжую вчитися. Вважаю, що найкраще навчання – це досвід. Тому шукаю можливості для цього.

Маю досвід роботи офіс-менеджером та на подібних адміністративних посадах, що може стати якісним фундаментом для роботи і те, що я можу принести компанії. Отримавши класний досвід та знання, я готова поринати в нову сферу, оскільки це завжди виклик.

Більш детальний досвід роботи можна побачити в прикріпленому резюме.

Очікую від роботи поглиблення в новий світ, нові виклики, опанування нових знань та досвіду, зустрічі з цікавими людьми."
210,"Маю досвід роботи у компанії Carlsberg Ukraine у напрямку Supply Chain, зосереджуючись на оперативному плануванні виробництва продукції для забезпечення попиту клієнтів. Мої обов'язки включали комунікацію з контрагентами, організацію ланцюгів постачання та роботу з рекламаціями. Зараз зацікавлений у розвитку в сфері ІТ та готовий приборкати нові виклики."
211,"Маю досвід у роботі над проектами та організацією масових заходів, включаючи фестивалі. Пройшла тренінги з тімбілдингу, які допомогли розвинути практичні та теоретичні навички. Маю високий рівень комунікаційних навичок і володію українською, російською та англійською мовами. Маю бажання вивчати нове і готова використовувати свої навички у відповідній сфері діяльності."
212,"1. Розробка та впровадження 2 курсів навчання.
2. Підвищення продуктивності власної команди на 20%.
3. Керівник з навчання та розвитку:
   - Організація та проведення навчальних заходів для команди з 65 співробітників.
   - Розробка та впровадження курсів спільно з командою з 10 членів.
   - Проведення індивідуальних коуч-сесій.
   - Робота з LMS платформою та наповнення контентом.
4. Досвід роботи в дружньому та результативно орієнтованому колективі."
213,"Менеджер відділу з операційними поліпшеннями
11.2019 — по поточний час
Провідний спеціаліст бюро продажів з 10.20.2020р. Реалізація відходів виробництва та всіх видів НВВ. Пошук клієнтів для продажу всіх видів відходів комбінату. Перехід до відділу операційних поліпшень (старший менеджер). Взаємодія з потенційними партнерами щодо аудитів підприємства, встановлення та випробування обладнання, а також обговорення можливості отримання винагороди за економічний ефект від їхніх новацій. Пошук потенційних партнерів.

Провідний фахівець відділу з продажів
08.2017 — 12.2018
Розвиток продажів і послуг заводу з нуля через тендерну роботу на спеціалізованих майданчиках і платформах (МЕТІНВЕСТ ЄКЗ, Феррекспо, Інтерпайп, МХП тощо). Супровід угод на стадії виробництва та контроль відвантажень у строк. Робота з 1С. Участь у переробці сайту та розміщенні новин заводу. Найбільша угода понад 8 млн. грн.

Менеджер з продажу
10.2015 — 05.2017
Розвиток з нуля продажів алюмінієвого листа і прутка для промисловості всієї країни. Активні продажі. Робота в 1С. Зростання обсягу складу з 7000 $ до 60000 $ за рік.

Маю надію потрапити до команди, де є можливість всебічного розвитку мого профілю та успішного керування проєктною командою. Очікую, що зможу повністю використовувати свій потенціал. Шукаю місце роботи щонайменше на 2-3 роки. Дуже позитивно ставлюся до стартапів і готовий розглянути всі пропозиції, включаючи не лише позиції для джуніорів, а й трейні."
214,"- Створення та підтримка відділу продажу з розробкою системи мотивації для 9 осіб.
- Управління проєктом по впровадженню програмного продукту BAS ERP для девелоперської компанії з фокусом на управлінський облік.
- Адаптація та вдосконалення внутрішньої CRM системи для відділу продажу.

Менеджер зі збуту
Техноцентр Маяк
Липень 2017 - Вересень 2020

Керівник відділу продажу
Компанія Softinform LLC
Вересень 2020 - Грудень 2021

- Формування команди менеджерів з продажу.
- Проведення співбесід та навчання співробітників.
- Пошук та формування баз для роботи менеджерів.
- Розробка розмовних модулів для різних груп клієнтів.
- Розрахунок та введення системи мотивації.
- Аналіз KPI.
- Ведення звітності в внутрішній CRM.
- Написання ТЗ з оптимізації та доробки CRM.

Проєкт - менеджер
Компанія Softinform LLC
Грудень 2021 - по сьогодні

- Пошук проєктів на впровадження ПО.
- Організація зустрічей та презентацій з потенційними партнерами.
- Готування презентацій для демонстрації клієнтам прикладів впровадження технологій.
- Підготовка проєктної документації.
- Контроль підписання документації.
- Організація групи проєкту та контроль дедлайнів.
- Звітність в формі проміжних презентацій замовнику.
- Ведення післяпроєктної роботи на подовження співпраці."
215,"Консультування клієнтів у магазині, по телефону та онлайн. Наповнення та дизайн сайтів, SEO оптимізація. Організація роботи інтернет-магазину, проведення продажів та переговорів про партнерство. Ведення документації та управління соціальними мережами компанії. Реклама магазину.

Досягнення: спільно з партнером створення інтернет-магазину з продажу запчастин до побутової техніки ""з нуля"".

Соціальний педагог у школі: проведення профілактичної, діагностичної, консультативної та просвітницької роботи з дітьми, батьками та педагогами. Надання соціально-психологічної допомоги сім'ям, вирішення соціально-педагогічних проблем, організація культурно-дозвіллєвої діяльності та захист прав дітей.

Посади: менеджер з продажу, комплектувальник товарів, продавець-консультант, контент-менеджер, адміністратор інтернет-магазину, соціальний педагог та інші."
216,"Менеджер проекту з досвідом управління командою в фармацевтичних і торгово-роздрібних проектах. Зібрала та керувала 8 командами, більшість учасників працюють в проектах понад 5 років. Відповідальна за організацію роботи команди, проведення переговорів з партнерами, аналіз продажів та планування бюджету, а також організацію та проведення тренінгів.

Менеджер по персоналу з досвідом управління персоналом в компанії InterApteka. Виконувала співбесіди, розробляла посадові інструкції, організовувала навчання персоналу та розробляла рішення для підвищення ефективності роботи команди. Мала можливість навчатись та рости в команді висококваліфікованих спеціалістів та добрих людей.

Лютий 2016 - дотепер: Менеджер проекту, InterApteka
Червень 2012 – Лютий 2016: Менеджер по персоналу, InterApteka"
217,"Мене звати Ліза, я PM-початківець.

Закінчила КНУ зі спеціалізацією в маркетингу, але протягом останніх 3 років займалась графічним дизайном і SMM.

Зимою 2023 року почала викладати дизайн підліткам 13-16 років, що було неймовірним досвідом. Допомагаю підліткам здобувати професію мрії, хизуватися своїми роботами та брати перші замовлення.

Викладання стало поштовхом до розуміння того, що я можу круто організовувати людей, знаходити спільну мову та мотивувати. Це додало мені впевненості спробувати себе у проджект менеджменті."
218,"Олександр
Вища освіта бакалавра зі спеціальності «Менеджмент»
Досвід роботи:
- Білінг менеджер у маркетинговій агенції (2 роки)
- Адміністративний офіс-менеджер в консалтинговій компанії
Обов'язки:
- Організація роботи офісу
- Участь у HR-процесах
- Допомога проектним командам
Мета:
Реалізуватись як проджект-менеджер
Навички:
- Софт-скіли
- Комунікаційні вміння
- Організація роботи в команді
Хобі:
Створення нових ідей та планів, робота з командою для досягнення цілей
Готовий навчатись та розвиватись для покращення у своїй професії."
219,"Моє резюме:

Маю теоретичні знання у відповідній сфері, прослуховую лекції та проходжу теоретичні курси. Маю здатність швидко сприймати нову інформацію та бажання навчатися. Готовий проявити себе у відповідній галузі та отримати офер."
220,"Співпраця з Міжнародною спортивною федерацією UCI (Азербайджан), логістичними компаніями України та ЄС (зокрема, ТОВ «ЗАММЛЕР УКРАЇНА», Proventus Trading OU (Естонія), Zammler Polska sp. z o.o. (Польща) та аграрними компаніями (зокрема, Lushbury Fertilizer Co. (США).

Останні роки працював в американській аграрній компанії Lushbury Fertilizer Co. як Project manager, відповідальний за розробку та супроводження проекту щодо впровадження нового продукту на ринок. Керував ефективною командою (10-25 членів), забезпечував комунікацію з клієнтами та інвесторами, контролював виконання завдань та використовував технічні інструменти для оптимізації роботи (Jira, Agile frameworks, SDLC).

Міжнародна аграрна компанія Lushbury Fertilizer Co. | 2019-2022
- організація роботи відділів закупівель для аграрного сектору та формування логістичних ланцюжків;
- координація та керування поставками;
- відслідковування робочих процесів, трекінг виконаних робіт та звітність;
- моделювання процесів для внесення змін у проект;
- рекрутинг нових працівників та комунікація з клієнтами.

Бажаю плідної співпраці та маю цілі увійти до ІТ сфери для подальшого розвитку та повноцінної роботи. ІТ - це майбутнє!"
221,"Успішне здобуття військового звання полковника, що свідчить про високий рівень професіоналізму, лідерських здібностей та відданості службі.

Отримання почесного звання ветерана військової служби за видатну службу, яке підтверджує внесок у розвиток та зміцнення Збройних Сил України.

Сформована репутація ефективного співробітництва та партнерства з різними організаціями, включаючи місію ОБСЄ. Це вказує на високий рівень комунікаційних навичок та здатність працювати в умовах міжнародної співпраці.

Успішне керування та реалізація складних проектів у сфері інформаційного забезпечення, включаючи розробку стратегій протидії інформаційним загрозам. Це свідчить про глибокі знання у сфері інформаційної безпеки та здатність ефективно керувати проектами.

Ефективне створення сприятливого психологічного клімату у військовому колективі та поліпшення командної роботи, що підкреслює навички управління людьми та розв'язання конфліктних ситуацій.

Мій професійний досвід складається з двох основних етапів. Перший етап – це робота у Збройних Силах України, де я пропрацював з липня 1999 до серпня 2017 року (18 років 8 місяців) на посаді заступника командира частини різних рівнів.

У цій ролі моїми ключовими завданнями було:

- Управління та координація діяльності особового складу для підтримки високої продуктивності та дисципліни.
- Взаємодія та співпраця з різними командами та стейкхолдерами.
- Участь у проведенні Антитерористичної операції, планування та логістика.
- Спілкування з місією ОБСЄ та співпраця в рамках АТО.
- Підготовка звітів для старшого керівництва.
- Створення сприятливого психологічного клімату у колективі, розвиток командної роботи та розв'язання проблем, пов'язаних із взаємодією персоналу.

Другий етап – це робота у відділі інформаційного забезпечення, де я працював з серпня 2017 по березень 2020 (2 роки 7 місяців) спочатку як офіцер відділу, а потім як керівник відділу.

На цих посадах я займався:

- Керуванням командою, що відповідає за інформаційну сферу.
- Розробкою та впровадженням планів інформаційного забезпечення.
- Координацією заходів, плануванням ресурсів та контролем термінів виконання.
- Розробкою стратегій протидії інформаційним загрозам.
- Управлінням проектами, що стосуються інформаційних систем та веб-технологій, використовуючи методологію SCRUM.
- Розв’язанням технічних та кадрових питань.

На даний момент я зацікавлений у розвитку своїх компетенцій у сфері проектного управління, зокрема в застосуванні Agile методологій. Також, хочу поглибити свої технічні навички у сфері веб-технологій та розробки. Моїм бажанням є здобуття ролі керівника проектів або консультанта з управління проектами, де я зможу застосувати свій досвід та компетенції на благо організації та команди."
222,"Мій досвід в IT компанії Ispro почався з посади фахівця з впровадження програмного продукту, де я займався налаштуванням програм, аналізом потреб клієнтів, адаптацією програмного продукту та пошуком рішень щодо оптимізації бізнес-процесів замовників. Мої проекти в основному охоплювали підприємства виробничого та невиробничого секторів, де я працював з працівниками бухгалтерського та фінансового відділів. Мої обов'язки також включали освоєння технічних задач, написання калькуляцій, автоматизацію бухгалтерської кореспонденції (проводок) та роботу з запитами SQL.

У процесі розвитку я перейшов на посаду проджект менеджера, де мої обов'язки включали постановку задач, контроль виконання робіт, дотримання термінів виконання, організацію зустрічей та переговорів, підготовку та ведення проектної документації та роботу з командою. Я використовував методи Scrum, Kanban та Waterfall для ефективного управління проектами.

У зв'язку з війною я змушений був припинити роботу, втративши проекти, які були на стадії успішного впровадження, але опинилися в окупації. Зараз я шукаю можливість розвиватися в сучасній міжнародній компанії, де зможу реалізувати та розвинути свої аналітичні здібності."
223,"Junior Project Manager with experience in customer service and client management. Skilled in closing deals with difficult clients and implementing information learned during courses. Currently working as an L&D Specialist in a logistics company, responsible for creating and delivering customer service training courses. Experienced in leading a team of dispatchers, monitoring calls for script adherence, English proficiency, and overall customer interaction. Dedicated to providing excellent service and ensuring client satisfaction."
224,"12-річний досвід у створенні, підтримці та адмініструванні інтернет-магазинів, B2B-порталів, інформаційних порталів, веб-сервісів, форумів, наповнення сайтів текстовою та графічною інформацією
Знання адмін-панелей PrestaShop, WordPress, Joomla, Instant CMS, DataLife Engine та інших
Досвід у розгортанні та роботі з різноманітними CRM, включаючи Bitrix24, HubSpot, RedMine та інші
Вміння працювати з Flash, Photoshop, Corel, HTML, CSS, JS
Більш, ніж дванадцятирічний досвід роботи на посаді проєкт-менеджера в інтернет-проєктах
Організація роботи команди фахівців для реалізації проектів різної складності
Відповідальний, мотивований, швидко навчаюсь, завжди на зв'язку
Здатність працювати за нестандартним графіком та у понаднормовий час
Дискретне мислення та здатність швидко опрацьовувати великі об’єми інформації
Прагнення завершувати розпочаті справи та досягати найкращих результатів
Предпочтіння довгострокової постійної співпраці
Відмінний рівень знання російської та української мов, навіть кращий, ніж у 90% її носіїв
Одружений, з дитиною."
