,Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo
98345,"• Created engaging e-commerce platforms, Landing pages, and mobile app interfaces.
• Collaborated closely with clients to understand their requirements and translate them into visually appealing design solutions.
• Applied design principles and responsive techniques to ensure user-friendly and visually appealing interfaces.
• Utilized Figma for efficient prototyping and iterative design processes.
• Attention to detail, ensuring precise implementation of designs.
• Effective communication skills and consistently met project deadlines."
98346,"- UI/UX design concept for online perfume store
- Development of prototypes
- Creation of user flow
- UI visualization of 18 web pages
- Presentation of design concept
- Redesign of landing page
- Preparation of analysis-documentation
- Prototyping
- UI page concept creation
- Creation of light/dark and adaptive versions"
98347,"- Completed two courses in Projector school focusing on e-commerce design, landing page creation, and non-profit organization projects
- Developed concepts and prototypes for various projects, with experience in presentation
- Conducted user interviews to gather feedback and insights
- Proficient in UI Kit creation using Figma
- Seeking a position to apply practical experience in photography, new skills in web design, and enhance theoretical knowledge in sociology"
98348,"Creation of turnkey sites, design development and assembly on a constructor. 100% positive feedback from customers. Development, animation, and design for games. Proficient in Figma. Basic knowledge of Photoshop and Illustrator, but primarily use a MACBOOK for design work."
98349,"Creative and friendly UI/UX designer with a passion for creating user-centered solutions. Experienced in graphic design, marketing, and project management. Skilled in developing website and mobile application designs, creating commercial offers and presentations, and designing various print materials. Proficient in product photography, photo processing, and retouching. Strong background in outdoor advertising design and social media content creation. Seeking a role in a collaborative and innovative environment to further develop my skills and contribute to impactful projects."
98350,"I have been studying for 4 months and during this time I have completed 1 successful team project and 2 individual projects. I excel in core technical skills, organizational ethics, and discipline. I find great satisfaction in creating websites that work perfectly, and I am highly motivated by learning new things. I thrive in challenging environments that push me beyond my limits and stimulate my critical thinking skills.

In my portfolio, I have three projects that demonstrate my expertise in UX/UI design:

1. Landing page project: Conducted competitor research, created a mood board, and focused on creating a user-friendly experience through UX/UI design.

2. India Cafe website redesign: Performed website analysis, worked on UX/UI design, and addressed aspects such as color schemes, responsiveness, typography, and prototyping. Created a UI kit and prepared the project for Behance.

3. Lost pet web service: Analyzed competitor services, created user personas, defined user flow, and incorporated features like pop-ups and a donation feature for animals in need. Worked on design systems and user experience (UX).

Currently, I am enrolled in UI/UX design courses at GOIT, where I have developed valuable skills in mobile and desktop application development. I am proficient in designing user interfaces for various platforms using tools like Figma, Adobe Photoshop, and Adobe Illustrator. My experience includes working with color schemes, typography, UI-kit, grid systems, website design prototyping, and mobile app development.

Key Skills:
- UX/UI design
- Competitor research
- User personas
- User flow
- Design systems
- Mobile and desktop application development
- Figma, Adobe Photoshop, Adobe Illustrator

Education:
- UI/UX design courses at GOIT

Professional Development:
- Participation in projects
- Involvement in the UX/UI process
- Collaboration with the team
- Gradual growth
- Mentorship and support in the field of UX/UI design."
98351,"I have been self-studying UX/UI Design for the past 3 years. During that time, I have completed small freelance projects, some of which are included in my portfolio. Additionally, I have worked on personal projects, the main one is 4ROLL — Dungeons & Dragons Digital Game Companion App, which is featured on my Behance and Dribbble profiles. Currently i don't have any work experience at companies yet, but I'm highly motivated to enhance my skills and knowledge. I'm eager to gain hands-on experience within a professional environment in order to fill this gap in my CV."
98352,"I completed the following courses: ""Fundamentals of Graphic Design"" from Coursera, ""Fundamentals of Design"", ""Graphic Design. Composition"", ""UI/UX. Projecting and design of interfaces"" from Creative Practice, and also watched videos from the courses: ""Profession Graphic designer"", ""Profession Web designer"", ""Profession UX/UI designer"" from Genius space, I am currently taking the course ""Web design + layout"" from Alpaca school. Currently, I have no work experience, but I actively developed in the field of design during the year, and participated in free and paid courses in various areas, such as: Graphic design, Web design, UI/UX design."
98353,"Currently working as an architectural and construction engineer with a desire to transition into UI/UX design. Completed UI/UX design course at IMT Academy. Proficient in Figma, Adobe Photoshop, and Adobe Illustrator. Some freelance designer experience. Portfolio of training projects available on Behance."
98354,"Data Entry
Health App Ornament
Aug 2020 - Feb 2023

-Entering user data from recipes, recommendations, extracts, etc.
- Fulfillment of instructions of the director.

Technical Support Consultant
IT Con
Gaming
Jan 2017 - Jun 2020

- Consulting users on technical issues (mail processing, receiving calls, conducting correspondence in an online consultant)
- Managing payments and making reports."
98355,"- 4 pet projects including Pet Search Project
- Dating app based on artificial intelligence for suggesting compatible pairings
- Pet search web service team project for helping lost animals find owners
- Landing page design for Citroen C4 showcasing advantages and characteristics
- Redesigned website for CrossFit CENTRAL with focus on visual design and user experience
- Experience in results-driven design projects with open team collaboration
- Strong focus on design and creating user-friendly experiences
- Ability to work in a friendly and respectful atmosphere
- Experience with partially remote work and corporate training
- Demonstrated career growth within previous company"
98356,"» Dec. 2021/ Present 
   Marketing designer (Inoxoft)
• Development and work on updating the site
• Mentoring work
• Design of marketing materials
• Creation of corporate presentations
• Creation of the company's branded products
• Design case studies for Behance and others platforms

» Oct. 2022/Present
   Teacher of digital design for children (part-time)
   (GoITeens — IT Academy for teens and kids) 
• I teach digital design to children

» May 2019/ Dec. 2021
Graphic designer and illustrator (Awkward styles)
• Design of the site
• Development of illustrations and prints for the company's products

» 2017/ 2022
Graphic designer and illustrator (Freelance)
• Development of banners and printing products
• Creation of illustrations
• Instagram design"
98357,"Experience:

Delivery / Call Center Operator
May 2021 - Present Time

Web Studio / SMM Specialist
2019 - 2021

Sociology / Call Center Operator
June 2020 - August 2020

Skills:
- Crisis management
- Operations restoration
- Team collaboration
- Project participation
- Customer service
- Social media management
- Communication skills
- Problem-solving
- Attention to detail"
98358,"Passionate designer with experience in UI/UX design. Skilled in user research, creating user stories, job stories, user flows, low-fidelity and hi-fidelity prototypes. Proficient in Photoshop, Figma, Axure, and InVision. Previous work experience as SMM and Content Specialist. Seeking opportunities to further develop skills and gain experience in the design field."
98359,"Skills:
- Proficient in Figma for prototyping, wireframes, CJM's, mind maps, animations, UX research, UI creation, landings, adaptive design, documentation, and mockups
- Experienced in After Effects for custom motion animations
- Knowledgeable in Premiere Pro for video editing for websites
- Skilled in Photoshop for image editing
- Familiar with Illustrator for graphic design"
98360,"Design of the Alaska Peters site
- Remaking of barbecue restaurant website located in New York, USA
- Updated design and menu to improve attractiveness and user experience

Developed web service Clin Fix
- Helps users quickly find service providers for cleaning, gardening, etc.
- Connects workers with customers for various services"
98361,"- Successfully helped a start-up organization establish a recognizable identity from scratch, leading to increased website traffic and customer engagement
- Completed UI/UX & Web Design courses in 2018
- Proficient in designing/redesigning websites, landing pages, dashboards, and mobile apps
- Skilled in responsive design and corporate style/identity development
- Experienced in prototyping, UI kits creation, and designing POS materials for printing
- Knowledgeable in developing souvenir products and designing web banners/graphic materials for social media
- Capable of creating infographics, presentations, and processing digital images/photos
- Seeking a position in an international (preferably product) IT company with challenging projects and a team of professionals"
98362,"I participated in a hackathon where I listened to lectures on gender inequality, stereotypes, and ways to encourage girls to pursue engineering specialties. My team developed a chat-bot aimed at helping individuals choose a specialty by providing information on engineering and biological fields. We won the competition and began developing the bot in online girlfriend mode, incorporating a test feature with questions curated by a prophorientologist. 

Additionally, I developed databases for an automated workstation in a hospital setting as part of a course project. I utilized programs such as SQL Management Studio and Visual Studio in the C# programming language for this project. 

Currently, I am studying UX design and enrolled in a course from Google to enhance my skills. I am in the process of creating my portfolio and seeking an internship opportunity."
98363,"- Helped a volunteer organization create a website design for a dog shelter
- Developed impactful landing pages and websites for various clients
- Collaborated closely with cross-functional teams to ensure user-centered design solutions
- Translated client requirements into visually appealing and intuitive user interfaces
- Implemented effective usability testing methodologies to identify areas of improvement
- Contributed to the overall success of projects by delivering high-quality designs on time"
98364,"- Designed an application for people who suffer from panic attacks, aimed at self-education and reducing panic attacks as a pet-project
- Developed a pet-project with a team as part of the course ""Free UI/UX Design Course for Ukrainians (2022) by Taras Shypka"" (4 months), serving as a UX researcher and UI designer
- Project duration: 5 weeks"
98365,"Currently taking UX skill improvement courses from Google and Coursera, with completion of the second course and intention to complete all 7 available courses. Responsible for the development of a subscription-based charity website design, including analyzing competitors, highlighting unique aspects of the charity, presenting project information clearly, and designing the website from scratch within a short timeframe. Ongoing work to improve the website based on previous results. Project: Save Ukraine Now(IF) 1 Day Donate."
98366,"Designed a website for Devin, participated in the development of projects for the company, and contributed to the design of a mobile application for an insurance company. 
Worked as a freelance developer from April 2021 to July 2021, focusing on creating effective products that address user needs and tasks."
98367,"I am actively searching for myself and looking to advance and grow in the field of IT. Currently, I am self-studying UX/UI design and working with Figma. I am a quick learner and enjoy discovering new things. I am ready to work hard and explore new fields that are unfamiliar to me. Have worked as a sales manager and also have experience working in a printing company involved in the production of plastic cards and printing project documentation."
98368,"UI/UX School - Genesis Academy, Complex Internet Marketing course at Para school, Web Design Junior, Web Design Beginning courses at Projector.
Internship at Star company working on 2 projects (app for document verification and a group of apps in sport and health, racing theme). 
Used tools: Figma, AdobePhotoshop. 
Responsibilities: screens design development, adaptation to iOs/Android, screenshots of the app in App Store, Google Play."
98369,"I completed Google's UX/UI design course on Coursera, gaining knowledge and skills in design principles, tools, and programs. Currently working on pet projects to apply my knowledge and develop further. Completed three projects as part of the Coursera course and continue to work on pet projects to enhance skills and experience. Strive for continuous improvement in providing high-quality, user-friendly solutions while maintaining creativity."
98370,"I am dedicated and conscientious in my work, very sociable. I can work in a team. I accept constructive criticism. During my studies, I learned the basics of web design, including moodboard, grids, typography, UI-kit, and adaptation. I created a website for selling apartments and a web service with fellow students, mastering principles of person, user-flow, and smart-animate. I also created a mobile application. Specializing in UI/UX for web and mobile applications, I do full cycle design, focusing on results, design, and open team collaboration. I value mutual respect, a friendly atmosphere, possibility of remote work, corporate training, development, and career growth. Let’s create something great together that will really work and make profit."
98371,"During my studies, I successfully created intuitive and aesthetic interfaces for websites and mobile applications. The projects ranged from landing pages to complex web services. I conducted user research and analyzed competitors to create the most simple and understandable interface. My pet project is creating a landing page for registering for educational courses.

During my UI/UX Design courses, I created 5 projects which included landing pages, a website, a webservice, website and a mobile app.

Flower Lover: Created a flower delivery landing page to attract users and facilitate flower orders. The platform allows users to explore flower options, place orders, and find delivery information.

House Hopper: Developed a web service for finding and booking accommodation worldwide. The service caters to property owners and guests, offering functions to search for properties, make reservations, communicate with owners, and access travel information.

Exciting projects: Seeking to join a team working on impactful projects. Ready to contribute to innovative UX/UI solutions.

Skill development: Eager for opportunities to grow and learn in UX/UI design. Looking to collaborate with experienced professionals for professional development.

Teamwork: Value being part of a collaborative team where ideas and experiences are shared. Desire to communicate and learn from colleagues."
98372,"- Team Leader in the project ""Techgen IT"", responsible for managing designers, organizing work, distributing tasks, and communicating with developers. Also explained the design of the solution and demonstrated design animation.

General Accomplishments:
- Designed user interfaces (UI) and user experiences (UX).
- Prototyped interfaces and tested them with user research for usability and efficiency.
- Utilized design tools such as Figma, Adobe Photoshop, and Adobe Illustrator.

Freelance Experience:
- Team Lead UI UX Designer for a multi-page website for an IT Community, coordinating the work of designers and managing the project.
- UI UX Designer for a landing page for a company providing house design services, showcasing completed projects and services.
- UI UX Designer for a mobile application for searching and buying air tickets, focusing on creating a user-friendly interface. 

Seeking a position where I can apply my knowledge and skills, I am a responsible and proactive individual with work experience, open to constructive criticism, and always focused on achieving results."
98373,"I was a team leader in two team projects - ""Neaty Kitty"" and ""Tap the Table"". I have 2 own Pet-projects - redesign of sports bar ""Yours Sports Bar"" and design of Tattoo Studio landing page. During the study in GoIT I created 4 projects. 1. Landing page for Tattoo Salon. 2. Redesign of website for sports bar ""Yours Sports Bar"". 3. Team project ""Neaty Kitty"". 4. Team project ""Tap the Table"". All projects were carried out in Figma, there are cases on Behance."
98374,"I have experience working on two joint team projects: the web service ""Lost Pets"" for finding missing animals and the development of a Mobile application. Additionally, I have worked on redesigning a hotel and restaurant complex and creating a Landing page for Citroen C4. 

In my role, I have analyzed competitors, created personas, developed low and high accuracy prototypes, and filled the projects with high-quality content. I have completed the full design cycle for each project. 

I am a novice UI/UX designer who is eager to learn and develop new skills. I am able to work effectively both independently and as part of a team."
98375,"During training courses, I performed various tasks related to design for landing pages, websites, web services, mobile applications, and adaptive design. One notable project I worked on was the web service Openmind, which was created in a team setting. The main objective of this project was to develop a web service for couchsurfing, allowing users from around the world to find free housing in their desired country or offer their services in exchange for accommodation. 

My responsibilities included conducting competitor analysis, creating personas and user stories, designing user flows, developing detailed wireframes, and improving the UI. Specifically, I was involved in creating a profile for a host girl, designing the UI and UX for the host profile (including registration, adding housing, and profile management), and adapting the design for mobile phones and tablets. Additionally, I contributed to creating a UI-kit for the project."
98376,"Julia

Passionate UX/UI designer with experience in Figma and team collaboration. Completed course at GoIT. Skilled in competitor analysis, defining target audience personas, user journey mapping, wireframing, prototyping, and mobile/web design. Projects include:
- Supermarket app: Designed intuitive interface for Buyland app to streamline checkout process
- Library app: Created onboarding and main pages with delightful animations
- Flower app: Designed onboarding, registration, main page, and card with animations
- Clean Up website: Developed user-friendly web service for cleaning company promotion
- IT school dashboard: Designed interactive dashboard
- Real estate website redesign: Targeted married couples in Florida for Mainsail Realty Company

Seeking challenging role with growth opportunities for personal and professional development."
98377,"- Developed landing page for jewelry store to increase audience engagement
- Created advertising banners and creatives
- Actively engaged in self-training in various design styles
- Continuously improving design skills and staying up-to-date with modern trends
- Freelance work includes creating online stores, landing pages, banners, and mobile interfaces
- Adheres to correct project design sequence, sketching, and prototyping principles
- Proficient in understanding user interface perception and compositional interface construction
- Interested in working on diverse projects such as e-commerce, landing pages, and mobile application interfaces"
98378,"- Skilled in using Figma, Photoshop, Illustrator, Corel Draw, and Canva for graphic design and website development
- Proficient in usability and UX methodology
- Experienced in creating responsive/adaptive design for websites and mobile applications
- Strong understanding of graphic design principles, typography, and color theory
- Ability to conduct research, analyze competitors, and define target audience for website projects
- Expertise in creating wireframes and optimizing designs for different devices and screen resolutions
- Capable of developing compelling calls to action and aesthetically pleasing designs to enhance user experience
- Effective team player with analytical and creative thinking skills
- Successfully completed projects including real estate website redesign and pet search web-service
- Proven track record of delivering high-quality work that demonstrates creative thinking skills."
98379,"Hard skills:

- Sitemap and Userflow
- Analysis of CA and competitors
- Typography and colors
- Creation of mood boards
- Knowledge of UX/UI principles
- Lo-fi Hi-fi layouts
- Prototyping
- User testing
- UI and UI-kit
- Adaptive design

Soft skills:

- Argumentation of decisions
- Communication skills
- Adaptability to project requirements
- Team work
- Attention to details
- Self-motivation
- Workflow organization
- Project management skills
- Determination of priorities
- Creativity
- Time management

Experience:

E-commerce:

- Automated ordering goods for new manufacturers combining trends, textiles, and materials
- Developed a user-friendly website with a functional shopping cart and order placement features
- Achieved top results in CSAT, Completion rate, and Task time metrics during prototype testing

Landing:

- Designed a stylish landing page to promote pet adoption from shelters
- Created an attractive interface with interactive elements to engage users
- Utilized 10 blocks to present project details and combat myths about animals in shelters

Summary:

Enthusiastic and eager to learn professional with experience in developing web applications, adaptive design, and designing prototypes. Deep understanding of UX and UI principles with proficiency in Figma. Skilled in planning, structuring, and adapting to changes while maintaining attention to detail. Strong team player with excellent communication and time management skills."
98380,"Experience

I am a self-motivated junior UX/UI designer with a passion for detail. Designing is my calling, and UX/UI is my passion. I have significant prior experience in furniture and interior design, as well as successful projects in landing page design, redesign, web services, and mobile applications. This experience enables me to create user interfaces that are intuitive, aesthetically appealing, and provide maximum value to users. I approach design with a deep understanding of user needs, crafting solutions that are both user-friendly and visually appealing. I am always open to new challenges and ready to grow within a team of creative professionals.

Project Experience

· Landing page BusinessUp by Podvigina
Designed landing page for the practical course ""BusinessUp by Podvigina."" Completed the design within a tight deadline, incorporating a UI kit and animation elements.

· FinEasy Web Service
Designed FinEasy, a collaborative web service for accountants and entrepreneurs, as part of a team effort. Led UX research, created personas, developed user flows, and designed adaptive UI components with engaging animations. Ensured seamless adaptation across devices for an enhanced user experience.

· Redesign of Mexican Restaurant Website
Redesigned the website of a Mexican restaurant, conducting competitor analysis, creating wireframes, implementing UI design, and incorporating adaptation and animation using Figma to enhance the user experience.

· Urban Festival Landing Page Design
Incorporated the complete design cycle for the Urban Festival, including landing page design, competitor analysis, wireframing, UI development, and responsive adaptation for tablets and mobile devices."
98381,"2020
Mobios School
Completed UX/UI design and mobile design courses

2021
Projector
Completed junior web designer courses by Alex Kim and Den Potapov
Completed font logo courses by Kate Jacushek

Experience:
- Banner design for social media and print outdoor advertising
- Customer briefing
- Basic UX research, competitor analysis, business area analysis, creation of personas, CJM, User Flow
- Creating interactive prototypes
- Utilizing typography, grids, colors, mood, and atmosphere in design
- Designing adaptive landing pages, e-commerce sites, corporate sites, and mobile applications
- Developing project presentations and presenting them to clients
- Logo design"
98382,"Experience:
- One month freelance project as a UI/UX designer
- Responsibilities included finding references, creating sketches, making wireframes and prototypes, redesigning old applications, creating YouTube and Instagram banners and intros, and designing or redesigning logos

Skills:
- Proficient in Adobe Photoshop, Figma, InDesign
- Basic knowledge of InVision, Illustrator, HTML/CSS
- Advanced English language skills
- Strong communication skills
- Organized working process
- Effective time management

Aims:
- Develop skills in UX design
- Solve problems in website UX and create great experiences
- Grow and develop in a team of professionals in the field of UX design"
98383,"*Completion of basic UI/UX course in Hillel IT School
*Completion of UI/UX webinar from GoIt school
*Create a portfolio with several pet-projects

Experience:
Research Manager, Entertainment/Crypto Company
- Conducted research, collected and analyzed information on target audience, competitors, and legal policies of target countries
- Participated in project UI/UX and regression testing with QA department
- Worked in this role for 1 year and 3 months

Projects:
Destin/Tattoo
- Conducted competitors analysis and comparison for a tattoo salon website
- Redesigned website with improved UX, colors, typography, and user flow using Figma

HelpPets
- Participated in competitor analysis and creation of Typography and UIKit for a web-service
- Provided ideas for useful features, such as AI assistance in pets movement prediction
- Designed user flow and UI for users who lost pets using Figma and Adobe Photoshop

Skills:
- Proficient in Figma and Adobe Kit
- Familiar with Miro and other similar tools
- Interested in animations, mock-ups, and 3D design

Note: Not interested in implementing frontend via JS or performing deployment."
98384,"EXPERIENCE

Web service for finding lost pets (team project)
- Created persona and Jobs-to-be-done
- Developed pages for ""lost"" and ""found"" animals, ""my ads"", and a form for creating ads
- Implemented drop-down lists
- Collaborated effectively in a team environment

Redesign/India cafe (independent work)
- Redesigned website to create a minimalist design
- Improved accessibility, structure, and visual hierarchy
- Achieved modern and user-friendly design

Flower shop (landing page)
- Designed one-page website for advertising bouquet delivery
- Created modern and user-friendly design with unique color scheme
- Showcased flower arrangements and streamlined ordering process

OBJECTIVE
Seeking a full-time position in a company focused on simplifying everyday life and business processes. Looking for a role that offers opportunities for growth, learning, mutual respect, and a positive work environment."
98385,"EXPERIENCE:

UI/UX designer
2022 - present

Courses:
Junior Front-end Developer - EPAM University
UI/UX designer - Taras Shipka

Over the past year I have created:
- Web pages, blog site design and blogs.
- branded materials, including company logo, social media posts, illustrations.
- design of mobile and web applications, one of them for Vinnitsa National Technical University (JetIQ).

- Created attractive and user-friendly designs for a wide range of clients, including small businesses.

- Interaction with clients and development teams to ensure the successful implementation of the project.

- Developed corporate identities, illustrations using various design tools including Figma, Illustrator, Photoshop and Procreate.

- I develop websites that meet the needs of clients - from the stage of providing concepts and design ideas, building wireframes and creating designs to turning them into responsive HTML5\CSS3 pages (including SASS and SCSS), written in a clear and understandable code.

- Understanding the principles of UI / UX and the needs of site users, working within the existing brand guidelines. I focus on creating both a functional and attractive product.

SKILLS:

- UI/UX design (Figma)
- Illustrations (Adobe Illustrator, Adobe Photoshop)
- HTML, CSS (SASS, SCSS)

Commercial experience:
- JetIQ (2022-2023) - Design creation, wireframe, component creation, layout.

My favorite projects:

-Anitime - Mobile application for watching anime

-Innovexa - Landing page for a company providing data security services"
98386,"Flover Lover - landing
- Created a landing page to advertise bouquet ordering with delivery
- Developed a simple one-page site with easy use and gentle colors
- Conducted mood board creation and competitor analysis for UI design

Custom concepttattoo & design - redesign
- Redesigned website for a tattoo studio to create a modern and convenient design
- Addressed outdated design and lack of adaptation for different media

VDOMA - web service
- Developed an animal search web service to help owners find lost animals faster
- Conducted competitor analysis, user persona research, prototyping, system design, UI design, and adaptation

Seeking a full-time position in a company focused on improving everyday life and business productivity through user-friendly solutions. Fast learner, responsible, and ready for challenging tasks."
98387,"Redesigned User Interface of Indian Cafe; Mobile App Optimization; Web-Service; Landing Page
f.Lover Mobile App for Delivering Flowers"
98388,"During my training, I completed three projects, two independently and one in a team. I excel at both collaborative and independent work, with a strong ability to lead and generate innovative ideas. I gained technical knowledge and theoretical understanding throughout my training.

Flowers delivery mobile app
- Developed a user-friendly interface for an online flowers ordering service
- Conducted persona research to understand customer demand
- Created an easy-to-use app for global bouquet ordering

Pet Scout. Animal pet search web service
- Conducted UX research, competitor analysis, and user flow
- Collaborated on web service architecture and design principles
- Created wireframes, mockups, prototypes, and Behance in a team setting

Barbershop Landingpage
- Developed a landing page for a barbershop with service information and appointment booking
- Conducted competitor analysis, developed personas, and utilized research methods
- Designed desktop, tablet, and mobile versions of the site

Tattoo Studio Website Redesign
- Created a tattoo salon website for artist selection and consultation booking
- Analyzed competitor data by age, sex, and other factors
- Designed a visually appealing and user-friendly website

Seeking remote or freelance design opportunities to continue growing and developing as a designer. Interested in companies with mentoring opportunities to create customer-centric products."
98389,"Skills: Figma, Illustrator, Protopie, Photoshop, Low and high fidelity prototypes, Vector illustration, Components, Adaptive design, Logo creation, Landing page design, User interface and user experience improvement.

Experience:
- Website redesign: Redesigned ""Destin Tattoo Company"" website independently. Conducted competitor analysis, prototyping, text and color selection, logo development, wireframes creation, and component adaptation for tablet and mobile.
- Webservice project ""The Lost Pets"": Collaborated in a team to create a platform for finding/returning animals. Developed flow for users who found animals and created a unique logo for the service.
- Mobile App ""Suit Store"": Designed an app for easy and convenient shopping experience. Created user flow for male persona across different categories. Worked independently on prototyping stage until final completion.

Objective: Seeking a full-time position in a creative and collaborative team to tackle challenging problems and enhance user interfaces. Passionate about creative design tasks and seeking opportunities for growth and development."
98390,"Team Leader in ""BudgetStay project"", ""Tantric massage salon Sensual"" landing page project, and ""FoodieFinder"" mobile application project. Developed mobile app design for FoodieFinder and landing page for Sensual Temple. Led a team of 2 designers in the development of BudgetStay web service interface. Independently worked on concept and redesign for ""India Cafe"" website and Citroen 4 landing page. Seeking a position as a UX/UI designer to work on innovative and modern projects that enhance client services and user experience. Passionate about learning and improving skills in a collaborative team environment."
98391,"Experience:
- 15 years of experience as a computer science teacher at a school, teaching topics on raster and vector graphics, 3D modeling, and programming languages
- Worked on website redesign, adaptive design, and mobile application projects
- Developed moodboards, landing pages, conducted research, described personas, and worked on user flows
- Proficient in Adobe Photoshop, Adobe Illustrator, Corel Draw, ProtoPie, and Canva programs
- Experience in full design cycle for website and mobile application projects

Projects:
- Website redesign for veterinary clinic ""Aibolit"": Analyzed problem, created interface prototype, developed visual style, and created user-friendly design to attract potential customers
- ""Coffee Time"" mobile application: Analyzed problem, created interface prototype, developed visual style, and created mobile application to allow scanning and payment for goods to attract potential customers

Skills:
- Proficient in Figma, Adobe Photoshop, Adobe Illustrator, Canva, and ProtoPie
- Strong ability to learn and apply new technologies

Objective:
- Seeking a position in a friendly and motivated team where I can contribute my skills and expertise to achieve goals and further develop professionally."
98392,"I developed the design of a web service for traveling around Ukraine.
I have 2 own Pet-projects.
Studied UI/UX Design at an online IT school for 8 months. Worked on landing pages, websites, web services, and individual site elements.
Redesigned the Poltava Dumplings cafe website for a web design course. Added sections, filled them with necessary information, attached photos, and contacts.
Designed the Visit web service for organizing trips around Ukraine. Conducted UX research, analyzed competitors, and created convenient functionality."
98393,"• Mobios School (Sep 2021 — Dec 2021)
  UX/UI web-design + mobile design

• CURSOR Education (Feb 2021 — Jul 2021)
  UI/UX Designer 

• Source IT (courses). (Feb 2015 — Apr 2015)
  HTML layout

• H.S. Skovoroda Kharkiv National Pedagogical University
  Faculty of Art and Graphics 
  Ad designer

Over 10 years of experience working as a layout designer in various publishing houses. Responsibilities included developing layouts for books, magazines, and posters, page design, search and processing of vector illustrations, search for bitmap images, compilation of collages, layout of books and magazines, and preparation of products for printing.

Graduated from UI/UX Design courses with a focus on communication, UX research, wireframing, UI design, mobile app design, and web design. Developed a final project including interviews with clients, competitor analysis, SWOT analysis, UX Persona, CJM, information architecture development, wireframes, and design.

Seeking to join a dynamic and collaborative team where I can continue to learn, receive guidance, and contribute my skills and experience."
98394,"Professional certificates: Google UX Design

Certificates: 
- University of Alberta: Introduction to Software Product Management
- California Institute of the Arts: Fundamentals of Graphic Design

Diploma: 
- Diploma of the II degree of the Sixth All-Ukrainian Student Olympiad in the discipline ""Design of publishing and printing production""

Experience: 
- Freelance Graphic Designer (1 year)
  - Designed print publications and illustrations using Adobe Photoshop and Adobe Illustrator

Goals: 
- Interested in developing skills in UX | UI design
- Completed Google UX design courses on Coursera, focusing on UX research, wireframing, and prototyping, resulting in a case study"
98395,"I have achieved several notable accomplishments during my training and projects. Despite my limited experience, I have actively pursued opportunities to showcase my skills and demonstrate my dedication to the field of UI/UX design.

Successful Completion of UI/UX Design Courses: I successfully completed comprehensive UI/UX design courses, where I gained a solid foundation in design principles, user research methodologies, wireframing, prototyping, and interaction design. This achievement demonstrates my commitment to learning and developing the necessary skills to excel in the field.

Project Contributions: During my courses, I actively participated in various design projects, both individually and as part of a team. I successfully collaborated with fellow designers, developers, and stakeholders to deliver well-designed user interfaces and engaging user experiences. These projects allowed me to apply my theoretical knowledge to real-world scenarios, demonstrating my ability to create visually appealing and user-friendly designs.

Positive Feedback from Course Instructors and Peers: Throughout my training, I received positive feedback from instructors and peers on my design work. They commended my attention to detail, creativity, and ability to incorporate user feedback into my design iterations. This feedback validates my capabilities and motivates me to continue improving and refining my design skills.

Continuous Learning and Growth: Despite being at the early stages of my career, I have demonstrated a strong commitment to continuous learning and professional development. I have actively pursued self-study, attended webinars, and engaged with design communities to stay up-to-date with industry trends, new tools, and emerging design practices. This dedication to personal growth showcases my eagerness to evolve as a UI/UX Designer.

Freelance UI/UX Designer: Worked for six months as a freelance UI/UX designer, responsible for developing unique user interfaces for various clients. Analyzed client requirements, conducted user research, created information architecture, conducted user experience testing, and created prototypes. Participated in iterative processes and collaborated with developers to ensure high-quality end products. Developed skills in design and user experience, gained understanding of product creation process, and effectively communicated with clients to deliver distinctive and appealing designs that enhanced user experience and improved conversion rates.

User-Centric Approach: Strive to work in a team that values user needs and expectations, believing that the best design solutions arise from a deep understanding of the target audience and a commitment to providing them with a positive user experience.

Opportunities for Professional Growth: Seeking a company that provides opportunities for development and advancement, committed to continuous improvement and staying up-to-date with the latest trends and best practices in UI/UX design.

Collaboration and Communication: Excel at working in a team and openly communicating with stakeholders, such as developers, product managers, and business analysts. Goal is to build productive relationships and ensure all team members understand each other and work together to deliver high-quality design solutions."
98396,"During my continuous studies, I performed the following projects:
- Redesigned the site of a roofing materials plant, transforming it from an outdated multi-page site into a modern, convenient landing page with an interesting structure.
- Created a landing page for a tea studio, focusing on making it attention-grabbing and stylized to provide aesthetic and cultural satisfaction to potential clients.
- Developed an online store for board games, incorporating elements of work with AI.
- Contributed to the improvement project for the Ukrainian cinema network Multiplex application by conducting detailed UX research and proposing solutions to enhance user experience.

Over the past eleven months, I have focused on developing my skills in Ui/Ux design. I have mastered Figma, including components, variants, auto layout, and constraints, as well as utilizing Photoshop and Illustrator. I am proficient in working with the Webflow site designer and the After Effects motion program.

I am committed to continuous growth in the field of web design, drawing inspiration from my Ukrainian background to infuse each project with original, creative, and unique style."
98397,"Skills:
- HTML5
- CSS3 (responsive and adaptive design)
- SASS/LESS
- Flexbox
- GIT
- Basic knowledge of JavaScript
- React.js (component splitting and preparation for developer's work)
- Bootstrap

Experience:
- Freelance illustrator and portrait artist, prioritizing daily work with clients and projects
- Proficient in Adobe programs such as Photoshop, Illustrator, InDesign, and Procreate
- Created 2D characters for training videos while working remotely

Goals:
- Seeking to develop skills in UI/UX design to combine art/design with front-end development
- Rapidly learned Figma and eager to further explore this area as a potential career path"
