,Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini
98332,"Anastasia  
[Your Contact Information]  
[City, State]  
[Email Address]  
[Phone Number]  

Objective  
Aspiring web designer with a focus on UI/UX design, seeking opportunities in product companies or game development. Committed to continuous learning and practical application of design principles.

Education  
Hillel Computer School  
UI/UX Design Courses  

Skills  
- Font Theory  
- Image, Illustration, and Icon Design  
- Color Theory  
- UI Kit Development  
- Auto Layout Techniques  
- Style and Component Creation  
- Atomic Design Approach  
- Understanding of Site Types  
- Target Audience Analysis  
- Persona Development  
- Grid Systems  
- Prototyping  
- Adaptability in Design  

Thank you for considering my application. I look forward to potential opportunities."
98333,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

**Objective**  
Aspiring graphic designer with a strong foundation in design principles and hands-on experience in UI/UX projects, seeking to leverage skills in a dynamic environment.

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Exhibitions**  
- Participated in ""The Art of Change"" at the Ukrainian House  
- Contributed to the photo exhibition ""24.02 Before and After""  
- Exhibited work at Cardiff School of Art and Design, Cardiff Metropolitan University  

**Skills**  
- Proficient in Adobe Photoshop and Illustrator  
- Experienced in Figma  
- Strong understanding of typography, composition, and color theory  

**Projects**  
- Redesigned the Turkish Airlines app, conducting heuristic analysis to enhance user experience for regular users.  
- Developed system design and mobile application and website design for Richard Bank during ""From Zero to Hero"" courses.  

**Experience**  
- Completed various part-time jobs related to graphic design while pursuing studies.  
- Continuously learning and eager to apply and further develop skills in a professional setting.  

**Interests**  
- Focused on UI/UX design; not interested in packaging design.  "
98334,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL EXPERIENCE**  

**Car Wash App**  
*Team Leader*  
[Month, Year] – [Month, Year]  

- Led a team in the development of a mobile application designed to help users find nearby car washes using geolocation data.  
- Enabled users to reserve dates and times, select required services, and make online payments through the app.  
- Conducted competitor analysis to inform design and functionality decisions.  
- Created User Flow diagrams, Wireframes, and Prototypes to visualize the user experience.  
- Developed the overall design of the application, ensuring a user-friendly interface.  

---

**SKILLS**  

- Mobile Application Development  
- User Experience (UX) Design  
- User Interface (UI) Design  
- Competitor Analysis  
- Prototyping and Wireframing  
- Team Leadership  

---

**EDUCATION**  

[Your Degree]  
[Your Major]  
[Your University]  
[Year of Graduation]  

---  

**CERTIFICATIONS**  

[List any relevant certifications]  

---  

**REFERENCES**  

Available upon request.  "
98335,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Aspiring junior designer seeking opportunities in both remote and office settings, with a focus on delivering user-friendly and aesthetically pleasing designs.

**Experience**  

**CloudyClean Webservice**  
*Project Contributor*  
- Collaborated on a project aimed at helping users find and order cleaning services efficiently.  
- Conducted in-depth analysis of competitors and user flows to inform design decisions.  
- Developed prototypes and user interface designs to enhance user experience.

**Alaska Pete's Website Redesign**  
*Project Contributor*  
- Participated in the redesign of the website to improve user interface for better convenience and attractiveness.  
- Conducted thorough analysis of user flow and site logic to guide the redesign process.

**Landing Page for FlowerLover**  
*Project Contributor*  
- Designed a landing page for a flower shop, focusing on aesthetics and user-friendliness.  
- Analyzed user logic to create an effective and appealing shopping experience.

**Skills**  
- User Interface Design  
- Prototyping  
- User Experience Analysis  
- Team Collaboration  

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**References**  
Available upon request."
98336,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Detail-oriented designer with experience in e-commerce website development and user-centered design. Proven ability to collaborate with clients and deliver projects on time and within budget.

**Experience**  

**Freelance Designer**  
[Your Location]  
[Month, Year] – Present  
- Collaborated directly with the client, NOVI Luxe, to create their e-commerce website.  
- Conducted user research, including surveys and user interviews, to gather insights for design improvements.  
- Created wireframes, user flows, and interactive prototypes using Figma to visualize and communicate design concepts.  
- Implemented A/B tests to validate design decisions and enhance user experience.  
- Received positive client feedback for delivering the project on time and within budget.  

**Skills**  
- User Research  
- Wireframing and Prototyping  
- A/B Testing  
- Figma  
- Client Collaboration  
- Time Management  
- Budget Management  "
98337,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio Link]  

**Professional Summary**  
Creative and detail-oriented UI/UX designer with over 1 year of experience collaborating with partners such as Looqme, HoReCa show, S-Prof, and Lviv Organ Hall. Proven ability to develop engaging and user-friendly designs that enhance user experience.

**Education**  
Completed courses on UI/UX design  
LITS  

**Experience**  
**UI/UX Designer**  
[Your Job Title]  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Collaborated with various partners including Looqme, HoReCa show, S-Prof, and Lviv Organ Hall to create innovative design solutions.  
- Engaged in interesting and exciting projects that fostered skills development and effective teamwork.  

**Key Skills**  
- Adobe Photoshop  
- Adobe Illustrator  
- Figma  
- Invision  
- UI/UX principles  "
98338,"Commercial Experience:  
Comon Agency — January 28, 2022 - February 24, 2022  
- Engaged in projects until the reduction of labor headquarters due to the war in Ukraine.  

Non-Commercial Experience:  
- Alexey: Contributed to the ""On the Way"" product delivery project, focusing on landing page development and corporate identity creation for the website.  
- Phillip: Worked on the ""Sammy Icon"" e-commerce project, responsible for the redesign and development of a multi-page online store website, encompassing all key stages including UX Research, Wireframe, and Style Guide & Design.  "
98339,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio Link]  

**Objective**  
Detail-oriented and creative UI/UX designer with a strong foundation in user experience and graphical design, seeking to leverage skills in a dynamic design environment.

**Education**  
Completed a 3-month course in UI/UX Design  

**Skills**  
- UX Design  
- GUI Design  
- Typography  
- Proficient in graphics tools: Figma, Adobe Photoshop  
- Knowledge of methodologies: Design Thinking, Human Centered Design  
- Portfolio showcasing landing page, e-commerce, and adaptive design examples  

**Portfolio**  
Available upon request or at [Portfolio Link]  "
98340,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Aspiring UX/UI designer seeking to contribute to a dynamic team with engaging projects while further developing my skills and providing value to the company.

**Education**  
Certificate of UX/UI Designer  
Beetroot Academy  

Certificate CELI4 C1  
Knowledge of Italian  

**Skills**  
- **UX Research:** Mind mapping, information architecture, brief analysis, competition analysis, empathy mapping, persona creation, customer journey mapping (CJM), user flow development, wireframing.  
- **UI Design:** Proficient in Figma, Adobe Photoshop, and Illustrator. Experienced in creating interactive prototypes and designing adaptive user interfaces. Knowledgeable in composition, typography, color theory, grid systems, and design patterns.  

**Projects**  
- Developed a mobile application for a family medicine clinic.  
- Created a landing page for a design studio.  
- Designed a website for a beauty salon.  
- Designed icons and a logo for the mobile application.  

**Professional Goals**  
Eager to join a collaborative team that offers opportunities for growth and learning while contributing to innovative projects."
98341,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Motivated and detail-oriented architecture and urban planning graduate seeking to leverage skills in UX/UI design and web development to create impactful, user-centered digital products.

**Education**  
Master's Degree in Architecture and Urban Planning  
[University Name], May 2023  
- Research Project: ""Modern Approaches to Implementing Information Technologies in Architectural Design""  
- Developed skills in self-organization, critical thinking, research, and analysis.

**Courses**  
- Completed two educational courses focused on mobile application and website development, covering the entire process from design to implementation of effective and visually appealing digital products.

**Projects**  
- **Website Redesign for FeelFull**: Collaborated on enhancing the user experience for a food delivery service.  
- **Catalogue Website for TviyBrend**: Developed an online platform for an accessories retail company.  
- **Mobile App Colory**: Designed an application that transforms black and white photos into color.

**Experience**  
- Actively participated in online client meetings, contributing to project discussions and feedback.  
- Conducted UX Research, including interviews, online surveys, and competitor analysis.  
- Formulated User Personas and Stories to guide design decisions.  
- Designed User Flows, Wireframes, and Animated Prototypes to visualize user interactions.

**Technical Skills**  
- Foundational skills in web development, including HTML markup and CSS styling.  
- Knowledge of responsive and adaptive design principles.

**Professional Development**  
- Committed to continuous learning and growth in UX/UI principles to enhance design capabilities and create user-centered solutions."
98342,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

**Professional Summary**  
Dedicated UI/UX designer with experience in leading projects and developing user-friendly designs. Proven ability to conduct research, meet deadlines, and work collaboratively in a team environment. Strong proficiency in computer graphics programs including Figma, Illustrator, and Photoshop.

**Experience**  

**Team Leader**  
Search for Lost and Found Animals Project  
[Month, Year] – [Month, Year]  
- Led a team in the development of an animal search site aimed at quickly locating lost animals and facilitating their adoption.  
- Conducted competitor analysis to inform design decisions.  
- Developed site map and defined site functions to enhance user experience.  
- Adapted project elements based on user feedback and testing.

**UI/UX Designer**  
Furniture Store Landing Page Project  
[Month, Year] – [Month, Year]  
- Created a simple and user-friendly landing page for a furniture store.  
- Analyzed competitors and selected design references to guide the project.  
- Developed prototypes and UI pages to ensure an intuitive user experience.

**Skills**  
- Research and analysis  
- Deadline management  
- Proficient in Figma, Illustrator, and Photoshop  
- Team collaboration  
- Layout development for websites and mobile applications  
- Strong desire to learn and improve skills  

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Professional Development**  
- Continuously improving skills and acquiring new knowledge to enhance professional competence.  
- Committed to working and developing within a team of professionals as a UI/UX designer."
98343,"Courses:  
- Projector Institute (UX/UI Design)  
  Skills: Typography, Auto Layout, Wireframe, Prototype  

- Coursera (Foundations of User Experience (UX) Design, Google)  
  Skills: User Experience, Wireframe, Prototype, UXD  

- Projector Institute (UX Design)  
  Status: Currently studying  "
98344,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Objective**  
Aspiring UI/UX Designer seeking to join a company that values employees, where I can prove myself, gain experience, and become a valuable asset.

**Education**  
UI/UX Designer, GoIT School  
February 2023 - August 2023  

**Skills**  
- Translating abstract ideas into concepts and wireframes  
- Creating Minimum Viable Products (MVP)  
- Designing interfaces for websites and mobile applications  
- Utilizing Design Systems to enhance project efficiency  
- Team collaboration and project participation  

**Projects**  

**Landing Page: ""Rainbow""**  
- Redesigned an existing kindergarten website, updating the design and structuring information to facilitate easy appointment booking and curriculum selection for users.  

**Web Service: ""CleanHouse""**  
- Collaborated in a team of three to develop a service that enables users to quickly find cleaning service providers and register their candidacy for cleaning positions.  

**Mobile App: ""MY BRAND""**  
- Worked in a team of two to create an application for online shopping with home delivery options.  

**Experience**  
- Participated in team projects during studies, enhancing collaboration and communication skills.  
- Developed practical skills in UI/UX design through hands-on project work.  "
98345,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Detail-oriented designer with experience in creating engaging e-commerce platforms, landing pages, and mobile app interfaces. Proven ability to collaborate with clients to understand their requirements and deliver visually appealing design solutions. Skilled in applying design principles and responsive techniques to enhance user experience.

**Experience**  

**[Your Job Title]**  
**[Your Company Name]** – [City, State]  
**[Month, Year] – Present**  
- Created engaging e-commerce platforms, landing pages, and mobile app interfaces.  
- Collaborated closely with clients to understand their requirements and translate them into visually appealing design solutions.  
- Applied design principles and responsive techniques to ensure user-friendly and visually appealing interfaces.  
- Utilized Figma for efficient prototyping and iterative design processes.  
- Maintained attention to detail, ensuring precise implementation of designs.  
- Demonstrated effective communication skills and consistently met project deadlines.  

**Education**  
**[Your Degree]**  
**[Your University]** – [City, State]  
**[Month, Year]**  

**Skills**  
- E-commerce platform design  
- Landing page design  
- Mobile app interface design  
- Figma  
- Responsive design  
- Attention to detail  
- Effective communication  "
98346,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Creative and detail-oriented UI/UX designer with experience in developing design concepts and prototypes for web applications. Proven ability to enhance user experience through effective design strategies and visual storytelling.

**Experience**  

**UI/UX Designer**  
[Company Name] - [Location]  
[Month, Year] - Present  
- Developed a UI/UX design concept for an online perfume store, including the creation of prototypes and user flow documentation.  
- Designed and visualized UI for 18 web pages, ensuring a cohesive and engaging user experience.  
- Conducted a UI/UX redesign of the landing page, which involved preparing analysis documentation, prototyping, and creating UI page concepts.  
- Developed light/dark and adaptive versions of the landing page to enhance accessibility and user engagement.  

**Education**  
[Your Degree]  
[Your University] - [Location]  
[Month, Year]  

**Skills**  
- UI/UX Design  
- Prototyping  
- User Flow Development  
- Web Page Visualization  
- Design Documentation  
- Adaptive Design  
- Light/Dark Mode Design  "
98347,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Motivated individual seeking a position that allows me to apply my practical experience in photography, newly acquired web design skills, and theoretical knowledge in sociology.

**Education**  
- Completed two courses in Projector School  
- Developed several real-world projects, including e-commerce design, landing pages, and non-profit organization initiatives  

**Skills**  
- Concept and prototype creation  
- Presentation skills  
- User interviews  
- Experience with UI Kit creation in Figma  

**Experience**  
- Created concepts and prototypes for various projects  
- Conducted user interviews to gather insights and improve designs  
- Developed UI Kits in Figma for streamlined design processes  

**Interests**  
- Photography  
- Web design  
- Sociology  "
98348,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Creative and detail-oriented web designer with a strong track record in the creation of turnkey websites. Proven ability to deliver high-quality design and development projects, receiving 100% positive feedback from customers. Experienced in design development, animation, and game design, with proficiency in Figma.

**Skills**  
- Turnkey website creation  
- Design development and assembly  
- Animation and design for games  
- Proficient in Figma  
- Basic knowledge of Photoshop and Illustrator  

**Experience**  

**Web Designer**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Created turnkey websites, overseeing the design development and assembly process using a constructor.  
- Developed animations and designs for games, enhancing user engagement and experience.  
- Collaborated with clients to ensure satisfaction, achieving 100% positive feedback.  

**Education**  
[Your Degree]  
[Your University]  
[City, State]  
[Year of Graduation]  

**Certifications**  
[Relevant Certification]  
[Issuing Organization]  
[Year]  

**References**  
Available upon request.  "
98349,"Creative and friendly individual with a passion for designing websites that address user needs and align with business goals. I demonstrate empathy in my work and leverage my aesthetic and analytical skills to enhance user experiences. I enjoy collaborating on diverse projects and understanding various target audiences. I am seeking a position within a friendly and creative team of like-minded professionals.

**Experience:**

**2021-2023**  
**Graphic Designer**  
Electro House Company  
- Developed website and mobile application designs, supported and filled content for the main website and online store.  
- Created commercial offers, presentations, and mailings.  
- Worked on packaging design, including stickers, decals, and instructions.  
- Designed printed materials such as catalogs, booklets, and business cards.  
- Managed graphic content for social media platforms.  
- Created banners for the company and partner websites, including graphic content and icon design.  
- Conducted product photography, photo processing, and retouching.

**2020-2022**  
**Graphic Designer**  
""Fact"" Publishing House (Project-Based Work)  
- Designed layouts for book covers across various genres, including fiction, children's books, and non-fiction.  
- Developed designs for souvenir products.  
- Created layouts for printed materials.

**2020-2021**  
**Marketer, Designer**  
Regional Medical Center  
- Developed outdoor advertising designs, including banners, posters, and signs, using CorelDRAW and preparing layouts for printing.  
- Created internal print materials, such as gift certificates, fire evacuation diagrams, and designs for presentations and commercial proposals.

**2016-2022**  
**Kharkiv Specialized Music and Theater Library named after K.S. Stanislavsky**  
- Collected data and prepared reports (monthly, quarterly, annual), planned and analyzed work, and conducted methodological sessions.  
- Engaged in advertising activities, managing social media, creating monthly event posters, and developing graphic layouts for posters, invitations, and a monthly newspaper.

I am pursuing a role as a UI/UX designer, dedicated to solving user problems and deeply understanding their needs. I can generate innovative ideas and propose new implementations for business concepts. I have completed classes in UI/UX design, acquiring skills in developing interface designs for web and mobile applications, creating user journey maps, analyzing competitors, and crafting personas and empathy maps."
98350,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  

**Objective**  
Dedicated and passionate UI/UX designer with a strong foundation in core technical skills, organizational ethics, and discipline. Committed to continuous learning and professional growth, seeking opportunities that challenge my abilities and foster development.

**Education**  
UI/UX Design Courses, GOIT  
[Month, Year] - Present  

**Projects**  

**Landing Page**  
- Developed a user-friendly landing page by conducting competitor research and creating a mood board.  
- Focused on UX/UI design principles to enhance user experience.

**India Cafe Website Redesign**  
- Conducted a comprehensive website analysis and implemented a redesign.  
- Addressed color schemes, responsiveness, typography, and prototyping.  
- Created a UI kit and prepared the project for presentation on Behance.

**Pet Finder Web Service**  
- Designed a web service aimed at helping users find lost or misplaced pets.  
- Analyzed competitor services, created user personas, and defined user flow.  
- Developed design systems and user experience features, including pop-ups and a donation feature for animals in need.

**Skills**  
- Proficient in designing user interfaces for various platforms using Figma, Adobe Photoshop, and Adobe Illustrator.  
- Experienced in color schemes, typography, UI kits, grid systems, website design prototyping, and mobile app development.  
- Strong organizational skills and a commitment to ethical practices in design.

**Professional Development**  
- Actively involved in education, mentorship, and support within the UX/UI design community.  
- Participation in collaborative projects and gradual growth in the UX/UI process."
98351,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  
[LinkedIn Profile]  
[Portfolio Link]  

**Objective**  
Motivated and passionate UX/UI Designer with 3 years of self-study and practical experience in freelance and personal projects. Eager to gain hands-on experience in a professional environment to further develop skills and contribute to innovative design solutions.

**Skills**  
- UX/UI Design  
- Prototyping and Wireframing  
- User Research and Testing  
- Visual Design  
- Adobe Creative Suite  
- Figma  
- Sketch  
- Responsive Design  

**Projects**  
**4ROLL — Dungeons & Dragons Digital Game Companion App**  
- Developed a digital companion app for Dungeons & Dragons, focusing on user experience and interface design.  
- Created wireframes, prototypes, and visual designs to enhance user engagement.  
- Showcased the project on Behance and Dribbble, receiving positive feedback from the design community.  

**Freelance Projects**  
- Completed various small freelance projects, applying UX/UI principles to deliver user-centered designs.  
- Collaborated with clients to understand their needs and translate them into effective design solutions.  

**Education**  
Self-Studied UX/UI Design (3 years)  

**Professional Development**  
- Actively seeking opportunities to enhance skills and knowledge in a professional setting.  
- Committed to continuous learning and staying updated with industry trends.  

**References**  
Available upon request.  "
98352,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio Link]  

**Objective**  
Aspiring graphic and web designer with a strong foundation in design principles and a passion for creating user-friendly interfaces. Eager to apply skills in a professional setting and contribute to innovative design projects.

**Education**  
- **Coursera**  
  - Completed: Fundamentals of Graphic Design  

- **Creative Practice**  
  - Completed: Fundamentals of Design  
  - Completed: Graphic Design: Composition  
  - Completed: UI/UX: Projecting and Design of Interfaces  

- **Genius Space**  
  - Completed: Profession Graphic Designer (Videos)  
  - Completed: Profession Web Designer (Videos)  
  - Completed: Profession UX/UI Designer (Videos)  

- **Alpaca School**  
  - Currently enrolled in: Web Design + Layout  

**Skills**  
- Graphic Design  
- Web Design  
- UI/UX Design  
- Composition  
- Interface Design  

**Professional Development**  
- Actively engaged in various free and paid courses in graphic design, web design, and UI/UX design over the past year.  

**Additional Information**  
- Open to entry-level opportunities and willing to learn and grow in a professional environment.  "
98353,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  
[Behance Portfolio Link]  

**Objective**  
Aspiring UI/UX Designer with a background in architectural and construction engineering, seeking to transition into the design field. Eager to leverage design skills and creativity to enhance user experiences.

**Education**  
UI/UX Design Course  
IMT Academy  

**Skills**  
- Proficient in Figma  
- Proficient in Adobe Photoshop  
- Proficient in Adobe Illustrator  
- Strong understanding of user-centered design principles  
- Ability to create wireframes, prototypes, and high-fidelity designs  

**Experience**  
Architectural and Construction Engineer  
[Current Employer]  
[City, State]  
[Month, Year] – Present  
- Collaborate with multidisciplinary teams to develop architectural designs and construction plans.  
- Utilize technical skills to ensure project specifications are met and maintained.  
- Apply problem-solving abilities to address design challenges and improve project outcomes.  

Freelance Designer  
[Freelance Experience]  
[City, State]  
[Month, Year] – [Month, Year]  
- Completed various design projects, focusing on user interface and user experience.  
- Developed design concepts and visual assets for clients, ensuring alignment with their vision and goals.  

**Portfolio**  
Available on Behance: [Behance Portfolio Link]  "
98354,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  

---

**Professional Experience**  

**Data Entry**  
Health App Ornament  
Aug 2020 - Feb 2023  
- Entered user data from recipes, recommendations, extracts, and other sources.  
- Fulfilled instructions from the director.  

**Technical Support Consultant**  
IT Con  
Gaming  
Jan 2017 - Jun 2020  
- Consulted users on technical issues, including mail processing and online correspondence.  
- Managed payments and prepared reports.  

---

**Skills**  
- Data entry and management  
- Technical support and troubleshooting  
- Report generation  
- Effective communication  

---

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

---  

**References**  
Available upon request.  "
98355,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL SUMMARY**  
Creative and detail-oriented designer with experience in developing user-centric applications and websites. Proven ability to analyze user behavior and create engaging designs that enhance user experience. Strong team player with a focus on collaboration and mutual respect.

---

**PROJECT EXPERIENCE**  

**Pet Search Project**  
- Collaborated with a team to develop a web service aimed at reuniting lost pets with their owners.  
- Conducted competitor analysis and developed the Jobs To Be Done (JTBD) framework.  
- Created user personas for dog walkers and contributed to the ad creation and services sections of the project.  

**Dating App**  
- Developed a dating application utilizing artificial intelligence to analyze user behavior through smartphones.  
- Implemented machine learning algorithms to suggest compatible pairings based on user habits and interests.  

**Pet Search Web Service**  
- Contributed to the design and functionality of a website that assists in locating lost animals.  
- Integrated geolocation search features and filter options for improved accuracy in searches.  
- Designed sections for finding dog sitters and walkers, utilizing calm tones with accent colors for visual appeal.  

**Landing Page for Citroen C4**  
- Designed a landing page to showcase the Citroen C4, focusing on brand-specific color schemes.  
- Highlighted the advantages of the model and provided detailed specifications for user engagement.  

**Redesign of CrossFit CENTRAL Website**  
- Redesigned the website for CrossFit CENTRAL, enhancing the visual design with harmonious color choices.  
- Implemented UX solutions to improve site navigation and user experience.  

---

**SKILLS**  
- User Experience (UX) Design  
- User Interface (UI) Design  
- Competitor Analysis  
- Machine Learning Applications  
- Web Development  
- Team Collaboration  
- Project Management  

---

**ADDITIONAL INFORMATION**  
- Focus on results and design excellence  
- Commitment to a respectful and friendly work environment  
- Experience with remote work arrangements  
- Participation in corporate training and development programs  
- Opportunities for career growth and advancement  "
98356,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

---

**Professional Experience**  

**Marketing Designer**  
Inoxoft  
Dec. 2021 - Present  
- Development and updating of the company website.  
- Mentoring junior designers and providing guidance.  
- Designing marketing materials to support promotional efforts.  
- Creating corporate presentations for internal and external use.  
- Developing branded products that align with company identity.  
- Designing case studies for Behance and other platforms to showcase work.

**Teacher of Digital Design for Children (Part-time)**  
GoITeens — IT Academy for Teens and Kids  
Oct. 2022 - Present  
- Teaching digital design concepts and skills to children.

**Graphic Designer and Illustrator**  
Awkward Styles  
May 2019 - Dec. 2021  
- Designing the company website to enhance user experience.  
- Developing illustrations and prints for various company products.

**Graphic Designer and Illustrator (Freelance)**  
2017 - 2022  
- Creating banners and print products for diverse clients.  
- Developing custom illustrations tailored to client needs.  
- Designing content for Instagram to enhance brand presence.  

---

**Skills**  
- Proficient in graphic design software (e.g., Adobe Creative Suite)  
- Strong illustration and branding skills  
- Experience in web design and development  
- Ability to mentor and teach design concepts  
- Excellent communication and presentation skills  "
98357,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  

**Objective**  
Dedicated professional seeking a position that allows for team interaction, feedback, and participation in large projects, with a focus on helping people and enhancing product quality.

**Experience**  

**Call Center Operator**  
Delivery  
May 2021 - Present  
- Effectively resolved crisis situations and restored normal operations, ensuring minimal damage to the company.

**SMM Specialist**  
Web Studio  
2019 - 2021  
- Developed and implemented social media strategies to enhance brand visibility and engagement.

**Call Center Operator**  
Sociology  
June 2020 - August 2020  
- Provided customer support and assistance, addressing inquiries and resolving issues efficiently.

**Skills**  
- Crisis management  
- Customer service  
- Team collaboration  
- Social media management  
- Problem-solving  "
98358,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

**Objective**  
Passionate designer seeking opportunities to utilize acquired skills and knowledge while gaining more experience in the field of design.

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Design Experience**  
**UI/UX Designer**  
[Training Course Name]  
[Year]  
- Designed a platform for pet owners as part of a UI/UX training course.  
- Conducted user research to inform design decisions.  
- Developed necessary documentation including user stories, job stories, and user flows.  
- Created low-fidelity and high-fidelity prototypes to visualize design concepts.  

**Previous Work Experience**  
**SMM and Content Specialist**  
[Company Name]  
[Year]  
- Managed social media accounts and created engaging content to enhance brand presence.  
- Collaborated with team members to develop content strategies and campaigns.  

**Skills**  
- Proficient in design tools: Photoshop, Figma, Axure, InVision.  
- Strong understanding of the design process and principles of effective design.  
- Committed to continuous learning and staying updated with new tools and trends.  "
98359,"Design is the way of thinking, and I utilize various tools to transform my ideas into visual representations.

My expertise includes:

- **Figma**: Prototyping, wireframes, customer journey maps, mind maps, animations, UX research, UI creation, landing pages, adaptive design, documentation, and mockups.
- **After Effects**: Custom motion animations.
- **Premiere Pro**: Video editing for website content as needed.
- **Photoshop**: Image editing.
- **Illustrator**: Graphic design."
98360,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL EXPERIENCE**  

**Web Designer**  
Alaska Peters, New York, USA  
[Month, Year] – Present  
- Redesigned the website for a barbecue restaurant, enhancing its visual appeal and user experience.  
- Improved the quality of images and updated the content to provide comprehensive information about the restaurant.  
- Successfully transformed the site into an attractive and modern platform, resulting in increased customer engagement.  

**Web Developer**  
Clin Fix  
[Month, Year] – Present  
- Developed a web service that connects users with service providers, including cleaning and gardening professionals.  
- Facilitated a user-friendly interface for both service providers and customers to streamline the process of finding and offering services.  

---

**SKILLS**  
- Web Design  
- User Experience (UX)  
- Content Management  
- Service-Oriented Architecture  
- Front-End Development  
- Project Management  

---

**EDUCATION**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

---  

**CERTIFICATIONS**  
[Relevant Certification]  
[Issuing Organization]  
[Year]  "
98361,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Objective**  
Aspiring to contribute to an international IT company, preferably in product development, where I can engage in interesting and complex projects alongside a team of professionals.

**Experience**  

**Graphic Designer**  
[Start-up Organization Name]  
[City, State]  
[Month, Year] – Present  
- Assisted in establishing a recognizable identity for the organization from the ground up.  
- Contributed to website creation, resulting in an increase in new customer visits.  
- Enhanced traffic to the website and official Facebook page through the development of web banners and other graphic materials.  

**Skills**  
- Design/redesign of websites, landing pages, dashboards, and mobile apps  
- Responsive design implementation  
- Corporate style and identity development  
- Prototyping and creation of UI kits  
- Design and preparation of POS materials for printing  
- Development of souvenir products  
- Design of web banners and graphic materials for social media  
- Infographics and presentation design  
- Photography and digital image processing  

**Education**  
UI/UX & Web Design Courses  
[Institution Name]  
2018  "
