Unnamed: 0,resume
12526,"
Projects:
- company's core system building from scratch
- internet marketing and sales,
- supply chain,

Responsibilities:
- Scope managing for 3 Teams 
- Sprint and Quarters planning 
- Scrum master 
- Requirements gathering and translation to the team 
- Developing solution by preparing and evaluating alternative
workflow solutions;
- Controlling solution by establishing specifications;
- Collaborating with other teams to ensure proper integration of
business processes;
- Writing documentation for new or modified features;

Key skills and competencies: JIRA, Rally, MS Office, e-Commerce, CRM, SAP ERP

Personal qualities: initiative, analytical, responsible, proactive, creative, accuracy, sociable, quickly-educated, ambitious, hardworking, ready for new knowledge.
"
12527,"- PSM 1
- SAFe 5 Agilist
- SAFe Scrum Master
- SAFe Product Owner & Product Manager
Sales Manager / Business Analyst at Galaxy IT
From Dec 2017 - May 2018
- Business development of the company via search of potential customers on Upwork, Freelancer.com and LinkedIn
- Gathering business requirements and their translation into tasks for the development team
- JIRA setup and project management according to Agile (SCRUM / Kanban)
- Carried out demo sessions of sprint results to the customer
- Carried out sprint planning sessions with the dev team

Business Analyst at Nix Solutions
From May 2018 to Nov 2019
- Translate stakeholder requirements into tangible deliverables: requirements specification, user stories with AC, workflow diagrams
- Help PO on the end side to priotorize work for the development team and maintain a backlog of future work
- Provide ongoing requirements support for the development team
- Sale and Presale support, gathered initial requirements for estimation of the project
- UX research of competitors and UI prototyping of web . mobile interfaces in Axure

Middle Business Analyst at GlobalLogic
From November 2019 to nowadays
- Created detailed and understandable requirements in the US format
- Organized and facilitated scrum ceremonies: Daily meetings, Sprint planning and Estimations sessions
- UX prototyping of web interfaces via Wireframepro and Axure
- Requirements management (elicitation, clarification, docs preparation, keeping requirements up to date)
- Helped to facilitate and remove impediments to the Development Team’s progress

Senior Business Analyst at EPAM
From December 2020 to Today 
- Led discovery phase for and succeeded in solutioning the scope for the quarter
- Used UX prototyping tools to validate requirements and provide UX recommendations
- Built the well-organized confluence space with all project requirements
- Organized workshop with focus group of end users to elicit requirements and align their expectations
- Carried out the research of the insurance products to provide better business value for the customer
"
12528,"
HCM Configuration Specialist  Aug 2019 - May 2021
- Customers Data Initialization
- Supporting and troubleshooting customer's issues
- Customize System according to client's requirements
- Writing specifications and work with development team to be sure that results is match the requirement.
- Testing and working with requirements at all development stages

Configuration Manager							Feb 2013 – July 2019
•	Configuration and Managing the build release process of the software
•	Setting test and production environment for the company's software products
•	Preparation of technical design documentation
•	Support of projects and customers databases

Software implementation Specialist					May 2010 – Feb 2013
•	Drafting instructions for the user;
•	Description of manufacturing processes;
•	Import data in Oracle;
•	Settings of the product to customer requirements, development of additional reports and preparation for revision of the product;
•	Administration of the system;
•	Writing automated QA tests
•	Training users to work with the system;
•	Customer support;

Software implementation Specialist 					May 2008 – Apr 2010
•	Maintenance of accounting software;
•	Preparation of the test environment;
•	Settings of the product to customer requirements, development of additional reports and preparation for revision of the product;
•	Training users to work with the system;
•	Customer support;
•	HTML,CSS,PHP,VBasic-coder.
Интересующие области: финансы, бигдата, ИИ, блокчейн"
12529,"1. Developed project MVP with one Agile team in 4 months. 
2. Introduced Scrum practices to the project resulting in improved planning and work organisation. 
3. Strengthened stakeholder relationships resulting in a higher level of trust and collaboration.
4. Developed team members resulting in their professional growth and development. 
5. Leading the analysis and documentation of requirements for a new system, working with development teams to ensure that the system meets the business needs, and ensuring successful implementation and adoption.
Currently, I'm combining 2 roles: Business Analyst and Project Manager.  

As a project manager, I'm responsible for driving the project to success, ensuring that it is completed on time, within budget, and meets the client's objectives while managing the project team, stakeholders, risks, and changes.

As a business analyst, I'm responsible for identifying opportunities for improvement, developing solutions, and facilitating communication between stakeholders and technical teams to ensure that the project meets business objectives and adds value to the organization.

Day-to-day I'm working with:
- project planning 
- prioritization 
- team management 
- budgeting 
- risk management 
- quality management
- change management 
- reporting
- requirements gathering and analysis
- solution development 
- documentation 

Additionally, crucial part of my day-to-day activities is communication with project stakeholders to ensure that everyone is informed, engaged, and aligned with project goals, progress and results.

I'm continuously evaluating and improving processes and systems to drive efficiency, productivity, and profitability. I work towards eliminating any wasteful processes to deliver the most value to the project and product itself.
I'm looking for the position where I can deductively develop the product and make the product successful.
I'm interested in playing an active role in product strategy and working collaboratively with others to ensure that the product meets business goals and customer needs.
I'm willing to work with customer problems, derive solutions, work with the data to make data driven decisions, ensure the product brings value to the users."
12530,"Amdocs Israel
 Program Manager
2020 - Present
Pasha Bank Georgia 	
 IT section manager
June, 2018 – Dec 2019
Coordination Department’s activities in the following areas:
•	Manage 3 units in section: 
-IT operations.
-Software Development.
-Business Analyze and Service Quality.


Geocell – TeliaCompany – Telecommunications	
Technology Division, Services – Products and IT section manager
February, 2015 – June,2018
Coordination Department’s activities in the following areas:
•	Manage 5 units in section: 
-Billing and Charging, 
-Product and Services,
-Software Development,
-Enterprise IT,
-Business Support and reporting

Geocell – TeliaCompany – Telecommunications		
ICT Division, Service Network Department Manager 	
January 2006- February 2015
Systems under team responsibility:
- Prepaid Charging system.
- Ericsson Billing Gateway platform.
- VAS platforms – SMSC, CRBT, WAP GW, Voice Mail.
Main responsibilities:
-Technical helpdesk (1st and 2nd line support) 
-Systems administration and maintenance.
-Implementation and deployment new products based on 

Geocell LLC - Telecommunications	
Service and Product Operations Team Coordinator (Technical Department)
March 2004 – January 2006
Systems under team responsibility:
- Prepaid Charging system.
- Ericsson BGW(EMM) platform.
- Value Added System– SMSC, CRBT, WAP GW, Voice Mail.
Main responsibilities:
-Technical helpdesk (1st and 2nd line support) with 24x7 support of internal customers.

Geocell LLC - Telecommunications	
Prepaid Charging System Engineer (Technical Department)
March 2000- March 2004
- Administration and maintenance Ericsson (PPL) prepaid charging system.
- Technical helpdesk, 24/7 1st and 2nd line support.
- Configuration and implementation new products and tariff plans.

New Net Georgia LLC		
Digital PSTN switching center technical manager.
February 1997 – March 2000
- Administration and maintenance of PSTN switching center.
- Shift staff planning and management.
- Technical helpdesk, 24/7 1st and 2nd line support.
Last 5 year project where I was involved .

Retail Bank launch (Cash-Loan and TopCard)
Aug 2018 – August 2019
Project description: Project was complex and consist of following subprojects: 
-	Processing Center swap and Core Banking integration. Migration of clients to new PC.
-	Existing Core Banking system release upgrade.
-	Deployment CRM and Sales Force (BPM platform from Terrasfot).
-	Internet Banking and Mobile Banking
-	Contact Center PBX system swap.
-	Integration with Terminal Payment system (TBC Pay).


Prepaid Billing system swap from Amdocs/Comverse One to Peter-Service BSS
Aug 2017 – Dec 2017
Project description: Amdocs/Comverse One Prepaid Billing System swapped to Peter-Service BSS with on-line credit and balance control.


Post-paid Billing and Interconnect systems swap from CBOSS to Peter Service BSS
May 2016 – Dec 2016
Project description: Post-paid and Interconnect Billing System was swapped from CBOSS to Peter-Service BSS with on-line credit and balance control.


Geocell Deep Packet Inspection, Policy and Charging rules function platform swap 
Jan 2017 – Dec 2017
Project description: Geocell performed PCRF/PCEF swap tender.

Prepaid Billing System swap. 
Jan 2014 – Sep 2014
Project description: Prepaid Billing System swapped from Orga OPSC Classic to Comverse ONE BSS.
"
12531,"IT Education Academy (ITEA)
IT Project Management - Certificate
IT Business Analysis courses (BA Space School)
- I have experience in Project Management and B2B Sales for more than 10 years in the agribusiness sphere.
- Completed IT Project Management (ITEA - IT education academy) and IT Business Analysis courses (BA Space School).
- Understanding software development lifecycle, basic knowledge at software development methodologies, risk management and project planning
- Strong analytical, planning, organizational and communication skills, experience in creating well-structured and easy-to-read documents and presentations.
Now I'm looking for a job in the IT-sphere where I can use and improve my skills.
The most important point for me now to find a long term job in a company where my skills would be useful and effective and I could constantly improve myself by working on interesting projects."
12532,"- Promotion to Head of the SAP Project team; 
- Successful rollout of the system refinements and solutions, meeting project deadlines;
- Decreasing misunderstandings between IT and business stakeholders, project team members, and developers by delivering the project scope and organizing better communication;
- Helping my team members to grow professionally: one of them is a Senior BA in one of the biggest IT companies in Ukraine, and another colleague was running an implementation project.
- I was recommended to the Staff Roster (prospective employees of the company) a few times while working in Metinvest-SMC based on the results of staff assessment in 2015-2017.
- While working in OSCE SMM in Ukraine, I got an extension of the contract based on a high-performance evaluation.
As a Project Manager and later as a Project Lead in SAP ERP implementation project (metallurgical company), I was fulfilling the duties of Project Manager, Business Analyst, QA, and Customer Support Manager, such as the following:
> Organizing the work of a team, communicating with all stakeholders, including TOP management of the company and the tech managers, to ensure the business needs were met and the implementation of new solutions and changes were implemented qualitatively and in due time;
> Prioritizing the Product Backlog;
> Working on SAP ERP implementation by defining business needs and preparing requirements for Sales, Marketing, Finance, and Procurement departures, 
> Testing IT solutions, refinements, system improvements, and bug fixes; 
> Organizing the migration process from 1C: Enterprise 8.2 to SAP ERP;
> Acting as a first line of support for users;
> Preparing instructions and learning materials, and conducting training.

To perform these duties I was using the following tools and technologies: 
- MS Office (Word, Excel, Project, Outlook, Skype for Business),
- User stories, use cases, scenarios, 
- Backlog, other project documentation;
- SDLC, Agile, Scrum;
- Test systems of SAP ERP.
Later I obtained knowledge of JIRA, Confluence, Miro, Basilique, BPMN, etc. I was practicing with the RACI matrix, creating Product Vision Boards, and working on Story Mapping, with diagrams and prototypes.

Additionally, 
 - I was working as a business analyst for over 1 year in the beauty sphere, customizing the software (YClients, now - Altegio) and organizing the working processes. 
 - I got 1.5 years of civil international working experience (administrative duties, contract management, Human Resources), as well as experience in sales and marketing (over 1 year).
Seeking a role as a Business Analyst or Project Manager (considering junior positions as well) in a fast-paced organization where I can employ my knowledge and grow professionally."
12533,"
Hi there, I am an experienced and passionate professional looking for new opportunities to expand my skillset and knowledge. With years of experience in project management, particularly in the development of web platforms and solutions for Telecom companies, I am confident that I have the skills and expertise to excel in any position.

As a project manager for my own NFT project, I have developed a keen eye for detail and a deep understanding of the importance of staying on track with deadlines and budgets. I am well-versed in Agile frameworks and other development philosophies, which have enabled me to consistently deliver high-quality projects on time and on budget.

One of my strongest assets is my ability to communicate effectively with a variety of stakeholders. I am a skilled listener and problem-solver, and always strive to maintain open lines of communication to ensure that all parties involved in a project are informed and satisfied.

In addition to my project management skills, I am also act as a Scrum Master in my current company and have a strong business-oriented mindset. I am well-versed in project management software and have a deep interest and knowledge of the latest technologies. Overall, I am a highly time-efficient and effective team player who is dedicated to achieving the best possible results for my clients and my team.

So if you are looking for a passionate, dedicated and experienced project manager who is eager to take on new challenges and opportunities, please do not hesitate to contact me. I look forward to hearing from you soon!
"
12565,"Experience in business analytics 4 years
Experience in sales 5 years

As a BA/scrum master managing teams: 1st team is 15ppl (2 ios dev, 2 android devs, 4 FE, 5 BE, 2 QA), 2nd team is 9ppl (2 mobile devs, 2 FE, 3 BE, 2QA)
Implemented at least 5 integrations and released successfully MVP in the 2nd project.

Managed and coordinated the sales department (8 sales managers and pre-sales managers). 
Established and implemented Affiliate Program and Sales Strategy
Experienced in launching projects from scratch, working in start-up companies, and working with outsourcing projects.

In April 2019 completed a course 'IT project management'.

In November 2019 completed a course 'Quantitive and quality market research'.

In March 2020 - July 2020 attending private courses learning MS SQL, My SQL, HTML, CSS, and PHP.
Last year working on 3 projects: 2 of them are healthcare projects and 1 related to cryptocurrencies and crowdfunding.
Previous experience was in different projects starting from simple fitness apps to finance systems.

•	Client communication USA/EU
•	Working on identification, gathering, and analysis with businesses and PO
•	Development process management and close cooperation with devs, QAs, UI/UX designers, and Business Owners
•	Facilitating Scrum events: sprint planning, Gantt building, grooming, estimations, retro, backlog fulfillment, and devs support during the sprint
•	Enrich user stories, create detailed documentation and update it in Confluence, create user stories, use cases, and wireframes
•	Plan and schedule project timelines (as well as sprints) and ensure that planned scope will be delivered on time
•	Make sure the backlog and all the dashboards are visible and transparent for each of the team members and clients and are clear to all.
•	 Monitoring and improving the performance of the team, providing visibility to clients
•	Producing regular progress reports on the project status
•	Present reports to PO and stakeholders on progress as well as problems and solutions
•	Discuss, implement, and manage changes when necessary to meet project outputs
•	Producing technical requirements including UML (Use Cases, Functional & Non-Functional Specifications, Sequence diagram)
•	Analyzing change requests, prepare and update changelog
•	Proposing solutions, help customers to create requirements
•	Budgeting and planning project’s expenses, project estimations, risk management
Addicted to work, team, company, and result.
Ready to work hard, learn a lot and improve tech skills.
Absolutely appreciate my willingness for growth and its support.
Look for a company that will be a second family :)


Sales-related experience helps to build relations, solve problems, find sollutions and keep communication with clients and team.

Want to become a part of a company, a team, and make a contribution to its services and product and people around me.

Let's make magic together!

P.S. Early mornings are not my strong part. Happy to start working day at 11 am. 
I can wake up at 8 am or 9 am, but it will not be that productive as it could be. (at least honest)"
12656,"• Position 1
– the company's reporting was restructured into a dynamic format for about 10 projects;
– daily reporting was automated and packaged in a universal algorithm;
– the departments interaction has been established, the internal processes exchange has been accelerated;
– the new projects number for analysis increased by 2.5 times.

• Position 2
– author of more than 10 scientific and expert publications, which are indexed in scientometric databases Scopus, Web of Science, etc.;
– the concept of an educational YouTube channel was implemented;

• Position 3
– own business model was formed;
– an average monthly profitability of about 90% was
achieved;
– after 14 months the project was fully automated for
technical, managerial and business processes;
– the project was transferred to the content manager
support.

• Position 4
– for 4 years the site's monthly traffic was increased almost 5 times (from 1.5 to 7 million users);
– the advertising partners total number was increased by 3 times;
– the project was transferred to the freelance support of one developer.
I have related experience in IT as a Business Analyst, Web Analyst and Project Manager and have current workplace in big national retail company.

• Current: Web Analyst / Business Analyst

• Position 1 (2021-2022): Business Analyst / Web Analyst

• Position 2 (2020-2023): Lecturer (Ukrainian university) (part-time)

• Position 3 (2017-2021): Chief Executive Officer (own online IT project)

• Position 4 (2016-2021): Project Manager (remote)
I want to get an interesting and promising vector of my own potential. This includes a high-quality and effective symbiosis with the employer and a team of professionals."
12674,"Gather, understand, describe and automate software selling and support processes in a big company (~15 offices globally)
Build scrum team process 'from scratch' and overall acting as Scrum Master for a team
More than 10 years in IT
8+ years as Analyst and Proxy Product Owner on different projects
4+ years as Project Manager
Agile, Scrum,  Scrum Master role
Creation of all project documentation
Acting as a proxy product owner
Creation of software requirements: use case diagrams (Visio, Star UML), use cases, user stories, cascaded requirements
Requirements validation and change management
Understanding of development processes: Waterfall, Agile (Scrum), Kanban
Knowledge’s in software testing – passed training, took part in testing. 
Attended coach training - able to conduct trainings, brainstorms, debates, meetings etc.
Ability to multitask and  work under pressure
Mobile and desktop applications development projects
Would prefer small enthusiastic product-oriented team over a big department and huge portfolio.
Definitely, do not want to work 'in a pool' and switch projects often. 
Please take into account that I have NO experience in Banking sector."
12687,"Advantages:

Automation Development since 2010
Deep engagement into modern IT tech
Low-Code/No-Code Enthusiast
Fast typing (top 1%, >100 WPM)
100% Googling skills

Fluent English | IELTS C1
BA – English Translation
Native Ukrainian & Russian
Professional Negotiator
Confident Public Speaker

Strong Financial Background
Erasmus+ MA Student (Krakow, Poland)
MA with Honors – Financial Management
BA – Corporate Finance

Top Rated Plus Upwork Freelancer
Worked in three international companies
More than 50 successful long-term projects
Over 2500 clients (US, Canada, UK, Australia)

I worked with:
Crypto Traders | Investors | Stockbrokers
CEOs | CFOs | Senior Management | Startups

I worked with the majority of industries:
Finance • Marketing • Sales • Insurance
Manufacturing • Construction • Real Estate
Government • Healthcare • Education
Agriculture • Media • ... • And many more

Some of my reviews (100% Job Success Rate):
""Andrii has exceptional knowledge in business and technology. We were able to successfully work towards our end goal. Our solution now works flawlessly!""

""Exceptional Work! In my honest opinion, during my time working with Andrii, his strategic thinking and problem solving skills undeniably far outreaches anyone in business / IT logic""

""Andrii has completed several projects for me and each one has been done with the type of care I would do if I had his skills.  His attention to getting the project done right is a huge benefit.  He can see the big picture of what needs to be done, work through the details rigorously, and his interpersonal style and skills make the process go smoothly. Thank you, Andrii!!""

""Andrii was amazing. He really took the time to understand the scope of the project, asked great questions, took initiative and even improved our vision. We worked with him for two jobs already and will certainly be using him again. I highly recommend him. Professional, skilled, a great communicator and able to meet deadlines.""
Visionary Engineer ©
Top Rated Plus Upwork Freelancer

– Analysis, optimization, and automation of business processes, creating workflows unifying digital environments
– Data processing and transformation, interaction with external APIs, automatic reports
– Creating dashboards, visualization, interfaces, software architecture, and user experience
– Sophisticated calculations, clever mechanics, full automation with smart buttons and scripts

I am a big fan of automation and number one enemy for any routine process. If I have to do anything twice on my PC - it gets automated.

I have been creating custom automation tools and solutions since 2010.
Every sphere and activity of my life has its separate Excel or Google Sheets projects.
It allows me to get more value from the data, organize the thinking, make data-driven decisions and relieve my life from the routine.
What is most important, it supplies me with Time - the most valuable resource.

I am a Master of analyzing and optimizing the processes, finding the most effective approaches, asking the right questions, and sharing my recommendations.
I am good and experienced in process management & optimization:

+ IT Project Manager of ThinkWider App
Application for submitting ideas for factory workers to improve the manufacturing process. Ideas full processing from reviewing and discussing till staging, implementation and rewarding

+ Manager and Developer of IShare Educational Platform
Digital educational platform with training materials and online live training

I feel confident during public speeches, presentations, live broadcasts, online training as a lecturer. I can tirelessly speak English for hours.

I created documentation, flowchart, business case, project charter, SLA, test scenarios, technical requirements, etc.

Deeply familiar with all aspects of WordPress and popular plugins, worked with PHP.

Good experience with JavaScript, CSS, HTML
I had some experience with Java & Python

See my working tools below ↓
Primary Skills:
Professional Microsoft Excel & Google Sheets Development
Formula Nativity | Advanced VBA / Google Apps Script (JavaScript)
Full Automation | Workflow Optimization | Digital Integrations
Complex Calculations, Dynamic Conditional Formatting, Pivot Tables & Pivot Charts
Instant Actions, Macros, User-defined Functions, UI Forms, Data Scrappers, Web-connections, Data Backups, Emailing — any custom functionality
Automated Reporting and Data Analysis, Processing of Complex Datasets, Data Transformation, File Generation, Database Management, External Controlling
Data Summary & Data Visualization | Dashboards, Charts & Graphs, KPIs — professional, beautiful, clean & dynamic
Financial Modeling, Data Analytics Planning, Forecasting
Advanced Graphical User Interface (GUI) | Architecture Design | Elegant Workflows
Intuitive Designs | Best UX | Effortless Maintenance | Instant Results
Smart Decision-Making Tools, Solvers, Schedulers, Triggers, Alerts & Notifications
Business Tools, Trackers, File Processors, Bar/QR Code Generators 
Custom Calculators of any type: Business, Financial, Insurance, Fitness, etc.
Workflow & Data Integration between Microsoft Office Products – Word, PowerPoint, Outlook, SharePoint, InfoPath, OneNote
Interaction with WinApi | FileSystemObject (FSO) | ADODB (MS Access, MS SQL) | Web APIs
Workflow & Data Integration between Google Workspace (G Suite) Components – Admin Console, Drive, Gmail, Docs, Slides, Calendar, Forms, Sites, Keep

Additional Digital Skills:
Airtable • Google Data Studio • Power BI • Databox
Power Query • Power Pivot
Microsoft Flow • Zapier • IFTTT • Integromat • Automate.io
Power Automate • Automatic Mouse & Keyboard • FileMaker Pro 
Power Apps • App Sheet • bubble.io • Webflow • Telegram Bots
WordPress • HTML • CSS • JavaScript • PHP • SQL • Hostings • Domains
Trello • Jira • Confluence • Microsoft To-Do • ServiceNow
Canva • diagrams.net (draw.io) • Paint.net • Photoshop • Sony Vegas • DaVinci Resolve
Java • Python"
12736,"Creating a new company and successfully entering the foreign market with a turnover of 20 thousand dollars in the first year.
Experience: 
1)Co-founder and business manager design agency - Whales of Design
Lead projects team  (team 4-12 people);
Organization of business management and attracting potential partners at specialized conferences
Build relationships with external contractors and designer on a needed basis;
Resolving conflicts with the customer and maintaining orders from the initial to the final stage

2)Recruiter and manager
Staff recruitment
Quality control of work performance
partial organization of events - concert ""Ocean Elzy"", ""Atlas Weekend"",""Imagine Dragons
The desire to work in a large company with the possibility of intellectual and professional growth."
13078,"
Hi there! I'm Yelyzaveta, an accomplished and passionate IT professional with a diverse skill set and a strong track record of success in project management and financial expertise.

Professional Background:

With a solid background as an active Project Manager, I've gained invaluable insights into the technical nuances of project development, making me adept at resolving complex issues that elude the sales department.

Functionality:

In my role as an Business Development Manager, I bring a unique set of functionalities to the table:

1) Issue Resolution and Technical Expertise:
I have a natural inclination to tackle challenges head-on, leveraging my deep understanding of technical project development to address and resolve intricate issues that may arise during the project lifecycle.

2) Financial Management and Client Relations:
Adept at navigating financial matters, I skillfully manage interactions between the company and clients, offering additional special services and upselling supplementary solutions while addressing invoicing and time tracking inquiries with utmost professionalism.

3) Collaboration with Delivery Manager and Client-side Process Configuration:
Working seamlessly with Delivery Managers, I streamline client-side project management processes, ensuring smooth coordination, effective documentation, and seamless data exchange to deliver successful projects.

4) Project Resource Cost Calculation:
By meticulously calculating the cost of specialized resources for each project, I ensure that projects remain profitable and viable for the company, striking the perfect balance between resource allocation and profitability.

5) Overall Company Project Margins Calculation:
With a keen eye for detail, I analyze and calculate the complete project margins, helping the company gauge the overall profitability of its projects and make informed decisions for future growth.

With a genuine passion for delivering excellence in IT project management and financial solutions, I continually seek opportunities to add value and drive success.

Feel free to connect with me to explore collaboration and discuss how I can contribute to your projects!
I want to be part of the team.
I am ready to work, learn and bring results to teams and company.
My main goal is to grow into a highly qualified specialist."
13080,"
7 years of overall experience in IT.

As Business Development Manager:
-    Full cycle sales process: generated leads, qualified prospects, developed opportunities, closed deals;
-    Prepared contract documentation: Estimates, Proposals, MSA, SOW etc.;
-    Worked with different CRM systems (Salesforce, Zoho, Dynamics, Act!.) and email marketing tools (SendGrid, Reply, Outreach etc.);
-    Experience with different tracking systems (Jira, Trello);
-    Cooperated with different departments during pre-sale stage (recruiters, PMs, company executives etc.);
-    Elicitated clients' requirements during sales calls;
-    Was a key contact coordinating with PM and client to ensure everything was going smoothly on the project; 
-    Acted as the primary point of contact for the prospects during pre-sale stage (setting up and participating in tech interviews, gathering client’s feedback, working with the objections etc.);
-    Managed full-cycle E-mail campaigns;
-    Created marketing materials (case-studies, press releases, website content etc.);
-    Participated in screening and interviewing new team members of S&M department;
-    Tutored and educated junior team members (including remote teams in other company's offices in Ukraine and abroad);

As Business Analyst:
-    Client's requirements elicitation and evaluation;
-    Software Requirements Specification creation; 
-    Maintaining and updating project documentation; 
-    Communicating with the customer representatives and developers; 
-    User Guides preparation;
-    Creating UI Wireframes.
"
13146,"Dean honor list for outstanding academic achievements - American University in Dubai.

ISO22000 - Certified Internal Auditor
During the last 7 years, I worked in Ukraine and in several international companies around the world (Qatar, UAE, Lebanon) in various managerial positions from Assistant to project manager to Director of business development & production. 

First, due to my international experience, my English is fluent. In English can express any idea, compile a complex report, or make a product presentation. Also, I have experience in working with international documents (supply contracts, logistics, outsourcing companies contacts, etc.) and under NDA.

Second, during my management carrier under my direct supervision were up to 15 people (engineers, designers, and sales managers) and around 10 people from third-party service providers. I am used to deconstructing complex things into simple components and providing clear instructions about what to do and why.

Third, in my managerial work, I use 4 modern principles of management: plan, organize, lead, and control. To facilitate communication and cooperation in the team and with other departments, I actively use various programs and packages, such as Trello, Google documents, and others upon necessity.

Last but not least, I proved myself as a loyal employee since I spent with one of the last companies more than 5 years. I also have successful experience with personal projects in eCommerce and online news publications.

I will be glad to discuss my motivation and CV in detail.
"
13147,"Developed a partnership network with 150+ IT companies in Ukraine, Poland, Bulgaria etc.
Successfully managed more than 10 projects and innumerable support tasks.
I have 3+ years of experience in project management as well as about 2 years of experience as a business development manager in IT.
I am a versatile person with strong communication skills and curiosity to all new challenges. Lately, I have worked as a Partnership Manager in outsourcing/outstaffing agency. 
Among my tasks there were:
-	Meetings with the clients and the suppliers to help them understand the tasks and grow together.
-	Communication and onboarding of the clients.
-	Management of the team of developers and designers.
Trello, Notion, Slack, Agile, Jira, CRM, ActiveCampaign.
I would like to find a team where I can learn new thing and grow as a professional."
13148,"Established and maintained relationships with stakeholders to invest in the startup company that I’m working at the moment. Thanks to this, we could raise $30.000 in a week.
I have been working as a Business Development Manager and Fundraiser for the last 5 years now. As a business development manager were:

- Communicating new product developments to prospective clients
- Contacting potential clients to establish rapport and arrange meetings
- Identifying new business opportunities 
- Attending conferences, meetings, and industry event
- Developing goals for the development team and business growth and ensuring they are met
- Researching organizations and individuals to find new opportunities.

2) As a business development manager in the startup project my responsibilities were:

- Setting goals for the business development team and developing strategies to meet those goals
- Meeting with the stakeholders
- Training business development staff
- Researching prospective accounts in target markets

3) As a project manager in a state enterprise my responsibilities were:

- Determining and defining project scope and objectives
- Tracking project costs to meet budget
- Monitoring progress and making adjustments as needed
- Measure project performance to identify areas for improvement.
As long as we maintain a good team working in the company/project, It doesn’t matter whether it is a small team or a big project. Therefore my biggest expectation is having a condition to work as a team."
13149,"For the last 6 month working in a company - started 48 new interconnections with companies from Europe, CIS, America and Asia. Identified 5 fraud companies.
For the last 2y I've been managing projects with international partners, I've been working with clients (B2C) and companies (B2B) all over the globe (Europe, Asia, America, CIS, Africa). The last 1,5y I was working in telecommunications, managing interconnections processes and widening partnership network. Searched for new partners, negotiating, calculating business cases, fraud checking, conducting agreements, communicate with new partners regarding commercial/technical/legal parts of the project. Ensuring the interactions of new companies with all departments of the company. I worked in a computerized environment, Pipedrive CRM, Odoo, Confluence, Jira, Mattermost. Dealt directly with customers either by telephone/email/skype/LinkedIn, cold/warm calls.

Skills: Excellent communication and collaboration skills with structured thinking and the willingness to reach out to different customers. Stress-resistant and able to handle multi-tasking in a busy environment. Efficient and self-motivated. Problem solving skills. 

I'd like to find a job that will challenge and excite me. Communication, helping people, working in the international multilingual environment and project managing are what I'm passionate about.
The formalization of employment
Clear and respectful management, Training programs, English classes
Customer oriented culture
70% communication, 30% technical tasks
Ready to learn new technologies, tools, methods
I would like to work with a team of professionals who are in love with what they are doing"
13150,"As Business Development, Sales and Project Manager:
- Product creating - CRM. KRA: creating: business concept, ToR; roadmap; UX/UI; RM; commercial and social marketing strategies
- Developing commercial and marketing strategies for all companies’ products to create value propositions for new client
- Participating in developing a marketing strategy | KRA: brand promoting; loyalty; new leads; media, social companies, press
- Humanitarian project | Management implementation of IT solutions (value conception design, CRM, website, fundraising)
- Implementation of PM, BA standards, and methodologies into strategic corporate sales
- Manage 10 active customers and 40+ prospects and a total ARR of $1M (FMCG, Agro, Manufacturing)
- 15 deals closed in 1.5 years with overachievement success
- Developed account strategy for top clients in FMCG, resulting
in higher sales conversion.
- Annual involvement of 10+ clients (annual sales turnover €300.000)
- Creation and management of the partner relations/Involvement of 5+ partners a year/Sales turnover in partners network €220k a year
I am an accomplished Enterprise Sales Professional, Project Management and Business Development with a proven track record of exceeding goals, building profitable partnerships, and maximizing customer lifetime value. Have 9 years of working experience in sales, pm, and bd (Enterprise, B2B and B2C) in a team lead and manager position. I am an open-minded, motivated and curious person, eager to test my potential and not afraid of taking calculated risks. My colleagues and peers say I have a persuasive personality and am a creative, proactive, reliable, independent, perfectionist person. I like working in teams and I am an enthusiastic team player. I always listen to the advice of my colleagues and assume leadership for responsibilities and important decisions. I have a great ability to work independently with a positive attitude and great energy. Thanks to a strong solution-oriented attitude, I adapt and multi-task in a fast-paced and quickly changing environment. I always lend colleagues a hand and I am always ready to deal with new adventures and unexpected challenges with my excellent interpersonal and communication skills and an ""out of the box"" approach. During all my work experiences I improved my strong entrepreneurial spirit and change management skills.
I often was the team leader and was primarily responsible for the projects concerning sales strategies, product development, IT solutions implementation, trade marketing activities, and marketing and business plans in the Renewable industry, an Enterprise Tech and AgTech dynamic environment. In present as BDM at current job, I am responsible for the value creation of IT- solutions for the customers in the Agro. I improved my experience in Sales Strategy, Project and Account Management with a deep knowledge of Business processes and development, and Cloud Computing solutions (SaaS, API , Cloud Services). I enriched my innovative thinking for digital transformation and high-value selling, with persuasive communication and presentation skills. I achieved a consistent record of project and sales goals, implemented agile and waterfall methodologies, expanding market share, and increasing revenues with the capability to create strong relationships with colleagues, partners, and C-level customers.
Successful negotiations on the development and implementation of our and clients ideas, needs, cases are my aspiration for self-realization: the highest level of sales, project development, negotiation, success.
"
