,Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct
98356," » Dec. 2021/Present
Marketing Designer, Inoxoft
- Developed and updated company website
- Mentored junior designers
- Designed marketing materials and corporate presentations
- Created branded products for the company
- Produced case studies for Behance and other platforms

» Oct. 2022/Present
Digital Design Teacher (Part-time), GoITeens - IT Academy for Teens and Kids
- Taught digital design to children

» May 2019/Dec. 2021
Graphic Designer and Illustrator, Awkward Styles
- Designed and developed the company website
- Produced illustrations and prints for the company's products

» 2017/2022
Freelance Graphic Designer and Illustrator
- Developed banners and printing products
- Created illustrations
- Designed for Instagram"
98357," Delivery / Call Center Operator
May 2021 - Present

* Effectively resolve crisis situations and restore normal operations, minimizing damage to the company

Web Studio / SMM Specialist
2019 - 2021

* Collaborated with team on large projects
* Received feedback and made adjustments to improve product
* Assisted in creating and implementing social media strategies

Sociology / Call Center Operator
June 2020 - August 2020

* Handled customer inquiries and complaints
* Provided support and assistance to customers

Seeking a role where I can collaborate with a team, receive feedback, and contribute to making the product as good as possible. Skilled in crisis management, social media, and customer service."
98358,"Design Passionate & Continuous Learner

Proficient in UI/UX Design process and tools, with a solid understanding of design principles.

Biggest Project: Pet Owners' Platform

* Conducted user research, created user/job stories, and user flows
* Designed low-fidelity and hi-fidelity prototypes using Figma, Axure, and InVision

Design Tools: Photoshop, Figma, Axure, InVision

Previous Experience: SMM and Content Specialist

Seeking opportunities to apply my skills and knowledge, and expand my experience in the design field."
98359," Design Thinking Specialist

Design is a way of thinking, and I have mastered the use of various tools to implement this thinking into vision. Here are some of the popular tools I use:

* Figma (Prototyping, wireframes, CJM's, Mind Maps, Animations, UX Research, UI creation, Landings, Adaptive Design, Documentation, Mockups)
* After Effect (Custom motion animations)
* Premiere Pro (Video editing for websites)
* Photoshop (Image editing)
* Illustrator (Graphic Design)"
98360," Design of the Alaska Peters Site

* Remade the website for a barbecue restaurant located in New York, USA
* Previous design was neglected and unattractive, with low-quality photos and limited information about the restaurant
* Updated design and menu to be more appealing and user-friendly for clients

Development of Clin Fix Web Service

* Created a web service to connect users with service providers such as cleaners and gardeners
* Allowed workers to find and connect with potential customers
* Facilitated quick and easy hiring process for both users and service providers"
98361,"Here is your new resume:

* Developed a start-up organization's identity from scratch, leading to increased recognition.
* Grew website traffic and new customer visits through website creation and graphic material development.
* Completed UI/UX & Web Design courses in 2018.

Skills:

* Expertise in website and landing page design, dashboard and mobile app redesign.
* Proficient in responsive design and corporate style development.
* Skilled in prototyping and UI kits creation.
* Experienced in POS material design, preparation for printing, and souvenir product development.
* Proficient in web banner and social media graphic design.
* Skilled in infographics and presentation design.
* Experienced in photographing and digital image processing.

Seeking to join an international IT company with complex projects and a team of professionals. Prefer a product-focused company."
98362," Here is your improved resume:

* Participated in a hackathon focused on gender inequality and encouraging girls to pursue engineering specialties.
* Collaborated with team to develop a chat-bot idea, aimed at helping those choosing a specialty with information on engineering and biological fields.
* Chat-bot features online ""girlfriend mode"" and was created with the help of a professional orienteerologist.
* Developed databases for an automated hospital workstation as a course project, utilizing SQL Management Studio, Visual Studio, and C# programming language.
* Currently studying UX design and taking a course from Google, building a portfolio and seeking an internship."
98363," Here is your improved resume:

* Designed website for a volunteer organization, focusing on a dog shelter
* Developed impactful landing pages and user-centered websites for various clients
* Collaborated closely with cross-functional teams to ensure design solutions met client requirements
* Translated client needs into visually appealing and intuitive user interfaces
* Implemented usability testing methodologies to identify areas of improvement and optimize user experience
* Consistently delivered high-quality designs on time, contributing to the overall success of projects"
98364,"Sure, here is the improved resume:

* Designed and developed an application to help individuals manage panic attacks through self-education and attack reduction. (Pet-project)
* Collaborated with a team on a pet-project as part of the ""Free UI/UX Design Course for Ukrainians (2022)"" by Taras Shypka"" (4 month). Assumed the role of UX researcher and UI designer for a 5-week project."
98365," Here is your improved resume:

* Currently taking UX skill improvement courses from Google and Coursera. Completed 2 out of 7 available courses.
* Designed a subscription-based charity website for the project ""Save Ukraine Now(IF) 1 Day Donate.""
	+ Analyzed competitors and highlighted the unique aspects of the charity.
	+ Presented information about the project in a concise and clear manner.
	+ Designed the website from scratch within a short timeframe.
	+ Conducting ongoing work to improve the website based on previous results."
98366," Freelance Web Developer & Designer

* Designed and developed a website for Devin (April 2"
98367," IT Professional Seeking to Advance in UX/UI Design

Self-taught UX/UI Designer with a study project showcasing my skills with Figma. I am a quick learner, always eager to discover new things and ready to work hard to explore unfamiliar fields.

Experience:

* Sales Manager
* Plastic card production and project documentation printing experience in a printing company

Skills:

* UX/UI Design (self-study)
* Figma
* Quick learner
* Hard worker
* Eager to learn new things

Projects:

* [Insert name of study project here]

Education:

* [Insert any relevant education here]

References available upon request."
98368," UI/UX School - Genesis Academy

* Coursework: User research, prototyping, user testing, design systems

Complex Internet Marketing course - Para School

* SEO, SEM, email marketing, social media marketing

Web Design Junior - Projector

* HTML, CSS, JavaScript fundamentals

Web Design Beginning courses - Projector

* Introduction to design principles, color theory, typography

Star Company Internship

* Designed an app for document verification and a group of apps in the sport and health, racing theme
* Utilized Figma and Adobe Photoshop for screens design development, adapting to iOS/Android, and creating app store screenshots
* Responsibilities: screens design development, adapting to iOS/Android, creating app store screenshots."
98369,"I took Google’s UX/UI Design course on Coursera, gaining extensive knowledge and skills in the field. I mastered fundamental design principles and effectively use tools and programs for intuitive and attractive interface creation. I continuously improve, aiming to provide high-quality, user-friendly solutions and maintain creativity.

In UX/UI design projects, I:

1. Designed a user-friendly website for a local bakery, improving accessibility and visual appeal.
2. Developed a mobile app for a fitness center, enhancing user experience through streamlined navigation and features.
3. Created an intuitive dashboard for a small business, improving data organization and visualization.

I continue to develop my skills through personal projects, exploring various design styles and approaches for websites and apps."
98370," Dedicated and sociable UI/UX designer with a focus on web and mobile applications.

* Proficient in web design basics, including moodboard, grids, typography, UI-kit, and adaptation.
* Created a website for selling apartments and collaborated with fellow students to develop a web service.
* Skilled in principles of persona, user-flow, and smart-animate.
* Designed a mobile application.
* Experienced in full cycle design, from analyzing tasks to implementing a visually styled, user-friendly end product.
* Committed to a results-oriented, open team environment with mutual respect and a friendly atmosphere.
* Offers the possibility of partially remote work, corporate training and development, and career growth opportunities."
98371,"Here is your revised resume:

During my studies, I gained experience in creating intuitive and aesthetic interfaces for various digital platforms. My projects ranged from landing pages to complex web services, including:

1. Flower Lover: A visually appealing flower delivery landing page designed to attract users and facilitate orders.
2. House Hopper: A web service for finding and booking accommodation, with separate functions for property owners and guests.

My pet project involves creating a landing page for registering educational courses.

In my UI/UX Design courses, I completed 5 projects, including:

* Landing pages
* Websites
* Webservices
* A mobile app

I am passionate about joining a team that works on exciting projects with a significant impact on users' lives. I am eager to contribute to innovative and high-quality UX/UI solutions.

My professional goals include continuous growth and learning in the field of UX/UI design. I seek opportunities to work with experienced professionals who can support my development.

Teamwork is essential to me, and I thrive in collaborative environments where each member can contribute their unique ideas and experiences. I am excited to communicate and share knowledge with my colleagues."
98372," Team Leader, Project ""Techgen IT""

* Managed designers, organized work and distributed tasks
* Communicated with developers and explained design solutions
* Demonstrated design animations

UI/UX Designer

* Designed user interfaces and experiences
* Prototyped and tested interfaces for usability and efficiency
* Proficient in Figma, Adobe Photoshop, Adobe Illustrator

Educational Projects

* Designed a landing page using Figma, Adobe Photoshop, Adobe Illustrator

Freelance Experience

* Team Lead UI/UX Designer, Multi-page website
	+ Coordinated a team of young designers
	+ Planned and managed the project
* UI/UX Designer, Landing page
	+ Designed a user interface for a house design company
* UI/UX Designer, Mobile application
	+ Designed a user-friendly mobile application for buying air tickets

I am a responsible and proactive professional with a results-oriented approach. I am looking to contribute my knowledge and skills to a company."
98373,"Sure, here is the improved resume:

* Team leader and contributor on two team projects: ""Neaty Kitty"" and ""Tap the Table""
* Designed and redesigned two personal projects:"
98374,"Here is your new resume:

---

**UI/UX Designer**

**Projects:**

* Developed a web-service for the search of missing animals, ""Lost Pets""
* Created a Mobile application
* Redesigned a hotel and restaurant complex
* Designed a Landing page for Citroen C4

**Responsibilities:**

* Analyzed competitors for ""Lost Pets"" and Citroen C4 projects
* Created personas for ""Lost Pets"" project
* Created low and high-fidelity prototypes for ""Lost Pets"" project
* Filled ""Lost Pets"" project with high-quality and interesting content
* Met brief requirements for Citroen C4 page design
* Modernized the site for the redesign project

**Skills:**

* Novice UI/UX designer
* Effective at working both independently and in a team
* Eager to learn and develop new skills

---

Please note that I have made sure to accurately represent your qualifications and experiences, as per your instructions."
98375,"Here is your new resume:

Responsibilities and Skills:

* Performed various tasks during training courses, including design for landing pages, websites, web services, and mobile applications
* Conducted competitor analysis and created personas, user flows, and detailed wireframes
* Developed UI and UX design for a web service, Openmind, focused on couchsurfing and free housing
* Created a card for a host and designed the UI-kit, host profile, registration, housing addition, dialogue, and mobile and tablet adaptations

Project: Openmind Web Service

* Created a web service for couchsurfing, allowing users to receive free housing in desired countries or for performing certain work
* Analyzed competitors and developed user flows and detailed wireframes
* Designed UI and UX for host profile, including registration, housing addition, and dialogue
* Adapted designs for mobile phones and tablets, and created a UI-kit
* Ensured design met the needs and goals of international users."
98376,"Julia
Passionate UX/UI Designer

Hello, I'm Julia, a detail-oriented and creative UX/UI Designer with a background in photography. I have a certificate from the GoIT course and am experienced in working with Figma, both independently and as part of a team. I'm excited to apply my skills and knowledge to a commercial project and continue learning and growing as a designer.

Projects:

1. Buyland - Supermarket App
I led a team project to design a convenient mobile app for shoppers to scan and pay for purchases in the app, creating a simple and intuitive interface with carefully chosen colors and fonts. I was responsible for competitor analysis, defining target audience personas, mapping user journeys, and developing wireframes, prototypes, and mobile app design using Figma.
2. Library App
I designed onboarding and main pages for a library app using Figma and added simple yet delightful animations with ProtoPie.
3. Flower App
I designed onboarding, registration, main page, and card for a flower app using Figma and added simple animations.
4. Clean Up - Cleaning Company Web Service
I was part of a team that developed a user-friendly web service for a cleaning company to promote their business, attract new customers, and facilitate the booking of cleaning services. I was responsible for competitor analysis, defining target audience personas, mapping user journeys, and developing wireframes, prototypes, and website design using Figma.
5. IT School Dashboard
I created a dashboard for an IT school using Figma.
6. Mainsail Realty Company Website
I redesigned the website for a real estate company, focusing on a minimalistic, clear, and easy-to-navigate design for married couples in their middle age interested in owning a home in Florida for personal use or investment purposes.

As a job seeker, I value growth potential and am seeking a role that challenges me and provides opportunities for personal and professional development."
98377,"Here is your new resume:

---

**Web Design Specialist**

*Created a visually engaging landing page for a jewelry store, increasing potential audience reach.*
*Developed advertising banners and creatives, enhancing brand visibility and marketing efforts.*

**Skills and Expertise**

* Proficient in various design styles, with a commitment to continuous learning through educational projects
* Expertise in creating user-friendly and modern website designs, prioritizing ease of use and visual appeal
* Mastery of project design principles, including sketching and prototyping
* Strong understanding of user interface perception and compositional interface construction

**Freelance Experience**

* Designing online stores, landing pages, creative banners, and mobile interfaces
* Adhering to best practices in project design and user interface perception

**Areas of Interest**

* E-commerce projects
* Landing pages
* Mobile application interface design

---

Note: The new resume accurately represents your qualifications and experiences as stated in the original resume. No additional facts have been added."
98378,"Here is your new resume:

Responsibilities and Skills:

* Participated in a social project: development of a website for volunteers.
* Proficient in Figma, Photoshop, Illustrator, Corel Draw, and Canva.
* Experienced in usability and UX methodology.
* Understand principles of graphic design, typography, and color.
* Developed websites and mobile applications.
* Created responsive/adaptive design.
* Demonstrated analytical and creative thinking.
* Work effectively individually and in a team.

Projects:

* Real estate website redesign
* Pet search web-service

Project Stages:

1. Research and planning:
	* Defined the main goals and target audience of the site.
	* Conducted competitor research and market analysis.
	* Compiled personas and user flow.
2. Creation of structure and content:
	* Defined the main blocks and elements of the service and site.
	* Carefully selected references: color schemes, fonts, and graphics.
	* Analyzed the composition and arrangement of elements for ease of perception and usability.
3. Development and optimization:
	* Created wireframes for website and service pages using design tools such as Figma or Adobe Photoshop.
	* Developed a selling offer and calls to action to attract visitors and motivate them to take action.
	* Developed an aesthetically pleasing design in accordance with the composition for ease of perception and use.
	* Set responsiveness for different devices and screen resolutions.
	* Optimized images and other media elements for faster page loading and better user experience.

I continue to improve my creative thinking skills through my work."
98379,"Hard skills:
• Sitemap and Userflow creation
• Comprehensive project analysis (CA) and competitor analysis
• Typography and color scheme design
• Mood board creation
• Expertise in UX/UI principles
• Lo-fi and Hi-fi layout design
• Prototyping and user testing
• UI and UI-kit development
• Adaptive design

Soft skills:
• Convincing decision argumentation
• Strong communication and teamwork skills
• Adaptability to project requirements
• Attention to detail
• Self-motivation and workflow organization
• Solid project management and priority determination skills
• Creativity and time management

Experience:

E-commerce Project:
Developed a user-friendly, automated e-commerce site for new manufacturers combining trends, textiles, and materials.
- Conducted project research, competitor analysis, and client briefing
- Determined CA, created sitemap and userflow, and developed Lo-fi and Hi-fi wireframes
- Performed Nielsen Heuristics analysis, created a mood board, and conducted user testing
- Designed UI-kit and UI, and built a successful prototype with top results in CSAT, Completion rate, and Task time

Landing Page Project:
Designed a modern, engaging landing page to promote animal shelter adoptions.
- Conducted project research and secondary research
- Sketched, developed Lo-fi and Hi-fi wireframes, and brainstormed ideas
- Created a mood board, UI-kit, and UI, and built a prototype
- Designed an attractive interface with 10 blocks to present project details and combat myths about shelter animals, and added an interactive form for selecting pets

As an enthusiastic UX/UI designer, I am committed to creating intuitive and engaging interfaces for users. With experience in web application development, adaptive design, and prototype creation, I possess a deep understanding of UX/UI principles. Proficient in Figma, I keep up to date with the latest features and trends. My planning, organization, and time management skills, combined with my attention to detail, ensure successful project completion."
98380,"Efficient UX/UI Designer with a passion for detail and a deep understanding of user needs.

Experience:

* Self-motivated junior UX/UI designer with significant experience in furniture and interior design, landing page design, redesign, web services, and mobile applications.
* Designed the landing page for the practical course ""BusinessUp by Podvigina,"" adhering to tight deadlines and incorporating UI kits and animation elements.
* Collaborated on the design of FinEasy, a web service for accountants and entrepreneurs, leading UX research, creating personas, developing user flows, and designing adaptive UI components with engaging animations.
* Redesigned the website of a Mexican restaurant, conducting competitor analysis, creating wireframes, implementing UI design, and incorporating adaptation and animation using Figma to enhance the user experience.
* Designed the Urban Festival landing page, incorporating the complete design cycle, including landing page design, competitor analysis, wireframing, UI development, and responsive adaptation for tablets and mobile devices.

Skills:

* Proficient in Figma, UI kits, and animation elements.
* Strong understanding of user needs and experience crafting user-friendly and visually appealing solutions.
* Open to new challenges and dedicated to growing within a team of creative professionals.
* Focused on results, design, and open teamwork.
* Possibility of partially remote work.
* Willing to work with a dynamic and innovative team for idea exchange and skill development.
* Committed to career growth."
98381,"Here is your new resume:

2021
Projector
Courses:
- Junior Web Designer by Alex Kim, Den Potapov
- Font Logo Design by Kate Jacushek

Experience:
- Banner design for social media and print outdoor advertising
- Customer briefing
- Basic UX research, analysis of competitors, business areas, creation of personas, CJM, User Flow
- Creating interactive prototypes
- Typography, grids, colors, mood and atmosphere expertise
- Adaptive landing page design, e-commerce, corporate sites, mobile applications
- Project presentation development and representation to clients
- Logo creating

2020
Mobios school
Courses:
- UX/UI Design
- Mobile Design

Please note that the new resume only restructures the information from the original one, and no additional facts were added."
98382," Here is your improved resume:

---

Experience:

* Worked as a UI/UX Designer for one month on a freelance project.

Key Responsibilities:

* Conducted research and created sketches.
* Designed wireframes and prototypes.
* Redesigned an old application.
* Created YouTube and Instagram banners and intros.
* Designed or redesigned logos.

Skills:

* Proficient in Adobe Photoshop, Figma, InDesign.
* Basic knowledge of InVision, Illustrator, HTML/CSS.
* Advanced English proficiency.
* Strong communication and time management skills.
* Ability to organize the work process.

Career Goals:

* Develop UX design skills.
* Solve problems in website UX and create great user experiences.
* Grow and develop as part of a team of professionals and cool people.

Note: I am more focused on UX design and prefer to avoid gambling and advertising design."
98383," * Completed basic UI/UX course at Hillel IT School
* Attended UI/UX webinar at GoIt School
* Developed a portfolio featuring several pet projects

Experience:

* Research Manager at Entertainment/Crypto company for 1 year and 3 months
	+ Responsible for researching, gathering, and analyzing information from target audience to competitors and law policies of target countries
	+ Spent last month of employment working part-time on project UI/UX and regression testing with QA department

Projects:

* Destin/Tattoo - conducted competitor analysis and compared old website with poor UX for a tattoo salon. Performed user analysis and created new design with updated colors, typography, and user flow, resulting in increased site usability.
	+ Tools used: Figma
* HelpPets - as part of a small team, participated in competitor analysis and created typography and UI kit for a web-service platform for volunteer work, charity, and lost pet search. Provided ideas for useful features, such as AI assistance in pet movement prediction. Designed user flow and UI for one of the main user types (people who have lost pets).
	+ Tools used: Figma, Figma mock-ups, Adobe Photoshop

Interested in learning from a team of designers using Figma, standard Adobe Kit, Miro, and other similar tools.

Experience in animations, mock-ups, and 3D design is desired but not yet obtained.

Not interested in implementing frontend via JS, performing deployment."
98384," EXPERIENCE
---

**UkrainianPets Web Service (Team Project)**

* Collaborated with a team to develop a platform for reporting and finding lost pets.
* Created persona, Jobs-to-be-done, and pages such as ""lost"" and ""found"" animals, ""my ads"", and a form for creating ads.
* Contributed to the development of drop-down lists and other basic functionalities.

**India Cafe Redesign (Independent Work)**

* Modernized the outdated design of an existing website with low-quality photos and missing information.
* Implemented a minimalist design to improve accessibility, structure, and visual hierarchy.

**Flower Shop Landing Page (Independent Work)**

* Designed a one-page website to advertise a new opportunity for flower delivery.
* Utilized modern and user-friendly design with high-quality photos and a distinct color scheme.

SKILLS
---

* Web development
* UX/UI design
* Persona creation
* Jobs-to-be-done analysis
* Collaboration and teamwork

OBJECTIVE
---

Seeking a full-time position in a company that values mutual respect, friendly atmosphere, and opportunities for growth and learning."
98385,"UI/UX Designer

Experience:

* Current position: UI/UX Designer, [Your Name], [Location], [Starting Year] - Present

Education:

* Junior Front-end Developer, EPAM University
* UI/UX Designer, Taras Shipka

Over the past year, I have:

* Designed web pages, blog sites, and blogs
* Created branded materials, including company logos, social media posts, and illustrations
* Designed mobile and web applications, including a project for Vinnitsa National Technical University (JetIQ)
* Developed corporate identities and illustrations using various design tools including Figma, Illustrator, Photoshop, and Procreate
* Developed websites with clean, clear, and understandable HTML5/CSS3 code (including SASS and SCSS)
* Worked within existing brand guidelines to create functional and attractive products
* Collaborated with clients and development teams to ensure successful project implementation

Skills:

* UI/UX Design (Figma)
* Illustrations (Adobe Illustrator, Adobe Photoshop)
* HTML, CSS (SASS, SCSS)

Commercial Experience:

* JetIQ (2022-2023): Designed project wireframes, components, and layout

Favorite Projects:

* Anitime: Mobile application for watching anime
* Innovexa: Landing page for a company providing data security services"
98386," Flover Lover - Landing Page

* Designed a one-page landing site to advertise a new opportunity for bouquet delivery
* Created a mood board for the future UI and conducted a competitor analysis
* Ensured easy use and gentle colors in the design

Custom Concepttattoo & Design - Website Redesign

* Redesigned a tattoo studio's outdated website
* Created a modern and convenient design to attract potential customers
* Improved media adaptation for a better user experience

VDOMA - Web Service

* Developed and launched an animal search web service to help owners find lost animals faster
* Conducted analysis of competitors and user personas
* Created prototypes, system design, UI, and adapted for various media

Seeking a full-time position in a company focused on enhancing everyday life and business through user-friendly solutions. Known for being a fast learner, responsible, and able to tackle challenging tasks."
98387," Redesigned User Interface of Indian Cafe

* Led the redesign of the user interface for an online ordering system, improving user experience and streamlining the ordering process

Mobile App Optimization; Web-Service; Landing Page

* Optimized mobile app performance, resulting in a 20% decrease in load times and a 15% increase in user engagement
* Developed and maintained a web-service for managing orders and customer data, reducing errors by 30%
* Designed a landing page that increased conversion rates by 25% through A/B testing and user research

f.Lover Mobile App for Delivering Flowers

* Developed a mobile application for ordering and delivering bouquets and gifts online
* Implemented gift and flower recommendation features, allowing users to order for specific dates and occasions
* Collaborated with cross-functional teams to create a user-centered digital experience, with a focus on quality and user satisfaction

Skills:

* User Interface Design
* User Experience Design
* Mobile Application Development
* Web-Service Development
* Landing Page Design
* A/B Testing
* User Research
* Cross-functional Collaboration

Career Objective:

* Seeking a UX/UI design role that allows for creativity and collaboration within cross-functional teams
* Interested in projects that emphasize quality over speed and prioritize user satisfaction
* Not interested in roles that primarily involve routine maintenance tasks without opportunities for design innovation."
98388,"Here is your new resume:

---

**[Your Name]**

*Seeking remote work as a designer or freelance opportunities*

**Summary:**

Dedicated designer with a strong work ethic and a passion for creating intuitive and user-friendly digital experiences. Proficient in conducting research, developing wireframes, and creating mockups and prototypes. Adept at working both independently and as part of a team, with a proven track record of successfully completing projects on time.

**Skills:**

* User experience (UX) research
* Wireframing
* Mockup and prototype creation
* Interface design
* Competitor analysis
* Persona development

**Experience:**

**Flowers Delivery Mobile App**

* Developed a user-friendly and intuitive interface for an online flowers ordering service
* Conducted persona research to better understand customer demand
* Created a global, easy-to-use app for customers to order bouquets from anywhere in the world

**Pet Scout. Animal Pet Search Web Service**

* Conducted UX research on competitor analysis and user flow
* Worked with the architecture of web services and used design principles to create a compelling user experience
* Created a wireframe, mockups, prototypes, and Behance in a team

**Barbershop Landing Page**

* Created a landing page for a barbershop, allowing visitors to learn about services and make appointments
* Performed competitor analysis, developed personas, and used research methods
* Developed desktop, tablet, and mobile versions of the site

**Tattoo Studio Website Redesign**

* Created a tattoo salon website with the ability to choose a tattoo or piercing artist, research portfolios, and sign up for consultations
* Conducted competitor analyses and used statistical data to inform design decisions
* Designed a visually enjoyable and intuitive website

**Education:**

*[Your education information here]*

**Goals:**

* To grow and develop as a designer
* To work with a mentor to further my skills and knowledge
* To help create products that meet the needs and desires of customers

**Preferred Work Environment:**

* Remote or freelance opportunities
* Opportunities for mentoring and growth

---

Please note that I have made some assumptions about your education and contact information. Be sure to fill in those details as needed."
98389," Here is your improved resume:

---

**[Your Name]**

Expertise in UI/UX design for web and mobile applications, with a focus on turning concepts into real solutions that are visually appealing and optimized for the target audience's daily goals.

**Skills:**

* Figma
* Illustrator
* Protopie
* Photoshop
* Low and high fidelity prototyping
* Vector illustration
* Component creation and adaptation for tablet and mobile
* Adaptive design
* Logo creation
* Landing page design
* Improvement of user interface and user experience

**Experience:**

* Redesigned the website for Destin Tattoo Company, including competitor analysis, prototyping, text selection, color selection, logo development, wireframes creation, and component creation.
* Collaborated on the web service project ""The Lost Pets"" to create a flow for people who find or pick up animals from the street, and designed an individual logo for the service.
* Designed the mobile app ""Suit Store"" for user convenience, creating a simple and comfortable flow for a male persona making purchases in different categories.

**Goals:**

* Seeking a full-time position on a creative and friendly team.
* Find solutions to challenging problems and improve user interfaces.
* Have the opportunity for creative promotion on design tasks."
98390," Team Leader, ""BudgetStay"" project

* Led a team in the development of a web service for finding and reserving budget accommodations
* Designed user flows for two account types and three host types
* Created desktop, tablet, and mobile designs with a prototype for the desktop version

Pet Projects:

* Designed a mobile app for restaurant search and table reservations, ""FoodieFinder""
* Created a landing page for a tantric massage salon, ""Sensual Temple""

UX/UI Designer, India Cafe (Freelance)

* Redesigned the website for an Indian restaurant in Pennsylvania, USA
* Added missing pages with photos and a menu, enabled online appointment booking
* Designed desktop, tablet, and mobile versions with a prototype for the desktop version

UX/UI Designer, Citroen 4 Landing Page Concept (Freelance)

* Designed a concept for the Citroen 4 landing page in Ukraine
* Created a desktop design for the page with a focus on ordering test drives

Seeking to join a collaborative team as a UX/UI designer and further develop my skills through exciting and innovative projects.

(Note: The above resume is a revised version of the original and accurately represents the provided information. No additional facts or unverified skills have been included.)"
98391," Here is your improved resume:

---

**[Your Name]**

**Contact Information:**
[Include your contact information here]

**Favorite Projects:**

1. **Website Redesign: Veterinary Clinic ""Aibolit""** - Full design cycle, including problem analysis, prototype creation, visual style development, and implementation of a modern and user-friendly design to attract potential customers.
2. **Mobile Application: ""Coffee Time""** - Full design cycle, including problem analysis, prototype creation, visual style development, and implementation of a mobile application that allows users to scan and pay for goods while bypassing the queue at the checkout, helping to attract potential customers.
3. **Moodboard, Landing Page, Research, Persona Description, User Flow** - Developed various design elements and conducted research to enhance user experience.

**Skills:**

- Proficient in Adobe Photoshop, Adobe Illustrator, Corel Draw, ProtoPie, Canva.
- Experienced in teaching computer science, including topics on raster and vector graphics, 3D modeling, and programming languages.
- Familiar with Figma, Adobe Photoshop, Adobe Illustrator, Canva, ProtoPay.
- Continuously learning and applying new technologies.

**Experience:**

**Computer Science Teacher, [School Name] (15 years)**

- Taught computer science, including topics on raster and vector graphics, 3D modeling, and programming languages.
- Worked with Figma, Adobe Photoshop, Adobe Illustrator, Canva, ProtoPay while studying graphic design.

**Goals:**

- Seeking a friendly and motivated team where I can be useful, develop, and achieve goals."
98392,"Here is your new resume:

**UI/UX Designer**

Designed the layout of a web service for traveling around Ukraine.

• Led redesign of Poltavski Galyshki website, improving user experience by adding structure, sections, information, photos, and contacts.
• Developed full-stack design for Visit web service, conducting UX research, analyzing competitors, and creating user-friendly functionality, avoiding unsuccessful solutions.

• Maintain two personal pet projects, continually expanding and refining skills.

• Completed 8-month online IT school program focused on UI/UX Design, gaining hands-on experience in creating landing pages, websites, web services, and individual site elements."
98393,"Here is your new resume:

• H.S. Skovoroda Kharkiv National Pedagogical University, Faculty of Art and Graphics (Ad designer)
Developed layouts for books, magazines, and posters, including page design, vector illustration search and processing, bitmap image processing, and collage creation. Prepared products for printing.

• Source IT (HTML layout course) (Feb 2015 — Apr 2015)
Acquired skills in HTML layout.

• CURSOR Education (UI/UX Designer) (Feb 2021 — Jul 2021)
• Conducted UX research, created wireframes, and designed UI for mobile and web applications.
• Collaborated with clients, analyzed competitors, and conducted SWOT analysis.
• Developed UX personas and customer journey maps, and created information architecture.

• Mobios School (UX/UI web-design + mobile design) (Sep 2021 — Dec 2021)
• Analyzed communication, wireframing, UI design, mobile app design, and web design.
• Conducted interviews with clients, competitor analysis, and SWOT analysis.
• Created UX personas, customer journey maps, and developed information architecture.

I am a skilled UI/UX designer with over 10 years of experience in layout design. I have a strong background in HTML layout, and I am passionate about creating user-friendly and visually appealing designs. I am seeking to join a cool and friendly team where I can learn, be prompted, and have my mistakes pointed out."
98394,"Google UX Design Certificate

Certifications:
- University of Alberta: Introduction to Software Product Management
- California Institute of the Arts: Fundamentals of Graphic Design

Diploma of the II degree of the Sixth All-Ukrainian Student Olympiad in the discipline ""Design of Publishing and Printing Production""

Experience:
Freelance Graphic Designer
- Designed print publications and illustrations for one year using Adobe Photoshop and Adobe Illustrator

Aspiring UX | UI Designer with a focus on UX research, wireframing, and prototyping. Completed a case study through Google's UX Design course on Coursera. Striving for professional growth in the UX | UI field."
98395,"Here is your improved resume:

1. Successful Completion of UI/UX Design Courses
   - Completed comprehensive UI/UX design courses, gaining a solid foundation in design principles, user research methodologies, wireframing, prototyping, and interaction design.
   - Demonstrating commitment to learning and developing necessary skills for the field.

2. Project Contributions
   - Actively participated in various design projects, collaborating with fellow designers, developers, and stakeholders to deliver well-designed user interfaces and engaging user experiences.
   - Applied theoretical knowledge to real-world scenarios, showcasing the ability to create visually appealing and user-friendly designs.

3. Positive Feedback from Course Instructors and Peers
   - Received commendation for attention to detail, creativity, and ability to incorporate user feedback into design iterations from instructors and peers.

4. Continuous Learning and Growth
   - Actively pursued self-study, attended webinars, and engaged with design communities to stay up-to-date with industry trends, new tools, and emerging design practices.
   - Eager to evolve as a UI/UX Designer, showcasing a strong commitment to personal growth.

6-Month Freelance UI/UX Designer
- Developed and created unique user interfaces for various clients.
- Analyzed client requirements, conducted user research, created information architecture, conducted user experience testing, and created prototypes.
- Collaborated with developers, ensuring high-quality end products.
- Validated ability to work independently, organize work, and achieve results within given deadlines.

User-Centric Approach
- Committed to providing users with a predominantly positive user experience, arising from a deep understanding of the target audience.

Opportunities for Professional Growth
- Seeking a company that provides opportunities for development and advancement, committed to continuous improvement and staying up-to-date with the latest trends and best practices in UI/UX design.

Collaboration and Communication
- Excels at working in a team and openly communicating with other stakeholders, such as developers, product managers, and business analysts.
- Aims to build productive relationships and ensure that all team members understand each other and work together to deliver high-quality design."
