Unnamed: 0,Modified_openai/gpt-4o-mini_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelopenai/gpt-4o-mini
98345,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Detail-oriented designer with experience in creating engaging e-commerce platforms, landing pages, and mobile app interfaces. Proven ability to collaborate with clients to understand their requirements and deliver visually appealing design solutions. Skilled in applying design principles and responsive techniques to enhance user experience.

**Experience**  

**[Your Job Title]**  
**[Your Company Name]** – [City, State]  
**[Month, Year] – Present**  
- Developed engaging e-commerce platforms, landing pages, and mobile app interfaces.  
- Collaborated with clients to understand their requirements and translate them into visually appealing design solutions.  
- Applied design principles and responsive techniques to ensure user-friendly and visually appealing interfaces.  
- Utilized Figma for prototyping and iterative design processes.  
- Maintained attention to detail, ensuring precise implementation of designs.  
- Demonstrated effective communication skills and consistently met project deadlines.  

**Education**  
**[Your Degree]**  
**[Your University]** – [City, State]  
**[Month, Year]**  

**Skills**  
- E-commerce platform design  
- Landing page design  
- Mobile app interface design  
- Figma  
- Responsive design  
- Attention to detail  
- Effective communication  "
98346,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Creative and detail-oriented UI/UX designer with experience in developing design concepts and prototypes for web applications. Proven ability to enhance user experience through effective design strategies and visual storytelling.

**Experience**  

**UI/UX Designer**  
[Company Name] - [Location]  
[Month, Year] - Present  
- Developed a UI/UX design concept for an online perfume store, including the creation of prototypes and user flow documentation.  
- Designed and visualized UI for 18 web pages, ensuring a cohesive and engaging user experience.  
- Conducted a UI/UX redesign of the landing page, which involved preparing analysis documentation, prototyping, and creating UI page concepts.  
- Developed light/dark and adaptive versions of the landing page to enhance accessibility and user engagement.  

**Education**  
[Your Degree]  
[Your University] - [Location]  
[Month, Year]  

**Skills**  
- UI/UX Design  
- Prototyping  
- User Flow Development  
- Web Page Visualization  
- Design Documentation  
- Adaptive Design  
- Light/Dark Mode Design  "
98347,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Motivated individual seeking a position that allows me to apply my practical experience in photography, newly acquired web design skills, and theoretical knowledge in sociology.

**Education**  
- Completed two courses in Projector School  
- Developed several real-world projects, including e-commerce design, landing pages, and non-profit organization initiatives  

**Skills**  
- Concept and prototype creation  
- Presentation skills  
- User interviews  
- Experience with UI Kit creation in Figma  

**Experience**  
- Created concepts and prototypes for various projects  
- Conducted user interviews to gather insights and improve designs  
- Developed UI Kits in Figma for streamlined design processes  

**Interests**  
- Photography  
- Web design  
- Sociology  "
98348,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Creative and detail-oriented web designer with a proven track record in the creation of turnkey websites. Demonstrated ability to deliver high-quality design and development projects, consistently receiving positive feedback from customers. Experienced in design development, animation, and game design, with proficiency in Figma.

**Skills**  
- Turnkey website creation  
- Design development and assembly  
- Animation and design for games  
- Proficient in Figma  
- Basic knowledge of Photoshop and Illustrator  

**Experience**  

**Web Designer**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Created turnkey websites, managing the design development and assembly process using a constructor.  
- Developed animations and designs for games, improving user engagement and experience.  
- Collaborated with clients to ensure satisfaction, achieving positive feedback.  

**Education**  
[Your Degree]  
[Your University]  
[City, State]  
[Year of Graduation]  

**Certifications**  
[Relevant Certification]  
[Issuing Organization]  
[Year]  

**References**  
Available upon request.  "
98349,"Creative and friendly individual with a passion for designing websites that address user needs and align with business goals. I demonstrate empathy in my work and leverage my aesthetic and analytical skills to enhance user experiences. I enjoy collaborating on diverse projects and understanding various target audiences. I am seeking a position within a friendly and creative team of like-minded professionals.

**Experience:**

**2021-2023**  
**Graphic Designer**  
Electro House Company  
- Developed website and mobile application designs, supported and filled content for the main website and online store.  
- Created commercial offers, presentations, and mailings.  
- Worked on packaging design, including stickers, decals, and instructions.  
- Designed printed materials such as catalogs, booklets, and business cards.  
- Managed graphic content for social media platforms.  
- Created banners for the company and partner websites, including graphic content and icon design.  
- Conducted product photography, photo processing, and retouching.

**2020-2022**  
**Graphic Designer**  
""Fact"" Publishing House (Project-Based Work)  
- Designed layouts for book covers across various genres, including fiction, children's books, and non-fiction.  
- Developed designs for souvenir products.  
- Created layouts for printed materials.

**2020-2021**  
**Marketer, Designer**  
Regional Medical Center  
- Developed outdoor advertising designs, including banners, posters, and signs, using CorelDRAW and preparing layouts for printing.  
- Created internal print materials, such as gift certificates, fire evacuation diagrams, and designs for presentations and commercial proposals.

**2016-2022**  
**Kharkiv Specialized Music and Theater Library named after K.S. Stanislavsky**  
- Collected data and prepared reports (monthly, quarterly, annual), planned and analyzed work, and conducted methodological sessions.  
- Engaged in advertising activities, managing social media, creating monthly event posters, and developing graphic layouts for posters, invitations, and a monthly newspaper.

I am pursuing a role as a UI/UX designer, dedicated to solving user problems and deeply understanding their needs. I can generate innovative ideas and propose new implementations for business concepts. I have completed classes in UI/UX design, acquiring skills in developing interface designs for web and mobile applications, creating user journey maps, analyzing competitors, and crafting personas and empathy maps."
98350,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  

**Objective**  
Dedicated and passionate UI/UX designer with a strong foundation in core technical skills, organizational ethics, and discipline. Committed to continuous learning and professional growth, seeking opportunities that challenge my abilities and foster development.

**Education**  
UI/UX Design Courses, GOIT  
[Month, Year] - Present  

**Projects**  

**Landing Page**  
- Developed a user-friendly landing page by conducting competitor research and creating a mood board.  
- Focused on UX/UI design principles to enhance user experience.

**India Cafe Website Redesign**  
- Conducted a comprehensive website analysis and implemented a redesign.  
- Addressed color schemes, responsiveness, typography, and prototyping.  
- Created a UI kit and prepared the project for presentation on Behance.

**Pet Finder Web Service**  
- Designed a web service aimed at helping users find lost or misplaced pets.  
- Analyzed competitor services, created user personas, and defined user flow.  
- Developed design systems and user experience features, including pop-ups and a donation feature for animals in need.

**Skills**  
- Proficient in designing user interfaces for various platforms using Figma, Adobe Photoshop, and Adobe Illustrator.  
- Experienced in color schemes, typography, UI kits, grid systems, website design prototyping, and mobile app development.  
- Strong organizational skills and a commitment to ethical practices in design.

**Professional Development**  
- Actively involved in education, mentorship, and support within the UX/UI design community.  
- Participation in collaborative projects and gradual growth in the UX/UI process."
98351,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  
[LinkedIn Profile]  
[Portfolio Link]  

**Objective**  
Motivated and passionate UX/UI Designer with 3 years of self-study and practical experience in freelance and personal projects. Eager to gain hands-on experience in a professional environment to further develop skills and contribute to innovative design solutions.

**Skills**  
- UX/UI Design  
- Prototyping and Wireframing  
- User Research and Testing  
- Visual Design  
- Adobe Creative Suite  
- Figma  
- Sketch  
- Responsive Design  

**Projects**  
**4ROLL — Dungeons & Dragons Digital Game Companion App**  
- Developed a digital companion app for Dungeons & Dragons, focusing on user experience and interface design.  
- Created wireframes, prototypes, and visual designs to enhance user engagement.  
- Showcased the project on Behance and Dribbble, receiving positive feedback from the design community.  

**Freelance Projects**  
- Completed various small freelance projects, applying UX/UI principles to deliver user-centered designs.  
- Collaborated with clients to understand their needs and translate them into effective design solutions.  

**Education**  
Self-Studied UX/UI Design (3 years)  

**Professional Development**  
- Actively seeking opportunities to enhance skills and knowledge in a professional setting.  
- Committed to continuous learning and staying updated with industry trends.  

**References**  
Available upon request.  "
98352,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio Link]  

**Objective**  
Aspiring graphic and web designer with a strong foundation in design principles and a passion for creating user-friendly interfaces. Eager to apply skills in a professional setting and contribute to innovative design projects.

**Education**  
- **Coursera**  
  - Completed: Fundamentals of Graphic Design  

- **Creative Practice**  
  - Completed: Fundamentals of Design  
  - Completed: Graphic Design: Composition  
  - Completed: UI/UX: Projecting and Design of Interfaces  

- **Genius Space**  
  - Completed: Profession Graphic Designer (Videos)  
  - Completed: Profession Web Designer (Videos)  
  - Completed: Profession UX/UI Designer (Videos)  

- **Alpaca School**  
  - Currently enrolled in: Web Design + Layout  

**Skills**  
- Graphic Design  
- Web Design  
- UI/UX Design  
- Composition  
- Interface Design  

**Professional Development**  
- Engaged in various free and paid courses in graphic design, web design, and UI/UX design over the past year.  

**Additional Information**  
- Open to entry-level opportunities and willing to learn and grow in a professional environment.  "
98353,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  
[Behance Portfolio Link]  

**Objective**  
Aspiring UI/UX Designer with a background in architectural and construction engineering, seeking to transition into the design field. Eager to leverage design skills and creativity to enhance user experiences.

**Education**  
UI/UX Design Course  
IMT Academy  

**Skills**  
- Proficient in Figma  
- Proficient in Adobe Photoshop  
- Proficient in Adobe Illustrator  
- Strong understanding of user-centered design principles  
- Ability to create wireframes, prototypes, and high-fidelity designs  

**Experience**  
Architectural and Construction Engineer  
[Current Employer]  
[City, State]  
[Month, Year] – Present  
- Collaborate with multidisciplinary teams to develop architectural designs and construction plans.  
- Utilize technical skills to ensure project specifications are met and maintained.  
- Apply problem-solving abilities to address design challenges and improve project outcomes.  

Freelance Designer  
[Freelance Experience]  
[City, State]  
[Month, Year] – [Month, Year]  
- Completed various design projects, focusing on user interface and user experience.  
- Developed design concepts and visual assets for clients, ensuring alignment with their vision and goals.  

**Portfolio**  
Available on Behance: [Behance Portfolio Link]  "
98354,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  

---

**Professional Experience**  

**Data Entry**  
Health App Ornament  
Aug 2020 - Feb 2023  
- Entered user data from various sources, including recipes and recommendations.  
- Followed directives from the director to ensure accurate data management.  

**Technical Support Consultant**  
IT Con  
Gaming  
Jan 2017 - Jun 2020  
- Provided consultation to users on technical issues, focusing on mail processing and online correspondence.  
- Handled payment management and generated reports for internal use.  

---

**Skills**  
- Data entry and management  
- Technical support and troubleshooting  
- Report generation  
- Effective communication  

---

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

---  

**References**  
Available upon request.  "
98355,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL SUMMARY**  
Creative and detail-oriented designer with experience in developing user-centric applications and websites. Proven ability to analyze user behavior and create engaging designs that enhance user experience. Strong team player with a focus on collaboration and mutual respect.

---

**PROJECT EXPERIENCE**  

**Pet Search Project**  
- Collaborated with a team to develop a web service aimed at reuniting lost pets with their owners.  
- Conducted competitor analysis and developed the Jobs To Be Done (JTBD) framework.  
- Created user personas for dog walkers and contributed to the ad creation and services sections of the project.  

**Dating App**  
- Developed a dating application utilizing artificial intelligence to analyze user behavior through smartphones.  
- Implemented machine learning algorithms to suggest compatible pairings based on user habits and interests.  

**Pet Search Web Service**  
- Contributed to the design and functionality of a website that assists in locating lost animals.  
- Integrated geolocation search features and filter options for improved accuracy in searches.  
- Designed sections for finding dog sitters and walkers, utilizing calm tones with accent colors for visual appeal.  

**Landing Page for Citroen C4**  
- Designed a landing page to showcase the Citroen C4, focusing on brand-specific color schemes.  
- Highlighted the advantages of the model and provided detailed specifications for user engagement.  

**Redesign of CrossFit CENTRAL Website**  
- Redesigned the website for CrossFit CENTRAL, enhancing the visual design with harmonious color choices.  
- Implemented UX solutions to improve site navigation and user experience.  

---

**SKILLS**  
- User Experience (UX) Design  
- User Interface (UI) Design  
- Competitor Analysis  
- Machine Learning Applications  
- Web Development  
- Team Collaboration  
- Project Management  

---

**ADDITIONAL INFORMATION**  
- Focus on results and design excellence  
- Commitment to a respectful and friendly work environment  
- Experience with remote work arrangements  
- Participation in corporate training and development programs  
- Opportunities for career growth and advancement  "
98356,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

---

**Professional Experience**  

**Marketing Designer**  
Inoxoft  
Dec. 2021 - Present  
- Developed and updated the company website.  
- Mentored junior designers and provided guidance.  
- Designed marketing materials to support promotional efforts.  
- Created corporate presentations for internal and external use.  
- Developed branded products that align with company identity.  
- Designed case studies for Behance and other platforms to showcase work.

**Teacher of Digital Design for Children (Part-time)**  
GoITeens — IT Academy for Teens and Kids  
Oct. 2022 - Present  
- Taught digital design concepts and skills to children.

**Graphic Designer and Illustrator**  
Awkward Styles  
May 2019 - Dec. 2021  
- Designed the company website to enhance user experience.  
- Developed illustrations and prints for various company products.

**Graphic Designer and Illustrator (Freelance)**  
2017 - 2022  
- Created banners and print products for diverse clients.  
- Developed custom illustrations tailored to client needs.  
- Designed content for Instagram to enhance brand presence.  

---

**Skills**  
- Proficient in graphic design software (e.g., Adobe Creative Suite)  
- Strong illustration and branding skills  
- Experience in web design and development  
- Ability to mentor and teach design concepts  
- Excellent communication and presentation skills  "
98357,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  

**Objective**  
Dedicated professional seeking a position that allows for team interaction, feedback, and participation in large projects, with a focus on helping people and enhancing product quality.

**Experience**  

**Call Center Operator**  
Delivery  
May 2021 - Present  
- Resolved crisis situations and restored normal operations, ensuring minimal damage to the company.

**SMM Specialist**  
Web Studio  
2019 - 2021  
- Implemented social media strategies to enhance brand visibility and engagement.

**Call Center Operator**  
Sociology  
June 2020 - August 2020  
- Provided customer support and assistance, addressing inquiries and resolving issues.

**Skills**  
- Crisis management  
- Customer service  
- Team collaboration  
- Social media management  
- Problem-solving  "
98358,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

**Objective**  
Passionate designer seeking opportunities to utilize acquired skills and knowledge while gaining more experience in the field of design.

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Design Experience**  
**UI/UX Designer**  
[Training Course Name]  
[Year]  
- Designed a platform for pet owners as part of a UI/UX training course.  
- Conducted user research to inform design decisions.  
- Developed documentation including user stories, job stories, and user flows.  
- Created low-fidelity and high-fidelity prototypes to visualize design concepts.  

**Previous Work Experience**  
**SMM and Content Specialist**  
[Company Name]  
[Year]  
- Managed social media accounts and created engaging content to enhance brand presence.  
- Collaborated with team members to develop content strategies and campaigns.  

**Skills**  
- Proficient in design tools: Photoshop, Figma, Axure, InVision.  
- Strong understanding of the design process and principles of effective design.  
- Committed to continuous learning and staying updated with new tools and trends.  "
98359,"Design is a way of thinking, and I utilize various tools to transform my ideas into visual representations.

**Expertise:**

- **Figma**: Prototyping, wireframes, customer journey maps, mind maps, animations, UX research, UI creation, landing pages, adaptive design, documentation, and mockups.
- **After Effects**: Custom motion animations.
- **Premiere Pro**: Video editing for website content as needed.
- **Photoshop**: Image editing.
- **Illustrator**: Graphic design."
98360,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL EXPERIENCE**  

**Web Designer**  
Alaska Peters, New York, USA  
[Month, Year] – Present  
- Redesigned the website for a barbecue restaurant, enhancing visual appeal and user experience.  
- Improved image quality and updated content to provide comprehensive information about the restaurant.  
- Transformed the site into an attractive and modern platform, resulting in increased customer engagement.  

**Web Developer**  
Clin Fix  
[Month, Year] – Present  
- Developed a web service connecting users with service providers, including cleaning and gardening professionals.  
- Created a user-friendly interface for service providers and customers to streamline the process of finding and offering services.  

---

**SKILLS**  
- Web Design  
- User Experience (UX)  
- Content Management  
- Service-Oriented Architecture  
- Front-End Development  
- Project Management  

---

**EDUCATION**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

---  

**CERTIFICATIONS**  
[Relevant Certification]  
[Issuing Organization]  
[Year]  "
98361,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Objective**  
To contribute to an international IT company, preferably in product development, where I can engage in interesting and complex projects alongside a team of professionals.

**Experience**  

**Graphic Designer**  
[Start-up Organization Name]  
[City, State]  
[Month, Year] – Present  
- Established a recognizable identity for the organization from the ground up.  
- Contributed to website creation, resulting in an increase in new customer visits.  
- Enhanced traffic to the website and official Facebook page through the development of web banners and other graphic materials.  

**Skills**  
- Design/redesign of websites, landing pages, dashboards, and mobile apps  
- Responsive design implementation  
- Corporate style and identity development  
- Prototyping and creation of UI kits  
- Design and preparation of POS materials for printing  
- Development of souvenir products  
- Design of web banners and graphic materials for social media  
- Infographics and presentation design  
- Photography and digital image processing  

**Education**  
UI/UX & Web Design Courses  
[Institution Name]  
2018  "
98362,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  

**Objective**  
Aspiring UX designer seeking an internship opportunity to apply my skills in user experience design and development.

**Education**  
[Your Degree]  
[Your University]  
[Month, Year] - Present  

**Experience**  

**Hackathon Participant**  
[Event Name]  
[Month, Year]  
- Engaged in lectures on gender inequality and the underrepresentation of girls in engineering fields.  
- Collaborated with a team to develop a chatbot aimed at encouraging girls to explore engineering and biological specialties.  
- Designed the chatbot in an interactive format, incorporating a test feature with the assistance of a professional orientologist to create relevant questions.  
- Achieved first place in the hackathon and initiated the development of the chatbot.

**Course Project**  
[Course Name]  
[Month, Year]  
- Developed databases for an automated workstation for hospital employees.  
- Utilized SQL Management Studio and Visual Studio with C# programming language to create functional and efficient database solutions.

**Current Studies**  
- Pursuing a course in UX design from Google, focusing on portfolio development and practical application of design principles.

**Skills**  
- UX Design  
- C# Programming  
- SQL Management  
- Team Collaboration  
- Problem Solving  
- Communication  

**Portfolio**  
[Link to your portfolio]  "
98363,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Detail-oriented web designer with experience in creating user-centered designs and impactful landing pages. Proven ability to collaborate with cross-functional teams and deliver high-quality designs that meet client requirements.

**Experience**  

**Web Designer**  
[Volunteer Organization Name] - [City, State]  
[Month, Year] - Present  
- Assisted a volunteer organization in designing a website for a dog shelter.  
- Developed impactful landing pages and websites for various clients.  
- Collaborated closely with cross-functional teams to ensure user-centered design solutions.  
- Translated client requirements into visually appealing and intuitive user interfaces.  
- Implemented effective usability testing methodologies to identify areas of improvement.  
- Contributed to the overall success of projects by delivering high-quality designs on time.  

**Skills**  
- Web Design  
- User Interface Design  
- Usability Testing  
- Cross-Functional Collaboration  
- Project Management  
- Visual Communication  "
98364,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Dedicated UX researcher and UI designer with experience in developing applications focused on self-education and mental health support. Proven ability to collaborate effectively in team environments and deliver user-centered design solutions.

**Experience**  

**UX Researcher & UI Designer**  
Free UI/UX Design Course for Ukrainians (2022)  
- Collaborated with a team to develop a pet project focused on creating an application for individuals experiencing panic attacks.  
- Conducted user research to inform design decisions and enhance user experience.  
- Designed user interfaces that promote self-education and the reduction of panic attacks.  
- Contributed to the project over a 5-week period as part of a 4-month course.  

**Projects**  
- Developed an application aimed at helping users manage panic attacks through self-education and support.  

**Skills**  
- UX Research  
- UI Design  
- Team Collaboration  
- User-Centered Design  
- Application Development  "
98365,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Objective**  
Detail-oriented UX designer enhancing skills through courses from Google and Coursera, focusing on user-centered design and website development.

**Education**  
- Ongoing UX Skill Improvement Courses, Google and Coursera  
  - Completed the second course; committed to completing all 7 available courses.

**Experience**  

**UX Designer**  
*Project: Save Ukraine Now (IF) 1 Day Donate*  
- Developed a subscription-based charity website design.  
- Conducted competitor analysis to identify unique aspects of the charity.  
- Presented project information in a concise and clear manner.  
- Designed the website from scratch within a short timeframe.  
- Engaged in ongoing improvements to the website based on user feedback and performance results.  

**Skills**  
- User Experience Design  
- Website Design and Development  
- Competitor Analysis  
- Project Presentation  
- Continuous Improvement  

**References**  
Available upon request."
98366,"**Devin**  
Freelance Web and Mobile Application Developer  
April 2021 - November 2021  

- Designed and developed a client website, ensuring a user-friendly experience and effective functionality.  
- Contributed to various projects, collaborating with team members to achieve project goals.  
- Participated in the design and development of a mobile application for an insurance company, focusing on user needs and problem-solving.  
- Aimed to create products that effectively address user challenges and enhance overall usability.  "
98367,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

**Objective**  
Motivated IT professional seeking to advance and grow in the field of IT. Currently self-studying UX/UI design and gaining proficiency in Figma. Eager to learn and explore new areas within the industry.

**Education**  
Self-Studying UX/UI Design  
- Focused on design principles, user experience, and interface design using Figma.  

**Experience**  

**Sales Manager**  
[Company Name] - [Location]  
[Month, Year] - [Month, Year]  
- Managed sales operations and developed strategies to increase revenue.  
- Built and maintained relationships with clients to ensure customer satisfaction.  

**Production Assistant**  
[Printing Company Name] - [Location]  
[Month, Year] - [Month, Year]  
- Assisted in the production of plastic cards and project documentation.  
- Collaborated with team members to ensure timely and accurate project completion.  

**Skills**  
- Proficient in Figma for UX/UI design.  
- Strong ability to learn quickly and adapt to new challenges.  
- Excellent communication and interpersonal skills.  
- Experience in sales and customer relationship management.  
- Knowledge of production processes in the printing industry.  

**Projects**  
- Completed a self-directed study project focused on UX/UI design principles.  

**References**  
Available upon request.  "
98368,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Detail-oriented UI/UX designer with hands-on experience in app design and a strong foundation in web design. Seeking to leverage skills in a dynamic team environment.

**Education**  
- UI/UX School - Genesis Academy  
- Complex Internet Marketing Course - Para School  
- Web Design Junior Course - Projector  
- Web Design Beginning Course - Projector  

**Experience**  
**Internship**  
Star Company  
[Month, Year] – [Month, Year]  
- Contributed to the design of two projects: an app for document verification and a suite of apps focused on sports and health with a racing theme.  
- Developed screen designs and adapted them for iOS and Android platforms.  
- Created app screenshots for presentation in the App Store and Google Play.  

**Skills**  
- Proficient in Figma and Adobe Photoshop  
- Strong understanding of UI/UX principles  
- Experience in mobile app design and adaptation  
- Ability to create visually appealing and user-friendly interfaces  "
98369,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Dedicated UX/UI designer with a solid foundation in design principles and practical experience through coursework and personal projects. Committed to creating intuitive and visually appealing interfaces while continuously improving skills and exploring innovative design approaches.

**Education**  
Google UX/UI Design Course, Coursera  
[Month, Year] - [Month, Year]  
- Acquired knowledge in UX/UI design principles and tools.  
- Developed skills in creating intuitive and attractive interfaces.

**Experience**  

**UX/UI Designer (Personal Projects)**  
[Month, Year] - Present  
- Created multiple personal projects to apply design knowledge and enhance practical skills.  
- Experimented with various styles and approaches to website and app design.  
- Aimed to deliver high-quality, user-friendly solutions while fostering creativity.

**Projects**  
- Completed three significant design projects as part of the Google UX/UI Design course, demonstrating the ability to apply learned concepts effectively.

**Skills**  
- Proficient in design tools and programs for user interface creation.  
- Strong understanding of design principles and user experience strategies.  
- Capable of working on diverse design projects and adapting to different styles.  
- Committed to ongoing learning and improvement in UX/UI design.  

**References**  
Available upon request."
98370,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

**Professional Summary**  
Dedicated UI/UX designer with a solid foundation in web design principles. Collaborative and sociable, with a proven ability to work effectively in team environments. Committed to continuous improvement and open to constructive feedback.

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Skills**  
- UI/UX Design for web and mobile applications  
- Full cycle design: task analysis, prototyping, visual style creation, and implementation  
- Web design fundamentals: moodboards, grids, typography, UI-kits, and adaptation  
- User experience principles: persona development, user flow, smart animation  
- Team collaboration and project development  

**Experience**  
**Web Designer**  
[Project: Website for Selling Apartments]  
- Designed and developed a website for selling apartments, applying web design principles acquired during studies.  

**Team Project**  
[Project: Web Service Development]  
- Collaborated with peers to create a web service, mastering user experience principles and enhancing teamwork skills.  

**Mobile Application Development**  
- Developed a mobile application as part of academic projects, further refining design and implementation skills.  

**Core Values**  
- Focus on results and design  
- Commitment to mutual respect and a friendly atmosphere  
- Openness to partial remote work  
- Enthusiasm for corporate training and development  
- Aspiration for career growth  

**References**  
Available upon request.  "
98371,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

**Objective**  
Aspiring UI/UX Designer seeking to contribute to innovative projects that enhance user experiences while continuing to develop skills in a collaborative environment.

**Education**  
[Your Degree]  
[Your University]  
[Month, Year] - [Month, Year]  

**Projects**  

**Flower Lover**  
- Developed a flower delivery landing page aimed at attracting users and facilitating flower orders.  
- Created a visually appealing and informative platform for users to explore flower options, place orders, and access delivery information.  

**House Hopper**  
- Designed a web service for finding and booking accommodation worldwide.  
- Focused on simplifying the booking process for two user personas: property owners and guests, each with distinct functionalities.  
- Integrated features for property searches, reservations, communication with owners, and access to travel information.  

**Additional Projects**  
- Completed 5 projects during UI/UX Design courses, including landing pages, a website, a web service, and a mobile app.  

**Skills**  
- UI/UX Design  
- User Research  
- Competitor Analysis  
- Interface Design  
- Prototyping  
- Collaboration and Teamwork  

**Interests**  
- Passionate about working on projects that positively impact users' lives.  
- Committed to continuous growth and learning in the UX/UI design field.  
- Enthusiastic about collaborating with experienced professionals and sharing knowledge within a team.  "
98372,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

**Professional Summary**  
Dedicated UI/UX Designer with experience in leading design projects and collaborating with cross-functional teams. Proficient in creating user-centered designs and enhancing user experiences through effective prototyping and usability testing. Seeking to leverage my skills in a dynamic company.

**Experience**  

**Team Lead UI/UX Designer**  
Techgen IT  
[Month, Year] – [Month, Year]  
- Led a team of designers in the Techgen IT project, managing workflow and task distribution.  
- Communicated design concepts to developers, explaining the design of solutions and demonstrating design animations.  

**Freelance Experience**  

**Team Lead UI/UX Designer**  
IT Community  
[Month, Year] – [Month, Year]  
- Coordinated the design efforts of a team of young designers for a multi-page website.  
- Planned and managed project timelines and deliverables.  

**UI/UX Designer**  
[Company Name]  
[Month, Year] – [Month, Year]  
- Designed a user interface for a business card landing page for a house design services company, showcasing completed projects and service offerings.  

**UI/UX Designer**  
[Company Name]  
[Month, Year] – [Month, Year]  
- Developed a user-friendly interface for a mobile application focused on searching and purchasing air tickets, ensuring ease of use for customers.  

**Skills**  
- User Interface (UI) Design  
- User Experience (UX) Design  
- Prototyping and Usability Testing  
- Design Tools: Figma, Adobe Photoshop, Adobe Illustrator  

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Projects**  
- Designed various pet projects, including a landing page using Figma, Adobe Photoshop, and Adobe Illustrator.  

**Personal Attributes**  
Responsible, proactive, and open to constructive criticism. Committed to delivering results and contributing knowledge and skills to a team-oriented environment."
