Unnamed: 0,Modified_openai/gpt-4o_of_resume_Modelopenai/gpt-4o
98374,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Aspiring UI/UX Designer eager to learn and grow in a dynamic environment. Skilled in both individual and team settings, with a focus on delivering high-quality design solutions.

---

**Projects**

**Lost Pets Web Service**  
- Collaborated on a team project to develop a web service for locating missing animals.
- Conducted competitor analysis and created user personas.
- Developed low-fidelity and high-fidelity prototypes.
- Completed the full design cycle with engaging and high-quality content.

**Mobile Application Development**  
- Participated in a team project focused on mobile application development.
- Contributed to various stages of the design and development process.

**Hotel and Restaurant Complex Redesign**  
- Independently redesigned a hotel and restaurant complex website.
- Analyzed competitors and modernized the site to enhance user experience.

**Citroen C4 Landing Page**  
- Designed a landing page for Citroen C4 test drive registration.
- Adhered to the brief requirements and focused on user-friendly design.

---

**Skills**  
- UI/UX Design  
- Prototyping  
- Competitor Analysis  
- User Persona Creation  
- Team Collaboration  
- Individual Project Management  

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Location]  
[Year of Graduation]  

---

**References**  
Available upon request."
98375,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Objective**  
Aspiring web and mobile application designer with hands-on experience in creating adaptive designs and user interfaces. Seeking to leverage skills in UI/UX design and web service development.

---

**Experience**

**Design and Development Projects**  
- **Openmind Web Service**  
  - Collaborated in a team to develop a web service for couchsurfing, aimed at providing free housing globally or in exchange for services.
  - Conducted competitor analysis to identify strengths and weaknesses of existing platforms.
  - Developed user personas and scenarios to understand user needs and preferences.
  - Created user flows and detailed wireframes to map out the user journey.
  - Enhanced the user interface (UI) and user experience (UX) design for the host profile, including registration, housing addition, and profile management.
  - Adapted designs for mobile and tablet interfaces to ensure responsive design.
  - Developed a comprehensive UI kit to maintain design consistency.

---

**Skills**  
- UI/UX Design  
- Wireframing and Prototyping  
- Responsive and Adaptive Design  
- Competitor Analysis  
- User Persona Development  
- Mobile and Web Interface Design  

---

**Education**  
[Your Degree or Certification]  
[Your Institution]  
[Year of Graduation or Completion]  

---

**References**  
Available upon request."
98376,"Julia [Your Last Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Passionate UX/UI Designer with a background in photography, eager to apply skills and knowledge to commercial projects. Committed to continuous learning and contributing to meaningful and impactful projects.

---

**Education**  
**GoIT Course**  
Completed UX/UI Design Course

---

**Skills**  
- UX/UI Design  
- Figma  
- ProtoPie  
- Competitor Analysis  
- User Personas  
- User Journey Mapping  
- Wireframing and Prototyping  
- Responsive Design  
- Attention to Detail  
- Team Collaboration  

---

**Projects**  

**Buyland Supermarket App**  
- Developed a mobile app to streamline the shopping experience by allowing users to scan and pay for purchases in-app.  
- Conducted competitor analysis, defined target audience personas, mapped user journeys, and developed wireframes and prototypes.  
- Designed a simple and intuitive interface using Figma.

**Library App**  
- Designed onboarding and main pages using Figma.  
- Added animations with ProtoPie to enhance user experience.

**Flower App**  
- Created onboarding, registration, main page, and card designs using Figma.  
- Implemented animations to bring the interface to life.

**Clean Up Web Service**  
- Developed a user-friendly web service for a cleaning company to promote their business and facilitate service bookings.  
- Conducted competitor analysis, defined target audience personas, mapped user journeys, and developed wireframes and prototypes.  
- Designed a responsive website optimized for various devices.

**IT School Dashboard**  
- Designed a dashboard for an IT school, focusing on user-friendly navigation and data presentation.

**Mainsail Realty Company Website Redesign**  
- Redesigned a real estate company website to cater to middle-aged married couples interested in Florida real estate.  
- Focused on creating a minimalistic, clear, and easy-to-navigate design.

---

**Professional Goals**  
Seeking a challenging role that offers opportunities for personal and professional development, with a focus on growth potential."
98377,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Passionate and dedicated freelance designer with a focus on creating stylish, high-quality, and user-friendly designs. Eager to contribute to diverse projects, including e-commerce, landing pages, and mobile application interfaces.

---

**Professional Experience**  

**Freelance Designer**  
[Location]  
[Year] - Present  

- Developed a landing page for a jewelry store to attract a larger audience.
- Designed advertising banners and creatives to enhance marketing efforts.
- Created online stores, landing pages, creative banners, and mobile interfaces.
- Followed the principles of project design, including sketching and prototyping.
- Applied knowledge of user interface perception and compositional interface construction.

---

**Skills**  

- Proficient in creating visually appealing and functional designs.
- Strong understanding of modern design trends and user experience principles.
- Skilled in project design, sketching, and prototyping.
- Ability to design for various platforms, including e-commerce and mobile interfaces.

---

**Professional Development**  

- Actively engaged in self-training across various design styles through educational projects.
- Committed to daily improvement of design skills and staying updated with industry trends.

---

**Education**  

[Your Degree]  
[Your University/College]  
[Year of Graduation]  

---

**References**  

Available upon request."
98378,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Professional Summary**  
Creative and analytical designer with extensive experience in website and mobile application development. Proficient in using design tools such as Figma, Photoshop, Illustrator, Corel Draw, and Canva. Strong understanding of usability, UX methodology, graphic design principles, typography, and color theory. Proven ability to work effectively both individually and as part of a team, with a focus on creating responsive and adaptive designs that enhance user experience.

---

**Skills**  
- Proficient in Figma, Photoshop, Illustrator, Corel Draw, and Canva  
- Strong understanding of usability and UX methodology  
- Expertise in graphic design, typography, and color theory  
- Experience in developing websites and mobile applications  
- Skilled in creating responsive and adaptive designs  
- Strong analytical and creative thinking abilities  
- Effective team collaboration and individual work skills  

---

**Professional Experience**  

**Social Project: Website Development for Volunteers**  
- Participated in the development of a website aimed at supporting volunteer activities.  

**Recent Projects**  

**Real Estate Website Redesign**  
- Conducted research and planning to define goals and target audience  
- Performed competitor research and market analysis  
- Compiled user personas and user flows  
- Developed site structure and content, selecting color schemes, fonts, and graphics  
- Created wireframes and optimized design for usability and perception  
- Ensured responsiveness across devices and optimized media for performance  

**Pet Search Web-Service**  
- Defined main goals and target audience  
- Conducted market analysis and competitor research  
- Developed user personas and user flows  
- Created a coherent visual experience through careful selection of design elements  
- Developed wireframes and optimized design for ease of use  
- Implemented responsive design settings and media optimization  

---

**Education**  
[List your education here, if applicable]

---

**Certifications**  
[List any relevant certifications here, if applicable]

---

**References**  
Available upon request."
98379,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Professional Summary**  
I am an enthusiastic UX/UI designer with a passion for creating intuitive and attractive interfaces. With experience in developing web applications, adaptive design, and designing prototypes, I have a deep understanding of UX and UI principles. I am highly skilled in Figma, including auto layout, components, variants, and animation, and I stay up-to-date with the latest program features. I excel in planning and structuring projects on a large scale while maintaining attention to detail. I am adaptable, able to adjust to changes, and thrive in environments with like-minded individuals.

---

**Skills**

*Hard Skills*  
- Sitemap and Userflow  
- Analysis of CA and competitors  
- Typography and colors  
- Creation of mood boards  
- Knowledge of UX/UI principles  
- Lo-fi Hi-fi layouts  
- Prototyping  
- User testing  
- UI and UI-kit  
- Adaptive design  

*Soft Skills*  
- Argumentation of decisions  
- Communication skills  
- Adaptability to project requirements  
- Teamwork  
- Attention to details  
- Self-motivation  
- Workflow organization  
- Project management skills  
- Determination of priorities  
- Creativity  
- Time management  

---

**Experience**

*E-commerce Project*  
- Developed a site for new manufacturers combining trends, textiles, and materials, focusing on automating the ordering process.  
- Conducted project research, competitor analysis, client briefing, and CA determination.  
- Created sitemap, userflow, Lo-Fi and Hi-Fi wireframes, and conducted Nielsen Heuristics analysis.  
- Designed mood boards, conducted user testing, and developed UI-kit and UI.  
- Resulted in a convenient catalog with filters, sorting, and a comprehensive product card. Developed a functional shopping cart with order editing capabilities and options for delivery and payment methods.  
- Prototype testing achieved top results in CSAT, completion rate, and task time metrics.  

*Landing Page Project*  
- Developed a landing page to address the issue of animals in shelters and facilitate pet adoption.  
- Conducted project and secondary research, sketching, and brainstorming.  
- Created Lo-Fi and Hi-Fi wireframes, mood boards, and developed UI-kit and UI.  
- Designed an attractive interface using 10 blocks to present project details and dispel myths about shelter animals.  
- Added an interactive form for selecting pets.  

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Year of Graduation]  

---

**Certifications**  
[List any relevant certifications]  

---

**References**  
Available upon request."
98380,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Self-motivated junior UX/UI designer with a passion for detail and a strong background in furniture and interior design. Seeking to leverage my skills in landing page design, web services, and mobile applications to create intuitive and aesthetically appealing user interfaces. Eager to grow within a team of creative professionals.

---

**Experience**  

**UX/UI Designer**  
- Designed a landing page for the ""BusinessUp by Podvigina"" course, meeting tight deadlines and incorporating a UI kit and animation elements.
- Developed FinEasy, a collaborative web service for accountants and entrepreneurs, leading UX research, creating personas, and designing adaptive UI components with engaging animations.
- Redesigned a Mexican restaurant's website, conducting competitor analysis, creating wireframes, and implementing UI design with adaptation and animation using Figma.
- Completed the full design cycle for the Urban Festival landing page, including competitor analysis, wireframing, UI development, and responsive adaptation for tablets and mobile devices.

---

**Pet Projects**  
- Developed and managed two personal projects, showcasing creativity and initiative in UX/UI design.

---

**Skills**  
- UX Research  
- UI Design  
- Wireframing  
- Animation  
- Responsive Design  
- Figma  

---

**Professional Attributes**  
- Focus on results and design  
- Open to teamwork and collaboration  
- Adaptable to partially remote work  
- Committed to career growth and skill development  

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Year of Graduation]  

---

**References**  
Available upon request.  "
98381,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Education**  

**Mobios School**  
- UX/UI Design and Mobile Design Courses  
- Year: 2020  

**Projector**  
- Junior Web Designer Courses by Alex Kim, Den Potapov  
- Font Logo Courses by Kate Jacushek  
- Year: 2021  

---

**Skills**  
- Banner design for social media and print outdoor advertising  
- Customer briefing  
- Basic UX research, competitor analysis, business area analysis  
- Creation of personas, Customer Journey Maps (CJM), and User Flows  
- Interactive prototype creation  
- Typography, grids, color theory, mood, and atmosphere  
- Adaptive landing page design, e-commerce, corporate sites, and mobile applications  
- Project presentation development and client representation  
- Logo creation  

---

**Experience**  
- Designed banners for social media and outdoor advertising  
- Conducted customer briefings to gather project requirements  
- Performed basic UX research, including competitor and business area analysis  
- Created personas, Customer Journey Maps (CJM), and User Flows  
- Developed interactive prototypes to enhance user experience  
- Applied typography, grids, and color theory to design projects  
- Designed adaptive landing pages, e-commerce platforms, corporate sites, and mobile applications  
- Developed and presented project presentations to clients  
- Created logos for various projects  

---

**[Optional: Additional Sections]**  
- [Certifications]  
- [Languages]  
- [Volunteer Experience]  
- [Hobbies/Interests]  

---

**References available upon request**  "
98382,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Aspiring UX Designer with a strong foundation in UI/UX design, seeking to enhance skills in user experience design and contribute to creating exceptional digital experiences. Passionate about collaborating with a team of professionals to solve complex UX challenges.

---

**Experience**  

**Freelance UI/UX Designer**  
[Company/Client Name]  
[Month, Year]  

- Conducted research to find design references and created initial sketches.
- Developed wireframes and prototypes to visualize design concepts.
- Redesigned an existing application to improve user experience.
- Created YouTube and Instagram banners and intros to enhance brand presence.
- Designed and redesigned logos to align with brand identity.

---

**Skills**  

- **Design Tools:** Adobe Photoshop, Figma, InDesign, InVision (basic), Illustrator (basic)
- **Web Technologies:** HTML/CSS (basic understanding)
- **Languages:** English (Advanced)
- **Soft Skills:** Strong communication, organizational skills, and time management

---

**Professional Development**  

- Attended numerous design meetups to stay updated with industry trends.
- Completed web design marathons to enhance practical design skills.
- Developed a comprehensive portfolio showcasing diverse design projects.

---

**Goals**  

- Enhance expertise in UX design to create intuitive and engaging user experiences.
- Collaborate with a team of professionals to tackle UX challenges and drive innovation.
- Focus on meaningful design projects, avoiding gambling and advertisement design."
98383,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Aspiring UI/UX Designer with a strong foundation in research and design, seeking to leverage skills in user analysis, competitor research, and design to contribute to a dynamic team. Passionate about creating intuitive and engaging user experiences.

---

**Education**  
- **Basic UI/UX Course**  
  Hillel IT School  

- **UI/UX Webinar**  
  GoIt School  

---

**Experience**  

**Research Manager**  
Entertainment/Crypto Company  
[Month, Year] – [Month, Year]  
- Conducted comprehensive research and analysis on target audiences, competitors, and legal policies in various countries.
- Collaborated with the QA department on UI/UX and regression testing during the final month of employment.
- Enhanced project outcomes by integrating research insights into design and testing processes.

---

**Projects**  

**Destin/Tattoo**  
- Conducted competitor analysis and evaluated the existing website's UX for a tattoo salon.
- Developed a new design with improved colors, typography, and user flow, significantly enhancing site usability.
- Tools Used: Figma

**HelpPets**  
- Collaborated with a team to perform competitor analysis and develop typography and a UI kit for a web service platform.
- Contributed ideas for innovative features, such as AI assistance for predicting pet movements.
- Designed user flow and UI for a major user type (people who lost pets).
- Tools Used: Figma, Figma Mock-ups, Adobe Photoshop

---

**Skills**  
- Proficient in Figma and Adobe Creative Suite
- Strong analytical and research skills
- Experience in user analysis and competitor research
- Ability to work collaboratively in a team environment
- Interest in animations, mock-ups, and 3D design

---

**Preferences**  
- Seeking opportunities to work with a team of designers to enhance skills and knowledge.
- Open to using tools like Miro and other design platforms.
- Not interested in frontend development or deployment tasks."
98384,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Seeking a full-time position in a company dedicated to enhancing everyday life and business efficiency, where I can grow, learn, and contribute in a respectful and friendly environment.

---

**Experience**

**UkrainianPets Web Service**  
*Team Project*  
- Developed a platform for reporting and finding lost pets, enabling pet owners to connect with the public for assistance.
- Responsibilities included creating user personas, defining Jobs-to-be-done, and designing pages such as ""Lost"", ""Found"" animals, ""My Ads"", and forms for creating ads for found/lost animals.
- Implemented drop-down lists and collaborated extensively with the team to enhance the platform's functionality.

**Redesign of Indian Cuisine Website**  
*Independent Project*  
- Revamped an outdated website with low-quality visuals and insufficient customer information.
- Achieved a minimalist design that improved accessibility, structure, and visual hierarchy, resulting in a modern and user-friendly interface.

**Flower Shop Landing Page**  
*Independent Project*  
- Created a one-page website to promote a new bouquet delivery service.
- Designed a modern, user-friendly interface using vibrant flower photography and a unique color scheme to stand out from competitors.
- Enabled visitors to easily view flower arrangements and place delivery orders efficiently.

---

**Skills**  
- Web Design and Development  
- User Experience (UX) Design  
- User Interface (UI) Design  
- Team Collaboration  
- Project Management  

---

**Education**  
[Your Degree]  
[Your University/College]  
[Year of Graduation]  

---

**References**  
Available upon request."
98385,"EXPERIENCE

UI/UX Designer  
2022 - Present  

- Created web pages, blog site designs, and branded materials, including company logos, social media posts, and illustrations.  
- Designed mobile and web applications, including a project for Vinnitsa National Technical University (JetIQ).  
- Developed attractive and user-friendly designs for a wide range of clients, including small businesses.  
- Collaborated with clients and development teams to ensure successful project implementation.  
- Developed corporate identities and illustrations using design tools such as Figma, Illustrator, Photoshop, and Procreate.  
- Developed websites from concept and design ideas to responsive HTML5/CSS3 pages (including SASS and SCSS), ensuring clear and understandable code.  
- Applied UI/UX principles and adhered to brand guidelines to create functional and attractive products.  

SKILLS

- UI/UX Design (Figma)  
- Illustrations (Adobe Illustrator, Adobe Photoshop)  
- HTML, CSS (SASS, SCSS)  

Commercial Experience

- JetIQ (2022-2023): Design creation, wireframe, component creation, layout.  

Favorite Projects

- Anitime: Mobile application for watching anime  
- Innovexa: Landing page for a company providing data security services  

Courses

- Junior Front-end Developer - EPAM University  
- UI/UX Designer - Taras Shipka  "
98386,"**[Your Name]**

---

**Professional Summary**

Creative and detail-oriented web designer with experience in developing user-friendly and visually appealing websites. Proven ability to analyze user needs and design innovative solutions that enhance user experience. Seeking a full-time position in a company focused on improving everyday life and business productivity through user-friendly solutions. Fast learner, responsible, and eager to tackle challenging tasks.

---

**Projects**

**Flover Lover - Landing Page**
- Developed a landing page to promote a new bouquet delivery service.
- Collaborated with the client to create a simple, one-page site featuring gentle colors and easy navigation.
- Conducted competitor analysis and created a mood board to guide the design process.

**Custom Concept Tattoo & Design - Website Redesign**
- Redesigned the website for a tattoo studio to modernize its appearance and improve usability across different devices.
- Addressed issues with outdated design and lack of media adaptation to attract potential customers.

**VDOMA - Web Service**
- Designed and developed an animal search web service to assist owners in locating lost pets quickly.
- Executed the project in multiple stages, including competitor analysis, user persona development, prototyping, system design, UI creation, and adaptation.

---

**Skills**
- Web Design
- User Interface (UI) Design
- Competitor Analysis
- Prototyping
- System Design
- Adaptation for Multiple Devices

---

**Objective**

To secure a full-time position in a forward-thinking company dedicated to enhancing everyday life and business operations through innovative, user-friendly solutions."
98387,"**[Your Name]**

**[Your Address]**  
**[City, State, ZIP Code]**  
**[Your Phone Number]**  
**[Your Email Address]**  
**[LinkedIn Profile]**

---

**Objective**  
Passionate UX/UI designer eager to contribute to user-centered digital experiences. Seeking roles that foster creativity and collaboration within cross-functional teams, with a focus on quality, user satisfaction, and thorough design processes.

---

**Experience**

**UX/UI Designer**  
**Indian Cafe**  
- Redesigned the user interface to enhance user experience and engagement.
- Focused on mobile app optimization, web services, and landing page improvements.

**f.Lover Mobile App**  
- Developed a mobile application for ordering and delivering bouquets and gifts online.
- Collaborated with a team to provide users with personalized gift and flower recommendations.
- Implemented features allowing users to schedule orders for specific dates and special occasions.

---

**Skills**  
- User Interface Design  
- User Experience Optimization  
- Mobile App Development  
- Web Services  
- Landing Page Design  
- Cross-Functional Team Collaboration  
- User Research and Testing  
- Creative Problem Solving  

---

**Education**  
**[Your Degree]**  
**[Your University]**  
**[Year of Graduation]**

---

**Portfolio**  
[Link to your portfolio or personal website]

---

**References**  
Available upon request."
98388,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Aspiring designer seeking opportunities to work remotely or freelance, with a strong desire to grow and develop in a creative environment. Interested in joining a company that offers mentoring and collaboration to create products that meet customer needs.

---

**Skills**  
- Strong ability to work independently and collaboratively in team settings  
- Proficient in UX research, competitor analysis, and user flow design  
- Experienced in creating wireframes, mockups, and prototypes  
- Skilled in developing user-friendly interfaces for web and mobile applications  
- Knowledgeable in design principles and architecture of web services  

---

**Projects**  

**Flowers Delivery Mobile App**  
- Developed a user-friendly interface for an online flower ordering service  
- Conducted persona research to understand customer demand  
- Created an intuitive app for global bouquet ordering  

**Pet Scout: Animal Pet Search Web Service**  
- Conducted UX research, competitor analysis, and user flow design  
- Collaborated on architecture and design principles for a missing pet web service  
- Created wireframes, mockups, and prototypes in a team setting  

**Barbershop Landing Page**  
- Designed a landing page for barbershop services and appointment scheduling  
- Performed competitor analysis and developed user personas  
- Developed desktop, tablet, and mobile versions of the site  

**Tattoo Studio Website Redesign**  
- Created a website for a tattoo salon with artist selection and portfolio research  
- Conducted competitor analysis based on demographic data  
- Designed a visually appealing and intuitive website  

---

**Education**  
[Your Degree or Certification]  
[Your Institution]  
[Year of Completion]  

---

**Professional Development**  
- Completed training with a focus on technical and theoretical design knowledge  
- Led team projects and generated innovative ideas  

---

**References**  
Available upon request."
98389,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Email Address]  
[Your Phone Number]  

---

**Objective**  
Passionate UI/UX Designer with a focus on both web and mobile applications, seeking a full-time position in a creative and friendly team. Eager to find solutions to challenging problems, improve user interfaces, and have opportunities for creative growth in design tasks.

---

**Skills**  
- Proficient in Figma, Illustrator, Protopie, and Photoshop  
- Expertise in low and high fidelity prototypes  
- Skilled in vector illustration, component creation, and adaptive design  
- Experienced in logo creation and landing page design  
- Strong focus on improving user interface and user experience  

---

**Professional Experience**  

**Website Redesign: Destin Tattoo Company**  
- Conducted competitor analysis, prototyping, text and color selection  
- Developed logo, wireframes, and components  
- Adapted design for tablet and mobile  

**Web Service: The Lost Pets (Team Project)**  
- Collaborated on a project to help people find or adopt lost animals  
- Created user flow for individuals finding or adopting animals  
- Designed a unique logo for the web service  

**Mobile App: Suit Store**  
- Designed an app for user convenience in searching and purchasing goods  
- Developed a user flow for frequent male shoppers across different categories  
- Led the prototyping stage independently to completion  

---

**Education**  
[List your education here, if applicable]

---

**References**  
Available upon request."
98390,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Professional Summary**  
Experienced UX/UI Designer with a strong background in leading and developing innovative digital projects. Proven ability to create user-friendly designs for web and mobile applications, enhancing user experience and engagement. Seeking to join a dynamic team to contribute to impactful projects and further develop my skills.

---

**Professional Experience**

**Team Leader, BudgetStay Project**  
- Led the design and development of a web service aimed at providing users with options for free or affordable accommodation.
- Developed the main user flow with two account types (free and premium) and a secondary flow for three types of hosts.
- Designed interfaces for desktop, tablet, and mobile versions, including a prototype for desktop.

**Team Leader, Sensual Temple Project**  
- Spearheaded the development of a landing page for a tantric massage salon, enhancing its online presence and attracting potential clients.
- Designed responsive layouts for desktop, tablet, and mobile platforms.

**Independent UX/UI Designer, FoodieFinder Mobile Application**  
- Designed a mobile app for restaurant search and table reservations, offering users an efficient way to find and book dining options.
- Focused on creating a seamless user experience tailored to user preferences.

**Independent UX/UI Designer, India Cafe Website Redesign**  
- Redesigned the website for an Indian restaurant in Pennsylvania, USA, to create a modern and user-friendly interface.
- Added missing pages with photos and a menu, and integrated a reservation feature.
- Developed designs for desktop, tablet, and mobile versions, including a desktop prototype.

**Independent UX/UI Designer, Citroen 4 Landing Page Concept**  
- Created a concept for the Citroen 4 landing page in Ukraine, aimed at facilitating test drive bookings.
- Designed the layout for desktop use.

---

**Pet Projects**

**FoodieFinder Mobile App Design**  
- Developed a mobile application for restaurant search and table reservations, focusing on user-friendly design and functionality.

**Sensual Temple Landing Page**  
- Created a landing page for a tantric massage salon, promoting services and enhancing online visibility.

---

**Skills**  
- UX/UI Design  
- Prototyping  
- Responsive Design  
- User Flow Development  
- Team Leadership  
- Project Management  

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Year of Graduation]  

---

**Objective**  
To join a forward-thinking team as a UX/UI Designer, where I can contribute to innovative projects and continue to enhance my skills in creating exceptional user experiences."
98391,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Objective**  
Seeking a position in a dynamic and motivated team where I can contribute my skills in graphic design and user experience, while continuing to grow and achieve shared goals.

---

**Professional Experience**  

**Computer Science Teacher**  
[School Name], [Location]  
[Year Started] - [Year Ended]  
- Taught topics on raster and vector graphics, 3D modeling, and programming languages.
- Developed curriculum and delivered engaging lessons to enhance students' understanding of computer science concepts.

---

**Projects**  

**Website Redesign for Veterinary Clinic ""Aibolit""**  
- Led the full design cycle, including problem analysis, interface prototyping, and visual style creation.
- Delivered a modern and user-friendly website design to attract potential customers.

**""Coffee Time"" Mobile Application**  
- Managed the full design cycle, from problem analysis to interface prototyping and visual style development.
- Created a mobile application enabling users to scan and pay for goods, enhancing customer experience by reducing checkout times.

---

**Skills**  
- Proficient in Adobe Photoshop, Adobe Illustrator, Corel Draw, ProtoPie, and Canva.
- Experienced in developing moodboards, landing pages, conducting research, describing personas, and working on user flows.
- Strong ability to learn and apply new technologies.

---

**Education**  
[Your Degree] in Graphic Design  
[Your University], [Location]  
[Year Graduated]  

---

**Additional Information**  
- Passionate about learning and applying new technologies in design.
- Looking for a collaborative and supportive team environment."
98392,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Objective**  
Passionate and skilled UI/UX Designer with hands-on experience in web service design and a strong foundation in user-centered design principles. Seeking to leverage my skills and knowledge to contribute to innovative projects.

---

**Education**  
**Online IT School**  
UI/UX Design Course  
- Studied for 8 months, focusing on landing pages, websites, web services, and individual site elements.

---

**Projects**  

**Web Service for Traveling Around Ukraine**  
- Developed the design of a comprehensive web service aimed at facilitating travel across Ukraine. Focused on creating a user-friendly interface to enhance user experience.

**Pet Projects**  
- Initiated and developed two personal projects, showcasing creativity and technical skills in UI/UX design.

**Poltavski Galyshki (Website Redesign)**  
- Redesigned the website for Poltava Dumplings cafe as part of a web design course assignment.  
- Improved site structure by adding sections, incorporating necessary information, and attaching photos and contact details to enhance user engagement.

**VISIT (Web Service, Full-Stack Design)**  
- Designed a user-friendly web service to help users organize trips across Ukraine efficiently.  
- Conducted UX research and competitor analysis to inform design decisions.  
- Developed wireframes and implemented successful design solutions while avoiding common pitfalls.

---

**Skills**  
- UI/UX Design  
- Wireframing and Prototyping  
- UX Research and Analysis  
- Web Service Design  
- User-Centered Design Principles  

---

**Tools**  
- [List relevant design tools you are proficient in, e.g., Adobe XD, Sketch, Figma, etc.]

---

**Languages**  
- [List any languages you are proficient in, if applicable]

---

**References**  
Available upon request."
98393,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Professional Summary**  
Experienced layout designer with over 10 years in the publishing industry, specializing in the development of layouts for books, magazines, and posters. Skilled in page design, vector illustration, bitmap image processing, and print preparation. Recently expanded expertise to include UI/UX design, with a focus on web and mobile applications. Seeking to join a dynamic and supportive team to further develop skills and contribute to innovative projects.

---

**Education**  

**H.S. Skovoroda Kharkiv National Pedagogical University**  
Faculty of Art and Graphics  
Ad Designer  

**UI/UX Design Courses**  
- Communication  
- UX Research  
- Wireframing  
- UI Design  
- Mobile App Design  
- Web Design  
- Final Project: Client interviews, competitor analysis, SWOT analysis, UX Persona, CJM, information architecture, wireframes, and design  

---

**Professional Experience**  

**Layout Designer**  
Various Publishing Houses  
- Developed layouts for books, magazines, and posters  
- Designed pages and processed vector illustrations  
- Searched for and processed bitmap images, created collages  
- Executed book and magazine layouts  
- Prepared products for printing  

---

**Certifications**  

**Mobios School** (Sep 2021 — Dec 2021)  
UX/UI Web Design + Mobile Design  

**CURSOR Education** (Feb 2021 — Jul 2021)  
UI/UX Designer  

**Source IT (Courses)** (Feb 2015 — Apr 2015)  
HTML Layout  

---

**Skills**  
- Layout Design  
- UI/UX Design  
- Vector Illustration  
- Bitmap Image Processing  
- Print Preparation  
- Communication  
- UX Research  
- Wireframing  
- Mobile and Web Design  

---

**Objective**  
Eager to join a collaborative and innovative team where I can continue to learn and grow, while contributing to impactful design projects."
98394,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Objective**  
Aspiring UX/UI designer with a strong foundation in graphic design and a passion for user-centered design. Seeking opportunities to leverage skills in UX research, wireframing, and prototyping to create intuitive and engaging user experiences.

**Education**  
- **Google UX Design Professional Certificate**  
  - Completed courses on UX research, wireframing, and prototyping through Coursera, culminating in a comprehensive case study.

- **Certificates**  
  - University of Alberta: Introduction to Software Product Management  
  - California Institute of the Arts: Fundamentals of Graphic Design  

- **Diploma**  
  - II Degree Diploma, Sixth All-Ukrainian Student Olympiad in ""Design of Publishing and Printing Production""

**Experience**  
- **Freelance Graphic Designer**  
  - Designed print publications and illustrations using Adobe Photoshop and Adobe Illustrator.  
  - Collaborated with clients to create visually appealing and effective design solutions.  
  - Managed multiple projects simultaneously, ensuring timely delivery and client satisfaction.

**Skills**  
- UX Research  
- Wireframing and Prototyping  
- Adobe Photoshop  
- Adobe Illustrator  
- Graphic Design  

**Languages**  
- [List any languages you speak, if applicable]

**Portfolio**  
- [Link to your portfolio, if available]

**References**  
Available upon request."
