,Modified_openai/gpt-4o_of_Modified_openai/gpt-3.5-turbo_of_resume_Modelopenai/gpt-3.5-turbo_Modelopenai/gpt-4o
12521,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
Results-driven project manager and business analyst with over 5 years of experience in leading project teams and implementing IT projects within the telecommunications and banking sectors. Possess advanced education in project management and expertise in waterfall, skirmish, and agile methodologies. 

**Core Competencies**  
- Multitasking and managing multiple projects  
- Strong analytical, research, and organizational skills  
- Task breakdown and priority setting  
- Resource evaluation and project planning  
- Effective communication and problem-solving  
- Team collaboration and independent work proficiency  

**Professional Experience**  

**Project Manager / Business Analyst**  
[Company Name], [Location]  
[Month, Year] – Present  

- Lead and manage project teams in the successful implementation of IT projects in telecommunications and banking sectors.  
- Utilize waterfall, skirmish, and agile methodologies to ensure project success.  
- Break down complex tasks, set priorities, and evaluate resources for optimal project planning and execution.  
- Communicate effectively to resolve issues and ensure smooth project progression.  
- Thrive in both team-oriented and independent work settings, consistently delivering high-quality results.  

**Education**  
[Your Degree or Certification in Project Management]  
[Institution Name], [Location]  
[Year of Completion]  

**Technical Skills**  
- Proficient in project management software and tools  
- Familiarity with industry-specific IT solutions  

**References**  
Available upon request."
12523,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]

---

**Professional Summary**

With 17 years of experience in the banking industry, I specialize in digital retail banking. I have a proven track record of successfully implementing projects as a Product Owner and Business Analyst. My expertise includes developing front-office systems, tokenization systems, and internet banking platforms. I am passionate about digital banking and fintech projects and am open to new opportunities.

**Professional Experience**

**Banking Professional**  
[Your Company Name]  
[Location]  
[Month, Year] – Present

- Spearheaded the development of a front-office system for the bank's retail business, enhancing credit card sales, cash loans, refinancing, account management, and CRM functionalities.
- Collaborated with Visa and MasterCard to implement a tokenization system for Google Pay, Apple Pay, and Garmin Pay.
- Led the creation of an internet banking platform for retail business, facilitating p2p transactions, account management, currency exchange, and online account opening.

**Key Skills**

- Business Requirements Document (BRD) creation
- Business Process Modeling in BPMN 2.0 notation
- Project planning and backlog management
- UX/UI team supervision
- Proficient in Jira, Confluence, and Figma
- Familiar with Software Development Life Cycle (SDLC)
- Skilled in agile methodology and Agile framework

**Education**

[Your Degree] in [Your Field of Study]  
[Your University/College Name]  
[Location]  
[Year of Graduation]

**Certifications**

- [Certification Name]  
  [Issuing Organization]  
  [Year]

**Professional Affiliations**

- [Professional Organization Name]  
  [Role/Title]  
  [Year] – Present

**Additional Information**

- Passionate about digital banking and fintech projects
- Open to new opportunities

---

**References available upon request**"
12525,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
Dynamic and results-driven Product Owner with a proven track record of organizing teams to deliver optimal solutions for customers. Skilled in facilitating idea generation, conflict resolution, and removing obstacles to foster a collaborative and enjoyable work environment. Adept at bridging the gap between customers and teams, transforming business ideas into effective solutions.

**Professional Experience**  

**Product Owner**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]  

- Gathered needs and vision from the client’s strategic Product Owner.
- Contributed to the global roadmap in collaboration with the strategic Product Owner.
- Managed the product backlog, including specification, prioritization, and testing of new features, evolutions, and bug fixes.
- Led product development discussions within the team.
- Organized releases and communicated short-term roadmap knowledge across the team.
- Collaborated on UX and UI improvements with the strategic Product Owner.
- Provided support and ensured customer satisfaction.

**Technical Experience**  
- Printing and Publishing
- Retail
- CRM / ERP
- E-commerce
- Healthcare
- VR/AR Entertainment

**Expectations for Future Opportunities**  
- Mentorship and guidance from the company.
- Access to courses and training for professional development.
- Engagement in interesting and challenging projects.
- A friendly and collaborative company and team atmosphere.
- Opportunities for creativity and idea implementation.
- Regular performance appraisals with potential for wage revisions.

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University], [Location]  
[Year of Graduation]

**Skills**  
- Strong leadership and team organization
- Effective communication and conflict resolution
- Strategic planning and roadmap development
- Product backlog management
- UX/UI collaboration
- Technical expertise in various industries

**References**  
Available upon request."
12526,"**Projects:**

- Spearheaded the development of the company's core system from inception to completion.
- Executed internet marketing and sales strategies.
- Directed supply chain operations.

**Responsibilities:**

- Managed scope for three teams.
- Planned sprints and quarterly project timelines.
- Acted as Scrum Master for agile development processes.
- Gathered and translated requirements for team implementation.
- Developed solutions by evaluating alternative workflow options.
- Established specifications to control solution outcomes.
- Collaborated with cross-functional teams for seamless business process integration.
- Created documentation for new and modified features.

**Key Skills and Competencies:**

- Proficient in JIRA, Rally, MS Office, e-Commerce, CRM, SAP ERP.

**Personal Qualities:**

- Demonstrates initiative, analytical thinking, responsibility, proactivity, creativity, accuracy, sociability, quick learning ability, ambition, strong work ethic, and eagerness for new knowledge."
12527,"**Certifications:**
- PSM 1
- SAFe 5 Agilist
- SAFe Scrum Master
- SAFe Product Owner & Product Manager

**Professional Experience:**

**Sales Manager / Business Analyst**  
Galaxy IT  
Dec 2017 - May 2018
- Developed business opportunities by identifying potential customers on Upwork, Freelancer.com, and LinkedIn.
- Gathered and translated business requirements into actionable tasks for the development team.
- Set up JIRA and managed projects using Agile methodologies (SCRUM/Kanban).
- Conducted demo sessions of sprint results for customers.
- Facilitated sprint planning sessions with the development team.

**Business Analyst**  
Nix Solutions  
May 2018 - Nov 2019
- Translated stakeholder requirements into deliverables such as requirements specifications, user stories with acceptance criteria, and workflow diagrams.
- Assisted Product Owner in prioritizing work for the development team and maintaining a backlog.
- Provided ongoing requirements support to the development team.
- Supported sales and presales activities by gathering initial requirements for project estimation.
- Conducted UX research of competitors and created UI prototypes for web and mobile interfaces using Axure.

**Middle Business Analyst**  
GlobalLogic  
Nov 2019 - Present
- Created detailed and clear requirements in the US format.
- Organized and facilitated scrum ceremonies, including daily meetings, sprint planning, and estimation sessions.
- Developed UX prototypes for web interfaces using Wireframepro and Axure.
- Managed requirements through elicitation, clarification, documentation, and updates.
- Assisted in removing impediments to the development team's progress.

**Senior Business Analyst**  
EPAM  
Dec 2020 - Present
- Led the discovery phase and successfully scoped solutions for the quarter.
- Utilized UX prototyping tools to validate requirements and provide UX recommendations.
- Established a well-organized Confluence space for all project requirements.
- Organized workshops with end-user focus groups to elicit requirements and align expectations.
- Researched insurance products to enhance business value for the customer."
12528,"**[Your Name]**  
[Your Address]  
[City, State, ZIP]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Experience**

**HCM Configuration Specialist**  
*August 2019 - May 2021*  
- Initialized customer data and customized systems to meet client requirements.
- Supported and troubleshot customer issues effectively.
- Collaborated with the development team to ensure specifications matched client requirements.
- Conducted testing and worked with requirements throughout all development stages.

**Configuration Manager**  
*February 2013 – July 2019*  
- Managed configuration and build release processes for software.
- Set up test and production environments for company software products.
- Prepared technical design documentation.
- Supported projects and maintained customer databases.

**Software Implementation Specialist**  
*May 2010 – February 2013*  
- Drafted user instructions and described manufacturing processes.
- Imported data into Oracle and customized products to meet customer requirements.
- Developed additional reports and prepared products for revision.
- Administered systems and wrote automated QA tests.
- Trained users and provided customer support.

**Software Implementation Specialist**  
*May 2008 – April 2010*  
- Maintained accounting software and prepared test environments.
- Customized products to meet customer requirements and developed additional reports.
- Trained users and provided customer support.
- Coded in HTML, CSS, PHP, and Visual Basic.

---

**Areas of Interest**  
Finance, Big Data, Artificial Intelligence, Blockchain"
12529,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]  

---

**Professional Summary**  
Dynamic and results-driven professional with extensive experience in project management and business analysis. Proven track record in driving project success, enhancing stakeholder relationships, and fostering team development. Adept at implementing Agile methodologies and Scrum practices to improve planning and organization. Seeking to leverage skills in product development and strategy to contribute to business goals and customer satisfaction.

---

**Experience**

**Business Analyst & Project Manager**  
[Your Company Name]  
[Location]  
[Month, Year] – Present  

- Spearheaded the development of a project MVP with an Agile team, achieving completion within 4 months.
- Introduced Scrum practices, leading to improved planning and work organization.
- Strengthened stakeholder relationships, resulting in increased trust and collaboration.
- Developed team members, contributing to their professional growth and development.
- Led the analysis and documentation of requirements for a new system, ensuring alignment with business needs and successful implementation.
- Managed project success by ensuring completion on time, within budget, and meeting client objectives.
- Identified improvement opportunities and developed solutions to enhance business processes.
- Facilitated communication between stakeholders and technical teams to ensure project alignment with business objectives.
- Conducted project planning, prioritization, team management, budgeting, risk management, quality management, change management, and reporting.
- Focused on continuous evaluation and improvement of processes and systems to drive efficiency, productivity, and profitability.

---

**Skills**

- Project Management
- Business Analysis
- Agile Methodologies
- Scrum Practices
- Stakeholder Management
- Team Development
- Requirements Gathering and Analysis
- Solution Development
- Risk and Change Management
- Communication and Collaboration

---

**Education**

[Your Degree] in [Your Field of Study]  
[Your University/College Name]  
[Location]  
[Year of Graduation]

---

**Certifications**

- [Certification Name]  
- [Certification Name]

---

**Professional Affiliations**

- [Affiliation Name]  
- [Affiliation Name]

---

**Objective**

Seeking a position to develop products and ensure their success by actively contributing to product strategy and collaborating with others to meet business goals and customer needs. Committed to solving customer problems, deriving solutions, making data-driven decisions, and ensuring product value for users."
12530,"Amdocs Israel  
Program Manager  
2020 - Present  

Pasha Bank Georgia  
IT Section Manager  
June 2018 - December 2019  
- Managed IT operations, Software Development, Business Analysis, and Service Quality units  

Geocell - TeliaCompany - Telecommunications  
Technology Division, Services - Products and IT Section Manager  
February 2015 - June 2018  
- Oversaw Billing and Charging, Product and Services, Software Development, Enterprise IT, Business Support, and Reporting units  

Geocell - TeliaCompany - Telecommunications  
ICT Division, Service Network Department Manager  
January 2006 - February 2015  
- Managed Prepaid Charging system, Ericsson Billing Gateway platform, and VAS platforms (SMSC, CRBT, WAP GW, Voice Mail)  
- Led technical helpdesk, systems administration, maintenance, and deployment of new products  

Geocell LLC - Telecommunications  
Service and Product Operations Team Coordinator (Technical Department)  
March 2004 - January 2006  
- Managed Prepaid Charging system, Ericsson BGW platform, and Value Added System (SMSC, CRBT, WAP GW, Voice Mail)  
- Provided technical helpdesk support for internal customers  

Geocell LLC - Telecommunications  
Prepaid Charging System Engineer (Technical Department)  
March 2000 - March 2004  
- Administered Ericsson prepaid charging system  
- Delivered technical helpdesk support, configuration, and implementation of new products and tariff plans  

New Net Georgia LLC  
Digital PSTN Switching Center Technical Manager  
February 1997 - March 2000  
- Administered PSTN switching center  
- Managed shift staff and provided technical helpdesk support  

Recent Projects:  
- Retail Bank Launch (Cash-Loan and TopCard) August 2018 - August 2019  
- Prepaid Billing System Swap from Amdocs/Comverse One to Peter-Service BSS August 2017 - December 2017  
- Post-paid Billing and Interconnect Systems Swap from CBOSS to Peter Service BSS May 2016 - December 2016  
- Geocell Deep Packet Inspection, Policy and Charging Rules Function Platform Swap January 2017 - December 2017  
- Prepaid Billing System Swap January 2014 - September 2014  "
12531,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Objective**  
Seeking a long-term position in the IT industry to utilize and enhance my skills on interesting projects.

---

**Education**  
**IT Education Academy (ITEA)**  
- IT Project Management - Certificate  
- IT Business Analysis courses (BA Space School)  

---

**Professional Experience**  
- Over 10 years of experience in Project Management and B2B Sales within the agribusiness industry.  

---

**Skills**  
- Proficient in software development lifecycle, software development methodologies, risk management, and project planning.  
- Strong analytical, planning, organizational, and communication skills.  
- Skilled in creating well-structured and easy-to-read documents and presentations.  

---"
12532,"Head of SAP Project Team

- Led successful rollout of system refinements and solutions, consistently meeting project deadlines.
- Enhanced communication between IT and business stakeholders, project team members, and developers, reducing misunderstandings and clarifying project scope.
- Mentored team members, fostering professional growth; one advanced to Senior BA at a top IT company, another led an implementation project.
- Recognized multiple times in the Staff Roster at Metinvest-SMC (2015-2017) based on staff assessment results.
- Received contract extension at OSCE SMM in Ukraine due to high-performance evaluation.

Project Manager and Project Lead in SAP ERP Implementation

- Managed SAP ERP implementation for a metallurgical company, fulfilling roles of Project Manager, Business Analyst, QA, and Customer Support Manager.
- Coordinated team work and stakeholder communication, including with top management and tech managers, to align with business needs and implement new solutions.
- Prioritized Product Backlog and defined business needs, preparing requirements for Sales, Marketing, Finance, and Procurement departments.
- Tested IT solutions, refinements, system improvements, and bug fixes.
- Organized migration from 1C: Enterprise 8.2 to SAP ERP and provided first-line user support.
- Developed instructions, learning materials, and conducted training sessions.

Tools and Technologies

- Proficient in MS Office, user stories, use cases, scenarios, SDLC, Agile, Scrum, and SAP ERP test systems.
- Acquired knowledge of JIRA, Confluence, Miro, Basilique, BPMN, RACI matrix, Product Vision Boards, Story Mapping, and creating diagrams and prototypes.

Additional Experience

- Over 1 year as a Business Analyst in the beauty industry, customizing software and organizing processes.
- 1.5 years of international civil work involving administrative duties, contract management, and Human Resources.
- Over 1 year of experience in sales and marketing.

Objective

Seeking a role as a Business Analyst or Project Manager in a fast-paced organization to leverage expertise and continue professional growth."
12533,"Experienced Project Manager with a proven track record in developing web platforms and solutions for Telecom companies. Expertise in Agile frameworks and other development methodologies, consistently delivering high-quality projects on time and within budget. Strong communicator with a business-oriented mindset, currently serving as a Scrum Master. Proficient in project management software and well-versed in the latest technologies. Dedicated team player committed to achieving optimal results for clients and team. Actively seeking new opportunities to expand skillset and knowledge."
12565,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]  

---

**Professional Summary**  
Dynamic and results-driven professional with 4 years of experience in business analytics and 5 years in sales. Proven track record in managing and coordinating teams, implementing successful projects, and enhancing client relationships. Adept at working in start-up environments and outsourcing projects, with a strong focus on delivering high-quality results.

---

**Experience**  

**Business Analyst / Scrum Master**  
- Managed two teams:  
  - Team 1: 15 members (2 iOS Developers, 2 Android Developers, 4 Front-End Developers, 5 Back-End Developers, 2 QA Engineers)  
  - Team 2: 9 members (2 Mobile Developers, 2 Front-End Developers, 3 Back-End Developers, 2 QA Engineers)  
- Successfully implemented at least 5 integrations and released MVP in the second project.  
- Facilitated Scrum events including sprint planning, grooming, estimations, retrospectives, and backlog management.  
- Developed detailed documentation, user stories, use cases, and wireframes.  
- Planned and scheduled project timelines and ensured timely delivery of project scope.  
- Monitored team performance and provided regular progress reports to stakeholders.  
- Managed change requests and updated changelogs.  
- Produced technical requirements including UML diagrams.  
- Budgeted and planned project expenses, estimations, and risk management.  

**Sales Manager**  
- Managed and coordinated a sales department of 8 sales and pre-sales managers.  
- Established and implemented an Affiliate Program and Sales Strategy.  
- Experienced in launching projects from scratch and building strong client relationships.  

---

**Education**  
- Completed 'IT Project Management' course, April 2019  
- Completed 'Quantitative and Qualitative Market Research' course, November 2019  
- Attended private courses in MS SQL, MySQL, HTML, CSS, and PHP, March 2020 - July 2020  

---

**Projects**  
- Worked on 3 projects in the past year: 2 healthcare projects and 1 related to cryptocurrencies and crowdfunding.  
- Previous experience includes projects ranging from fitness apps to finance systems.  

---

**Skills**  
- Client Communication (USA/EU)  
- Business Analysis and Requirement Gathering  
- Development Process Management  
- Scrum Facilitation and Agile Methodologies  
- Documentation and Confluence Management  
- Project Planning and Scheduling  
- Team Performance Monitoring  
- Technical Requirement Production  
- Budgeting and Risk Management  

---

**Personal Attributes**  
- Highly dedicated to work, team, and company success.  
- Eager to learn and improve technical skills.  
- Strong appreciation for growth and support.  
- Seeking a company that feels like a second family.  

---

**Objective**  
Aspire to join a company where I can contribute to its services, products, and team, while fostering strong relationships and achieving outstanding results. Let's create exceptional outcomes together!"
12656,"Web Analyst / Business Analyst

**Current Position:**
- Web Analyst / Business Analyst at a leading national retail company

**Professional Experience:**

**Position 1: Business Analyst / Web Analyst (2021-2022)**
- Restructured reporting into a dynamic format for approximately 10 projects
- Automated daily reporting using a universal algorithm
- Established department interaction and accelerated internal processes exchange
- Increased the number of new projects for analysis by 2.5 times

**Position 2: Lecturer at a Ukrainian University (Part-time, 2020-2023)**
- Authored over 10 scientific and expert publications indexed in databases such as Scopus and Web of Science
- Implemented the concept of an educational YouTube channel

**Position 3: Chief Executive Officer of Own Online IT Project (2017-2021)**
- Developed a business model
- Achieved an average monthly profitability of about 90%
- Fully automated project for technical, managerial, and business processes within 14 months
- Transferred project to content manager support

**Position 4: Project Manager (Remote, 2016-2021)**
- Increased site's monthly traffic by almost 5 times (from 1.5 to 7 million users) over 4 years
- Increased advertising partners total number by 3 times
- Transferred project to freelance support of one developer

**Objective:**
Seeking a challenging and rewarding opportunity that allows me to leverage my experience as a Business Analyst, Web Analyst, and Project Manager to contribute effectively to a dynamic team of professionals."
12674,"[Your Name]  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

**Professional Summary**  
IT professional with over 10 years of experience, specializing in analysis, project management, and product ownership. Proven track record in Agile methodologies, with a strong focus on Scrum practices. Adept at creating comprehensive project documentation and managing software requirements. Skilled in conducting effective trainings and facilitating productive meetings. Seeking opportunities in small, dynamic teams where product focus is paramount.

**Experience**  

**Analyst and Proxy Product Owner**  
- Over 8 years of experience in various projects, acting as a liaison between stakeholders and development teams.
- Proficient in requirements validation and change management, ensuring alignment with project goals.

**Project Manager**  
- 4+ years of experience managing projects from inception to completion.
- Skilled in Agile methodologies, including Scrum and Kanban, with experience as a Scrum Master.

**Technical Skills**  
- Agile Methodologies: Scrum, Kanban
- Development Processes: Waterfall, Agile
- Project Documentation: Creation and management of software requirements
- Software Testing: Familiarity with testing processes
- Training and Facilitation: Conducting trainings, brainstorms, debates, and meetings

**Additional Skills**  
- Strong multitasking abilities and capacity to work under pressure
- Experience in mobile and desktop application development projects
- Preference for small, product-oriented teams

**Preferences**  
- Interested in working within small, enthusiastic teams
- Not interested in large departments with extensive portfolios or frequent project changes

**Industry Experience**  
- Extensive experience in IT projects
- No experience in the Banking sector

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Year of Graduation]  

**Certifications**  
- [Any relevant certifications you hold]  

**Professional Development**  
- Attended coach training to enhance team leadership and facilitation skills

**References**  
Available upon request."
12687,"**Andrii [Last Name]**

---

**Contact Information:**
- [Email Address]
- [Phone Number]
- [LinkedIn Profile]

---

**Professional Summary:**

Visionary Engineer and Automation Expert with over a decade of experience in developing custom automation tools and solutions. Highly skilled in process management, optimization, and digital integration, with a strong financial background and a passion for modern IT technologies. Fluent in English, Ukrainian, and Russian, with proven success in international collaboration and project management.

---

**Key Skills:**

- **Automation & Optimization:** Professional Microsoft Excel & Google Sheets Development, Advanced VBA/Google Apps Script, Workflow Optimization, Digital Integrations, Automated Reporting, Data Analysis, and Visualization.
- **Technical Proficiency:** JavaScript, CSS, HTML, PHP, SQL, WordPress, Airtable, Google Data Studio, Power BI, Microsoft Flow, Zapier, IFTTT, Integromat, Power Automate, and more.
- **Project Management:** IT Project Manager for ThinkWider App, Manager and Developer of IShare Educational Platform.
- **Communication & Negotiation:** Confident public speaker, professional negotiator, experienced in creating documentation, flowcharts, business cases, and technical requirements.

---

**Education:**

- **MA with Honors in Financial Management**  
  Erasmus+ MA Student, Krakow, Poland

- **BA in Corporate Finance**

- **BA in English Translation**

---

**Professional Experience:**

- **Top Rated Plus Upwork Freelancer**  
  - Completed over 50 successful long-term projects for more than 2500 clients across the US, Canada, UK, and Australia.
  - Worked with diverse industries including Finance, Marketing, Sales, Insurance, Manufacturing, Construction, Real Estate, Government, Healthcare, Education, and Media.

- **Collaboration with Industry Leaders:**  
  - Engaged with Crypto Traders, Investors, Stockbrokers, CEOs, CFOs, Senior Management, and Startups.

---

**Client Testimonials:**

- ""Andrii has exceptional knowledge in business and technology. Our solution now works flawlessly!""
- ""Exceptional Work! Andrii's strategic thinking and problem-solving skills are unparalleled.""
- ""Andrii's attention to detail and ability to see the big picture make him an invaluable asset.""
- ""Professional, skilled, a great communicator, and able to meet deadlines.""

---

**Additional Digital Skills:**

- **Software & Tools:** Airtable, Google Data Studio, Power BI, Databox, Power Query, Power Pivot, Microsoft Flow, Zapier, IFTTT, Integromat, Automate.io, Power Apps, App Sheet, bubble.io, Webflow, Telegram Bots.
- **Design & Media:** Canva, diagrams.net (draw.io), Paint.net, Photoshop, Sony Vegas, DaVinci Resolve.
- **Programming Languages:** Java, Python.

---

**Languages:**

- Fluent in English (IELTS C1)
- Native Ukrainian & Russian

---

**Personal Attributes:**

- Fast typing speed (top 1%, >100 WPM)
- Enthusiast of Low-Code/No-Code solutions
- Strong analytical and problem-solving skills
- Passionate about automation and efficiency

---

**Certifications:**

- [List any relevant certifications]

---

**References:**

Available upon request."
12736,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Experience**

**Co-founder and Business Manager**  
*Whales of Design*  
[Dates of Employment]

- Led a project team ranging from 4 to 12 members, ensuring effective collaboration and project delivery.
- Managed business operations and attracted potential partners through participation in specialized conferences.
- Developed and maintained relationships with external contractors and designers to meet project needs.
- Resolved customer conflicts and managed orders from inception to completion, ensuring client satisfaction.

**Recruiter and Manager**  
[Company Name]  
[Dates of Employment]

- Conducted recruitment processes to identify and hire qualified staff.
- Ensured quality control of work performance, maintaining high standards across projects.
- Played a role in organizing major events such as ""Ocean Elzy,"" ""Atlas Weekend,"" and ""Imagine Dragons.""
- Seeking opportunities in a large company that offers intellectual and professional growth.

---

**Education**

[Your Degree]  
[Your University/College Name]  
[Year of Graduation]

---

**Skills**

- Project Management
- Business Development
- Recruitment and Staffing
- Event Organization
- Conflict Resolution

---

**References**

Available upon request."
13078,"Yelyzaveta

**Professional Summary:**

Dedicated IT professional with extensive experience in project management and financial analysis. Committed to delivering high-quality solutions and fostering strong client relationships.

**Core Competencies:**

- **Technical Issue Resolution:** Expert in diagnosing and resolving complex technical challenges during project development.
  
- **Financial Management:** Skilled in overseeing financial operations and maintaining professional client interactions.
  
- **Process Optimization:** Collaborate with delivery managers to enhance client-side project management processes for optimal delivery outcomes.
  
- **Resource Cost Analysis:** Accurately calculate project resource costs to ensure financial efficiency and project profitability.
  
- **Project Margin Analysis:** Conduct thorough analysis of project margins to support strategic decision-making and future growth initiatives.

**Professional Objective:**

Driven by a passion for excellence in IT project management and financial solutions. Enthusiastic about collaboration and committed to contributing to team success. Actively seeking opportunities for professional growth and development."
13080,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Results-driven IT professional with 7 years of experience, specializing in business development and analysis. Proven track record in managing full-cycle sales processes, client relations, and project documentation. Skilled in CRM systems, email marketing tools, and cross-departmental collaboration.

---

**Professional Experience**

**Business Development Manager**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]

- Managed the full sales cycle, including lead generation, prospect qualification, opportunity development, and deal closure.
- Prepared comprehensive contract documentation, including estimates, proposals, MSA, and SOW.
- Utilized various CRM systems (Salesforce, Zoho, Dynamics, Act!) and email marketing tools (SendGrid, Reply, Outreach).
- Experienced with tracking systems such as Jira and Trello.
- Collaborated with multiple departments during the pre-sale stage, including recruiters, project managers, and company executives.
- Elicited client requirements during sales calls and served as the key contact for project coordination with PMs and clients.
- Acted as the primary point of contact for prospects during the pre-sale stage, managing tech interviews, gathering feedback, and addressing objections.
- Managed full-cycle email campaigns and created marketing materials, including case studies, press releases, and website content.
- Participated in the screening and interviewing of new team members for the Sales & Marketing department.
- Tutored and mentored junior team members, including remote teams in Ukraine and other international offices.

**Business Analyst**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]

- Conducted client requirements elicitation and evaluation.
- Created Software Requirements Specifications and maintained project documentation.
- Facilitated communication between customer representatives and developers.
- Prepared user guides and developed UI wireframes.

---

**Education**  
[Your Degree] in [Your Field of Study]  
[Your University], [Location]  
[Year of Graduation]

---

**Skills**  
- Full-cycle sales management  
- CRM and email marketing tools  
- Project documentation and requirements specification  
- Cross-departmental collaboration  
- Client relations and communication  
- UI wireframing and user guide preparation  

---

**Certifications**  
[List any relevant certifications]  

---

**Languages**  
[List any languages you speak]  

---

**References**  
Available upon request."
13146,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Dynamic and results-driven professional with over 7 years of experience in managerial roles across Ukraine, Qatar, UAE, and Lebanon. Proven track record in business development, production management, and team leadership. Fluent in English, with strong communication skills and expertise in international documentation and confidentiality agreements.

---

**Education**  
- **Dean's Honor List**  
  American University in Dubai  
  Recognized for outstanding academic achievements.

---

**Certifications**  
- **ISO22000 Certified Internal Auditor**

---

**Professional Experience**  

**Director of Business Development & Production**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]  
- Led and managed teams of up to 15 professionals, including engineers, designers, and sales managers.
- Oversaw third-party service providers to ensure project success and client satisfaction.
- Applied modern management principles to enhance team performance and project outcomes.
- Utilized tools like Trello and Google Documents to improve team communication and collaboration.

**Project Manager**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]  
- Successfully managed complex projects by breaking down tasks into manageable components.
- Provided clear instructions and guidance to team members to achieve project goals.
- Maintained strong client relationships through effective communication and presentation skills.

**Assistant Manager**  
[Company Name], [Location]  
[Month, Year] – [Month, Year]  
- Supported senior management in planning and organizing business operations.
- Contributed to the development and execution of strategic initiatives.

---

**Personal Projects**  
- Developed and managed successful eCommerce ventures and online news publications.

---

**Skills**  
- Team Leadership and Management  
- Strategic Planning and Execution  
- Effective Communication and Presentation  
- Proficiency in Trello and Google Documents  
- Experience with International Documentation and NDA Compliance

---

**Professional Attributes**  
- Demonstrated loyalty and commitment, with over 5 years at a previous employer.
- Strong ability to adapt and thrive in diverse international environments.

---

**Availability**  
Open to further discussion on motivation and career objectives."
13147,"Developed a robust partnership network with over 150 IT companies across Ukraine, Poland, Bulgaria, and other regions.

Successfully managed 10+ projects and numerous support tasks, ensuring timely delivery and client satisfaction.

Over 3 years of experience in project management and 2 years as a business development manager in the IT sector.

Versatile professional with strong communication skills and a passion for tackling new challenges.

Recent role as a Partnership Manager in an outsourcing/outstaffing agency, with key responsibilities including:
- Conducting meetings with clients and suppliers to ensure task clarity and foster mutual growth.
- Leading client communication and onboarding processes.
- Managing a team of developers and designers to achieve project goals.

Proficient in using Trello, Notion, Slack, Agile methodologies, Jira, CRM systems, and ActiveCampaign.

Eager to join a team where I can continue to learn and grow professionally."
13148,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Business Development Manager and Fundraiser with 5 years of experience in establishing and maintaining relationships with stakeholders, resulting in successful fundraising efforts. Proven track record in identifying new business opportunities and developing strategies for growth. Strong team player with a passion for collaborative success.

---

**Professional Experience**

**Business Development Manager and Fundraiser**  
- Established and maintained relationships with stakeholders, raising $30,000 in a week for a startup company.  
- Communicated new product developments to prospective clients.  
- Contacted potential clients to establish rapport and arrange meetings.  
- Identified new business opportunities and developed strategies to capitalize on them.  
- Attended conferences, meetings, and industry events to network and promote business growth.  
- Developed and set goals for the development team, ensuring they are met.  
- Researched organizations and individuals to find new opportunities.  

**Startup Project - Business Development Manager**  
- Set goals for the business development team and developed strategies to achieve them.  
- Met with stakeholders to discuss project progress and opportunities.  
- Trained business development staff to enhance team performance.  
- Researched prospective accounts in target markets to identify potential clients.  

**State Enterprise - Project Manager**  
- Determined and defined project scope and objectives to ensure alignment with organizational goals.  
- Tracked project costs to ensure adherence to budget constraints.  
- Monitored project progress and made necessary adjustments to meet objectives.  
- Measured project performance to identify areas for improvement and implement solutions.  

---

**Skills**  
- Strong communication and interpersonal skills  
- Strategic planning and goal setting  
- Research and analysis  
- Budget management  
- Team leadership and training  

---

**Education**  
[Your Degree] in [Your Field]  
[Your University], [Year of Graduation]  

---

**References**  
Available upon request."
