,Modified_mistralai/mixtral-8x7b-instruct_of_Modified_mistralai/mixtral-8x7b-instruct_of_resume_Modelmistralai/mixtral-8x7b-instruct_Modelmistralai/mixtral-8x7b-instruct
12527,"Here is your resume with some minor formatting changes for readability:

**[Your Name]**

**Certifications:**

* PSM 1
* SAFe 5 Agilist
* SAFe Scrum Master
* SAFe Product Owner & Product Manager

**Senior Business Analyst, EPAM (December 2020 - Present)**

* Led discovery phase and defined solution scope for the quarter
* Used UX prototyping tools to validate requirements and provide UX recommendations
* Built a well-organized Confluence space with all project requirements
* Organized workshop with focus group of end users to elicit requirements and align expectations
* Conducted research of insurance products to provide better business value for the customer

**Middle Business Analyst, GlobalLogic (November 2019 - November 2020)**

* Created detailed and understandable requirements in the US format
* Organized and facilitated scrum ceremonies: Daily meetings, Sprint planning and Estimations sessions
* Conducted UX prototyping of web interfaces via Wireframepro and Axure
* Managed requirements (elicitation, clarification, docs preparation, keeping requirements up to date)
* Assisted in facilitating and removing impediments to the Development Team's progress

**Business Analyst, Nix Solutions (May 2018 - November 2019)**

* Translated stakeholder requirements into tangible deliverables: requirements specification, user stories with AC, workflow diagrams
* Assisted PO on the end side to prioritize work for the development team and maintain a backlog of future work
* Provided ongoing requirements support for the development team
* Conducted sales and presale support, gathered initial requirements for estimation of the project
* Conducted UX research of competitors and UI prototyping of web/mobile interfaces in Axure

**Sales Manager / Business Analyst, Galaxy IT (December 2017 - May 2018)**

* Conducted business development of the company via search of potential customers on Upwork, Freelancer.com and LinkedIn
* Gathered business requirements and their translation into tasks for the development team
* Set up and managed JIRA projects according to Agile (SCRUM / Kanban)
* Conducted demo sessions of sprint results to the customer
* Conducted sprint planning sessions with the dev team."
12528, HCM Configuration Specialist: Aug 2019 - May 2
12529,"1. Successfully led MVP development for a project with a single Agile team within 4 months, utilizing Scrum practices to enhance planning and work organization.
2. Fostered strong relationships with stakeholders, increasing trust and collaboration.
3. Mentored team members, promoting professional growth and development.
4. Conducted comprehensive requirement analysis and documentation for a new system, collaborating with development teams to ensure system alignment with business needs, and overseeing successful implementation and adoption.
5. Experienced in driving project success, ensuring timely completion within budget and client objective attainment.
6. Managed project team, stakeholders, risks, and changes effectively.
7. Identified improvement opportunities, developed solutions, and facilitated communication between stakeholders and technical teams to ensure project value and business objective alignment.
8. Demonstrated expertise in project planning, prioritization, budgeting, risk management, quality management, change management, and reporting.
9. Skilled in gathering and analyzing requirements, developing solutions, and documentation.
10. Committed to continuously evaluating and improving processes and systems to enhance efficiency, productivity, and profitability.
11. Passionate about eliminating wasteful processes, delivering maximum value to projects and products.
12. Seeking a position to deductively develop products, ensure product success, and play an active role in product strategy.
13. Eager to collaborate with others to meet business goals and customer needs.
14. Interested in addressing customer problems, deriving solutions, and working with data to make data-driven decisions."
12530," Amdocs Israel
Program Manager
2"
12531,"ITEA Certificate in IT Project Management
BA Space School IT Business Analysis courses

Over 10 years of experience in Project Management and B2B Sales in the agribusiness sphere
Expertise in software development lifecycle and various software development methodologies
Proficient in risk management and project planning
Equipped with strong analytical, planning, organizational, and communication skills
Experienced in creating well-structured and easy-to-read documents and presentations

Motivated to secure a long-term IT role to utilize and enhance existing skills while working on challenging and interesting projects."
12532,"* Experienced Head of SAP Project Team
* Successfully implemented system refinements and solutions, consistently meeting project deadlines
* Improved communication and understanding between stakeholders, team members, and developers through clear project scoping
* Mentored team members, resulting in one becoming a Senior BA at a top Ukrainian IT company and another leading an implementation project
* Repeatedly recommended for staff based on strong performance assessments in 2015-2017
* High performance recognized with contract extension at OSCE SMM Ukraine

As Project Manager and Project Lead in SAP ERP implementation project (metallurgical company), responsibilities included:

* Organizing team work and communicating with stakeholders, including TOP management, to ensure business needs were met and new solutions implemented on time
* Prioritizing Product Backlog
* Working on SAP ERP implementation by defining business needs and preparing requirements for Sales, Marketing, Finance, and Procurement departments
* Testing IT solutions, refinements, system improvements, and bug fixes
* Organizing migration process from 1C: Enterprise 8.2 to SAP ERP
* Acting as first line of support for users
* Preparing instructions and conducting training

Tools and technologies utilized:

* MS Office (Word, Excel, Project, Outlook, Skype for Business)
* User stories, use cases, scenarios
* Backlog, project documentation
* SDLC, Agile, Scrum
* Test systems of SAP ERP
* JIRA, Confluence, Miro, Basilique, BPMN (learned later)
* RACI matrix, Product Vision Boards, Story Mapping, diagrams, and prototypes (practiced with)

Additional experience:

* Worked as a business analyst for over 1 year in the beauty sphere, customizing software and organizing working processes
* Gained 1.5 years of civil international working experience (administrative duties, contract management, Human Resources), as well as experience in sales and marketing (over 1 year)

Seeking a Business Analyst or Project Manager role (open to junior positions) in a dynamic organization to apply my expertise and continue professional growth."
12533,"Experienced Project Manager and Scrum Master

• Demonstrated success in project management, specializing in web platform and solution development for Telecom companies
• Proficient in Agile frameworks and various development philosophies, consistently delivering projects on-time and on-budget
• Excellent communication skills, with a strong ability to listen and solve problems, maintaining open communication with all stakeholders
• Business-focused mindset, keeping up-to-date with the latest technologies
• Efficient and results-driven team player, dedicated to contributing to team success

Contact me to discuss how I can contribute to your team's success."
12565,"Experience in Business Analytics: 4 years
Experience in Sales: 5 years

As a Business Analyst/Scrum Master:
- Led and managed teams of up to 15 software developers and 2 QA engineers.
- Implemented 5+ integrations and successfully released MVP for 2 projects.
- Coordinated and established sales strategies for teams of 8 sales and pre-sales managers.
- Developed and implemented Affiliate Program for sales department.
- Completed courses in IT Project Management, Quantitative and Quality Market Research, SQL, HTML, CSS, and PHP.
- Worked on 3 projects, including healthcare and cryptocurrency/crowdfunding projects.
- Managed development process, facilitated Scrum events, and enriched user stories.
- Planned and scheduled project timelines, managed changes, and produced progress reports.
- Communicated with clients in the USA/EU, identified and analyzed business needs, and developed technical requirements.
- Proficient in Confluence, UML, Use Cases, Functional & Non-Functional Specifications, Sequence diagram, budgeting, and risk management.

Key Skills:
- Strong client communication and problem-solving skills.
- Experienced in team, project, and stakeholder management.
- Proficient in development process management, documentation, and reporting.
- Knowledgeable in IT project management, market research, and various programming languages.
- Dedicated to continuous learning and growth.
- Starts workday at 11 am."
12656,"**Experience**

**Web Analyst / Business Analyst** (Current)
• Analyze and report on website traffic and user behavior for a national retail company.

**Business Analyst / Web Analyst** (2021-2"
12674," Experienced IT professional with over 10 years of experience in software selling and support processes automation in a globally distributed company (15+ offices).

Established scrum team process 'from scratch' and served as Scrum Master for a cross-functional team.

Accomplished Analyst and Proxy Product Owner on various projects for 8+ years, demonstrating proficiency in Agile, Scrum, and Scrum Master role.

Demonstrated Project Management skills for 4+ years, including experience in creating comprehensive project documentation, requirements validation, and change management.

Expert in creating software requirements: use case diagrams (Visio, Star UML), use cases, user stories, and cascaded requirements. Knowledgeable in software testing, having passed training and participated in testing activities.

Attended coach training, capable of conducting trainings, brainstorms, debates, and meetings. Proven ability to multitask and work effectively under pressure.

Experience in mobile and desktop applications development projects. Preference for small, product-oriented teams over large departments and extensive portfolios. Explicitly do not want to work in a pool and frequently switch projects.

Skilled in development processes: Waterfall, Agile (Scrum), and Kanban.

Note: No experience in the Banking sector."
12687," Automation Development Experience:

* 2001-Present: Extensive experience in automation development
* Proficient in various automation tools and programming languages
* Experience in designing, implementing, and maintaining automation systems
* Strong problem-solving skills and ability to work independently
* Proven track record of improving efficiency and reducing costs through automation

Education:

* Bachelor's degree in Computer Science

Note: No changes have been made to the original resume that are not accurate representations of the individual's experiences and qualifications."
12736," **Experience:**

*Co-founder and Business Manager, Whales of Design*

- Successfully launched a design agency, expanding into international markets with a first-year turnover of 20 thousand dollars
- Managed projects with team sizes ranging from 4-12 members
- Spearheaded business operations, attended industry conferences to attract potential partners, and fostered relationships with external contractors and designers
- Resolved customer conflicts and ensured project completion from inception to delivery

*Recruiter and Manager*

- Recruited staff and evaluated work performance
- Coordinated logistics for notable events, including ""Ocean Elzy"", ""Atlas Weekend"", and ""Imagine Dragons"" concerts

**Seeking a position in a reputable company that offers opportunities for intellectual and professional growth.**"
13078," Yelyzaveta
IT Professional with Project Management and Financial Expertise

Professional Background:

Experienced Project Manager, skilled in resolving complex technical issues and managing financial matters.

Functional Expertise:

1. Issue Resolution and Technical Troubleshooting:
- Proven ability to address and resolve intricate technical issues during the project lifecycle.
2. Financial Management and Client Relations:
- Skilled in managing financial interactions with clients, offering additional services and upselling supplementary solutions.
- Proficient in handling invoicing and time tracking inquiries with professionalism.
3. Collaboration with Delivery Manager and Client-side Process Configuration:
- Adept at streamlining client-side project management processes, ensuring smooth coordination and effective documentation.
4. Project Resource Cost Calculation:
- Proficient in calculating the cost of specialized resources for each project, ensuring profitability and viable resource allocation.
5. Overall Company Project Margins Calculation:
- Detail-oriented analysis and calculation of complete project margins, assisting the company in gauging overall project profitability.

Passionate and driven professional, committed to adding value and driving success. Seeking opportunities to grow into a highly qualified specialist and contribute to projects.

Connect with me to explore collaboration and discuss potential contributions."
13080,"Business Development Manager / Business Analyst

* Full cycle sales process: generated leads, qualified prospects, developed opportunities, closed deals; prepared contract documentation including Estimates, Proposals, MSA, SOW
* Utilized CRM systems (Salesforce, Zoho, Dynamics, Act!) and email marketing tools (SendGrid, Reply, Outreach), tracking systems such as Jira and Trello
* Coordinated with various departments during the pre-sale stage (recruiters, PMs, company executives), acted as the primary point of contact for prospects during the pre-sale stage (setting up and participating in tech interviews, gathering client’s feedback, working with objections)
* Managed full-cycle E-mail campaigns, created marketing materials (case-studies, press releases, website content)
* Participated in screening and interviewing new S&M department team members, tutored and educated junior team members, including remote teams in other company offices in Ukraine and abroad

Business Analyst:

* Elicited and evaluated clients' requirements, created Software Requirements Specifications
* Maintained and updated project documentation, communicated with customer representatives and developers
* Prepared User Guides, created UI Wireframes"
13146,"Dean's Honor List for Outstanding Academic Achievements - American University in Dubai.

ISO22000 - Certified Internal Auditor

• Over 7 years of extensive international experience in managerial positions, including Assistant Project Manager, Project Manager, and Director of Business Development & Production, in Ukraine, Qatar, UAE, and Lebanon.

• Fluent in English, with proficiency in expressing complex ideas, compiling detailed reports, and delivering product presentations. Experienced in handling international documents under NDA.

• Demonstrated ability to manage up to 15 direct reports, including engineers, designers, and sales managers, and coordinate with third-party service providers.

• Proficient in modern management principles, including plan, organize, lead, and control. Utilizes various programs and packages, such as Trello and Google Documents, to facilitate communication and cooperation.

• Proven track record as a loyal employee, with over 5 years of service at a previous company. Successful experience in personal projects in eCommerce and online news publications.

Available for further discussion of motivation and qualifications."
13147," * Established a partnership network with 150+ IT companies across Ukraine, Poland, Bulgaria, and other countries.
* Successfully managed over 10 projects and numerous support tasks, demonstrating strong project management and business development skills.
* Experienced professional with 3+ years in project management and 2 years in business development management within the IT industry.
* Strong communicator with a curiosity for new challenges and a proven track record of growing partnerships.
* Currently serving as a Partnership Manager in an outsourcing/outstaffing agency, where I am responsible for client and supplier meetings to understand and grow partnerships.
* Handle communication and onboarding of clients, ensuring a smooth and efficient process.
* Manage a team of developers and designers, providing guidance and support to achieve project goals.
* Proficient in various project management and communication tools, including Trello, Notion, Slack, Agile, Jira, CRM, and ActiveCampaign.
* Seeking a dynamic team that offers opportunities for growth and learning."
13148," **Business Development Manager & Fundraiser**

* Built and maintained relationships with stakeholders, securing a $30,000 investment for a startup company within a week
* 5 years of experience in business development and fundraising

**Business Development Manager**

* Communicated new product advancements to potential clients
* Initiated contact with potential clients to establish connections and schedule meetings
* Uncovered new business opportunities
* Participated in conferences, meetings, and industry events
* Set development team and business growth goals, ensuring their achievement
* Researched organizations and individuals to discover new opportunities

**Startup Project Business Development Manager**

* Set business development team objectives and devised strategies to meet them
* Consulted with stakeholders
* Coached business development staff
* Investigated prospective accounts in target markets

**Project Manager, State Enterprise**

* Defined and determined project scope and objectives
* Monitored project costs to adhere to budget
* Supervised progress and made necessary adjustments
* Evaluated project performance to identify enhancement areas

**Team Player**

* Proven ability to collaborate effectively in both small teams and large projects"
13149," ---

**Experience:**

* Established 48 new interconnections with companies across Europe, CIS, America, and Asia within the past 6 months, while identifying and flagging 5 fraudulent companies.
* Managed projects with international partners for 2 years, working with both consumer (B2C) and business (B2B) clients across the globe (Europe, Asia, America, CIS, Africa). Focused on telecommunications for the past 1.5 years, managing interconnections processes and expanding the partnership network.
* Searched for new partners, negotiated terms, calculated business cases, conducted fraud checks, drafted and signed agreements, and communicated with new partners regarding commercial, technical, and legal aspects of the project. Ensured seamless interactions between new companies and all internal departments.
* Gained experience in a computerized environment, utilizing tools such as Pipedrive CRM, Odoo, Confluence, Jira, and Mattermost. Directly engaged with customers through various channels, including telephone, email, Skype, LinkedIn, and cold/warm calls.

**Skills:**

* Proficient in communication and collaboration, with a structured thinking approach and a willingness to engage with diverse customers.
* Adept at thriving in high-pressure situations and managing multiple tasks in a fast-paced environment.
* Strong problem-solving skills, a proactive and efficient work ethic, and self-motivation.

**Job Goals:**

Seeking a challenging and exciting role that utilizes communication, helping people, and project management skills within an international, multilingual environment. Eager to join a team of professionals who are passionate about their work and appreciate a collaborative and respectful management style, training programs, and English language development opportunities. Prefer a position consisting of 70% communication and 30% technical tasks, with opportunities to learn new technologies, tools, and methods as needed."
13150," **Accomplished Business Development, Sales, and Project Manager**

*History of surpassing targets, forging profitable partnerships, and enhancing customer lifetime value.*

**Experience**

* Seasoned Enterprise Sales Professional with 9 years in sales, project management, and business development, including team lead and manager roles (Enterprise, B2B, B2C).
* Proven ability to manage projects related to sales strategies, product development, IT solutions implementation, trade marketing activities, and marketing and business plans.
* Strong entrepreneurial spirit and change management skills.
* Experienced team leader with deep understanding of business processes, development, and Cloud Computing solutions (SaaS, API, Cloud Services).
* Innovative thinking for digital transformation and high-value selling, with persuasive communication and presentation abilities.
* Consistent record of project and sales goal achievement, implementing agile and waterfall methodologies, expanding market share, and increasing revenues.
* Established relationships with colleagues, partners, and C-level customers.

**Responsibilities**

* Product development - CRM. KRA: creating business concept, ToR, roadmap, UX/UI, RM, commercial and social marketing strategies.
* Developing commercial and marketing strategies for all products to create value propositions for new clients.
* Participating in developing a marketing strategy. KRA: brand promoting, loyalty, new leads, media, social companies, press.
* Humanitarian project management, implementing IT solutions (value conception design, CRM, website, fundraising).
* Implementation of PM, BA standards, and methodologies into strategic corporate sales.
* Managing 10 active customers and 40+ prospects with a total ARR of $1M (FMCG, Agro, Manufacturing).
* Closed 15 deals in 1.5 years with overachievement success.
* Developed account strategy for top clients in FMCG, resulting in higher sales conversion.
* Annual involvement of 10+ clients (annual sales turnover €300.000).
* Creation and management of the partner relations/Involvement of 5+ partners a year/Sales turnover in partners network €220k a year.

**Personal Attributes**

* Open-minded, motivated, and curious individual, eager to test potential and take calculated risks.
* Persuasive personality, creative, proactive, reliable, independent, and perfectionist.
* Enthusiastic team player who values colleagues' input and assumes leadership for responsibilities and important decisions.
* Independent worker with a positive attitude, great energy, and strong solution-oriented mindset.
* Adapts and multi-tasks in a fast-paced and quickly changing environment.
* Excellent interpersonal and communication skills with a creative approach.
* Strives for success in sales, project development, negotiation, and implementation of ideas, needs, and cases."
13196,"Experienced Operations Manager with a proven track record in business development, delivering personalized services while handling 3-4 clients simultaneously. Demonstrated success in testing internal tools, resulting in improved client responses. Consistently excelled in cold outreach via email, LinkedIn, and calls.

Managed a team of 12 senior team leaders, including 42 SDRs across Mexico and Ukraine locations, earning recognition as The Best Manager every month. Skilled in day-to-day client communication and interested in pursuing a Project Manager role.

Professional career progression:

* 2019: Began as a B2B SDR
* 2021: Promoted to Team Lead role
* 2022: Advanced to Operations Manager

Adept at managing 10 active client responses while maintaining personalized interactions. Passionate about business development and committed to ethical practices, ensuring honest representation of qualifications and experiences."
13382,"---

**Experience:**

- Successfully implemented ERP system, aligning with business needs and delivering high-quality results on time and within budget. Achievements include: Reducing databases from 13 to 3, cutting data exchange time from 40 minutes to 2 minutes, and shortening the full cycle from 3 hours to 15 minutes; enabling an increase in concurrent sessions to 2500 users in one database; developing extensive productivity metrics with support threshold alerts; providing balance data for all stores in one database.
- Managed the implementation of Microsoft Dynamics CRM within 6 months.
- Deployed Manage Engine Service Desk Plus for support level I and II, and projects.

**Certifications:**

- BPMN 2.0
- Microsoft Project
- Confluence (certified)
- Agile
- Scrum
- Waterfall (certified)
- SDLC
- ERP
- CRM
- Microsoft Office Suite (Power Point, Excel, Power BI, Visio, Access, etc.)
- WordPress
- WooCommerce

**Skills:**

- Highly motivated Business Process Architect/Project Manager with 10+ years of experience in delivering projects within scope, budget, and timelines.
- Strong communication, stakeholder management, and problem-solving skills.
- Proficient in using Agile, Waterfall, or hybrid methodologies to ensure project success and customer satisfaction.
- Access to the latest project management resources and training opportunities through PMI chapter membership.
- Currently pursuing Project Management Professional (PMP) certification.
- Seeking challenging and interesting projects utilizing modern technology stacks."
13461," Chief Accountant, Bank [Duration]

* Directed and managed the financial operations of the bank, ensuring compliance with regulations and accuracy in financial reporting.
* Collaborated with senior management to establish and implement financial strategies.

Director, Bank [Duration]

* Oversaw the operations of the bank, driving growth, efficiency, and profitability.
* Developed and maintained relationships with key stakeholders, including customers, regulators, and shareholders.

Software Implementation Specialist, Bank [Duration]

* Implemented software solutions for treasury, processing, and agency sales, improving operational efficiency and productivity.
* Coordinated with cross-functional teams to gather requirements, configure software, and ensure successful implementation.

Development Team Manager, Bank [Duration]

* Led a development team of up to 10 members, creating and maintaining automation products for banking activities from scratch.
* Assigned tasks, managed workflows, and ensured timely delivery of projects.

Project Manager, Bank [Duration]

* Managed projects with customers, setting up tasks for development, overseeing testing, and implementing solutions to customers.
* Gained experience in international companies, further developing skills in complex project management.

Work Experience: Over 10 years of experience in implementing and managing complex projects in the banking industry. Proven track record in directing financial operations, overseeing bank operations, implementing software solutions, leading development teams, and managing projects in the banking industry."
13475,"Business Transformation Manager / Head of PM / IT Project Manager

* Grew company size by 300% in 1 year, expanding from 12 to 36 team members
* Decreased client bag reports by 80% through enhanced delivery quality
* Increased project margins by 27% and implemented parallel processes, reducing delivery times
* Led a team of 35 individuals, including PMs, front-end and back-end developers, QA, designers, and sales managers
* Conducted analysis of business processes and workflows to identify and address bottlenecks
* Prioritized and implemented business process transformation plans
* Developed and implemented a standardized time-tracking system, improving developer estimates and reducing projects with developers going beyond estimates to nearly zero
* Improved developer workload indicator by 20%, reducing downtime between projects and increasing revenue
* Increased company profit by 40%
* Managed a team of 17 individuals, including 2 managers and 15 developers
* Trained project managers from scratch
* Successfully launched over 40 projects (websites)
* Proficient in manual testing and web design
* Interested in product development, game development, and business process transformation to drive company growth

Seeking new opportunities in a reputable company with a dynamic team."
13477,"Heading: Experienced Head of Business Analysis

Work Experience:

1. Head of Business Analysis, IT Company
Duration: 4 years
- Implemented 20+ projects as Head of Business Analytics
- Developed a project management process within the team and with customers
- Collaborated with top banking clients in Ukraine, including Alfa Bank, Ukrsotsbank, Aval Bank, Bank Credit Dnipro, Idea Bank
- Developed and implemented loan portfolio segmentation, increasing work efficiency by 8-10%
- Created a scoring model based on 50+ indicators, reducing costs by 1"
13537,"* Trained and mentored new staff members, providing them with internships and company orientation.
* Coordinated project development tasks, ensuring their successful completion.
* Managed a team of junior customer service representatives, setting goals, meeting deadlines, and facilitating cross-functional collaboration.
* Monitored team communications and shared knowledge about new products and updates.
* Generated monthly KPI reports on subordinate operator performance, analyzing data for work process optimization.
* Identified and addressed product/service usage issues, proposing solutions to enhance user experience.
* Fostered interdepartmental communication, facilitating efficient issue resolution and delivering customer-centric solutions.
* Provided multichannel customer support, handling inquiries through chats, tickets, messengers, and social networks.
* Delivered exceptional customer service, resolving queries with passion and commitment.
* Communicated effectively with English-speaking clients from various regions, resolving complex service issues and addressing current concerns.
* Demonstrated proficiency in CRM systems, adapting quickly to new programs and changes.
* Showcased a successful track record in problem-solving and customer satisfaction."
13893,"- Generated $1,000,000 in revenue within 9 months.
- Built and led highly efficient lead generation and sales team in 4 months.
- Implemented OKR and KPI frameworks to drive performance and track progress.
- Led B2B sales and business development process, including lead generation, customer support, and partnership management.
- Managed teams of sales, business development, and account managers, fostering a results-driven culture.
- Successfully negotiated and closed deals, delivering on company objectives.
- Handled planning and budgeting process effectively, aligning team goals with company strategy.
- Served as an advocate for company products, promoting their value to potential clients.
- Open to personal meetings for discussing opportunities in detail."
13897,"Commercial Director, International Trading Company

• Directed a talented commercial team, contributing to the company's growth and success during a 4-year tenure.
• Overseeing all commercial activities and strategies, managing key accounts, negotiating contracts with suppliers and buyers, and building robust relationships with international partners.
• Fostered close collaboration with sales, marketing, finance, and logistics departments, ensuring seamless coordination and alignment across the organization.

Primary Responsibilities:
• Led the commercial team, setting strategic goals and objectives.
• Managed key accounts, ensuring customer satisfaction and retention.
• Negotiated contracts with suppliers and buyers, securing favorable terms and conditions.
• Established and maintained strong relationships with international partners.
• Coordinated with various departments, ensuring seamless integration and alignment."
14744,"Experienced professional with a strong background in managing changes and implementing systems in large trading and manufacturing companies.

Expertise:

* Project management and business analysis
* System analysis and design (MRP II, ERP, WMS, CRM, BI, MDB, etc.)
* Warehouse logistics, supply chain management, and production management
* Sales, shipping, production, and supply planning
* Budgeting and management accounting

Proven track record:

* Built management resource systems according to MRP II principles, eliminating OOS of raw and materials, increasing production planning efficiency, and minimizing force majeure.
* Oversaw and automated operational activities in grocery and electronic supermarkets, including administration of corporate directories, marketing promotions, and loyalty programs.
* Implemented address storage and accounting of goods consignments, WMS, minimizing errors in warehouse selection/placement and increasing service level.
* Developed and implemented S&OP, WMS, SCM, BI, etc. systems, increasing business efficiency.

Managed IT projects in four countries remotely, establishing and consolidating management accounting.

Led teams of programmers and analysts up to 20 people.

Problem solver with a strong desire to fix old mistakes and prevent new ones.

Seeking a company with a culture of asking analysts for help and continuous improvement."
14862," Experience:

* Founded and established company, creating a solid foundation and structure.
* Assembled effective team, completing annual plan 7 months ahead of schedule.
* Boosted revenue growth by 102% and company net profit by 58% of planned indicators.
* Executed rebranding strategy, leading to new company structure and regulations.
* Optimized business processes, decreasing costs by 30%.

Expertise:

* Over 11 years of experience in business and project management.
* More than 3 years of expertise in Innovative Technologies and Entertainment Industry.
* Over 8 years of experience in Media and Fashion Business.
* Proficient in people management, ranging from 5 to 500+ individuals.
* Strong experience in building operational processes from scratch and operations management.
* Skilled in business processes systematization and automation, digitization of documents, planning and financial performance management.
* Extensive experience in managing international projects and teams in France, Italy, Great Britain, UAE, USA, Germany, Saudi Arabia, and Spain."
14882," CEO & Founder, Software Startups
• Led and founded two software startups as CEO, responsible for various business roles including HR, finances, tech development, legal, marketing, fundraising, and business partnerships
• Successfully launched web and mobile products for local and international companies, taking them from concept to marketing stage
• Developed data-driven marketing strategies, including referral programs, cash back campaigns, and offline partnerships

Product & Project Manager, IT Companies
• 7+ years of experience in local and international IT companies
• Held key management roles in 10+ IT projects (web + mobile), serving as the primary coordination point for both internal and external stakeholders
• Directed technical teams towards successful roadmap implementation within allocated resources

Blockchain & Exponential Technologies Enthusiast
• Passionate about innovation, optimization, and automation
• Results-driven and deadline-oriented entrepreneur

Marketer & Growth Ninja
• Skilled in creating marketing strategies that drive growth

Seeking
• Rare and exciting opportunities for personal growth and career development
• Ambitious business or organization with a social impact mission
• Projects with a beneficial social impact and products that challenge traditional ways of thinking and working
• Fintech projects and products that focus on blockchain transformation
• Career development opportunities, working environment, and social corporate culture are important considerations in my decision-making process."
14890,"Business Analyst & Project Manager
• Collected, consolidated, analyzed, and documented requirements for 1C Enterprise, client projects, and business operations
• Communicated with company employees, global development teams, and clients verbally and in writing
• Analyzed and documented business processes, optimized the work of 1C Enterprise, and researched new approaches to improve existing processes
• Partially participated in project management, coordination, and interaction with other teams, developed project plans, and managed resources
• Created technical tasks, functional responsibilities, and SEO structure for the entire project development period
• Utilized CRM systems for data collection and analysis, developed a marketing strategy, and launched a charitable NFT project
• Conducted market research, built UX prototype, and managed teams for various projects

As a CEO, Owner, and Business Analyst,
• Disseminated information about Internet opportunities, developed a business model, and organized the company (documentation, hiring, distribution of functional responsibilities)
• Developed SEO structure and usability of website design, marketing strategy, and worked on marketing campaigns
• Searched for new approaches to optimize existing processes, and developed a CRM system for data collection and analysis."
14906,"Positions:

* Development Director (Restaurant Business)
* Political Worker
* Project Manager, Organizer, Head of Partnership Department, PR Specialist
* Business Owner, Director

Years of Experience: 6

Responsibilities and Achievements:

* Generated over UAH 10,000,000 in a month for the company through partnership activities
* Led a team to increase company revenue 10-fold within a year, from UAH 100,000 to UAH 1,000,000
* Systematized and automated company processes, implemented 45 staff efficiency indicators and task management for project work, resulting in increased income and project completion rate

Languages:

* Ukrainian (Fluent)
* Russian (Fluent)
* English (B2/C1)
* German (Beginner)
* Spanish (Beginner)

Education:

* Bachelor of International Relations."
14907,"Transformation of businesses and departments into systematic form (MBA coursework)

* Led products, resulting in 10%+ monthly userbase growth
* Managed crypto portfolios with 5%+ monthly profitability using market neutral strategies
* Secured funds for fixed income allocation, ventures, and directional trading
* Developed algotrading bots for bitcoin and $ portfolios, targeting 50% annual profits with max 5% risk
* Accurately forecasted stock market direction, crises, EUR/USD, and oil price direction for one year

Exhibit: strong interpersonal skills, meticulous, responsible, persistent, dedicated, energetic, and comradely

Technical proficiencies: websockets, REST, API, python, excel macros, VPN

Experience:

* Investment Banking: Analyst to Portfolio Manager (2008-2013)
* Business Development: Classical Bank (2013-2014)
* Crypto Hedge Fund: Founder (2014-2017)
* IT Career: Algotrading bot developer (2017-2021)
* Crypto Exchange: Business Analyst to Product Manager and Head of Liquidity (2021-present)

Seeking CEO, Head of Product, CTO, or Head of Sales roles with a focus on effective principal-agent problem resolution."
14914," CEO / Project Manager at LLC «ДБК-7» (2017-2022)
• Led and coordinated a team of professionals, overseeing daily operations and providing guidance.
• Managed projects from inception to completion, ensuring timely delivery and budget adherence.
• Negotiated contracts and agreements at all levels, building and maintaining strong relationships with clients and partners.
• Obtained necessary permits from state bodies, ensuring compliance with regulations and laws.
• Participated in and conducted tenders, representing the company's interests and securing profitable deals.
• Developed comprehensive plans, budgets, and risk management strategies, ensuring the success of each project.
• Organized and facilitated meetings, fostering open communication and collaboration within the team.
• Oversaw marketing efforts and reporting, increasing brand visibility and driving business growth.
• Coordinated commissioning processes, ensuring a smooth transition from construction to operation.

Deputy Head of the Own Forces Department at LLC «KAN BUD» (2012-2017)
• Planned and coordinated department and construction site activities, optimizing workflows and enhancing productivity.
• Implemented cost-minimizing and profit-maximizing ideas, contributing to the company's financial success.
• Optimized work processes and analyzed financial activities, ensuring efficient resource allocation and financial health.
• Developed budgets, tenders, contracts, and estimates, maintaining accuracy and integrity in all financial dealings.
• Verified and approved “КБ-2” documentation, adhering to quality standards and regulatory requirements.
• Managed procurement and vendor relations, negotiating favorable terms and maintaining positive partnerships.
• Created and implemented deadlines plans and controls, ensuring timely completion of projects and tasks.
• Monitored and adjusted pricing policies, maintaining competitiveness and profitability in the market."
14916," Ranked among top young media managers in Ukraine by Talent Advisors, mmr.ua, and PwC.

Over 8 years as CEO of CitySites, leading a team of 200+ employees across 115 branches in 7 countries, including 057.ua, inalmaty.kz, comoros24.com, and vilniuje.info.

• Proven leadership and management skills, managing teams of up to 200 people.
• Highly self-motivated and team-oriented.
• Proactive and results-driven, with persistence and determination to expand businesses into new markets.
• Expertise in staff recruitment and training, as well as creating and developing major projects.
• Strong background in managing active sales, including customer service, presentations, and objection handling.
• Successful track record in project management, SEO, internet marketing, PPC, and SMM.
• Proficient in preparing and writing necessary documentation, business process analysis, and modeling for company development."
