,Modified_gpt-4o_of_Modified_openai/gpt-4o-mini_of_resume_Modelopenai/gpt-4o-mini_Modelgpt-4o
98375,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Dedicated designer with expertise in user-centered design for web services and mobile applications. Eager to apply UI/UX design skills to contribute to pioneering projects.

**Experience**  

**Training Courses**  
*Designer*  
[Dates of Training]  
- Created landing pages, websites, and mobile applications with a focus on adaptive design principles.  
- Partnered in the development of the Openmind web service, enhancing global couchsurfing experiences.  
- Performed competitor analysis to pinpoint service strengths and areas for improvement.  
- Developed user personas and narratives to clearly define user needs and challenges.  
- Formulated user flows and wireframes to map the user experience journey.  
- Enhanced UI through iterative design methodologies.  
- Significant achievements included:  
  - Crafting a profile card for host users.  
  - Designing UI and UX for host profiles, including registration, housing features, and messaging functionalities.  
  - Adapting designs for optimal viewing on mobile devices and tablets.  
  - Developing a UI kit to ensure design uniformity across the platform.  

**Skills**  
- UI/UX Design  
- Wireframing and Prototyping  
- User Research and Persona Development  
- Competitor Analysis  
- Adaptive Design  
- Collaboration and Teamwork  

**Education**  
[Your Degree]  
[Your University]  
[Graduation Date]  

**Certifications**  
[List any relevant certifications]  

**References**  
Available upon request."
98376,"Julia [Last Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  
[LinkedIn Profile]  

---

**Professional Summary**  
Creative and passionate UX/UI designer with a foundation in photography, eager to apply my design skills and experience in Figma to commercial projects. Completed comprehensive UX/UI design course at GoIT. Detail-oriented team player dedicated to continuous learning and growth in the design industry.

---

**Projects**  

**Buyland Supermarket App**  
- Collaborated on designing a mobile app for seamless shopping experiences, eliminating checkout lines.  
- Conducted competitor analysis, defined target audience, mapped user journeys, and developed wireframes and prototypes using Figma.  
- Created an intuitive interface with thoughtful color and font choices.

**Library App**  
- Designed onboarding and main pages using Figma.  
- Enhanced user experience with simple animations via ProtoPie.

**Flower App**  
- Developed onboarding, registration, main page, and card designs in Figma.  
- Incorporated animations to create engaging user interactions.

**Clean Up Web Service**  
- Part of a team creating a web service for a cleaning business, promoting services and facilitating bookings.  
- Led competitor analysis, defined target personas, mapped user journeys, and designed wireframes and prototypes.  
- Ensured responsive and optimized website design for various devices.

**Real Estate Company Website Redesign**  
- Redesigned Mainsail Realty's website to appeal to married couples interested in Florida home ownership with a minimalistic and clear style.  
- Focused on customer satisfaction and digital marketing strategies.

**IT School Dashboard**  
- Developed a functional and visually appealing mini-project dashboard for an IT school.

---

**Skills**  
- UX/UI Design  
- Figma  
- ProtoPie  
- Wireframing  
- Prototyping  
- User Journey Mapping  
- Competitor Analysis  
- Attention to Detail  

---

**Career Objective**  
Aspiring to advance in a challenging UX/UI design role that fosters personal and professional development."
98377,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Creative and detail-oriented designer with a strong background in developing engaging online experiences. Expertise in creating landing pages, online stores, and advertising creatives. Dedicated to continuous improvement and staying abreast of modern design trends.

**Experience**  

**Freelance Designer**  
[Your Location]  
[Month, Year] – Present  
- Enhanced audience engagement by designing a landing page for a jewelry store.  
- Supported marketing initiatives by developing advertising banners and creatives.  
- Created comprehensive online stores, landing pages, creative banners, and mobile interfaces.  
- Employed a structured design process, encompassing sketching and prototyping.  
- Improved usability by applying user interface perception principles and compositional interface construction.  

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Skills**  
- Web Design  
- User Interface Design  
- Prototyping  
- Sketching  
- E-commerce Solutions  
- Mobile Interface Design  
- Trend Analysis  

**Professional Development**  
- Actively participated in various educational projects to advance design skills and mastery of diverse styles.  
- Consistently honing design capabilities and staying informed on modern design trends.  

**Interests**  
- E-commerce projects  
- Landing page design  
- Mobile application interface design  "
98378,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]

---

**Objective**  
Creative and detail-oriented designer specializing in website and mobile application development. Eager to apply my graphic design and user experience skills to drive innovative and impactful projects.

---

**Professional Experience**

**Website Development for Volunteers**  
- Collaborated on the creation of a platform aimed at connecting volunteers with potential opportunities.

---

**Core Competencies**  
- Expertise in Figma, Photoshop, Illustrator, Corel Draw, and Canva  
- In-depth understanding of usability principles and UX methodologies  
- Strong foundation in graphic design principles, typography, and color theory  
- Experienced in developing responsive websites and mobile applications  
- Adept at creating both responsive and adaptive designs  
- Analytical, innovative problem-solver  
- Cooperative and effective team contributor  

---

**Notable Projects**

**Real Estate Website Redesign**  
- Spearheaded research efforts to define key goals and understand target demographics  
- Conducted comprehensive competitor and market analysis  
- Developed user personas and mapped the user journey for optimal site architecture  

**Pet Search Web-Service**  
- Engineered the site's content strategy, defining core components and structure  
- Curated color schemes, typographies, and visual elements for coherent design  
- Optimized layout composition for enhanced usability  

**Development and Optimization Initiatives**  
- Designed wireframes for website and service pages utilizing Figma and Adobe Photoshop  
- Created compelling offers and calls to action to increase user interaction  
- Developed visually appealing layouts to improve overall user experience  
- Ensured cross-device responsiveness and screen resolution compatibility  
- Enhanced loading efficiency by optimizing images and media elements  

---

**Personal Statement**  
Dedicated to delivering exceptional results both autonomously and collaboratively, I am committed to refining my creative thinking skills and contributing effectively to my team's success."
98379,"**[Your Name]**  
[Your Address]  
[City, State, ZIP]  
[Your Phone Number]  
[Your Email Address]  

---

**Objective**  
Enthusiastic and motivated designer seeking to grow in a collaborative environment with like-minded individuals, crafting intuitive and engaging user interfaces.

---

**Skills**

**Hard Skills**  
- Sitemap and user flow development  
- Competitive analysis  
- Typography and color theory  
- Mood board creation  
- UX/UI principles  
- Low-fidelity and high-fidelity layouts  
- Prototyping and user testing  
- UI and UI-kit design  
- Adaptive design  

**Soft Skills**  
- Decision-making argumentation  
- Strong communication  
- Project adaptability  
- Team collaboration  
- Detail-oriented  
- Self-motivated  
- Workflow optimization  
- Project management  
- Priority management  
- Creativity  
- Time management  

---

**Professional Experience**

**E-commerce Project**  

- **Objective:** Developed a platform for new manufacturers to blend trends, textiles, and materials seamlessly.
  
- **Responsibilities:**  
  1. Conducted thorough project and competitive analysis.  
  2. Led client briefings and determined customer personas.  
  3. Developed sitemaps and user flows.  
  4. Designed lo-fi and hi-fi wireframes.  
  5. Conducted Nielsen Heuristics analysis.  
  6. Created mood boards and performed user testing.  
  7. Developed UI-kits and prototypes.  
  
- **Achievements:**  
  - Successfully designed a user-friendly catalog with advanced filtering and sorting options.  
  - Implemented a functional shopping cart with edit and selection capabilities for delivery and payment methods.  
  - Achieved high performance in user testing metrics (CSAT, completion rate, task time).  

**Landing Page Project**  

- **Objective:** Designed a landing page to promote awareness and adoption of shelter animals.
  
- **Responsibilities:**  
  1. Conducted primary and secondary project research.  
  2. Performed sketching and developed wireframes.  
  3. Led brainstorming sessions and mood board creation.  
  4. Developed UI-kits and prototypes.  
  
- **Achievements:**  
  - Crafted visually appealing 10-block interface to educate and inspire.  
  - Integrated an interactive pet selection form.  

---

**Proficiency**  
- Advanced in Figma with skills in auto layout, components, variants, and animation.  
- Continually updated with the latest software features and UI/UX trends.  

---

[Customize further sections such as education, certifications, etc., if applicable]"
98380,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Dedicated junior UX/UI designer with meticulous attention to detail and a focus on crafting intuitive and engaging interfaces. Eager to apply my design expertise and collaborative skills in a team-oriented environment.

**Experience**  

**Junior UX/UI Designer**  
[Your Company Name]  
[City, State]  
[Month, Year] – Present  
- Designed a landing page for ""BusinessUp by Podvigina"" course, meeting stringent deadlines.  
- Created user interfaces that blend functionality with aesthetics.  
- Worked within a creative team, welcoming new challenges and growth opportunities.  

**Project Experience**  

- **Landing Page for BusinessUp by Podvigina**  
  Crafted the landing page for ""BusinessUp by Podvigina,"" using a UI kit and animations to meet tight deadlines.  

- **FinEasy Web Service**  
  Developed FinEasy, a web service for accountants and entrepreneurs. Led UX research, persona creation, and user flow development; designed adaptive UI components with animations for varied devices.  

- **Redesign of Mexican Restaurant Website**  
  Revamped a Mexican restaurant's website. Conducted competitor analysis, wireframing, and UI design using Figma to boost the user experience.  

- **Urban Festival Landing Page Design**  
  Executed the full design cycle for Urban Festival, including design of landing pages, competitor analysis, wireframes, and responsive UI adaptation.  

**Skills**  
- UX/UI Design  
- Wireframing and Prototyping  
- User Research and Personas  
- Responsive Design  
- Figma  
- Animation Elements  
- Team Collaboration  

**Projects**  
- Developed two personal pet projects demonstrating design proficiency and creativity.  

**Additional Information**  
- Results-oriented design focus  
- Open to partially remote work  
- Keen to collaborate with a dynamic team for idea exchange and skill enhancement  
- Driven by career advancement goals"
98381,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

---

**Education**  

**Mobios School**  
- UX/UI Design and Mobile Design Courses, 2020  

**Projector**  
- Junior Web Designer Courses by Alex Kim, Den Potapov, 2021  
- Font Logo Courses by Kate Jacushek, 2021  

---

**Experience**  

- Designed banners for social media and outdoor print advertising.  
- Conducted customer briefings to gather project requirements and objectives.  
- Executed basic UX research, including competitor analysis and business area assessments.  
- Created user personas, customer journey maps (CJMs), and user flows.  
- Developed interactive prototypes to visualize and communicate design concepts.  
- Applied expertise in typography, grids, color theory, mood, and atmosphere in design projects.  
- Designed adaptive landing pages, e-commerce sites, corporate websites, and mobile applications.  
- Crafted logos for various projects, ensuring brand cohesion and recognizability.  
- Developed comprehensive project presentations and effectively communicated them to clients.  "
98382,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Aspiring UX designer with a robust foundation in web design, dedicated to creating exceptional user experiences. Eager to enhance UX design expertise and contribute to a dynamic team.

**Experience**  
**Freelance UI/UX Designer**  
[Month, Year] - [Month, Year]  
- Conducted research to find design references and created initial sketches.  
- Developed wireframes and prototypes to visualize design concepts.  
- Redesigned an application to enhance user experience.  
- Created YouTube and Instagram banners and intros for project promotion.  
- Designed and redesigned logos to align with brand identity.

**Skills**  
- Adobe Photoshop  
- Figma  
- InDesign  
- InVision (basic)  
- Illustrator (basic)  
- HTML/CSS - basic knowledge  
- English - Advanced  
- Strong communication  
- Organizational skills  
- Time management  

**Goals**  
- Develop expertise in UX design.  
- Solve website UX challenges to create outstanding user experiences.  
- Grow professionally within a team setting."
98383,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio Link]  

---

**Objective**  
Driven UI/UX designer with solid skills in user research and design principles, eager to contribute to a team focused on crafting engaging and user-centric designs.

---

**Education**  
- Completed UI/UX Fundamentals, Hillel IT School  
- Attended UI/UX Webinar, GoIt School  
- Developed a portfolio with several personal projects  

---

**Experience**  

**Research Manager**  
Entertainment/Crypto Company  
[City, State]  
[Month, Year] – [Month, Year]  
- Led research efforts to analyze target audiences, competitors, and international legal policies.  
- Partnered with the QA department on UI/UX initiatives and conducted regression testing in the final month of tenure.  

---

**Projects**  

**Destin/Tattoo**  
- Analyzed competitors and redesigned a website with improved UX; focused on enhancing usability through updated colors, typography, and user flow.  
- Tools used: Figma  

**HelpPets**  
- Part of a team that examined competitors and created a Typography and UIKit for a web service aiding volunteer work, charity, and pet recovery.  
- Proposed features, including AI for tracking pet movements.  
- Designed user flow and UI for users seeking lost pets.  
- Tools used: Figma, Figma mock-ups, Adobe Photoshop  

---

**Skills**  
- Expertise in Figma and Adobe Creative Suite  
- Advanced research and analytical abilities  
- Proven experience in designing user flows and developing UI  
- Strong team collaboration skills  

---

**Interests**  
- Passion for animation, mock-ups, and 3D design; actively seeking experience in these areas  
- Open to utilizing tools like Miro and similar platforms  

---

**Note**  
- Prefer to avoid frontend implementation with JavaScript or deployment activities.  "
98384,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  

---

**Objective**  
Aspiring to secure a full-time role within an organization focused on enhancing everyday life and business. I'm eager to contribute and grow in a respectful, friendly environment that offers development and learning opportunities.

---

**Experience**  

**UkrainianPets Web Service**  
- Collaborated on a platform for pet owners to report lost pets and engage the public in recovery efforts.  
- Developed user personas and conducted Jobs-to-be-Done analysis.  
- Designed and implemented key pages, enhancing user experience and functionality.  

**Redesign of Indian Cuisine Cafe**  
- Independently redesigned an outdated website, improving visuals and customer information accessibility.  
- Created a minimalist design focusing on accessibility, resulting in a modern, user-friendly interface.  

**Flower Shop Landing Page**  
- Developed a one-page promotional website for bouquet delivery services.  
- Emphasized modern design with appealing imagery and a distinctive color scheme to outshine competitors.

---

**Skills**  
- Web Design  
- User Experience (UX)  
- Team Collaboration  
- Project Management  
- Visual Design  

---

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

---

**References**  
Available upon request."
98385,"**EXPERIENCE**

**UI/UX Designer**  
2022 - Present  

**Courses:**  
Junior Front-end Developer - EPAM University  
UI/UX Designer - Taras Shipka  

In the past year, I have:  
- Designed web pages, blog sites, and branded materials, including company logos, social media posts, and illustrations.  
- Developed mobile and web application designs, such as a project for Vinnitsa National Technical University (JetIQ).  
- Created attractive and user-friendly designs for small business clients.  
- Collaborated effectively with clients and development teams for successful project implementation.  
- Crafted corporate identities and illustrations using Figma, Illustrator, Photoshop, and Procreate.  
- Developed responsive websites using HTML5/CSS3, SASS, and SCSS, delivering clear and efficient code.  
- Adhered to UI/UX principles and brand guidelines, focusing on creating functional and visually appealing products.  

**SKILLS**  
- UI/UX Design (Figma)  
- Illustration (Adobe Illustrator, Adobe Photoshop)  
- HTML, CSS (SASS, SCSS)  

**Commercial Experience**  
- JetIQ (2022-2023) - Responsible for design creation, wireframing, component creation, and layout.  

**Projects**  
- Anitime - Mobile application for anime streaming  
- Innovexa - Landing page design for a data security services company  "
98386,"**Flover Lover**  

**Objective**  
Dedicated and responsible professional seeking a full-time position in a company focused on enhancing everyday life and business through user-friendly solutions. Eager to undertake challenging tasks and learn quickly.

**Landing Page Development**  
- Developed a landing page for bouquet delivery services, emphasizing user-friendliness and simplicity.  
- Designed a one-page site with a gentle color palette to create a pleasing aesthetic.  
- Conducted competitor analysis and developed a mood board for UI before initiating the main design.

**Custom Concept Tattoo & Design**  
- Led the redesign of an outdated website for a tattoo studio, enhancing the overall user experience.  
- Resolved design inconsistencies across various media platforms.  
- Crafted a modern and attractive design to draw in potential customers.

**VDOMA**  
- Developed an animal search web service to assist owners in locating lost pets.  
- Managed the project through multiple stages, including competitor analysis, user persona development, prototyping, system design, and UI adaptation."
98387,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**Objective**  
Innovative UX/UI designer eager to create user-centered digital experiences. Committed to fostering creativity and collaboration within cross-functional teams to ensure quality and user satisfaction.

---

**Experience**  

**UX/UI Designer**  
*Indian Cafe*  
[Month, Year] – [Month, Year]  
- Led a redesign initiative to improve user interface for enhanced engagement.  
- Partnered with cross-functional teams to optimize mobile app performance.  
- Developed web services and crafted landing pages to bolster marketing efforts.  

**Mobile App Developer**  
*f.Lover Mobile App*  
[Month, Year] – [Month, Year]  
- Assisted in developing a mobile app dedicated to online bouquet and gift delivery.  
- Enhanced user experience by implementing personalized gift and flower recommendations.  
- Enabled order scheduling features for specific dates and special occasions.  

---

**Skills**  
- UX/UI Design  
- Mobile App Development  
- User Research  
- Prototyping and Wireframing  
- Cross-Functional Collaboration  
- Problem Solving  

---

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

---  

**References**  
Available upon request."
98388,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  

**Objective**  
Passionate designer seeking remote or freelance opportunities to enhance skills and contribute to the development of user-centered products.

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]  

**Projects**  

**Flowers Delivery Mobile App**  
- Created a user-friendly interface for an online flower ordering service.  
- Conducted customer persona research to identify demand, ensuring ease of use for global bouquet ordering.  

**Pet Scout: Animal Pet Search Web Service**  
- Led UX research, including competitor analysis and user flow, to design web service architecture.  
- Applied design principles to enhance user experience for a missing pets search service.  
- Collaborated on wireframes, mockups, prototypes, and a Behance presentation.  

**Barbershop Landing Page**  
- Designed a landing page to introduce barbershop services and enable appointment scheduling.  
- Conducted competitor analysis, persona development, and employed diverse research methods.  
- Created responsive designs for desktop, tablet, and mobile platforms.  

**Tattoo Studio Website Redesign**  
- Developed a website for a tattoo salon to streamline artist selection and consultation scheduling.  
- Analyzed competitors' demographics and statistics before initiating design.  
- Delivered a visually appealing, research-based website.  

**Skills**  
- User Experience (UX) Design  
- User Interface (UI) Design  
- Wireframing and Prototyping  
- Competitor Analysis  
- Persona Development  
- Responsive Design  

**Interests**  
- Pursuing mentorship and professional growth in design.  
- Committed to creating products tailored to customer needs."
98389,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
UI/UX Designer with proficiency in Figma, Illustrator, Protopie, and Photoshop. Specializes in developing low and high-fidelity prototypes, vector illustrations, adaptive designs, and logos. Dedicated to enhancing user interfaces and user experiences for web and mobile applications, transforming concepts into effective solutions that address user challenges and improve daily objectives.

**Skills**  
- Figma  
- Illustrator  
- Protopie  
- Photoshop  
- Prototyping (Low and High-Fidelity)  
- Vector Illustration  
- Component Design  
- Adaptive Design  
- Logo Creation  
- Landing Page Design  
- UI/UX Improvement  

**Professional Experience**  

**Freelance UI/UX Designer**  
[Your Location]  
[Month, Year] – Present  
- Conducted a complete redesign of the ""Destin Tattoo Company"" website, including competitor analysis, prototyping, text and color scheme selection, logo development, wireframe creation, and component adaptation for tablet and mobile devices.  
- Collaborated on the web service project ""The Lost Pets,"" focusing on user flow development for locating or returning animals, and crafted a distinct logo for the service.  
- Designed the ""Suit Store"" mobile app to improve user convenience for product search and purchase, independently completing the prototyping phase to ensure a seamless experience for frequent shoppers.  

**Education**  
[Your Degree]  
[Your Major]  
[Your University]  
[Year of Graduation]  

**Objective**  
To secure a full-time position within a creative, collaborative team where I can tackle complex design challenges, improve user interfaces, and pursue creative growth through diverse design opportunities."
98390,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile]  

---

**PROFESSIONAL SUMMARY**  
Experienced UX/UI Designer with a strong track record in leading design projects and crafting user-centered designs for web and mobile. Skilled in creating intuitive interfaces that enhance user engagement and satisfaction.

---

**EXPERIENCE**  

**Team Leader, BudgetStay Project**  
[Company Name] | [Location] | [Dates]  
- Led a design team to develop a web interface for a service aiding in finding free or affordable accommodations.  
- Designed user flows for both free and premium accounts, as well as multiple host types.  
- Developed responsive interfaces across desktop, tablet, and mobile.

**Project Lead, Sensual Temple**  
[Company Name] | [Location] | [Dates]  
- Directed the development of a landing page for a massage salon to boost service promotion and online visibility.  
- Designed user-friendly interfaces for various devices to reach potential clients effectively.

**Designer, FoodieFinder**  
[Company Name] | [Location] | [Dates]  
- Created a mobile app to streamline restaurant discovery and reservation, enhancing user experience in booking.  

**Independent Designer, India Cafe**  
[Company Name] | [Location] | [Dates]  
- Revamped a restaurant’s website to improve aesthetics and functionality, including adding photos, menus, and appointment features.  
- Delivered responsive designs and desktop prototypes.

**Independent Designer, Citroen 4 Landing Page**  
[Company Name] | [Location] | [Dates]  
- Conceptualized and designed a landing page in Ukraine for Citroen 4, facilitating easy test drive orders while adhering to brand standards.

---

**PERSONAL PROJECTS**  
- Executed two personal projects to hone design skills and explore new UX/UI design solutions.

---

**SKILLS**  
- UX/UI Design  
- Responsive Design  
- Prototyping  
- User Flow Development  
- Team Leadership  
- Project Management  
- Design Software (Adobe XD, Figma, Sketch)  

---

**EDUCATION**  
[Your Degree]  
[Your University] | [Location] | [Year of Graduation]  

---

**PROFESSIONAL GOAL**  
To contribute as a UX/UI Designer within a creative team, driving innovation in projects that connect service providers with clients while continuously refining my design skills."
98391,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Professional Summary**  
Creative and detail-oriented designer with extensive experience in website redesign, adaptive design, and mobile application development. Skilled in various design tools and dedicated to learning and applying new technologies to enhance user experience.

**Key Projects**  
- **Website of Veterinary Clinic ""Aibolit""**  
  - Spearheaded the redesign project, overseeing the full design cycle.  
  - Assessed user needs, crafted interface prototypes, and developed a visual style to deliver a modern, user-friendly design aimed at attracting potential customers.  

- **""Coffee Time"" Mobile Application**  
  - Designed a mobile application through a complete design cycle.  
  - Conducted problem analysis, created interface prototypes, and established a visual style to facilitate a seamless user experience for scanning and paying for goods, enhancing customer convenience.  

**Skills**  
- Proficient in Adobe Photoshop, Adobe Illustrator, Corel Draw, ProtoPie, and Canva.  
- Experienced in Figma for graphic design projects.  
- Strong understanding of raster and vector graphics, 3D modeling, and programming languages.  

**Professional Experience**  
**Computer Science Teacher**  
[School Name], [Location]  
[Start Date] – [End Date]  
- Instructed computer science topics including raster and vector graphics, 3D modeling, and programming languages.  
- Developed curriculum and instructional materials to enhance student learning and engagement.  

**Education**  
[Your Degree]  
[Your University], [Location]  
[Graduation Year]  

**Interests**  
Eager to join a friendly, motivated team where I can contribute my skills and grow professionally while achieving shared goals."
98392,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
UI/UX Designer passionate about creating intuitive and engaging user experiences. Experienced in web service design and grounded in user-centered design principles. Seeking to leverage skills in a dynamic environment.

**Education**  
Online IT School  
UI/UX Design, [Month, Year] - [Month, Year]  
- Completed an 8-month intensive program focused on UI/UX design principles, including designing landing pages, websites, and web service elements.

**Projects**  

**Poltavski Galyshki (Website Redesign)**  
- Redesigned the website for Poltava Dumplings cafe as part of a course assignment.  
- Enhanced user experience with a structured layout featuring services, photos, and contact information.

**VISIT (Web Service, Full-Stack Design)**  
- Developed a user-friendly web service to organize trips across Ukraine.  
- Conducted UX research and competitor analysis to guide design.  
- Created wireframes and designed functionalities to meet user needs and address gaps in existing solutions.

**Additional Projects**  
- Developed two personal projects showcasing design skills and creativity.

**Skills**  
- UI/UX Design  
- Web Design  
- User Research  
- Wireframing  
- Prototyping  
- Competitor Analysis  
- Adobe Creative Suite  
- Figma  
- HTML/CSS (basic knowledge)  

**References**  
Available upon request.  "
98393,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile or Portfolio URL]  

---

**PROFESSIONAL EXPERIENCE**  

**Mobios School**  
*UX/UI Web Design + Mobile Design Intern*  
Sep 2021 — Dec 2021  

**CURSOR Education**  
*UI/UX Designer*  
Feb 2021 — Jul 2021  

**Source IT**  
*HTML Layout Specialist*  
Feb 2015 — Apr 2015  

**H.S. Skovoroda Kharkiv National Pedagogical University**  
*Ad Designer*  
Faculty of Art and Graphics  

**Layout Designer**  
*Various Publishing Houses*  
*Over 10 years*  
- Created layouts for books, magazines, and posters.  
- Designed pages and sourced vector illustrations, including custom illustrations as needed.  
- Conducted image research, processed bitmap images, and assembled collages for publication layouts.  
- Prepared products for print production.  

**EDUCATION**  

*UI/UX Design Courses*  
- Studied communication design, UX research, wireframing, UI design, as well as mobile and web design methodologies.  
- Completed a comprehensive final project involving client interviews, competitor analysis, SWOT analysis, UX personas, customer journey mapping, information architecture, wireframes, and design execution.  

**OBJECTIVE**  
Eager to join a forward-thinking team where I can enhance my design skills and contribute effectively to projects while pursuing professional growth."
98394,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email]  
[LinkedIn Profile or Portfolio URL]  

---

**Professional Summary**  
Versatile graphic designer with expertise in creating dynamic print publications and illustrations. Skilled in Adobe Photoshop and Adobe Illustrator, with a strong foundation in UX design principles. Eager to apply UX/UI design skills to optimize user experiences.

---

**Education**  
- **Google UX Design Professional Certificate**  
- **University of Alberta**  
  - Introduction to Software Product Management  
- **California Institute of the Arts**  
  - Fundamentals of Graphic Design  

---

**Certifications**  
- Recognized at the Sixth All-Ukrainian Student Olympiad in ""Design of Publishing and Printing Production"" with a Diploma of the II degree  

---

**Experience**  
**Freelance Graphic Designer**  
[Your Location]  
[Month, Year] – [Month, Year]  
- Developed print publications and illustrations using Adobe tools.  
- Worked closely with clients to capture their vision and deliver outstanding design solutions.  
- Managed multiple projects to ensure on-time delivery and high client satisfaction.  

---

**Skills**  
- Graphic Design  
- Adobe Photoshop  
- Adobe Illustrator  
- UX Research  
- Wireframing  
- Prototyping  
- Case Study Development  

---

**Future Aspirations**  
- Aiming to expand expertise in UX/UI design and apply robust design skills to enhance user experiences."
98395,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  
[LinkedIn Profile or Portfolio URL]  

**Objective**  
Dedicated and passionate UI/UX Designer with a strong foundation in design principles and user research methodologies. Eager to contribute to impactful projects and collaborate with a team that values user-centric design.

**Education**  
- Completed comprehensive UI/UX design courses, gaining expertise in design principles, user research methodologies, wireframing, prototyping, and interaction design.

**Experience**  

**Freelance UI/UX Designer**  
[Your Freelance Business Name] | [City, State] | [Month, Year] – [Month, Year]  
- Created unique user interfaces for various clients, ensuring alignment with client requirements and user needs.  
- Conducted user research and developed information architecture to inform design decisions.  
- Executed user experience testing and created prototypes to validate design concepts.  
- Collaborated with developers through the iterative design process to ensure high-quality end products.  
- Enhanced client user experiences and improved conversion rates through distinctive designs.  
- Managed project timelines effectively, demonstrating organizational skills and the ability to work independently.

**Projects**  
- Participated in design projects during training, collaborating with fellow designers, developers, and stakeholders to deliver well-designed user interfaces and engaging user experiences.  
- Received positive feedback for attention to detail, creativity, and ability to incorporate user feedback into design iterations.

**Skills**  
- User-Centric Design  
- Wireframing and Prototyping  
- User Research and Testing  
- Information Architecture  
- Collaboration and Communication  
- Time Management and Organization  

**Professional Development**  
- Committed to continuous learning through self-study, webinars, and engagement with design communities to stay current with industry trends.

**Interests**  
- Seeking opportunities for professional growth within a team-oriented environment that values user needs.  
- Passionate about building productive relationships with stakeholders to deliver high-quality design solutions."
98396,"[Your Name]  
[Your Address]  
[City, State, Zip]  
[Your Email]  
[Your Phone Number]  
[LinkedIn Profile]

**Professional Summary**  
Innovative and detail-oriented UI/UX designer with nearly a year of dedicated experience in web design. Expertise in rejuvenating outdated websites into sleek, user-centric platforms. Proficient in Figma, Photoshop, Illustrator, Webflow, and After Effects, emphasizing exceptional user experience and visual appeal.

**Projects**  
- **Roofing Materials Plant Website Redesign**  
  Revitalized an outdated multi-page site into a streamlined, modern landing page with an engaging and intuitive layout.

- **Tea Studio Landing Page**  
  Created a unique site delivering essential information while providing aesthetic and cultural enrichment for clients.

- **Online Store for Board Games**  
  Enhanced user experience and interaction through integration of AI elements.

- **Multiplex Application Improvement Project**  
  Executed comprehensive UX research and recommended strategic solutions to optimize user experience within the application.

**Skills**  
- Advanced proficiency in Figma (components, variants, auto layout, constraints)  
- Extensive experience in Photoshop and Illustrator  
- Competent in using Webflow for site design  
- Acquainted with After Effects for motion graphics  
- Deep knowledge of user experience principles  

**Education**  
[Your Degree]  
[Your University]  
[Year of Graduation]

**Additional Information**  
Dedicated to ongoing professional growth in web design. Passionate about integrating creativity and a unique viewpoint into each project, inspired by my Ukrainian heritage."
